기관명,사회서비스분야,주된목적,사업내용,인증여부,인증일자,인증번호,대표자명,전화번호,소재지도로명주소,소재지지번주소,홈페이지주소,데이터기준일자,제공기관코드,제공기관명
(주)채원,기타,일자리제공형,돌봄교실 간식 납품,,,,"박만영, 조경숙",051-528-6611,부산광역시 금정구 서금로 26(서동),부산광역시 금정구 서동 402-7,,2019-12-31,3350000,부산광역시 금정구
(주)손끝,환경,창조혁신형(기타),에코랩 제조,,,,송현진,070-8166-5104,부산광역시 금정구 하정로 7(선동),부산광역시 금정구 선동 829-3,,2019-12-31,3350000,부산광역시 금정구
(주)에코인블랭크,환경,창조혁신형(기타),업사이클백 제조,,,,신종석,070-4025-1721,부산광역시 금정구 서부곡로11번길 28(부곡동),부산광역시 금정구 부곡동 327-44,,2019-12-31,3350000,부산광역시 금정구
(주)에그위즈,기타,창조혁신형(기타),디자인플랫폼 판매,,,,유재광,051-000-0000,"부산광역시 금정구 오륜대로 57, 가톨릭대학교 정보공학관 B002호(부곡동)",부산광역시 금정구 부곡동 9,,2019-12-31,3350000,부산광역시 금정구
(주)디자인디,기타,창조혁신형(기타),공공미술,,,,이준호,051-781-2312,부산광역시 금정구 금사로 130(금사동),부산광역시 금정구 25-6,,2019-12-31,3350000,부산광역시 금정구
(주)가온누리,기타,사회서비스제공형,교육서비스,,,,김기훈,051-628-1365,부산광역시 금정구 금사로 130(금사동),부산광역시 금정구 25-6,,2019-12-31,3350000,부산광역시 금정구
주식회사 모두의 캠퍼스,기타,사회서비스제공형,대학생 기반의 플랫폼 사업,,,,노태준,070-4757-2400,"서울특별시 성북구 안암로 145, 산학관 523호(안암동5가, 고려대학교)",,www.moducampus.com,2019-12-10,3070000,서울특별시 성북구
주식회사 히든북,기타,사회서비스제공형,"야외도서관, 작은도서관, 독서교육, 시민문화 공유지 개발",,,,박혜원,070-7767-2239,"서울특별시 성북구 종암로25길 29, 5층 504호(종암동, 성북구마을사회적경제센터)",,http://www.hiddenbook.co.kr/,2019-12-10,3070000,서울특별시 성북구
주식회사 베이비수,기타,사회서비스제공형,"취약계층 대상 사진 무료 촬영, 사진촬영 강좌 지원",,,,김수영,02-902-5465,서울특별시 성북구 화랑로 187 (상월곡동),,,2019-12-10,3070000,서울특별시 성북구
주식회사 만유인력,기타,사회서비스제공형,"어린이 청소년 대상 법교육, 인권교육 진행 등",,,,김민지,070-8800-0117,"서울특별시 성북구 안암로 145, 산학관 5층 522호 (안암동5가, 고려대학교)",,,2019-12-10,3070000,서울특별시 성북구
사회적협동조합 커리어코칭,기타,사회서비스제공형,"경력단절여성 역량강화 및 일자리 창출, 청소년 진로교육",,,,고지영,02-2253-1103,"서울특별시 성북구 종암로25길 29, 5층(종암동, 성북구마을사회적경제센터)",,,2019-12-10,3070000,서울특별시 성북구
㈜아트그룹 슈필렌,기타,사회서비스제공형,"문화기획, 행사기획 등",,,,송현우,070-7555-4216,"서울특별시 성북구 성북로4길 177, 2층(성북동)",,,2019-12-10,3070000,서울특별시 성북구
늘솜 협동조합,기타,사회서비스제공형,패브릭 인테리어소품 가공 등,,,,황은옥,02-6348-0550,"서울특별시 성북구 장위로38길 50-1, 2층(장위동)",,,2019-12-10,3070000,서울특별시 성북구
㈜씨제이인스트루먼트,기타,사회서비스제공형,노후 구조물 안전 등 관리,,,,박창진,02-423-3338,"서울특별시 성북구 화랑로14길 5, H-1동 982AB호(하월곡동, KIST)",,www.cjinstrument.com,2019-12-10,3070000,서울특별시 성북구
(유)햇살놀이터,기타,사회서비스제공형,"공연 제작 및 체험 기획, 놀이터 프로젝트",,,,"신민규, 권태영",02-1600-2238,"서울특별시 성북구 삼선교로14길 91, 2층(삼선동2가)",,,2019-12-10,3070000,서울특별시 성북구
㈜플랜비,기타,사회서비스제공형,"은퇴 체육선수 재사회화 지원사업, 은퇴선수 재능기부",,,,윤소라,02-2181-7944,"서울특별시 성북구 안암로 145, 산학관 5층(안암동5가, 고려대학교)",,,2019-12-10,3070000,서울특별시 성북구
㈜냅스터,기타,사회서비스제공형,청년을 위한 셰어하우스 사업,,,,김현성,00-000-0000,"서울특별시 성북구 안암로 145, 산학관 530호(안암동5가, 고려대학교)",,,2019-12-10,3070000,서울특별시 성북구
㈜디올연구소,기타,사회서비스제공형,노령자와 장애우를 위한 사회적디자인 개발,,,,이종근,02-915-9969,"서울특별시 성북구 안암로 145, 산학관 5층(안암동5가, 고려대학교)",,,2019-12-10,3070000,서울특별시 성북구
㈜위시루프컴퍼니,기타,사회서비스제공형,"캠페인기획, 영상, 공익전문콘텐츠 매체 제작",,,,임규호,070-7169-8030,"서울특별시 성북구 안암로 145, 산학관 508호(안암동5가, 고려대학교)",,,2019-12-10,3070000,서울특별시 성북구
㈜담넘어,기타,사회서비스제공형,청소년 진로교육 사업,,,,정성원,02-959-7745,"서울특별시 성북구 안암로 145, 산학관 511호(안암동5가, 고려대학교)",,www.overdam.co.kr,2019-12-10,3070000,서울특별시 성북구
㈜예손뷰티아카데미,교육,사회서비스제공형,교육 서비스업(P),Y,2019-05-10,제2019-068호,이은숙,062-224-5223,"광주광역시 서구 경열로 32, 2층 201호(농성동)",,www.yesonschool.com,2019-05-31,6290000,광주광역시
㈜다솔,사업시설관리,일자리제공형,"건축물철거공사, 석면해제제거, 조경, 인테리어",Y,2015-11-20,,박창수,043-871-3632,충청북도 음성군 음성읍 음성로 132,,,2019-04-24,6430000,충청북도
㈜디자인앤본두,기타,일자리제공형,제조업(C),Y,2019-05-10,제2019-067호,배경두,062-225-3630,광주광역시 동구 제봉로213번길 12(대인동),,www.thesalaldbwol.co.kr,2019-05-31,6290000,광주광역시
더펫하우스 협동조합,기타,지역사회공헌형,서비스,Y,2019-05-10,제2019-066호,정욱,062-652-9414,"광주광역시 서구 풍금로38번길 45, 101호(풍암동)",,www.thepethouse.co.kr,2019-05-31,6290000,광주광역시
주식회사 올댓강사,교육,사회서비스제공형,교육 서비스업(P),Y,2018-12-28,제2018-271호,김정순,062-372-0203,"광주광역시 서구 상무평화로 89, 203호(치평동)",,www.ealthat.com,2019-05-31,6290000,광주광역시
주식회사 광주배달,기타,일자리제공형,운수업(H),Y,2018-12-28,제2018-270호,이형순,062-268-8001,"광주광역시 북구 오산정길7번길 10, 1층(오치동)",,www.광주배달.com,2019-05-31,6290000,광주광역시
㈜키움인교육,교육,일자리제공형,교육 서비스업(P),Y,2018-11-06,제2018-216호,박시은,062-381-0500,"광주광역시 북구 첨단과기로208번길 43-20, 2층 2호(오룡동)",,www.키움인.com,2019-05-31,6290000,광주광역시
주식회사 세연이앤에스,기타,일자리제공형,제조업(C),Y,2018-11-06,제2018-215호,김강,062-511-7741,광주광역시 북구 지야동 806-9,,www.seyeon-ens.co.kr,2019-05-31,6290000,광주광역시
주식회사 라이크디,문화예술,일자리제공형,"예술, 스포츠 및 여가관련 서비스업(R)",Y,2018-11-06,제2018-211호,신준섭,062-236-0888,"광주광역시 동구 백서로 177, 2층(서석동)",,devilsinc.co.kr,2019-05-31,6290000,광주광역시
유한회사 애니체,기타,일자리제공형,제조업(C),Y,2018-11-06,제2018-213호,박점희,062-942-1814,광주광역시 광산구 소촌로 25-12(소촌동),,www.anyche.com,2019-05-31,6290000,광주광역시
유한회사 문화산업,기타,일자리제공형,제조업(C),Y,2018-11-06,제2018-212호,전미정,062-261-6185,광주광역시 북구 문화소통로 314(문흥동),,www.xfactory.co.kr,2019-05-31,6290000,광주광역시
(사)힘찬장애인복지회,기타,일자리제공형,제조업(C),Y,2018-11-06,제2018-210호,박치근,062-511-1164,"광주광역시 광산구 송도로 143, 301호대덕1차상가(도산동)",,,2019-05-31,6290000,광주광역시
주식회사 다원헬스케어,기타,일자리제공형,제조업(C),Y,2018-07-03,제2018-095호,하미아,062-945-6376,"광주광역시 광산구 송도로 119, 2층(도산동)",,www.dawonhc.com,2019-05-31,6290000,광주광역시
주식회사 가든프로젝트광주,산림보전및관리,혼합형,건설업(F),Y,2018-07-03,제2018-094호,김영식,062-525-1101,"광주광역시 북구 군왕로207번길 16, 상가동 201호(각화동, 각화 영구임대아파트)",,www.gdp.or.kr,2019-05-31,6290000,광주광역시
주식회사 에스존,청소,일자리제공형,제조업(C),Y,2018-05-01,제2018-047호,조범준,062-515-8117,"광주광역시 북구 신흥로 27번길, 1층(중흥동)",,에스존.com,2019-05-31,6290000,광주광역시
사단법인 더불어사는장애인복지회,기타,일자리제공형,보건업 및 사회복지 서비스업(Q),Y,2018-05-01,제2018-049호,박숙희,062-525-6540,"광주광역시 북구 양일로 180, C동 별관 1층(양산동)",,,2019-05-31,6290000,광주광역시
(주) 엠텍정보,기타,일자리제공형,제조업(C),Y,2018-03-08,제2018-009호,정성철,062-961-5454,"광주광역시 서구 마륵로 13, (마륵동)",,,2019-05-31,6290000,광주광역시
주식회사 주월싱싱봉제사업단,기타,일자리제공형,제조업(C),Y,2017-12-29,제2017-237호,이상복,062-676-4665,광주광역시 남구 회재로1218번길 17,,,2019-05-31,6290000,광주광역시
(주)상상오디자인,기타,일자리제공형,"출판, 영상, 방송통신 및 정보서비스업(J)",Y,2017-12-29,제2017-236호,임양선,062-383-6526,광주광역시 서구 상무대로  1057(화정동),,www.ssodesign.co.kr,2019-05-31,6290000,광주광역시
주식회사 하야,기타,일자리제공형,도매 및 소매업(G),Y,2017-11-16,제2017-193호,임경숙,1588-9805,광주광역시 남구 회재로1200번길 14(주월동),,,2019-05-31,6290000,광주광역시
주식회사 퍼니브라운,문화예술,일자리제공형,"출판, 영상, 방송통신 및 정보서비스업(J)",Y,2017-11-16,제2017-192호,최현호,062-675-0706,"광주광역시 남구 송암로 60, 5층 506호(송하동, 광주씨지아이센터)",,www.funnybrown.com,2019-05-31,6290000,광주광역시
주식회사 아이디어플랫폼,기타,일자리제공형,도매 및 소매업(G),Y,2017-11-16,제2017-191호,방주희,1670-4104,"광주광역시 동구 중흥로 224, 2층(계림동)",,www.ideaflatform.co.kr,2019-05-31,6290000,광주광역시
주식회사 레미행,문화예술,사회서비스제공형,"예술, 스포츠 및 여가관련 서비스업(R)",Y,2017-11-16,제2017-190호,이창인,062-233-7179,"광주광역시 북구 양산택지로121번길 2, 4층401호(본촌동)",,www.rectainer.com,2019-05-31,6290000,광주광역시
주식회사 뜨레찬,기타,일자리제공형,제조업(C),Y,2017-11-16,제2017-189호,윤경미,062-672-3388,"광주광역시 남구 봉선2로 6, 1층(봉선동, 1층, 2층, 3층)",,www.trechan.co.kr,2019-05-31,6290000,광주광역시
주식회사 금하테크,기타,일자리제공형,"출판, 영상, 방송통신 및 정보서비스업(J)",Y,2017-11-16,제2017-188호,한청우,1600-8054,광주광역시 광산구 풍영정길 59(신창동),,munja1.net,2019-05-31,6290000,광주광역시
주) 10억홈피,기타,일자리제공형,"전문, 과학 및 기술 서비스업(M)",Y,2017-11-16,제2017-187호,이성준,062-374-4242,"광주광역시 북구 첨단과기로 176번길 27, 5층 510호, 511호(오룡동, 광주디자인센터)",,www.wcms.kr,2019-05-31,6290000,광주광역시
원예복지협동조합,기타,혼합형,도매 및 소매업(G),Y,2017-11-16,제2017-186호,박명자,062-962-3389,"광주광역시 광산구 풍영정길 461(산월동, 2동)",,http://caf?.daum.net/sc3389,2019-05-31,6290000,광주광역시
오색빛협동조합,문화예술,일자리제공형,교육 서비스업(P),Y,2017-11-16,제2017-185호,김은희,062-655-8794,"광주광역시 남구 용대로 201 (방림동,1층)",,,2019-05-31,6290000,광주광역시
사회적협동조합 테크테리아,기타,일자리제공형,숙박 및 음식점업(I),Y,2017-11-16,제2017-184호,백순영,062-602-7007,"광주광역시 북구 첨단과기로 333, 1층 126호(대촌동)",,,2019-05-31,6290000,광주광역시
농업회사법인 현대에프엔비 주식회사,기타,일자리제공형,제조업(C),Y,2017-11-16,제2017-183호,박승만,1644-3605,"광주광역시 북구 동문대로 50, 101호(풍향동, 동강대학교산학협력관 203호)",,www.chamtrue.co.kr,2019-05-31,6290000,광주광역시
주식회사나눔세상,기타,일자리제공형,제조업(C),Y,2017-05-10,제2017-034호,송민기,062-1588-7351,광주광역시 서구 월산로 214,,,2019-05-31,6290000,광주광역시
사단법인 한국예술진흥회,기타,사회서비스제공형,교육 서비스업(P),Y,2017-05-10,제2017-033호,전삼임,062-521-3372,광주광역시 북구 우치로 15,,www.e-kapa.org,2019-05-31,6290000,광주광역시
(주)광주오피스넥스,기타,일자리제공형,도매 및 소매업(G),Y,2017-03-02,제2017-009호,이승현,062-455-7700,광주광역시 서구 상무중앙로 110,,www.officenex.com,2019-05-31,6290000,광주광역시
협동조합탄하(Tanha),기타,일자리제공형,교육 서비스업(P),Y,2016-12-27,제2016-246호,김윤아,062-673-0013,광주광역시 서구 풍암신암로 36,,www.tanha.co.kr,2019-05-31,6290000,광주광역시
주식회사반하다,기타,일자리제공형,보건업 및 사회복지 서비스업(Q),Y,2016-12-27,제2016-245호,김동호,062-527-3388,광주광역시 서구 상무대로 773,,hbjjack.co.kr,2019-05-31,6290000,광주광역시
(주)멘퍼스,기타,일자리제공형,제조업(C),Y,2016-12-27,제2016-244호,조석,062-941-3030,광주광역시 광산구 평동산단로 239-10,,www.menfurs.net,2019-05-31,6290000,광주광역시
주식회사홍앤조(HONG&amp;JOE),예술·관광,일자리제공형,제조업(C),Y,2016-11-07,제2016-186호,조영심,062-225-2388,광주광역시 동구 필문대로 206,,,2019-05-31,6290000,광주광역시
주식회사신부넷,예술·관광,일자리제공형,"협회 및 단체, 수리 및 개인 서비스업(S)",Y,2016-11-07,제2016-184호,임현정,062-233-9942,광주광역시 동구 서석로7번길 2,,www.sinbu.net,2019-05-31,6290000,광주광역시
주식회사 휴먼퍼스트,기타,일자리제공형,제조업(C),Y,2016-11-07,제2016-187호,문선희,062-971-4856,광주광역시 북구 첨단과기로 123,,www.i-bib.co.kr,2019-05-31,6290000,광주광역시
주식회사 아시아컬쳐커뮤니티,예술·관광,일자리제공형,"예술, 스포츠 및 여가관련 서비스업(R)",Y,2016-11-07,제2016-185호,박혜은,062-446-6150,광주광역시 북구 용주로30번길 77,,,2019-05-31,6290000,광주광역시
(주)씨앤에이치아이,환경,일자리제공형,사업시설관리 및 사업지원 서비스업(N),Y,2016-11-07,제2016-180호,강용구,062-261-7957,"광주광역시 북구 군왕로207번길 16, 상가동 203호",,cnhi.co.kr,2019-05-31,6290000,광주광역시
(주)나무와달,기타,일자리제공형,"출판, 영상, 방송통신 및 정보서비스업(J)",Y,2016-11-07,제2016-183호,김지혜,062-529-9179,광주광역시 동구 백서로137번길 8,,,2019-05-31,6290000,광주광역시
(주)햇살맑은심리상담센터,기타,혼합형,심리상담치료,,,,최정이,070-4209-2566,인천광역시 미추홀구 주안중로 19,,,2019-06-11,6280000,인천광역시
청소박사협동조합,청소,일자리제공형,사업시설관리 및 사업지원 서비스업(N),Y,2016-06-29,제2016-089호,김명희,062-371-3029,광주광역시 서구 계수로 51,,www.clean365.kr,2019-05-31,6290000,광주광역시
(주)아이어스,기타,일자리제공형,"출판, 영상, 방송통신 및 정보서비스업(J)",Y,2016-06-29,제2016-088호,서상수,062-611-5870,광주광역시 북구 첨단과기로176번길 27,,eyearth.co.kr,2019-05-31,6290000,광주광역시
주식회사뉴스포츠코리아,기타,일자리제공형,교육 서비스업(P),Y,2016-02-29,제2016-016호,김성일,062-361-8300,광주광역시 남구 군분로 134-1,,www.nsns.co.kr,2019-05-31,6290000,광주광역시
주식회사 케어탑,기타,일자리제공형,사업시설관리 및 사업지원 서비스업(N),Y,2016-02-29,제2016-018호,주창진,062-511-1130,광주광역시 광산구 평동로 1109,,,2019-05-31,6290000,광주광역시
사단법인아시아문화예술협회,예술·관광,사회서비스제공형,"예술, 스포츠 및 여가관련 서비스업(R)",Y,2016-02-29,제2016-015호,박흥일,062-525-6521,광주광역시 북구 서양로 156,,www.asiaca.or.kr,2019-05-31,6290000,광주광역시
e새마을협동조합,기타,일자리제공형,"협회 및 단체, 수리 및 개인 서비스업(S)",Y,2016-02-29,제2016-014호,김용진,062-413-9484,광주광역시 남구 구성로 102-1,,www.esaemaeul.co.kr,2019-05-31,6290000,광주광역시
월드뮤직그룹루트머지,예술·관광,사회서비스제공형,"예술, 스포츠 및 여가관련 서비스업(R)",Y,2015-12-28,제2015-273호,홍윤진,062-444-0767,광주광역시 북구 서강로 89,,www.rootmerge.co.kr,2019-05-31,6290000,광주광역시
호남대랄랄라스쿨(주),기타,사회서비스제공형,교육 서비스업(P),Y,2015-11-20,제2015-213호,정윤희,062-380-8500,광주광역시 서구 상무대로 971,,,2019-05-31,6290000,광주광역시
주식회사 류호선우리밀베이커리,기타,일자리제공형,제조업(C),Y,2015-11-20,제2015-211호,류호선,062-573-0920,광주광역시 광산구 수등로 211,,,2019-05-31,6290000,광주광역시
주식회사 가투디자인그룹,기타,일자리제공형,"출판, 영상, 방송통신 및 정보서비스업(J)",Y,2015-11-20,제2015-209호,정재봉,070-4099-4793,광주광역시 광산구 사암로69번길 10,,www.gatudesign.co.kr,2019-05-31,6290000,광주광역시
(주)우연시스템,기타,일자리제공형,"출판, 영상, 방송통신 및 정보서비스업(J)",Y,2015-11-20,제2015-212호,이수영,062-714-3788,광주광역시 동구 구성로194번길 11,,,2019-05-31,6290000,광주광역시
유한회사행복한동행,간병및가사지원,일자리제공형,보건업 및 사회복지 서비스업(Q),Y,2015-09-22,제2015-159호,최승아,062-265-8895,광주광역시 북구 서하로 232,,,2019-05-31,6290000,광주광역시
㈜푸른씨티,기타,일자리제공형,도매 및 소매업(G),Y,2015-07-27,제2015-126호,김의경,062-351-9988,광주광역시 남구 중앙로 99,,www.pureunct.com,2019-05-31,6290000,광주광역시
신일장제협동조합,기타,일자리제공형,제조업(C),Y,2015-07-27,제2015-123호,강미숙,062-954-4888,광주광역시 광산구 풍영정길 65-1,,,2019-05-31,6290000,광주광역시
(주)신나는세상,청소,일자리제공형,사업시설관리 및 사업지원 서비스업(N),Y,2015-07-27,제2015-125호,김동훈,062-515-7481,광주광역시 북구 설죽로196번길 26,,www.sinnaneun.co.kr,2019-05-31,6290000,광주광역시
(주)소프트에듀,기타,일자리제공형,"출판, 영상, 방송통신 및 정보서비스업(J)",Y,2015-07-27,제2015-124호,오준,062-226-3570,광주광역시 서구 계수로 73,,softedu.kr,2019-05-31,6290000,광주광역시
실버케어협동조합,간병및가사지원,일자리제공형,도매 및 소매업(G),Y,2015-06-01,제2015-085호,이광중,062-653-2363,광주광역시 남구 독립로 89,,www.silvercarecoop.com,2019-05-31,6290000,광주광역시
(주)교육극단파랑새,예술·관광,일자리제공형,"예술, 스포츠 및 여가관련 서비스업(R)",Y,2015-06-01,제2015-086호,임홍석,062-514-4328,광주광역시 동구 필문대로 112,,,2019-05-31,6290000,광주광역시
휴먼리소스유한회사,환경,일자리제공형,사업시설관리 및 사업지원 서비스업(N),Y,2015-03-31,제2015-014호,최경옥,062-652-6661,"광주광역시 서구 매월2로15번길 16, 207동 221호",,,2019-05-31,6290000,광주광역시
주식회사잇다,예술·관광,일자리제공형,"출판, 영상, 방송통신 및 정보서비스업(J)",Y,2015-03-31,제2015-018호,이순학,062-366-1895,광주광역시 광산구 목련로273번안길 7,,www.it-da.net,2019-05-31,6290000,광주광역시
주식회사21세기디에스,기타,일자리제공형,교육 서비스업(P),Y,2015-03-31,제2015-017호,여향구,062-961-6999,광주광역시 광산구 수완로10번길 24,,WWW.21cds.co.kr,2019-05-31,6290000,광주광역시
월정주식회사,기타,일자리제공형,제조업(C),Y,2015-03-31,제2015-015호,김태양,062-363-1688,광주광역시 남구 포충로 937,,www.나무소리.kr,2019-05-31,6290000,광주광역시
광주아가마지(주),간병및가사지원,일자리제공형,"협회 및 단체, 수리 및 개인 서비스업(S)",Y,2015-03-31,제2015-013호,박민희,062-515-3522,"광주광역시 광산구 사암로 329, 2층",,,2019-05-31,6290000,광주광역시
(주)비젼코리아엠엔에스,기타,일자리제공형,제조업(C),Y,2015-03-31,제2015-016호,김선호,062-512-1929,광주광역시 북구 무등로 5,,http://www.vjkorea.com,2019-05-31,6290000,광주광역시
주식회사21세기라온기획,기타,일자리제공형,교육 서비스업(P),Y,2014-12-16,제2014-227호,배해열,062-268-7734,광주광역시 북구 서암대로143번길 9,,www.21craon.co.kr,2019-05-31,6290000,광주광역시
주식회사 아트주,예술·관광,일자리제공형,"예술, 스포츠 및 여가관련 서비스업(R)",Y,2014-12-16,제2014-228호,정헌기,062-682-0976,광주광역시 남구 제중로47번길 11,,www.artzoo.co.kr,2019-05-31,6290000,광주광역시
주식회사 극단아리랑,기타,사회서비스제공형,문화예술공연,,,,김현준,02-763-6055,서울특별시 성북구 삼선교로 33-4(삼선동2가),,www.arirangv.co.kr,2019-12-10,3070000,서울특별시 성북구
사단법인 캔파운데이션,기타,사회서비스제공형,"전시, 미술품임대, 대관, 기업문화예술 아카데미, 디자인 컨설팅 등",,,,장문경,02-766-7660,"서울특별시 성북구 선잠로2길 14-4, 2층(성북동)",,www.can-foundation.org,2019-12-10,3070000,서울특별시 성북구
장애인문화예술 판,기타,사회서비스제공형,장애인극단 운영 및 장애인문화예술웹진 제공,,,,좌동엽,02-745-4208,"서울특별시 성북구 종암로25길 29, 4층(종암동,마을-사회적경제센터)",,http://www.artpan.net,2019-12-10,3070000,서울특별시 성북구
주식회사 놀이나무,기타,사회서비스제공형,박물관체험놀이 기획 및 교육문화사업,,,,이원영,02-943-4433,"서울특별시 성북구 보문로30라길 15, 2층(동선동2가)",,www.noljaa.co.kr,2019-12-10,3070000,서울특별시 성북구
㈜대지를 위한 바느질,기타,사회서비스제공형,"친환경 결혼 전반, 친환경 리빙 제품, 오가닉 의류, 에코 가이드북 출판 등",,,,이경재,070-8840-8826,서울특별시 성북구 성북로23가길 12(성북동),,www.ecouniform.co.kr,2019-12-10,3070000,서울특별시 성북구
사회적기업 노란들판 유한회사,기타,사회서비스제공형,"장애인을 고용하여 출판, 인쇄, 현수막, 디자인물등을 제작 판매",,,,박경석,02-469-9101,"서울특별시 성북구 화랑로 278, 4층(석관동)",,www.norandp.co.kr,2019-12-10,3070000,서울특별시 성북구
사회적협동조합경기시흥작은자리지역자활센터,기타,사회서비스제공형,저소득취약계층 자활사업(청소. 보육. 나무공방 등),,,,김선미,031-313-2733,경기도 시흥시 비둘기공원7길 33,경기도 시흥시 대야동543-1번지,www.jjh.or.kr/,2019-05-31,4010000,경기도 시흥시
시흥양봉협동조합,기타,지역사회공헌형,양봉 교육생산판매,,,,길우준,070-7769-7173,경기도 시흥시 봉우재로7번길 14-1,경기도 시흥시 정왕동1620-10번지,,2019-05-31,4010000,경기도 시흥시
빌드주식회사,기타,창조혁신형(기타),음식점. 지역혁신교육. 커뮤니티 비즈니스,,,,우영승,031-316-0495,경기도 시흥시 월곶해안로 115,경기도 시흥시 월곶동 1013-7번지,,2019-05-31,4010000,경기도 시흥시
나눌래자활협동조합,청소,지역사회공헌형,의류수거. 재활용,,,,김지언,031-520-2337,경기도 시흥시 월곶해안로161번길 15,경기도 시흥시 월곶동1012-1번지,,2019-05-31,4010000,경기도 시흥시
한테크생활건강㈜,기타,일자리제공형,전자제품 도소매. 제조. 냉_난방기 도_소매,,,,윤진수,031-499-3846,경기도 시흥시 서해안로 242 나동 208호,경기도 시흥시 정왕동1234-7번지 나동 208호,,2019-05-31,4010000,경기도 시흥시
시흥시장독대협동조합,기타,지역사회공헌형,장류 제조가공. 장류 유통 및 체험 교육,,,,오창분,031-404-1300,경기도 시흥시 연성로13번길 5-4 105호,경기도 시흥시 하중동877-1번지 105호,http://www.shsijangdok.com,2019-05-31,4010000,경기도 시흥시
(주)에프엔제이,기타,사회서비스제공형,코딩교육 콘텐츠 개발 및 교육 서비스 제공,,,,정재엽,031-432-8654,경기도 시흥시 산기대학로 237,경기도 시흥시 정왕동2121-1번지,,2019-05-31,4010000,경기도 시흥시
주식회사칸티에,기타,일자리제공형,카페. 음식제공 및 문화예술공간 제공,,,,이현,031-311-4600,경기도 시흥시 소래산길 11,경기도 시흥시 대야동332-1번지,,2019-05-31,4010000,경기도 시흥시
협동조합시흥효도회,기타,일자리제공형,곤충 사육체험 새싹삼 재배,,,,안병택,070-4126-0145,경기도 시흥시 시흥대로268번길 62-1,경기도 시흥시 능곡동 414-3,,2019-05-31,4010000,경기도 시흥시
농업회사법인시흥표고주식회사,기타,일자리제공형,표고재배가공 판매. 표고관련 교육,,,,홍승희,,경기도 시흥시 시흥대로268번길 62-1,경기도 시흥시 능곡동 414-3,https://smartstore.naver.com/siheungpyogo,2019-05-31,4010000,경기도 시흥시
주식회사다다마을관리기업,청소,일자리제공형,골목청소. 주택관리,,,,고영진,031-311-8209,경기도 시흥시 복지로43번길 8,경기도 시흥시 대야동489-6번지,,2019-05-31,4010000,경기도 시흥시
주식회사녹색발전소,환경,일자리제공형,잔디농업. 천연잔디 유지보수,,,,최윤정,,경기도 시흥시 서해안로 1375(신천동),경기도 시흥시 신천동 507-2,blog.naver.com/gruenrasen,2019-05-31,4010000,경기도 시흥시
(주)다수리,기타,일자리제공형,기계 및 소방 설비. 건출물유지보수. 제조업(친환경 절삭수. 수전금구류),,,,김일남,070-7805-8877,경기도 시흥시 금화로 550번길 17-2,경기도 시흥시 금이동 422-9,www.dasoori.co.kr,2019-05-31,4010000,경기도 시흥시
(주)엘리트프랜즈,기타,일자리제공형,친환경생활용품 및 사무용품 개발_제작,,,,이수용,031-318-3157,경기도 시흥시 은행로 42 서광테크노타운101호,경기도 시흥시 은행동247-1번지 서광테크노타운 101호,www.elitefriends.co.kr,2019-05-31,4010000,경기도 시흥시
㈜클림,기타,지역사회공헌형,"칵테일, 핑거푸드케이터링",,,,신혜림,,인천광역시 미추홀구 인하로 172,,,2019-06-11,6280000,인천광역시
㈜바이트소프트웨어,기타,기타형,"시스템, 플렛폼 개발",,,,정호진,070-8235-9119,인천광역시 미추홀구 아암대로29번길 16,,,2019-06-11,6280000,인천광역시
㈜그루터기,기타,지역사회공헌형,"사회적기업 기타, 홍보 대행 등",,,,"동방상용, 김지은",032-204-9209,인천광역시 미추홀구 석정로 229,,,2019-06-11,6280000,인천광역시
㈜리스펙,예술·관광,기타형,"PR영상 제작, 구인구직 플랫폼",,,,유재은,,인천광역시 미추홀구 석정로 229,,,2019-06-11,6280000,인천광역시
지속가능발전소㈜,기타,기타형,기업의 비재무리스크 분석.공개,,,,윤덕찬,02-2132-8133,인천광역시 미추홀구 석정로 229,,,2019-06-11,6280000,인천광역시
㈜잇츠고,기타,기타형,"푸드트럭, 의류유통",,,,김필주,032-676-2312,인천광역시 미추홀구 석정로 229,,,2019-06-11,6280000,인천광역시
㈜애드포라이프,기타,기타형,기부 어플리케이션 및 스마트 기부함,,,,박종민,032-763-4315,인천광역시 미추홀구 석정로 229,,,2019-06-11,6280000,인천광역시
㈜한뜰,기타,일자리제공형,"한복 제작·기타, 누룽지 기타·판매",,,,송지연,032-441-1156,인천광역시 미추홀구 미추홀대로 707,,,2019-06-11,6280000,인천광역시
㈜강화미래산업,기타,일자리제공형,"금속자재 및 건축자재 설치공사, 인테리어 등",,,,구은희,032-937-9265,인천광역시 미추홀구 동주길120번길 63,,,2019-06-11,6280000,인천광역시
뚝딱장난감,기타,혼합형,장난감 수리,,,,이욱상,032-433-1510,인천광역시 미추홀구 경인로 480,,,2019-06-11,6280000,인천광역시
경인산림복지협동조합,기타,일자리제공형,"숲해설, 유아숲체험",,,,김영진,032-888-3276,인천광역시 미추홀구 석정로 58,,,2019-06-11,6280000,인천광역시
㈜밸리스,기타,지역사회공헌형,애완견 사료 및 영양제 기타,,,,서정남,070-8158-0920,인천광역시 미추홀구 석정로 229,,,2019-06-11,6280000,인천광역시
