허가구역명,장소유형,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,푸드트럭운영대수,허가구역사용료,허가구역운영시작일자,허가구역운영종료일자,허가구역휴무일,허가구역평일운영시작시각,허가구역평일운영종료시각,허가구역주말운영시작시각,허가구역주말운영종료시각,1월운영시작시각,1월운영종료시각,2월운영시작시각,2월운영종료시각,3월운영시작시각,3월운영종료시각,4월운영시작시각,4월운영종료시각,5월운영시작시각,5월운영종료시각,6월운영시작시각,6월운영종료시각,7월운영시작시각,7월운영종료시각,8월운영시작시각,8월운영종료시각,9월운영시작시각,9월운영종료시각,10월운영시작시각,10월운영종료시각,11월운영시작시각,11월운영종료시각,12월운영시작시각,12월운영종료시각,판매제한품목,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
함평공영주차장 내(현재 미운영),02,14,함평군,전라남도 함평군 함평읍 기각리 994-12,전라남도 함평군 함평읍 기각리 994-12,,,1,"연161,920원",2016-12-16,2018-12-15,미운영,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,함평군,061-320-1644,2019-09-24,4960000,전라남도 함평군
원동문화생태공원(원동A),05,16,양산시,,경상남도 양산시 원동면 용당리 566,,,1,공시지가(원) × 면적 × 1(년) × 0.015,2016-03-22,2020-12-31,연중무휴,09:00,19:00,09:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,양산시,055-392-2824,2019-09-24,5380000,경상남도 양산시
서룡수변공원(서룡A),05,16,양산시,,경상남도 양산시 원동면 서룡리 586-3,,,1,공시지가(원) × 면적 × 1(년) × 0.015,2016-04-04,2020-12-31,연중무휴,09:00,19:00,09:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,양산시,055-392-2824,2019-09-24,5380000,경상남도 양산시
서룡수변공원(서룡B),05,16,양산시,,경상남도 양산시 원동면 서룡리 586-3,,,1,공시지가(원) × 면적 × 1(년) × 0.015,2016-03-25,2020-12-31,연중무휴,09:00,19:00,09:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,양산시,055-392-2824,2019-09-24,5380000,경상남도 양산시
황산문화체육공원(황산A),05,16,양산시,,경상남도 양산시 물금읍 물금리 640-12,,,1,공시지가(원) × 면적 × 1(년) × 0.015,2016-04-22,2020-12-31,연중무휴,09:00,19:00,09:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,양산시,055-392-2824,2019-09-24,5380000,경상남도 양산시
황산문화체육공원(황산B),05,16,양산시,,경상남도 양산시 물금읍 물금리 214,,,1,공시지가(원) × 면적 × 1(년) × 0.015,2016-04-21,2020-12-31,연중무휴,09:00,19:00,09:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,양산시,055-392-2824,2019-09-24,5380000,경상남도 양산시
황산문화체육공원(황산C),05,16,양산시,,경상남도 양산시 물금읍 물금리 171-4,,,1,공시지가(원) × 면적 × 1(년) × 0.015,2016-04-29,2020-12-31,연중무휴,09:00,19:00,09:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,양산시,055-392-2824,2019-09-24,5380000,경상남도 양산시
황산문화체육공원(황산D)),05,16,양산시,,경상남도 양산시 물급읍 증산리 291,,,1,공시지가(원) × 면적 × 1(년) × 0.015,2016-04-25,2020-12-31,연중무휴,09:00,19:00,09:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,양산시,055-392-2824,2019-09-24,5380000,경상남도 양산시
가산수변공원,05,16,양산시,,경상남도 양산시 동면 가산리 759,,,1,공시지가(원) × 면적 × 1(년) × 0.015,2019-01-01,2020-12-31,연중무휴,09:00,19:00,09:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,양산시,055-392-2824,2019-09-24,5380000,경상남도 양산시
푸드트럭존,05,15,영덕군,경상북도 영덕군 축산면 축산리 944-7,경상북도 영덕군 축산면 축산리 944-7,,,1,"10,100원",2017-08-31,2019-08-30,연중무휴,09:00,18:00,09:00,20:00,09:00,17:00,09:00,17:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,18:00,09:00,18:00,09:00,18:00,주류,경상북도 영덕군청,054-730-6172,2019-09-20,5180000,경상북도 영덕군
푸드트럭존,05,15,영덕군,경상북도 영덕군 축산면 축산리 944-7,경상북도 영덕군 축산면 축산리 944-7,,,1,"10,100원",2017-11-06,2019-11-05,연중무휴,09:00,18:00,09:00,20:00,09:00,17:00,09:00,17:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,18:00,09:00,18:00,09:00,18:00,주류,경상북도 영덕군청,054-730-6172,2019-09-20,5180000,경상북도 영덕군
푸드트럭존,99,15,영덕군,경상북도 영덕군 영덕읍 창포리 113-1,경상북도 영덕군 영덕읍 창포리 113-1,,,1,"47,000원",2017-09-14,2019-09-13,연중무휴,09:00,18:00,09:00,20:00,09:00,17:00,09:00,17:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,18:00,09:00,18:00,09:00,18:00,주류,경상북도 영덕군청,054-730-6172,2019-09-20,5180000,경상북도 영덕군
푸드트럭존,99,15,영덕군,경상북도 영덕군 영덕읍 창포리 328-1,경상북도 영덕군 영덕읍 창포리 328-1,,,1,"173,910원",2017-11-29,2019-09-13,연중무휴,09:00,18:00,09:00,20:00,09:00,17:00,09:00,17:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,18:00,09:00,18:00,09:00,18:00,주류,경상북도 영덕군청,054-730-6172,2019-09-20,5180000,경상북도 영덕군
친환경스카이웨이주차장,08,02,동구,,부산광역시 동구 초량동 827-389 친환경스카이웨이주차장,,,1,176410,2016-12-15,2018-12-14,연중무휴,10:00,23:00,10:00,23:00,,,,,,,,,,,,,,,,,,,,,,,,,,부산광역시 동구청,051-440-4984,2019-08-23,3270000,부산광역시 동구
강변축구장,03,03,북구,대구광역시 북구 조야로2길 113-30(서변동),,,,,"월 89,480원",2016-05-25,2018-05-22,비정기적+우천시휴무,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,대구광역시 북구 위생과,053-665-2754,2019-07-31,3450000,대구광역시 북구
검단졸음쉼터(부산방향),07,03,북구,,대구광역시 북구 검단동 543-2,,,,월매출액의 1,2016-06-28,2018-06-30,연중무휴,07:00,19:00,07:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,대구광역시 북구 위생과,053-665-2754,2019-07-31,3450000,대구광역시 북구
검단졸음쉼터(서울방향),07,03,북구,,대구광역시 북구 검단동 376-11,,,,월매출액의 1,2016-06-28,2018-06-30,연중무휴,07:00,19:00,07:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,대구광역시 북구 위생과,053-665-2754,2019-07-31,3450000,대구광역시 북구
구수산도서관 주차장,08,03,북구,대구광역시 북구 대천로 21(읍내동),,,,,"월 89,480원",2016-12-27,2017-12-26,비정기적+우천시휴무,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,대구광역시 북구 위생과,053-665-2754,2019-07-31,3450000,대구광역시 북구
산격대교 인근 축제장,99,03,북구,,대구광역시 북구 산격동 677-3,,,,0,2017-09-23,2017-09-24,비정기적+우천시휴무,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,대구광역시 북구 위생과,053-665-2754,2019-07-31,3450000,대구광역시 북구
북구청광장,08,03,북구,대구광역시 북구 옥산로 65(침산동),,,,,0,2017-10-13,2017-10-13,비정기적+우천시휴무,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,대구광역시 북구 위생과,053-665-2754,2019-07-31,3450000,대구광역시 북구
도덕산근린공원 내,04,09,광명시,경기도 광명시 광명동 317-80,경기도 광명시 광명동 317-80,37.468300,126.857800,1,"연 7,000원~8,000원",2017-01-09,2019-01-06,연중무휴,13:00,21:00,13:00,21:00,,,,,,,,,,,,,,,,,,,,,,,,,,광명시 생활위생과,02-2680-5483,2019-09-09,3900000,경기도 광명시
독산역 2번출구 앞 광장,08,01,금천구,서울특별시 금천구 벚꽃로 115(가산동),서울특별시 금천구 가산동 717,37.4656408,126.8897931,3,1420100,2018-04-02,2020-03-31,트럭별 상이,07:00,22:00,07:00,22:00,07:00,22:00,07:00,22:00,07:00,22:00,07:00,22:00,07:00,22:00,07:00,22:00,07:00,22:00,07:00,22:00,07:00,22:00,07:00,22:00,07:00,22:00,07:00,22:00,주류,지역경제과,02-2627-1306,2019-09-17,3170000,서울특별시 금천구
자라섬캠핑장,01,09,가평군,경기도 가평군 가평읍 자라섬로 60,경기도 가평군 가평읍 달전리 산 7번지,,,1,"년 15,179,000원",2015-06-08,2020-06-07,연중무휴,11:00,18:00,10:00,20:00,,,,,,,,,,,,,,,,,,,,,,,,,,가평군,031-580-2231,2019-09-05,4160000,경기도 가평군
남항대교 하부,08,02,영도구,,부산광역시 영도구 영선2동 186-71,35.08212632,129.0390876,2,"400,950",2016-12-26,2020-12-25,연중무휴,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,,영도구청,051-419-4653,2019-07-31,3280000,부산광역시 영도구
강진오감통,99,14,강진군,전라남도 강진군 강진읍 오감길 2 2동,,,,0,-,2018-10-01,2019-09-30,-,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,-,강진군청,061-430-3362,2019-09-11,4920000,전라남도 강진군
고려청자박물관,99,14,강진군,전라남도 강진군 대구면 청자촌길 33 청자사업소,,,,0,-,2018-10-01,2019-09-30,-,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,-,강진군청,061-430-3732,2019-09-11,4920000,전라남도 강진군
시문학파기념관,99,14,강진군,전라남도 강진군 강진읍 영랑생가길 14,,,,0,-,2018-10-01,2019-09-30,-,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,-,강진군청,061-430-3372,2019-09-11,4920000,전라남도 강진군
다산박물관,99,14,강진군,전라남도 강진군 도암면 다산로 766-20,,,,0,-,2018-10-01,2019-09-30,-,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,-,강진군청,061-430-3912,2019-09-11,4920000,전라남도 강진군
강진군도서관,99,14,강진군,전라남도 강진군 강진읍 남문길 10,,,,0,-,2018-10-01,2019-09-30,-,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,-,강진군청,061-430-3832,2019-09-11,4920000,전라남도 강진군
강진군아트홀,99,14,강진군,전라남도 강진군 강진읍 영랑로1길 9 강진아트홀,,,,0,-,2018-10-01,2019-09-30,-,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,-,강진군청,061-430-3972,2019-09-11,4920000,전라남도 강진군
황룡친수공원,04,05,광산구,광주광역시 광산구 선운로2번길 40,광주광역시 광산구 선암동 241-31,35.1460474959,126.773289115,1,"년360,000원",2018-06-01,2020-05-31,연중무휴,10:00,19:00,10:00,19:00,10:00,17:00,10:00,17:00,10:00,19:00,10:00,19:00,10:00,19:00,10:00,19:00,10:00,19:00,10:00,19:00,10:00,19:00,10:00,19:00,10:00,17:00,10:00,17:00,주류,광주광역시 건설행정과,062-960-8558,2019-01-01,3630000,광주광역시 광산구
오장폭포주차장,02,10,정선군,,강원도 정선군 여량면 구절리 산 2번지 3호,37.540046,128.749125,1,10만원(10년치),2017-01-19,2027-01-19,없음,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,식품외품목,정선군청,033-560-2010,2019-06-30,4290000,강원도 정선군
만항재,02,10,정선군,강원도 정선군 고한읍 함백산로 1093-10,강원도 정선군 고한읍 고한리 산 215번지 3호,37.159373,128.900325,1,120만원(1년치),2017-06-12,2018-06-12,없음,10:00,17:00,08:30,18:00,10:00,17:00,10:00,17:00,10:00,17:00,10:00,17:00,10:00,17:00,10:00,17:00,10:00,17:00,10:00,17:00,10:00,17:00,10:00,17:00,10:00,17:00,10:00,17:00,식품외품목,정선군청,033-560-2010,2019-06-30,4290000,강원도 정선군
한밭야구장,03,06,중구,"대전광역시 중구 대종로 373, 한밭야구장 80서5128 (부사동)",대전광역시 중구 부사동 209-1,36.3172026,127.4285703,1,10000000원,2016-04-04,2019-12-31,야구 비시즌,18:30,20:30,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,치킨 외,대전 중구청 위생과,042-606-6106,2019-09-09,3650000,대전광역시 중구
한밭야구장,03,06,중구,"대전광역시 중구 대종로 373, 한밭야구장 89구9540 (부사동)",대전광역시 중구 부사동 209-1,36.3172026,127.4285703,1,10000000원,2016-04-07,2020-02-28,야구 비시즌,18:30,20:30,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,치킨 외,대전 중구청 위생과,042-606-6106,2019-09-09,3650000,대전광역시 중구
한밭야구장,03,06,중구,"대전광역시 중구 대종로 373, 한밭야구장 89머1606 (부사동)",대전광역시 중구 부사동 209-1,36.3172026,127.4285703,1,10000000원,2017-04-03,2019-11-30,야구 비시즌,18:30,20:30,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,치킨 외,대전 중구청 위생과,042-606-6106,2019-09-09,3650000,대전광역시 중구
영남이공대학교 기계공학관 맞은편 공터,06,03,남구,대구광역시 남구 현충로 170,대구광역시 남구 대명동 317-1,,,1,0,2018-03-02,2018-12-15,2018.6.24~8.26,11:00,14:00,00:00,00:00,,,,,11:00,14:00,11:00,14:00,11:00,14:00,11:00,14:00,,,11:00,14:00,11:00,14:00,11:00,14:00,11:00,14:00,11:00,14:00,,대구시남구청,053-664-2765,2019-09-05,3440000,대구광역시 남구
남광주시장,99,05,동구,광주광역시 동구 제봉로7,광주광역시 동구 학동55,,,9,0,2016-09-09,2019-01-16,월요일+화요일+수요일+목요일,18:00,23:00,18:00,23:00,18:00,23:00,18:00,23:00,18:00,23:00,18:00,23:00,18:00,23:00,18:00,23:00,18:00,23:00,18:00,23:00,18:00,23:00,18:00,23:00,18:00,23:00,18:00,23:00,주류,광주광역시 동구,062-608-2463,2019-09-04,3590000,광주광역시 동구
아시아문화전당,01,05,동구,광주광역시 동구 문화전당로38,광주광역시 동구 광산동 13,,,8,0,2017-08-24,2019-08-17,월요일+화요일+수요일+목요일,17:00,21:00,17:00,21:00,17:00,21:00,17:00,21:00,17:00,21:00,17:00,21:00,17:00,21:00,17:00,21:00,17:00,21:00,17:00,21:00,17:00,21:00,17:00,21:00,17:00,21:00,17:00,21:00,주류,광주광역시 동구,062-608-2463,2019-09-04,3590000,광주광역시 동구
경산생활체육공원,04,15,경산시,"경상북도 경산시 남매로 100 (상방동, 경산생활체육공원 일원)",,,,1,0,2019-06-03,2021-05-31,연중무휴,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,,경상북도 경산시 보건소,053-810-6337,2019-09-05,5130000,경상북도 경산시
삼성현역사문화공원,01,15,경산시,경상북도 경산시 남산면 삼성현공원로 59,,,,1,0,2017-11-09,2019-10-26,연중무휴,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,,경상북도 경산시 보건소,053-810-6337,2019-09-05,5130000,경상북도 경산시
경일대학교,06,15,경산시,"경상북도 경산시 하양읍 가마실길 50, 경일대학교 학생회관 1층 앞주차장 18호관 편의점 앞 주차장",,,,1,0,2019-02-20,2020-02-29,연중무휴,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,,경상북도 경산시 보건소,053-810-6337,2019-09-05,5130000,경상북도 경산시
대구한의대학교,06,15,경산시,"경상북도 경산시 한의대로 1, 대구한의대학교 (유곡동)",,,,1,0,2018-08-09,2019-12-31,연중무휴,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,,경상북도 경산시 보건소,053-810-6337,2019-09-05,5130000,경상북도 경산시
당진시청,08,12,당진시,충청남도 당진시 시청1로1,,,,1,"연 134,000원",2018-04-19,2020-04-18,토요일+일요일+공휴일,09:00,18:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,당진시 보건소,041-360-6120,2019-09-04,5680000,충청남도 당진시
어름수변공원,04,12,당진시,충청남도 당진시 대덕1로 2길 5,,,,1,"연 134,000원",2018-04-19,2020-04-18,평일,00:00,00:00,14:00,22:00,,,,,,,,,,,,,,,,,,,,,,,,,,당진시 보건소,041-360-3120,2019-09-04,5680000,충청남도 당진시
서해안선 당진(시흥)졸음쉼터,07,12,당진시,충청남도 당진시 송악읍 서해안고속도로 265,,,,1,0원,2017-12-01,2019-11-30,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,한국도로공사대전충남본부,042-722-6046,2019-09-04,5680000,충청남도 당진시
서해안선 당진(목포)졸음쉼터,07,12,당진시,충청남도 당진시 송악읍 서해안고속도로 265,,,,1,0원,2017-12-01,2019-11-30,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,한국도로공사대전충남본부,042-722-6046,2019-09-04,5680000,충청남도 당진시
문화시설,03,14,순천시,전라남도 순천시  환선로 133,전라남도 순천시 석현동 62-3,34.9677313,127.4868000,0,"314,250",2016-07-21,2016-07-21,0,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,,주류,자치혁신과,061-749-5597,2019-08-30,4820000,전라남도 순천시
유원시설,99,14,순천시,전라남도 순천시 석현동 549-1,전라남도 순천시 석현동 549-1,34.9694132,127.4872612,1,"314,250",2018-04-20,2018-04-20,없음,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,,,,,,,,,,,,,,,,,,,주류,자치혁신과,061-749-5597,2019-08-30,4820000,전라남도 순천시
경인아라뱃길,05,04,계양구,인천광역시 계양구 평동 23-12,인천광역시 계양구 평동 23-12,,,,"연649,000원",2019-01-04,2021-01-03,연중무휴,10:00,21:00,10:00,21:00,,,,,,,,,,,,,,,,,,,,,,,,,,인천광역시 계양구,032-450-5425,2019-08-23,3550000,인천광역시 계양구
경인아라뱃길,05,04,계양구,인천광역시 계양구 평동 23-12,인천광역시 계양구 평동 23-12,,,,"연649,000원",2019-01-04,2021-01-03,연중무휴,10:00,21:00,10:00,21:00,,,,,,,,,,,,,,,,,,,,,,,,,,인천광역시 계양구,032-450-5425,2019-08-23,3550000,인천광역시 계양구
경인아라뱃길,05,04,계양구,인천광역시 계양구 귤현동 396,인천광역시 계양구 귤현동 396,,,,"연649,000원",2019-01-04,2021-01-03,연중무휴,10:00,21:00,10:00,21:00,,,,,,,,,,,,,,,,,,,,,,,,,,인천광역시 계양구,032-450-5425,2019-08-23,3550000,인천광역시 계양구
경인아라뱃길,05,04,계양구,인천광역시 계양구 평동 23-12,인천광역시 계양구 평동 23-12,,,,"연649,000원",2019-01-04,2021-01-03,연중무휴,10:00,21:00,10:00,21:00,,,,,,,,,,,,,,,,,,,,,,,,,,인천광역시 계양구,032-450-5425,2019-08-23,3550000,인천광역시 계양구
경인아라뱃길,05,04,계양구,인천광역시 계양구 평동 23-12,인천광역시 계양구 평동 23-12,,,,"연649,000원",2019-01-04,2021-01-03,연중무휴,10:00,21:00,10:00,21:00,,,,,,,,,,,,,,,,,,,,,,,,,,인천광역시 계양구,032-450-5425,2019-08-23,3550000,인천광역시 계양구
팜랜드,01,09,안성시,경기도 안성시 공도읍 대신두길 28,경기도 안성시 공도읍 신두리 451,36.9920809,127.1931869,1,-,2015-05-29,2025-05-28,-,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,-,농업협동조합중앙회,031-8053-7952,2019-07-31,4080000,경기도 안성시
안성시종합운동장,03,09,안성시,경기도 안성시 보개면 종합운동장로 203,경기도 안성시 보개면 양복리 238-1,37.0147795,127.3236059577,1,-,2015-12-11,2025-12-10,-,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,-,안성시 시설관리공단,031-672-1234,2019-07-31,4080000,경기도 안성시
한경대,06,09,안성시,경기도 안성시 중앙로 327,경기도 안성시 석정동 63번지 1,37.0112153,127.2655679,1,-,2018-10-24,2021-10-23,-,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,한경대,031-678-5734,2019-07-31,4080000,경기도 안성시
안성맞춤랜드,01,09,안성시,경기도 안성시 보개면 남사당로 198,경기도 안성시 보개면 복평리 294번지 1,37.0317819,127.3101664,1,-,2019-03-12,2019-08-30,-,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,안성시 농업기술센터,031-678-5734,2019-07-31,4080000,경기도 안성시
풍암호수공원,04,05,서구,광주광역시 서구 풍암동 491-3 (풍암호수공원 푸드트럭존),광주광역시 서구 풍암동 491-3,,,,"57,000/년",2017-05-09,2021-05-08,연중무휴,10:00,19:00,10:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,주류,광주광역시 서구,062-360-7322,2019-05-30,6290000,광주광역시
서대문지역자활썬터,99,01,서대문구,서울특별시 서대문구 연희로11마길 86-77 자활사업단 1층,서울특별시 서대문구 연희동 188-47 자활사업단,,,1,무상,2018-04-25,2100-12-31,"일요일,공휴일",09:30,17:00,09:30,17:00,09:30,16:00,09:30,16:00,09:30,17:00,09:30,17:00,09:30,17:00,09:30,17:00,09:30,17:00,09:30,17:00,09:30,17:00,09:30,17:00,09:30,16:00,09:30,16:00,,서대문구청,02-330-8951,2019-02-25,3120000,서울특별시 서대문구
서울혁신파크,08,01,은평구,서울특별시 은평구 통일로 684,서울특별시 은평구 녹번동 5-29,37.6084420000,126.9337532,1,"년 1,826,770원",2017-03-14,2019-12-31,1월+2월,12:00,16:00,12:00,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,서울특별시 은평구,02-351-8175,2019-08-09,3110000,서울특별시 은평구
독봉산웰빙공원,04,16,거제시,,경상남도 거제시 상동동 100-12,,,4,119595/59730,2016-12-12,2021-03-04,※ 사정에 따라 다름,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,거제시청,055-639-3984,2019-07-31,5370000,경상남도 거제시
지세포친수공간,04,16,거제시,,경상남도 거제시 일운면 소동리 457-10,,,4,40830,2018-04-10,2021-03-04,※ 사정에 따라 다름,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,거제시청,055-639-3984,2019-07-31,5370000,경상남도 거제시
거제시보건소,99,16,거제시,경상남도 거제시 수양로 506,경상남도 거제시 양정동 981,,,4,116540,2018-04-10,2021-03-04,※ 사정에 따라 다름,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,거제시청,055-639-3984,2019-07-31,5370000,경상남도 거제시
거제시청,99,16,거제시,경상남도 거제시 계룡로 125,경상남도 거제시 고현동 717,,,4,103570,2018-04-10,2021-03-04,※ 사정에 따라 다름,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,거제시청,055-639-3984,2019-07-31,5370000,경상남도 거제시
금산군푸드트럭존,99,12,금산군,충청남도 금산군 금산읍 금산로 1559,충청남도 금산군 금산읍 중도리 203-1,,,1,618700,2017-03-17,2019-03-16,없음,10:00,20:00,10:00,20:00,13:00,17:00,13:00,17:00,13:00,17:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,13:00,17:00,13:00,17:00,,금산군,041-750-2244,2019-08-07,4550000,충청남도 금산군
병지방계곡,02,10,횡성군,,강원도 횡성군 갑천면 병지방리 530,,,1,0,2017-03-15,2019-02-12,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,횡성군,033-340-5693,2019-06-30,4260000,강원도 횡성군
관악구민종합체육센터,03,01,관악구,서울특별시 관악구 낙성대로3길 37,서울특별시 관악구 봉천동 223-9,37.4730140,126.960306,1,시간당 45원,2019-04-15,2020-04-14,토요일+일요일,11:00,18:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,서울특별시 관악구청,02-879-5746,2019-06-05,3200000,서울특별시 관악구
문화체육회관,03,10,양구군,강원도 양구군 양구읍 양록길23번길 17,강원도 양구군 양구읍 상리 505,38.1083030,127.9843733,2,0,2017-07-10,2019-12-31,0,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,,(재)양구군시설관리사업단,033-480-2772,2019-06-12,4320000,강원도 양구군
레포츠공원,03,10,양구군,,강원도 양구군 양구읍 상리 397-1,38.062397,127.585441,2,0,2017-07-10,2019-12-31,0,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,,(재)양구군시설관리사업단,033-480-2772,2019-06-12,4320000,강원도 양구군
테니스파크,03,10,양구군,강원도 양구군 양구읍 함춘로 102,강원도 양구군 양구읍 하리 439,38.1170017,127.9886572,2,0,2017-07-10,2019-12-31,0,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,,(재)양구군시설관리사업단,033-480-2772,2019-06-12,4320000,강원도 양구군
