업체명,사업장구분,소재지도로명주소,소재지지번주소,위도,경도,차고지도로명주소,차고지지번주소,보유차고지수용능력,자동차총보유대수,승용차보유대수,승합차보유대수,전기승용자동차보유대수,전기승합자동차보유대수,경차요금,소형차요금,중형차요금,대형차요금,승합차요금,레저용차요금,수입차요금,평일운영시작시각,평일운영종료시각,주말운영시작시각,주말운영종료시각,공휴일운영시작시각,공휴일운영종료시각,휴무일,홈페이지주소,대표자명,전화번호,데이터기준일자,제공기관코드,제공기관명
㈜)렌트카매니아,주사업장,"서울특별시 마포구 독막로 226, 201호(대흥동, 태영@남상가)",,37.5470657655,126.9387031225,금천구 금하로 14길 6-16(시흥동) 새서울주차장 동대문구 제기동 271-48 제기주차장,,,151,150,1,0,0,,,,,,,,00:00,24:00,,,,,,,,02-4000-1000,2020-01-28,3130000,서울특별시 마포구
㈜에스에이치렌터카,주사업장,"서울특별시 마포구 만리재로 14, 1205호(공덕동, 르네상스타워빌딩)",,37.5439944436,126.9528365623,"영등포구 국제금융로2길 37(여의도동) 에스트레뉴 주차장성북구 오패산로10길 30(312㎡) 강서구 마곡중앙6로 16(마곡동, 마곡지엠지타워)",,,121,121,0,0,0,,,,,,,,00:00,24:00,,,,,,,,02-702-1201,2020-01-28,3130000,서울특별시 마포구
㈜예스렌트카,주사업장,"서울특별시 마포구 마포대로 14나길 6, 1층 중 왼쪽(공덕동)",,37.5478588139,126.9551109446,용산구 한강대로 346(갈월동) 대승주차장,,,55,52,3,0,0,,,,,,,,00:00,24:00,,,,,,,,02-715-8073,2020-01-28,3130000,서울특별시 마포구
㈜우림렌터카,주사업장,"서울특별시 마포구 만리재로 15, 800호(공덕동, 제일빌딩)",,37.5445854718,126.9527460000,성북구 보문로 168(삼선동5가),,,58,10,48,0,0,,,,,,,,00:00,24:00,,,,,,,,02-3661-2388,2020-01-28,3130000,서울특별시 마포구
㈜우수티엔지,주사업장,"서울특별시 마포구 모래내로1길 3, 209호 (성산동, 한두빌딩)",,37.5645507376,126.9038860291,용산구 원효로97길 50청파동1마을공원 노외주차장,,,274,257,17,0,0,,,,,,,,00:00,24:00,,,,,,,,02-2677-1310,2020-01-28,3130000,서울특별시 마포구
(합)청훈렌트카,영업소,충청남도 당진시 천변2길 97,충청남도 당진시 읍내동 1208,36.887358,126.638516,충청남도 당진시 채운동 928,충청남도 당진시 채운동 928,20,20,20,0,0,0,50000,60000,70000,100000,150000,150000,250000,07:00,19:00,07:00,19:00,07:00,19:00,연중,,이운표,041-357-5650,2018-10-01,5680000,충청남도 당진시
베스트렌트카,영업소,충청남도 당진시 무수동로 77,충청남도 당진시 읍내동 1317,36.888879,126.636847,충청남도 당진시 송악읍 반촌리 587,충청남도 당진시 송악읍 반촌리 587,9,9,9,0,0,0,50000,60000,70000,100000,150000,150000,250000,07:00,19:00,07:00,19:00,07:00,19:00,연중,https://djbest.modoo.at/,김동우,041-358-7170,2018-10-01,5680000,충청남도 당진시
오산렌터카,영업소,충청남도 당진시 남부로 133,충청남도 당진시 채운동 1076,36.885236,126.631111,충청남도 당진시 송악로 863,충청남도 당진시 송악읍 부곡리 399-20,88,88,79,9,0,0,50000,60000,70000,100000,150000,150000,250000,07:00,19:00,07:00,19:00,07:00,19:00,연중,,박두원,041-355-5511,2018-10-01,5680000,충청남도 당진시
에이제이렌터카,영업소,충청남도 당진시 밤절로 2-8,충청남도 당진시 원당동 921-2,36.900043,126.639195,충청남도 당진시 상목길21-48,충청남도 당진시 당진읍 시곡리 735-11,6,6,6,0,0,0,50000,60000,70000,100000,150000,150000,250000,07:00,19:00,07:00,19:00,07:00,19:00,연중,,윤규선,041-358-3939,2018-10-01,5680000,충청남도 당진시
미래렌터카,영업소,충청남도 당진시 합덕읍 예덕로 382,충청남도 당진시 합덕읍 운산리 915-5,36.7963798,126.765321,충청남도 당진시 합덕읍 덕평로 399,충청남도 당진시 합덕읍 합덕리 146-6,3,3,3,0,0,0,50000,60000,70000,100000,150000,150000,250000,07:00,19:00,07:00,19:00,07:00,19:00,연중,,이풍우,041-363-1844,2018-10-01,5680000,충청남도 당진시
센트럴렌터카,영업소,충청남도 당진시 무수동 옛길 28,충청남도 당진시 읍내동 1340,36.9012869,126.634318,충청남도 당진시 항곡5길 22,충청남도 당진시 고대면 항곡리 215,2,2,2,0,0,0,50000,60000,70000,100000,150000,150000,250000,07:00,19:00,07:00,19:00,07:00,19:00,연중,,구분임,041-353-4055,2018-10-01,5680000,충청남도 당진시
롯데렌터카,영업소,충청남도 당진시 동부로 128,충청남도 당진시 수청동 589-3,36.897754,126.647839,충청남도 당진시 동부로 128,충청남도 당진시 당진읍 수청리 589-3,14,14,12,2,0,0,50000,60000,70000,100000,150000,150000,250000,07:00,19:00,07:00,19:00,07:00,19:00,연중,https://www.lotterentacar.net/kor/main/index.do,표현명,041-354-8001,2018-10-01,5680000,충청남도 당진시
㈜포유,영업소,충청남도 당진시 남부로 60-1,충청남도 당진시 채운동 106-5,36.883567,126.623229,충청남도 당진시 남부로 60-1,충청남도 당진시 채운동106-5,0,0,0,0,0,0,50000,60000,70000,100000,150000,150000,250000,07:00,19:00,07:00,19:00,07:00,19:00,연중,,이욱병,041-356-8070,2018-10-01,5680000,충청남도 당진시
㈜대원렌트카,영업소,충청남도 당진시 정안로 11,충청남도 당진시 원당동 446-1,36.907781,126.645713,충청남도 당진시 정안로 11,충청남도 당진시 원당동 446-1,15,15,14,1,0,0,50000,60000,70000,100000,150000,150000,250000,07:00,19:00,07:00,19:00,07:00,19:00,연중,,조종대,041-357-3423,2018-10-01,5680000,충청남도 당진시
㈜엠케이렌트카,영업소,충청남도 당진시 신평면 매산로192,충청남도 당진시 신평면 매산리 1-244,36.919391,126.812576,충청남도 당진시 신평면 매산로 192,충청남도 당진시 신평면 매산리 1-362,5,5,5,0,0,0,50000,60000,70000,130000,150000,150000,250000,07:00,19:00,07:00,19:00,07:00,19:00,연중,,김장순,000-000-0000,2018-10-01,5680000,충청남도 당진시
㈜국제렌트카,주사업장,부산광역시 해운대구 APEC로 30(우동),,35.16577952,129.1350252,부산광역시 사상구 사상로 29(주례동),,,242,231,11,0,0,,,,,,,,09:00,18:00,,,,,,,,1644-7824,2020-01-01,6260000,부산광역시
주식회사남산렌터카,주사업장,"서울특별시 영등포구 도영로 16, 211호(도림동,하나아파텔)",,37.50787834,126.8959919,서울특별시 영등포구 도영로 16(하나아파텔주차장),,,93,54,39,0,0,,,,,,,,09:00,18:00,,,,,,,,02-6489-3007,2020-06-29,3180000,서울특별시 영등포구
㈜오케이렌터카,주사업장,"서울특별시 영등포구 국회대로38길 15, 114호(당산동3가, 한양상가)",,37.52555147,126.8990535,,서울특별시 양천구 목동 908-26 목동체비지,,91,91,0,0,0,,,,,,,,09:00,19:00,,,,,,,,02-1599-8042,2020-06-29,3180000,서울특별시 영등포구
(주)쏘카,영업소,"제주특별자치도 제주시 연미길 42, (오라삼동)",제주특별자치도 제주시 오라삼동 2094-2번지,33.4901689,126.5055866,"경기도 의정부시 외미로 99, (호원동)",경기도 의정부시 호원동 51-1번지,,68,66,2,0,0,,,,,,,,09:00,18:00,,,,,,,,1661-3315,2020-06-23,3820000,경기도 의정부시
(주)참신렌트카여행사,영업소,"경기도 의정부시 신촌로29번길 24, (가능동)",경기도 의정부시 가능동 619번지,37.75145039,127.037978,"경기도 의정부시 신촌로29번길 24, (가능동)",경기도 의정부시 가능동 619번지,,48,48,0,0,0,,,,,,,,09:00,18:00,,,,,,,,1544-5277,2020-06-23,3820000,경기도 의정부시
(주)국화렌트카,주사업장,경기도 양주시 화합로 1342,경기도 양주시 덕정동 350-272,37.8450841,127.0617017,경기도 양주시 백은로 482,"경기도 양주시 광적면 가납리 225-11,14,15",,49,46,3,0,0,,,,,,,,09:00,18:00,,,,,,,"궁진태,최인규",031-859-8833,2020-04-01,5590000,경기도 양주시
㈜에이스렌트카,주사업장,경기도 양주시 고덕로 306,경기도 양주시 고읍동 129-1,37.80140078,127.0748594,경기도 양주시 고덕로 306,경기도 양주시 고읍동 129-2,,59,57,2,0,0,,,,,,,,09:00,19:00,,,,,,,한진희,1566-3269,2020-04-01,5590000,경기도 양주시
㈜양주렌트카,주사업장,경기도 양주시 은현면 운하로 422-11,경기도 양주시 은현면 하패리 546,37.88853302,127.0343408,"경기도 양주시 고덕로 185-19, 은현로56번길 317-32","경기도 양주시 덕계동 24-5, 은현면 하패리 260",,50,47,3,0,0,,,,,,,,09:00,18:00,,,,,,,신중철,1544-4083,2020-04-01,5590000,경기도 양주시
(주)성일렌트카,영업소,"경기도 의정부시 동일로 660, B동 109호 (금오동, 금오신도브래뉴업2차아파트)",경기도 의정부시 금오동 344-17번지 금오신도브래뉴업2차아파트 B동 109호,37.74737347,127.0541663,"경기도 의정부시 외미로 99, (호원동)",경기도 의정부시 호원동 51-1번지,,16,16,0,0,0,,,,,,,,09:00,18:00,,,,,,,,031-844-1111,2020-06-23,3820000,경기도 의정부시
(주)알씨렌트카,영업소,"경기도 의정부시 금신로 214, (신곡동)",경기도 의정부시 신곡동 165-39번지,37.7384255,127.0699372,"경기도 의정부시 추동로108번길 12, (신곡동)",경기도 의정부시 신곡동 806번지,,27,25,2,0,0,,,,,,,,09:00,18:00,,,,,,,,031-793-6766,2020-06-23,3820000,경기도 의정부시
㈜제주자연렌트카,영업소,"경기도 의정부시 추동로108번길 40, 106호 (신곡동)",경기도 의정부시 신곡동 121-1번지 106호,37.74679313,127.0672909,"경기도 의정부시 평화로 757, (녹양동)",경기도 의정부시 녹양동 96-1번지,,20,20,0,0,0,,,,,,,,09:00,18:00,,,,,,,,070-8152-1115,2020-06-23,3820000,경기도 의정부시
(주)조은렌트카,주사업장,경기도 양주시 광적면 부흥로 348,경기도 양주시 광적면 비암리 4-7,37.81509063,126.9423617,"경기도 양주시 평화로 1223-70, 광적면 부흥로 348","경기도 양주시 산북동 271-3, 광적면 비암리 4-7",,56,56,0,1,0,,,,,,,,09:00,18:00,,,,,,,신흥근,031-821-0003,2020-04-01,5590000,경기도 양주시
㈜명가렌트카,영업소,경상북도 울릉군 울릉읍 울릉순환로 221-3,,37.49211952,130.9086853,경상북도 울릉군 서면 남서리 629-18,,,14,12,2,0,0,,,,,,,,08:30,19:30,,,,,,,,070-6784-0450,2020-01-01,5020000,경상북도 포항시
㈜세륜,주사업장,"대전광역시 서구 둔산남로 96, 702호",,36.348792,127.388252,,대전광역시 중구 산성동 309-13,12,0,0,0,0,0,,,,,,,,09:00,18:00,09:00,18:00,09:00,18:00,,,조석호,042-322-7772,2019-06-30,6300000,대전광역시
㈜극동오토렌탈,영업소,경상남도 밀양시 시청서2길 4,경상남도 밀양시 내이동 1535-8,35.50242971,128.7428526,경상남도 밀양시 시청서2길 4,경상남도 밀양시 내이동 1535-8,290.5,19,18,1,0,0,60000,60000,100000,150000,150000,0,0,09:00,18:00,09:00,18:00,09:00,18:00,무휴,X,도미령,055-355-8280,2019-07-19,5360000,경상남도 밀양시
㈜쏘카(무인영업소),영업소,경상남도 밀양시,경상남도 밀양시,35.4730898,128.7728799,경상남도 밀양시 중앙로 40,경상남도 밀양시 가곡동 445-4,195,6,6,0,0,0,60000,60000,100000,150000,150000,0,0,09:00,18:00,09:00,18:00,09:00,18:00,무휴,X,조정열,055-000-0000,2019-07-19,5360000,경상남도 밀양시
하나렌트카,영업소,전라남도 구례군 구례읍 봉성로 7,,35.202976,127.464090,전라남도 구례군 구례읍 봉성로 7,,,9,5,4,0,0,,,,,,,,00:00,23:59,,,,,,,,061-782-6599,2019-06-26,4870000,전라남도 구례군
동부렌트카,영업소,전라남도 구례군 구례읍 중앙로 21,,35.207466,127.467646,전라남도 구례군 구례읍 구례로 507,,,9,7,2,0,0,,,,,,,,06:30,20:00,,,,,,,,061-782-9666,2019-06-26,4870000,전라남도 구례군
씨엘씨,영업소,"전라남도 구례군 용방면 용산로 107-66, 2층",,35.2112275,127.414167,전라남도 구례군 마산면 화엄사로 12,,,242,239,3,0,0,,,,,,,,09:00,18:00,,,,,,,,061-783-8914,2019-06-26,4870000,전라남도 구례군
신성렌트카,영업소,전라남도 구례군 구례읍 중앙로 76,,35.2125920,127.467878,전라남도 구례군 토지면 구산리 181-6,,,4,2,2,0,0,,,,,,,,00:00,23:59,,,,,,,,061-782-1118,2019-06-26,4870000,전라남도 구례군
(주)이렌트카,영업소,"경기도 의정부시 동일로472번길 29, 121호 (신곡동)",경기도 의정부시 신곡동 353-43번지 121호,37.73109627,127.0603404,"경기도 의정부시 녹양로18번길 31, (가능동)",경기도 의정부시 가능동 362-9번지,,3,3,0,0,0,,,,,,,,09:00,18:00,,,,,,,,031-856-7100,2020-06-23,3820000,경기도 의정부시
㈜한진렌트카,영업소,"경기도 의정부시 신흥로240번길 26, (의정부동)",경기도 의정부시 의정부동 496-3번지,37.73747716,127.0448298,"경기도 의정부시 평화로 757, (녹양동)",경기도 의정부시 녹양동 96-1번지,,52,51,1,0,0,,,,,,,,09:00,18:00,,,,,,,,031-871-8207,2020-06-23,3820000,경기도 의정부시
케이비오토렌터카㈜,영업소,"경기도 의정부시 신촌로 79, (가능동)",경기도 의정부시 가능동 205-23번지,37.75061305,127.0433792,"경기도 의정부시 신촌로 79, (가능동)",경기도 의정부시 가능동 205-23번지,,66,66,0,0,0,,,,,,,,09:00,18:00,,,,,,,,02-971-2464,2020-06-23,3820000,경기도 의정부시
㈜롯데렌탈,영업소,"경기도 의정부시 평화로 220, 2층 (호원동)",경기도 의정부시 호원동 455-5번지 2층,37.71165285,127.048053,"경기도 의정부시 장곡로 620, (신곡동)",경기도 의정부시 신곡동 763-1번지,,58,52,6,0,0,,,,,,,,09:00,18:00,,,,,,,,031-852-8003,2020-06-23,3820000,경기도 의정부시
에스케이렌터카㈜,영업소,경기도 의정부시 용현로105번길 23-1,경기도 의정부시 민락동734-1번지 대우프라자 102호,37.7422136004,127.0868809134,경기도 의정부시 송현로52번길 6-11,경기도 의정부시 민락동 795번지,,11,11,0,0,0,,,,,,,,09:00,18:00,,,,,,,,031-826-9920,2020-06-23,3820000,경기도 의정부시
(주)장풍물류렌터카,주사업장,"경상남도 창원시 의창구 용동로 87, 504호",경상남도 창원시 의창구 사림동 165-13,35.2386332485,128.7010759650,,"창원시 의창구 대산면 모산리 381-17, 18",,228,201,27,0,0,,,,,,,,09:00,18:00,,,,,,,배기욱,055-265-2142,2020-01-03,5670000,경상남도 창원시
㈜명가렌트카,주사업장,경상북도 포항시 남구 중앙로 64(해도동),,36.018939,129.370061,경상북도 포항시 남구 중앙로 64(해도동),,,43,43,0,0,0,,,,,,,,08:30,19:30,,,,,,,,070-8102-8083,2020-01-01,5020000,경상북도 포항시
㈜명가렌트카,영업소,경상북도 포항시 남구 희망대로 719(상도동),,36.00978706,129.3520074,경상북도 포항시 남구 희망대로 719(상도동),,,8,8,0,0,0,,,,,,,,08:30,19:30,,,,,,,,070-7162-8585,2020-01-01,5020000,경상북도 포항시
㈜명가렌트카,영업소,경상북도 포항시 남구 오천읍 해병로 347번길 33-6,,35.96369729,129.4135986,"경상북도 포항시 북구 흥해읍 중성리 102,103",,,14,12,2,0,0,,,,,,,,08:30,19:30,,,,,,,,070-2638-3914,2020-01-01,5020000,경상북도 포항시
㈜명가렌트카,영업소,경상북도 포항시 북구 장량로128번길 6-7(장성동),,36.08113957,129.3939697,경상북도 포항시 구룡포읍 동해안로 4287번길 25,,,18,15,3,0,0,,,,,,,,08:30,19:30,,,,,,,,070-3521-8408,2020-01-01,5020000,경상북도 포항시
㈜명가렌트카,영업소,경상북도 포항시 북구 장량로67(장성동),,36.082608,129.387863,경상북도 포항시 북구 장량로 67(장성동),,,13,13,0,0,0,,,,,,,,08:30,19:30,,,,,,,,070-6317-7647,2020-01-01,5020000,경상북도 포항시
㈜세륜,주사업장,"대전광역시 서구 둔산남로 96, 702호",,36.348792,127.388252,,대전광역시 유성구 한우물로 85번길 7-8(대정동),76,228,224,4,0,0,,,,,,,,09:00,18:00,09:00,18:00,09:00,18:00,,,조석호,042-322-7772,2019-06-30,6300000,대전광역시
㈜세륜,주사업장,"대전광역시 서구 둔산남로 96, 702호",,36.348792,127.388252,,"대전광역시 대덕구 읍내동 509-5, 8",91,0,0,0,0,0,,,,,,,,09:00,18:00,09:00,18:00,09:00,18:00,,,조석호,042-322-7772,2019-06-30,6300000,대전광역시
㈜세륜,주사업장,"대전광역시 서구 둔산남로 96, 702호",,36.348792,127.388252,,대전광역시 유성구 덕명동 529-3,24,0,0,0,0,0,,,,,,,,09:00,18:00,09:00,18:00,09:00,18:00,,,조석호,042-322-7772,2019-06-30,6300000,대전광역시
㈜뉴욕렌트카,주사업장,"서울특별시 마포구 백범로 205, 105동 605호(신공덕동, 마포펜트라우스)",,37.5441066774,126.9541309986,"서초구 양재동 225, 225-4, 225-5, 226",,,75,74,1,0,0,,,,,,,,00:00,24:00,,,,,,,,02-704-9979,2020-01-28,3130000,서울특별시 마포구
행복렌터카,영업소,전라북도 고창군 고창읍 중앙로 174,전라북도 고창군 읍내리 616-13,35.4351420194,126.6945103038,전라북도 고창군 고창읍 중앙로 174,전라북도 고창군 고창읍 읍내리 616-13,,20,16,4,0,0,,50000,80000,120000,120000,,,00:00,00:00,00:00,00:00,00:00,00:00,연중무휴,없음,박현갑,063-561-1323,2019-06-20,4780000,전라북도 고창군
삼영렌트카㈜,주사업장,충청남도 천안시 서북구 쌍용대로 71 (쌍용동),충청남도 천안시 서북구 쌍용동 1011,36.8038758300,127.1316184228,충청남도 천안시 서북구 쌍용대로 71 (쌍용동),충청남도 천안시 서북구 쌍용동 1011,,135,99,36,0,0,,,,,,,,00:00,00:00,00:00,00:00,00:00,00:00,,,,041-574-6051,2019-09-26,4490000,충청남도 천안시
경동렌트카㈜,주사업장,충청남도 천안시 서북구 서부대로 602 (성정동),충청남도 천안시 서북구 성정동 895,36.8208451183,127.1319971724,충청남도 천안시 서북구 서부대로 602 (성정동),충청남도 천안시 서북구 성정동 895,,477,455,22,0,0,,,,,,,,00:00,00:00,00:00,00:00,00:00,00:00,,,,041-574-7655,2019-09-26,4490000,충청남도 천안시
㈜롯데렌탈,영업소,"대전광역시 중구 계룡로 910, 1층/7층",,36.321149,127.413363,,대전광역시 유성구 지족동 1097-1,50,384,372,12,0,0,,,,,,,,09:00,18:00,09:00,18:00,09:00,18:00,,,,042-252-8000,2019-06-30,6300000,대전광역시
㈜롯데렌탈,영업소,"대전광역시 중구 계룡로 910, 1층/7층",,36.321149,127.413363,,대전광역시 유성구 봉명동 1034,65,0,0,0,0,0,,,,,,,,09:00,18:00,09:00,18:00,09:00,18:00,,,,042-252-8000,2019-06-30,6300000,대전광역시
㈜롯데렌탈,영업소,"대전광역시 중구 계룡로 910, 1층/7층",,36.321149,127.413363,,대전광역시 유성구 봉명동 1048,65,0,0,0,0,0,,,,,,,,09:00,18:00,09:00,18:00,09:00,18:00,,,,042-252-8000,2019-06-30,6300000,대전광역시
㈜롯데렌탈,영업소,"대전광역시 중구 계룡로 910, 1층/7층",,36.321149,127.413363,,대전광역시 유성구 계룡로 132번길 10,149,0,0,0,0,0,,,,,,,,09:00,18:00,09:00,18:00,09:00,18:00,,,,042-252-8000,2019-06-30,6300000,대전광역시
㈜롯데렌탈,영업소,"대전광역시 중구 계룡로 910, 1층/7층",,36.321149,127.413363,,대전광역시 서구 둔산동 1111,50,0,0,0,0,0,,,,,,,,09:00,18:00,09:00,18:00,09:00,18:00,,,,042-252-8000,2019-06-30,6300000,대전광역시
㈜롯데렌탈,영업소,"대전광역시 중구 계룡로 910, 1층/7층",,36.3071624,127.4549647,,대전광역시 동구 가오동 589,165,0,0,0,0,0,,,,,,,,09:00,18:00,09:00,18:00,09:00,18:00,,,,042-252-8000,2019-06-30,6300000,대전광역시
(자)기풍렌터카,영업소,대전광역시 중구 충무로 37-16,,36.318088,127.4219810,,대전광역시 중구 대흥동 326-451,9,3,3,0,0,0,,,,,,,,09:00,18:00,09:00,18:00,09:00,18:00,,,,042-255-4455,2019-06-30,6300000,대전광역시
SK네트웍스㈜,영업소,"대전광역시 서구 문정로 6, 3층",,36.344894,127.380890,,대전광역시 서구 탄방동 590 샤크존 5층,66,24,22,2,0,0,,,,,,,,09:00,18:00,09:00,18:00,09:00,18:00,,,,042-364-5142,2019-06-30,6300000,대전광역시
㈜가가렌트카,영업소,대전광역시 서구 신갈마로 130,,36.345171,127.368633,,대전광역시 유성구 봉산동 677-2,24,10,6,4,0,0,,,,,,,,09:00,18:00,09:00,18:00,09:00,18:00,,,,042-533-0279,2019-06-30,6300000,대전광역시
㈜조은렌트카,영업소,대전광역시 서구 갈마로 19,,36.3506557984,127.3694973269,,대전광역시 서구 갈마동 313-19,116,5,5,0,0,0,,,,,,,,09:00,18:00,09:00,18:00,09:00,18:00,,,,042-538-6449,2019-06-30,6300000,대전광역시
㈜이렌트카,영업소,"대전광역시 서구 신갈마로 51, 104동 B111호",,36.3781071782,127.305079217,,대전광역시 유성구 지족동 1049-3,17,49,48,1,0,0,,,,,,,,09:00,18:00,09:00,18:00,09:00,18:00,,,,042-535-3991,2019-06-30,6300000,대전광역시
㈜이렌트카,영업소,"대전광역시 서구 신갈마로 51, 104동 B111호",,36.338556,127.366552,,대전광역시 서구 탄방동 629번지,40,0,0,0,0,0,,,,,,,,09:00,18:00,09:00,18:00,09:00,18:00,,,,042-535-3991,2019-06-30,6300000,대전광역시
센트럴렌트카㈜,영업소,"대전광역시 서구 배재로 90, 101호",,36.316511,127.371457,,대전광역시 서구 도마동 545-17,6,5,5,0,0,0,,,,,,,,09:00,18:00,09:00,18:00,09:00,18:00,,,,042-536-0020,2019-06-30,6300000,대전광역시
㈜터미널렌트카,영업소,"대전광역시 서구 둔산로 133, 213호",,36.351385,127.388781,,대전광역시 동구 동서대로 1705번길 58-11,320,15,15,0,0,0,,,,,,,,09:00,18:00,09:00,18:00,09:00,18:00,,,,042-482-8887,2019-06-30,6300000,대전광역시
마스타자동차관리㈜,영업소,대전광역시 유성구 학하중앙로 128번길 23-32,,36.339406,127.307534,,"대전광역시 유성구 원신흥동 556-4, 대원주차장",10,4,4,0,0,0,,,,,,,,09:00,18:00,09:00,18:00,09:00,18:00,,,,042-824-6855,2019-06-30,6300000,대전광역시
㈜한진,영업소,대전광역시 유성구 대정로 68,,36.316835,127.321621,,대전광역시 유성구 대정로 68(대정동),121,398,398,0,0,0,,,,,,,,09:00,18:00,09:00,18:00,09:00,18:00,,,,042-540-0219,2019-06-30,6300000,대전광역시
에이제이렌터카㈜,영업소,"대전광역시 유성구 대학로 90, 402호",,36.361642,127.345023,,대전광역시 유성구 궁동 490-1,72,194,188,6,0,0,,,,,,,,09:00,18:00,09:00,18:00,09:00,18:00,,,,042-622-6100,2019-06-30,6300000,대전광역시
㈜레드캡투어,영업소,"대전광역시 유성구 유성대로 875, 비에스타워 501호",,36.3589924,127.3881410,,"대전광역시 서구 둔산동 923, 만금주차장 4층",20,25,25,0,0,0,,,,,,,,09:00,18:00,09:00,18:00,09:00,18:00,,,,042-714-2390,2019-06-30,6300000,대전광역시
투투렌트카(유),영업소,"대전광역시 유성구 테크노 1로 12-22, A동 103호",,36.429611,127.387944,,"대전광역시 서구 둔산남로 50, 7층",10,10,10,0,0,0,,,,,,,,09:00,18:00,09:00,18:00,09:00,18:00,,,,070-7825-4555,2019-06-30,6300000,대전광역시
㈜프린스렌트카,영업소,"대전광역시 유성구 문화원로 131, 투유투 203호",,36.358505,127.350411,,대전광역시 유성구 봉명동 541-13,3,1,1,0,0,0,,,,,,,,09:00,18:00,09:00,18:00,09:00,18:00,,,,042-476-2222,2019-06-30,6300000,대전광역시
㈜플레이렌트카,영업소,"대전광역시 유성구 문화원로 109, 202호",,36.358912,127.347922,,"대전광역시 서구 둔산남로 50, 5층(탄방동)",10,2,2,0,0,0,,,,,,,,09:00,18:00,09:00,18:00,09:00,18:00,,,,042-823-6688,2019-06-30,6300000,대전광역시
㈜에이스투어렌트카,영업소,대전광역시 유성구 계백로 967,,36.301852,127.331423,,대전광역시 유성구 계백로 967(원내동),9,8,8,0,0,0,,,,,,,,09:00,18:00,09:00,18:00,09:00,18:00,,,,042-541-2500,2019-06-30,6300000,대전광역시
㈜삼성렌트카,영업소,대전광역시 유성구 계룡로 74번길 79-7,,36.350953,127.338322,,대전광역시 유성구 봉명동 557-3,11,25,23,2,0,0,,,,,,,,09:00,18:00,09:00,18:00,09:00,18:00,,,,042-822-6011,2019-06-30,6300000,대전광역시
㈜삼성렌트카,영업소,대전광역시 유성구 계룡로 74번길 79-7,,36.350953,127.338322,,대전광역시 유성구 봉명동 557-13,13,0,0,0,0,0,,,,,,,,09:00,18:00,09:00,18:00,09:00,18:00,,,,042-822-6011,2019-06-30,6300000,대전광역시
㈜국화렌트카,영업소,"경기도 의정부시 경의로 93, 갑원빌딩 5층 (의정부동)",경기도 의정부시 의정부동 581-4번지 갑원빌딩 5층,37.73328792,127.0460067,"경기도 의정부시 경의로 89, (의정부동)",경기도 의정부시 의정부동 581-1번지,,16,15,1,0,0,,,,,,,,09:00,18:00,,,,,,,,031-878-1001,2020-06-23,3820000,경기도 의정부시
㈜애드플레이,주사업장,경기도 하남시 천현로 146-1,경기도 하남시 창우동 200-4,37.5340664008,127.2247522666,경기도 하남시 신평로 84,,,50,14,36,0,0,,,,,,,,00:00,24:00,,,,,,,,070-7775-6700,2019-05-28,4040000,경기도 하남시
가가렌터카,영업소,전라북도 고창군 고창읍 성산로 47,전라북도 고창군 고창읍 읍내리 682,35.4384704895,126.6977004108,전라북도 고창군 고창읍 성산로 47,전라북도 고창군 고창읍 읍내리 682,,10,8,2,0,0,60000,60000,80000,120000,120000,,,00:00,00:00,00:00,00:00,00:00,00:00,연중무휴,www.jegaga.com,김숙자,063-564-1991,2019-06-20,4780000,전라북도 고창군
드림렌터카,영업소,전라북도 고창군 고창읍 중앙로 304,전라북도 고창군 교촌리 25-10,35.4347372031,126.7086831509,전라북도 고창군 고창읍 중앙로 304,전라북도 고창군 고창읍 교촌리 25-10,,11,9,2,0,0,,,80000,120000,120000,,,00:00,00:00,00:00,00:00,00:00,00:00,연중무휴,없음,윤성철,063-561-2009,2019-06-20,4780000,전라북도 고창군
㈜알씨렌트카,주사업장,경기도 하남시 대청로 33,경기도 하남시 신장동 523-1,37.5411033118,127.2160018869,경기도 하남시 신평로 84,,,39,36,3,0,0,,,,,,,,00:00,24:00,,,,,,,,031-793-6766,2019-05-28,4040000,경기도 하남시
㈜스마트렌트카,주사업장,경기도 하남시 하남대로 815,경기도 하남시 신장동 415-10,37.5412059863,127.2069681571,경기도 하남시 신평로 84,,,50,49,1,0,0,,,,,,,,00:00,24:00,,,,,,,,1661-1157,2019-05-28,4040000,경기도 하남시
㈜아마존카,영업소,대전광역시 대덕구 벚꽃길 100,,36.430165,127.423031,,대전광역시 유성구 계룡로132번길 10,10,10,10,0,0,0,,,,,,,,09:00,18:00,09:00,18:00,09:00,18:00,,,,042-824-1770,2019-06-30,6300000,대전광역시
㈜한기련렌터카,영업소,대전광역시 대덕구 아리랑로55번길 52,,36.381689,127.412927,,대전광역시 대덕구 아리랑로55번길 52,11,3,3,0,0,0,,,,,,,,09:00,18:00,09:00,18:00,09:00,18:00,,,,042-625-9211,2019-06-30,6300000,대전광역시
㈜참신렌트카여행사,영업소,대전광역시 대덕구 대화로 51,,36.367573,127.414081,,대전광역시 유성구 테크노중앙로 88-6,20,13,13,0,0,0,,,,,,,,09:00,18:00,09:00,18:00,09:00,18:00,,,,1577-5640,2019-06-30,6300000,대전광역시
