낚시터명,낚시터유형,소재지도로명주소,소재지지번주소,위도,경도,낚시터전화번호,수면적,주요어종,최대수용인원,수상시설물유형,이용요금,주요포인트,안전시설현황,편익시설현황,주변관광지,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
안중락실내바다낚시터,평지,경기도 평택시 안중읍 서동대로 1742 (다동),경기도 평택시 안중읍 대반리 261-5,36.9913491,126.9433487,,180,붕어+잉어,35,고정형,"1일 10000원 (평일, 휴일)",,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,,031-8024-3822,경기도 평택시청,2020-04-28,3910000,경기도 평택시
백화낚시터,저수지,전라북도 진안군 안천면 진무로 3206,전라북도 진안군 안천면 백화리 342-8,35.9014388549,127.574133,063-432-5449,10134,붕어,50,-,20000원,,"방송실, 구명조끼",화장실,용담댐,063-430-8670,전라북도 진안군청,2020-06-02,4730000,전라북도 진안군
붕어의 신,기타,서울특별시 양천구 신월로 321,서울특별시 양천구 신정동 977-16,37.5217038,126.8565155031,02-2603-2266,49.49,붕어,20,없음,"1시간(남 10천, 여9천, 커플18천, 청소년 7천, 아동 5천)  1시간 추가시 요금 발생",실내낚시터,명부환+소화기+구급약품+전기설비,화장실+쓰레기통,,02-2620-4816,서울특별시 양천구,2020-05-30,3140000,서울특별시 양천구
가자실내낚시터,기타,서울특별시 양천구 지양로 34,서울특별시 양천구 신월동 991-12,37.519435,126.8363231,02-2691-2733,33,붕어,19,없음,"1시간(남 10천, 여10천, 아동 8천)",실내낚시터,명부환+소화기+구급약품+전기설비,화장실+쓰레기통,,02-2620-4816,서울특별시 양천구,2020-05-30,3140000,서울특별시 양천구
우정낚시터,기타,전라북도 정읍시 소성면 소성상평로 238,전라북도 정읍시 소성면 주천리 636-5,35.5602423268,126.8053598312,063-533-1322,764,붕어+잉어,100,없음,1일 15000원,,구명부환+소화기+구급약품,화장실,,063-539-6364,전라북도 정읍시청,2020-01-31,4690000,전라북도 정읍시
어의곡낚시터,저수지,충청북도 단양군 매포읍 응실길 212,충청북도 단양군 매포읍 응실리 449,36.9932419761,128.3076766,,9195,잉어+향어,500,고정형,10000원,,구명부환+구명줄+소화기+구급약품,화장실+매점,"고수동굴,도담삼봉,다누리아쿠아리움",043-420-2733,충청북도 단양군청,2020-02-12,4480000,충청북도 단양군
상무낚시터,기타,광주광역시 서구 유덕로141번길 31-1,광주광역시 서구 덕흥동 26-1,35.16357724,126.8386542,062-373-0558,380,"붕어, 잉어",20,고정형,"1일 10,000원",,구명부환+소화기+구급약품+방송설비,화장실+쓰레기통,,062-360-7373,광주광역시 서구청,2020-02-03,3600000,광주광역시 서구
해적왕 실내낚시카페,기타,"울산광역시 중구 병영로 17(남외동,지하1층)",,35.570963,129.3459077417,,52,향어+붕어,30,고정형,1시간 1인 10000원,,구명조끼+소화기+구급약품,화장실+쓰레기통,,052-290-3665,울산광역시 중구청,2019-09-10,3690000,울산광역시 중구
실내낚시카페 낚시의 신,기타,"울산광역시 중구 젊음의1거리 7(성남동,지하1층)",,35.553403,129.3188449462,,28.7,향어+붕어,24,고정형,1시간 1인 10000원,,구명조끼+소화기+구급약품,화장실+쓰레기통,,052-290-3665,울산광역시 중구청,2019-09-10,3690000,울산광역시 중구
다와 실내낚시터,기타,울산광역시 동구 학문로 47 (화정동) 지하1층,,35.503136,129.423935,052-233-1078,75,"향어, 붕어",33,고정형,"1시간 1인 10,000원,커플2인 18,000원",,소화기+구급약품,화장실+쓰레기통,,052-209-3527,울산광역시 동구청,2019-10-31,3710000,울산광역시 동구
후니 실내낚시터,기타,울산광역시 동구 화잠로 105 (방어동) 지하1층,,35.4784909109,129.413984,052-201-2571,57.31,"향어, 붕어",25,고정형,"1시간 1인 10,000원,커플2인 18,000원",,소화기+구급약품,화장실+쓰레기통,,052-209-3527,울산광역시 동구청,2019-10-31,3710000,울산광역시 동구
도시어부낚시카페,기타,"인천광역시 미추홀구 주안로104번길 24, 지하2층제2호(주안동)",인천광역시 미추홀구 주안동 143-1,37.462881,126.680962,032-442-8678,80,-,80,-,"10,000/시간당",,-,-,,,인천광역시 미추홀구청,2019-10-29,3510500,인천광역시 미추홀구
파도실내바다낚시터,기타,"인천광역시 미추홀구 인주대로 438, 지하층(주안동)","인천광역시 미추홀구 주안동 1505-2, 지하층",37.4507453912,126.6853835439,032-889-2020,49.5,-,26,-,"11,000/시간당",,-,-,,,인천광역시 미추홀구청,2019-10-29,3510500,인천광역시 미추홀구
주식회사 도깨비무역,기타,"인천광역시 미추홀구 낙섬서로 7-3, 지하1층 (용현동)","인천광역시 미추홀구 용현동 627-432, 지하1층",37.4504411151,126.6335654349,032-442-8678,46.64,-,20,-,"11,000/시간당",,-,-,,,인천광역시 미추홀구청,2019-10-29,3510500,인천광역시 미추홀구
화정유료낚시터,저수지,전라북도 완주군 고산면 양화로 250,,35.9396416703,127.2049596279,,339010,"붕어, 쏘가리",50,고정형,1일  20000원,,안전사다리+소화기+구명조끼+구명줄+구명부환,화장실+쓰레기통+통신장비,,,전라북도 완주군청,2019-10-10,4720000,전라북도 완주군
송현낚시터,평지,전라북도 완주군 고산면 남봉로 5-98,,35.9678909371,127.1867799214,,12100,"붕어, 쏘가리",200,고정형,1일  15000원,,안전사다리+소화기+구명조끼+구명줄+구명부환,화장실+쓰레기통+통신장비,,,전라북도 완주군청,2019-10-10,4720000,전라북도 완주군
우리낚시터,평지,,전라북도 완주군 고산면 양야리 507,35.951003,127.210217,,2999,"붕어, 쏘가리",50,고정형,1일  25000원,,안전사다리+소화기+구명조끼+구명줄+구명부환,화장실+쓰레기통+통신장비,,,전라북도 완주군청,2019-10-10,4720000,전라북도 완주군
창리낚시터,평지,,강원도 양구군 남면 창리 218,38.0914976,128.0266247159,033-482-1357,0.16,붕어+잉어,30,좌대 30,30000,,구명부환+소화기,화장실,,,강원도 양구군청,2019-06-18,4320000,강원도 양구군
월명낚시터,평지,,강원도 양구군 양구읍 월명리 602,38.1184946,127.9073258,033-482-3385,10,붕어+잉어,60,좌대 20,60000,,구명부환+소화기,화장실,,,강원도 양구군청,2019-06-18,4320000,강원도 양구군
상무룡리낚시터,평지,,강원도 양구군 양구읍 상무룡리 655-1,38.1451895839,127.9013291141,033-481-6382,15,붕어+잉어,82,좌대 20,60000,,구명부환+소화기,화장실,,,강원도 양구군청,2019-06-18,4320000,강원도 양구군
조우낚시터,기타,경상북도 영주시 영봉로 193-31 (휴천동),경상북도 영주시 휴천동 1005,36.8155494,128.659421,,440,붕어,20,고정형,10000,,구명부환+소화기+구급약품+전기설비,화장실+세면소+관리실 등,"부석사, 소수서원 등",054-639-7352,경상북도 영주시청,2019-01-01,5090000,경상북도 영주시
파지낚시터,기타,경상북도 영주시 장수면 장수로 827,경상북도 영주시 장수면 파지리 218-1,36.8021328,128.5475622,,1149.69,붕어,20,고정형,10000,,구명부환+소화기+구급약품+전기설비,화장실+세면소+관리실 등,"부석사, 소수서원 등",054-639-7352,경상북도 영주시청,2019-01-01,5090000,경상북도 영주시
귀내낚시터,기타,,경상북도 영주시 고현동 412-50,36.837674,128.6173471149,,8276,붕어,50,고정형,25000,,구명부환+소화기+구급약품+전기설비,화장실+세면소+관리실 등,"부석사, 소수서원 등",054-639-7352,경상북도 영주시청,2019-01-01,5090000,경상북도 영주시
평은낚시터,기타,경상북도 영주시 평은면 강동로410번길 24,경상북도 영주시 평은면 강동리 970,36.7146700168,128.6879693138,,1666,붕어,20,고정형,25000,,구명부환+소화기+구급약품+전기설비,화장실+세면소+관리실 등,"부석사, 소수서원 등",054-639-7352,경상북도 영주시청,2019-01-01,5090000,경상북도 영주시
고골낚시터,저수지,,경기도 하남시 춘궁동 500-1,37.5200969980,127.1854940023,031-794-8548,2.28,"붕어,잉어,향어",50,해당없음,"15,000",해당없음,"튜브,소화기 등","화장실,편의점",해당없음,031-790-6274,경기도 하남시청,2019-03-30,4040000,경기도 하남시
북동낚시터,저수지,,경기도 안산시 단원구 대부북동 970,37.2555793622,126.5804716359,,70000,붕어+잉어,210,없음,70000원,,구명부환+소화기+구급약품,화장실+세면소+쓰레기통,,031-481-3695,경기도 안산시청,2019-07-05,3930000,경기도 안산시
서울바다낚시터,바다,,경기도 안산시 단원구 대부북동 1870-10,37.2811861478,126.5545681685,,10552,우럭+참돔,150,없음,70000원,,구명부환+소화기+구급약품,화장실+세면소+쓰레기통,,031-481-3695,경기도 안산시청,2019-07-05,3930000,경기도 안산시
정일낚시터,기타,경기도 안산시 단원구 돈지섬안길 44,경기도 안산시 단원구 대부북동 1865-161,37.2677039995,126.557897465,,440,랍스터+우럭+참돔,80,없음,70000원,,구명부환+소화기+구급약품,화장실+세면소+쓰레기통,,031-481-3695,경기도 안산시청,2019-07-05,3930000,경기도 안산시
K3바다낚시터,바다,경기도 안산시 단원구 작은상재미길 100,경기도 안산시 단원구 대부동동 643-32,37.2320732828,126.6069307950,,33204,우럭+참돔,100,없음,70000원,,구명부환+소화기+구급약품,화장실+세면소+쓰레기통,,031-481-3695,경기도 안산시청,2019-07-05,3930000,경기도 안산시
대부도바다낚시터,기타,,경기도 안산시 단원구 대부북동 1870-73,37.2779572609,126.5531048775,,3600,랍스터+우럭+참돔,200,부유형,70000원,,구명부환+소화기+구급약품,화장실+세면소+쓰레기통,,031-481-3695,경기도 안산시청,2019-07-05,3930000,경기도 안산시
K1한국바다낚시터,바다,경기도 안산시 단원구 작은상재미길 100,경기도 안산시 단원구 대부동동 643-10,37.2320732828,126.6069307950,,22994,우럭+참돔,150,없음,70000원,,구명부환+소화기+구급약품,화장실+세면소+쓰레기통,,031-481-3695,경기도 안산시청,2019-07-05,3930000,경기도 안산시
등대바다낚시터,바다,경기도 안산시 단원구 금당구지길 91,경기도 안산시 단원구 대부남동 187-3,37.2305690314,126.590568,,16256,우럭+참돔,145,부유형,70000원,,구명부환+소화기+구급약품,화장실+세면소+쓰레기통,,031-481-3695,경기도 안산시청,2019-07-05,3930000,경기도 안산시
어심바다낚시터,바다,경기도 안산시 단원구 잘푸리길 107,경기도 안산시 단원구 대부남동 1109,37.2357290598,126.5659772577,,5803,우럭+참돔,170,부유형,70000원,,구명부환+소화기+구급약품,화장실+세면소+쓰레기통,,031-481-3695,경기도 안산시청,2019-07-05,3930000,경기도 안산시
말봉바다낚시터,바다,,경기도 안산시 단원구 대부남동 11-1,37.2119062055,126.6107521388,,16070,우럭+참돔,245,부유형,70000원,,구명부환+소화기+구급약품,화장실+세면소+쓰레기통,,031-481-3695,경기도 안산시청,2019-07-05,3930000,경기도 안산시
해솔바다낚시터,바다,,경기도 안산시 단원구 대부북동 1870-106,37.2767992872,126.5537947386,,16418,우럭+참돔,100,없음,70000원,,구명부환+소화기+구급약품,화장실+세면소+쓰레기통,,031-481-3695,경기도 안산시청,2019-07-05,3930000,경기도 안산시
독도바다낚시터,바다,,경기도 안산시 단원구 대부북동 642-171,37.275137,126.552356,,20689,우럭+참돔,310,부유형,70000원,,구명부환+소화기+구급약품,화장실+세면소+쓰레기통,,031-481-3695,경기도 안산시청,2019-07-05,3930000,경기도 안산시
하늘바다낚시터,바다,,경기도 안산시 단원구 대부동동 643-9,37.2319992711,126.6074360187,,27055,우럭+참돔,100,없음,70000원,,구명부환+소화기+구급약품,화장실+세면소+쓰레기통,,031-481-3695,경기도 안산시청,2019-07-05,3930000,경기도 안산시
수암낚시터,저수지,,경기도 안산시 상록구 수암동 19-1,37.3706593485,126.8809284639,,8400,붕어+잉어,100,없음,70000원,,구명부환+소화기+구급약품,화장실+세면소+쓰레기통,,031-481-3695,경기도 안산시청,2019-07-05,3930000,경기도 안산시
올레실내낚시터,기타,"경기도 안산시 단원구 와동로 42, 지하1층",경기도 안산시 단원구 와동 697,37.3339373,126.8290360,,35.66,붕어+잉어,17,없음,1시간 20000원,,구명부환+소화기+구급약품,화장실+세면소+쓰레기통,,031-481-3695,경기도 안산시청,2019-07-05,3930000,경기도 안산시
우리실내낚시터,기타,"경기도 안산시 단원구 화랑로 28, 지하1층",경기도 안산시 단원구 원곡동 763-5 (지하1층),37.3320138271,126.7961030660,,45.36,붕어+잉어,15,없음,1시간 20000원,,구명부환+소화기+구급약품,화장실+세면소+쓰레기통,,031-481-3695,경기도 안산시청,2019-07-05,3930000,경기도 안산시
장어와바다,기타,"경기도 안산시 상록구 부루지길 16, 지하1층","경기도 안산시 상록구 월피동 443-1, (부원빌라)",37.3276747702,126.8520652762,,60,랍스터+농어+우럭+돔류,23,없음,1시간 20000원,,구명부환+소화기+구급약품,화장실+세면소+쓰레기통,,031-481-3695,경기도 안산시청,2019-07-05,3930000,경기도 안산시
조부장바다낚시터,기타,경기도 안산시 단원구 구봉길 55(대부북동),경기도 안산시 단원구 대부북동 1865-240,37.270475,126.5629597069,,231,랍스터+우럭+돔류,96,없음,70000원,,구명부환+소화기+구급약품,화장실+세면소+쓰레기통,,031-481-3695,경기도 안산시청,2019-07-05,3930000,경기도 안산시
안산실내바다낚시터 만월,기타,"경기도 안산시 상록구 샘골로 136, 지하1층(본오동, 우남빌딩)",경기도 안산시 상록구 본오동 871-5 (지하1층),37.2958313259,126.8633056,,124,랍스터,30,없음,70000원,,구명부환+소화기+구급약품,화장실+세면소+쓰레기통,,031-481-3695,경기도 안산시청,2019-07-05,3930000,경기도 안산시
백학,저수지,경기도 연천군 백학면 저수지길 19,경기도 연천군 미산면 아미리 931,38.0323517495,126.9249332533,,120680,붕어+잉어,38,고정형,30000,,구명부환+소화기+구급약품,화장실+쓰레기통,,031-839-2322,경기도 연천군청,2019-09-24,4140000,경기도 연천군
양원,평지,경기도 연천군 전곡읍 양원로 108-37,경기도 연천군 전곡읍 양원리660,37.9874319382,127.0210501274,,2611,붕어+잉어,50,고정형,30000,,구명부환+소화기+구급약품,화장실+쓰레기통,,031-839-2322,경기도 연천군청,2019-09-24,4140000,경기도 연천군
삼화리,평지,경기도 연천군 미산면 삼화2길 96,경기도 연천군 미산면 삼화리 183,38.0127043960,126.9767426254,,8214,붕어+잉어,40,고정형,30000,,구명부환+소화기+구급약품,화장실+쓰레기통,,031-839-2322,경기도 연천군청,2019-09-24,4140000,경기도 연천군
한탄강,평지,경기도 연천군 전곡읍 평화로495번길 16-31,경기도 연천군 전곡읍 전곡리211-5,38.0151810312,127.0676017023,,1063,붕어+잉어,40,고정형,30000,,구명부환+소화기+구급약품,화장실+쓰레기통,,031-839-2322,경기도 연천군청,2019-09-24,4140000,경기도 연천군
전곡,평지,경기도 연천군 군남면 오리골길 124,경기도 연천군 군남면 황지리 447,38.0370447861,127.0340182157,,8000,붕어+잉어,100,고정형,30000,,구명부환+소화기+구급약품,화장실+쓰레기통,,031-839-2322,경기도 연천군청,2019-09-24,4140000,경기도 연천군
지오,평지,경기도 연천군 군남면 청정로 2060,경기도 연천군 군남면 황지리 529,38.0431675,127.0296009671,,1560,붕어+잉어,50,고정형,30000,,구명부환+소화기+구급약품,화장실+쓰레기통,,031-839-2322,경기도 연천군청,2019-09-24,4140000,경기도 연천군
황금실내,기타,충청남도 천안시 서북구 백석로 198,충청남도 천안시 서북구 성정동 971,36.8189675585,127.131648,041-577-2744,72,붕어+잉어,15,고정형,"10,000",,구명부환+소화기+구급약품,화장실+쓰레기통,,,충청남도 천안시청,2019-06-18,4490000,충청남도 천안시
짱낚시터,기타,충청남도 천안시 서북구 미라8길 4,충청남도 천안시 서북구 쌍용동1122지하,36.8032442,127.127746,,32,붕어+잉어,10,고정형,"9,000",,구명부환+소화기+구급약품,화장실+쓰레기통,,,충청남도 천안시청,2019-06-18,4490000,충청남도 천안시
용궁실내,기타,충청남도 천안시 동남구 서부대로 556,충청남도 천안시 동남구 봉명동276 자연빌딩(지하),36.8167263650,127.1309886,041-577-5304,42.25,붕어+잉어,28,고정형,"10,000",,구명부환+소화기+구급약품,화장실+쓰레기통,,,충청남도 천안시청,2019-06-18,4490000,충청남도 천안시
모산 낚시터,평지,충청남도 아산시 배방읍 공수리 365-5,충청남도 아산시 배방읍 공수리 365-5,36.764817,127.059177,041-549-6180,5052,붕어+잉어+향어,140,고정형,30000원,관리소 주변,구명부환+소화기+구급약품,화장실+세면소+쓰레기통,"강당골, 외암민속마을",041-537-3877,충청남도 아산시청,2019-09-26,4520000,충청남도 아산시
낭만물고기 실내낚시카페,기타,충청남도 아산시 배방읍 배방로13번길 23,충청남도 아산시 배방읍 공수리 1607,36.7759680606,127.0569136125,041-548-5550,66,붕어+잉어+향어,23,고정형,1시간 7000원~9000원,수조 전체,구명부환+소화기+구급약품,화장실+세면소+쓰레기통,"강당골, 외암민속마을",041-537-3877,충청남도 아산시청,2019-09-26,4520000,충청남도 아산시
내가낚시터,저수지,인천광역시 강화군 내가면,인천광역시 강화군 내가면 고천리 462,37.7251879363,126.3936216536,,30000,붕어+잉어,50,해당없음,20000,,구명조끼+소화기 등,화장실+쓰레기통,,,인천광역시 강화군,2019-09-20,3570000,인천광역시 강화군
송악 낚시터,저수지,충청남도 아산시 송악면 송악로 560,충청남도 아산시 송악면 동화리 산2-3 궁평저수지,36.7216544733,126.9897196035,041-543-5433,910000,붕어+잉어+향어,180,고정형+부유형,10000원(수상시설물 이용료 별도),관리소 주변 및 수초지역,구명조끼+구명부환+소화기+구급약품,화장실+세면소+쓰레기통,"강당골, 외암민속마을",041-537-3877,충청남도 아산시청,2019-09-26,4520000,충청남도 아산시
동암 낚시터,평지,충청남도 아산시 음봉면 음봉로447번길 50,충청남도 아산시 음봉면 동암리 126,36.8469204,127.060406,031-658-8229,464,붕어+잉어+향어,50,고정형,30000원,수조 전체,구명부환+소화기+구급약품,화장실+세면소+쓰레기통,"영인산, 아산온천",041-537-3877,충청남도 아산시청,2019-09-26,4520000,충청남도 아산시
삽교천 낚시터,평지,충청남도 아산시 인주면 아산만로 1363,충청남도 아산시 인주면 대음리 282-1,36.852633,126.8546496168,041-534-2512,1979,붕어+잉어+향어,120,고정형,30000원,수조 전체,구명부환+소화기+구급약품,화장실+세면소+쓰레기통,"영인산, 아산온천",041-537-3877,충청남도 아산시청,2019-09-26,4520000,충청남도 아산시
신왕지 낚시터,평지,충청남도 아산시 둔포면 신왕리 74,충청남도 아산시 둔포면 신왕리 74 신왕소류지,36.914636,127.088441,041-531-2727,9720,붕어+잉어+향어,234,고정형,30000원,관리소 주변,구명조끼+구명부환+소화기+구급약품,화장실+세면소+쓰레기통,"영인산, 아산온천",041-537-3877,충청남도 아산시청,2019-09-26,4520000,충청남도 아산시
영인 낚시터,저수지,충청남도 아산시 영인면 영인로 159-20,충청남도 아산시 영인면 아산리 338-3 상성저수지,36.862745,126.9486875629,041-541-4321,348000,붕어+잉어+향어,253,고정형+부유형,20000원(수상시설물 이용료 별도),관리소 주변 및 수초지역,구명조끼+구명부환+소화기+구급약품,화장실+세면소+쓰레기통,"영인산, 아산온천",041-537-3877,충청남도 아산시청,2019-09-26,4520000,충청남도 아산시
신봉 낚시터,저수지,충청남도 아산시 영인면 윤보선로 211,충청남도 아산시 영인면 신봉리 156-3 신봉저수지,36.894315,127.0040074203,041-532-6648,84000,붕어+잉어+향어,138,고정형+부유형,20000원(수상시설물 이용료 별도),관리소 주변 및 수초지역,구명조끼+구명부환+소화기+구급약품,화장실+세면소+쓰레기통,"영인산, 아산온천",041-537-3877,충청남도 아산시청,2019-09-26,4520000,충청남도 아산시
죽산 낚시터,저수지,충청남도 아산시 선장면 서부남로 344,충청남도 아산시 선장면 죽산리 산3-3 죽산저수지,36.7858068683,126.897895,041-544-3666,238000,붕어+잉어+향어,241,고정형+부유형,20000원(수상시설물 이용료 별도),관리소 주변 및 수초지역,구명조끼+구명부환+소화기+구급약품,화장실+세면소+쓰레기통,"도고온천, 세계꽃식물원",041-537-3877,충청남도 아산시청,2019-09-26,4520000,충청남도 아산시
안골 낚시터,저수지,충청남도 아산시 영인면 고룡산로 448,충청남도 아산시 영인면 성내리 448-9 성내저수지,36.878965,126.987842,041-544-2369,420000,붕어+잉어+향어,206,고정형+부유형,20000원(수상시설물 이용료 별도),관리소 주변 및 수초지역,구명조끼+구명부환+소화기+구급약품,화장실+세면소+쓰레기통,"영인산, 아산온천",041-537-3877,충청남도 아산시청,2019-09-26,4520000,충청남도 아산시
봉재 낚시터,저수지,충청남도 아산시 둔포면 충무로 1258-32,충청남도 아산시 둔포면 봉재리 316-6 봉재저수지,36.883105,127.0321399317,041-531-1396,462000,붕어+잉어+향어,320,고정형+부유형,25000원(수상시설물 이용료 별도),관리소 주변 및 수초지역,구명조끼+구명부환+소화기+구급약품,화장실+세면소+쓰레기통,"영인산, 아산온천",041-537-3877,충청남도 아산시청,2019-09-26,4520000,충청남도 아산시
삼괴정낚시터,저수지,경상북도 경주시 강동면 다산길 117,,36.0498064868,129.259435231,054-762-9298,6384,"붕어,잉어 등",50,0,"30,000원/일",,"구명부환1,소화기1,구급약품1","화장실1,세면소1",,054-779-6324,경주시 해양수산과,2019-04-10,5050000,경상북도 경주시
신휴 낚시터,저수지,충청남도 아산시 음봉면 신휴길 122,충청남도 아산시 음봉면 신휴리 52 신휴저수지,36.890959,127.0706899275,041-546-8907,530000,붕어+잉어+향어,50,고정형+부유형,20000원(수상시설물 이용료 별도),관리소 주변 및 수초지역,구명조끼+구명부환+소화기+구급약품,화장실+세면소+쓰레기통,"영인산, 아산온천",041-537-3877,충청남도 아산시청,2019-09-26,4520000,충청남도 아산시
염치 낚시터,저수지,충청남도 아산시 염치읍 동정길 106,충청남도 아산시 염치읍 동정리 산50-3 가혜저수지,36.820801,126.993832,041-543-7878,813000,붕어+잉어+향어,172,고정형+부유형,15000원(수상시설물 이용료 별도),관리소 주변 및 수초지역,구명조끼+구명부환+소화기+구급약품,화장실+세면소+쓰레기통,"온양온천, 아산온천",041-537-3877,충청남도 아산시청,2019-09-26,4520000,충청남도 아산시
신창 낚시터,저수지,충청남도 아산시 신창면 서부남로675번길 48,충청남도 아산시 신창면 오목리 216 신창저수지,36.7956071485,126.933068,041-533-6315,303000,붕어+잉어+향어,140,고정형+부유형,20000원(수상시설물 이용료 별도),관리소 주변 및 수초지역,구명조끼+구명부환+소화기+구급약품,화장실+세면소+쓰레기통,"온양온천, 도고온천",041-537-3877,충청남도 아산시청,2019-09-26,4520000,충청남도 아산시
월선 낚시터,저수지,충청남도 아산시 영인면 아산로1233번길 54,충청남도 아산시 영인면 월선리 137-6 월선소류지,36.8736604030,126.9318804,041-542-6404,10120,붕어+잉어+향어,80,고정형,30000원,관리소 주변,구명부환+소화기+구급약품,화장실+세면소+쓰레기통,"영인산, 아산온천",041-537-3877,충청남도 아산시청,2019-09-26,4520000,충청남도 아산시
산들 낚시터,저수지,충청남도 아산시 배방읍 고불로 229,충청남도 아산시 배방읍 수철리 270-1 수철저수지,36.7257058829,127.0595721128,041-542-6987,80000,붕어+잉어+향어,130,고정형+부유형,20000원(수상시설물 이용료 별도),관리소 주변 및 수초지역,구명조끼+구명부환+소화기+구급약품,화장실+세면소+쓰레기통,"강당골, 외암민속마을",041-537-3877,충청남도 아산시청,2019-09-26,4520000,충청남도 아산시
잔실 낚시터,저수지,충청남도 아산시 음봉면 신정리길 111,충청남도 아산시 음봉면 신정리 398-1 신정저수지,36.873773,127.016399,041-543-2109,61000,붕어+잉어+향어,60,고정형,15000원,관리소 주변 및 수초지역,구명조끼+구명부환+소화기+구급약품,화장실+세면소+쓰레기통,"영인산, 아산온천",041-537-3877,충청남도 아산시청,2019-09-26,4520000,충청남도 아산시
신수 낚시터,저수지,충청남도 아산시 음봉면 신수리 51-1,충청남도 아산시 음봉면 신수리 51-1 동천저수지,36.843769,126.998246,041-543-2109,32000,붕어+잉어+향어,151,고정형+부유형,20000원(수상시설물 이용료 별도),관리소 주변 및 수초지역,구명조끼+구명부환+소화기+구급약품,화장실+세면소+쓰레기통,"영인산, 아산온천",041-537-3877,충청남도 아산시청,2019-09-26,4520000,충청남도 아산시
대동 낚시터,저수지,충청남도 아산시 음봉면 음봉로 337번길 7-75,충청남도 아산시 음봉면 송촌리 35-5 동암저수지,36.8490955460,127.0474641730,041-542-2019,120000,붕어+잉어+향어,202,고정형+부유형,20000원(수상시설물 이용료 별도),관리소 주변 및 수초지역,구명조끼+구명부환+소화기+구급약품,화장실+세면소+쓰레기통,"영인산, 아산온천",041-537-3877,충청남도 아산시청,2019-09-26,4520000,충청남도 아산시
월랑 낚시터,저수지,충청남도 아산시 음봉면 월랑길 15-10,충청남도 아산시 음봉면 월랑리 104 월랑저수지,36.8437576606,127.0804677696,041-542-8480,219000,붕어+잉어+향어,135,고정형+부유형,20000원(수상시설물 이용료 별도),관리소 주변 및 수초지역,구명조끼+구명부환+소화기+구급약품,화장실+세면소+쓰레기통,아산온천,041-537-3877,충청남도 아산시청,2019-09-26,4520000,충청남도 아산시
냉정 낚시터,저수지,충청남도 아산시 인주면 서해로548번길 158,충청남도 아산시 인주면 냉정리 9-5 냉정저수지,36.8662429488,126.901666,041-533-4305,258000,붕어+잉어+향어,114,고정형+부유형,20000원(수상시설물 이용료 별도),관리소 주변 및 수초지역,구명조끼+구명부환+소화기+구급약품,화장실+세면소+쓰레기통,"영인산, 아산온천",041-537-3877,충청남도 아산시청,2019-09-26,4520000,충청남도 아산시
신휴우리 낚시터,평지,충청남도 아산시 음봉면 관용로 314-27,충청남도 아산시 음봉면 신휴리 438-1,36.884375,127.065042,041-531-8855,7256,붕어+잉어+향어,150,고정형+부유형,30000원,관리소 주변,구명조끼+구명부환+소화기+구급약품,화장실+세면소+쓰레기통,"영인산, 아산온천",041-537-3877,충청남도 아산시청,2019-09-26,4520000,충청남도 아산시
인산낚시터,저수지,인천광역시 강화군 양도면 중앙로787번길 8-2,인천광역시 강화군 양도면 인산리 105,37.6985427878,126.4312672239,,139000,붕어+잉어,150,잔교형좌대,20000,,구명조끼+소화기 등,화장실+쓰레기통,,,인천광역시 강화군,2019-09-20,3570000,인천광역시 강화군
황청낚시터,저수지,인천광역시 강화군 내가면,인천광역시 강화군 내가면 황청리 531,37.7150850850,126.3638447148,,68000,붕어+잉어,200,잔교형좌대,30000,,구명조끼+소화기 등,화장실+쓰레기통,,,인천광역시 강화군,2019-09-20,3570000,인천광역시 강화군
국화낚시터,저수지,인천광역시 강화군 강화읍,인천광역시 강화군 강화읍 국화리 450,37.7446025274,126.4619291633,,238400,붕어+잉어,50,연안방갈로,75000,,구명조끼+소화기 등,화장실+쓰레기통,,,인천광역시 강화군,2019-09-20,3570000,인천광역시 강화군
오류내낚시터,저수지,인천광역시 강화군 송해면,인천광역시 강화군 송해면 하도리 621,37.7592621460,126.4520722121,,117700,붕어+잉어,50,해당없음,20000,,구명조끼+소화기 등,화장실+쓰레기통,,,인천광역시 강화군,2019-09-20,3570000,인천광역시 강화군
길정낚시터,저수지,인천광역시 강화군 양도면,인천광역시 강화군 양도면 길정리 403-1,37.6625923282,126.4671949651,,497000,붕어+잉어,58,해당없음,20000,,구명조끼+소화기 등,화장실+쓰레기통,,,인천광역시 강화군,2019-09-20,3570000,인천광역시 강화군
신선지낚시터,저수지,인천광역시 강화군 내가면,인천광역시 강화군 내가면 고천리 1852-1,37.7204549833,126.4152577009,,38000,붕어+잉어,80,잔교형좌대,30000,,구명조끼+소화기 등,화장실+쓰레기통,,,인천광역시 강화군,2019-09-20,3570000,인천광역시 강화군
돌성저수지낚시터,저수지,인천광역시 강화군 불은면,인천광역시 강화군 불은면 삼성리 302-16,37.7129689082,126.454478,,22000,붕어+잉어,50,해당없음,30000,,구명조끼+소화기 등,화장실+쓰레기통,,,인천광역시 강화군,2019-09-20,3570000,인천광역시 강화군
