업소명,업종명코드,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,위도,경도,업소전화번호,할인적용최소연령,할인율,할인금액,할인대상서비스명,할인부가정보,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,경로우대업소지정일자,경로우대업소해제일자,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
돈이네삼겹살,2 ,서울특별시,광진구,11215,"서울특별시 광진구 자양번영로6길 5, 1층(자양동)",,37.532584,127.075901,02-455-6668,65,10,,"삼겹살, 김치찌개등",,11:00,22:00,11:00,22:00,00:00,00:00,2020-07-01,,서울특별시 광진구,02-450-7438,2020-07-01,3040000,서울특별시 광진구
오드리헤어숍,7 ,서울특별시,광진구,11215,"서울특별시 광진구 뚝섬로58길 19, 101호(광성빌딩)(자양동)",,37.5311432511,127.0846895448,02-6013-1007,65,"커트, 펌, 염색 50",,"커트, 펌, 염색",,10:00,20:00,10:00,20:00,00:00,00:00,2020-07-01,,서울특별시 광진구,02-450-7438,2020-07-01,3040000,서울특별시 광진구
서울회관,2 ,서울특별시,광진구,11215,서울특별시 광진구 뚝섬로52길 13(자양동),,37.5313126891,127.0794311355,02-447-6613,65,"식사류1000원,고기10",,"제육볶음,찌게",,07:00,21:30,07:00,21:30,07:00,21:30,2020-07-01,,서울특별시 광진구,02-450-7438,2020-07-01,3040000,서울특별시 광진구
망향비빔국수,2 ,서울특별시,광진구,11215,서울특별시 광진구 천호대로694 (구의동),,37.5493133360,127.0912419275,02-454-1357,65,20,,비빔국수,,10:30,22:00,10:30,22:00,10:30,22:00,2020-07-01,,서울특별시 광진구,02-450-7438,2020-07-01,3040000,서울특별시 광진구
헵시바(HEPBSIBAH),7 ,서울특별시,광진구,11215,"서울특별시 광진구 천호대로136길 60, 102호",,37.5472459724,127.0895057823,000-0000-0000,65,15,,"커트,펌",,10:00,20:00,10:00,20:00,00:00,00:00,2020-07-01,,서울특별시 광진구,02-450-7438,2020-07-01,3040000,서울특별시 광진구
디보쉬 헤어,7 ,서울특별시,광진구,11215,서울특별시 광진구 구의강변로 102 (구의동),,37.539409,127.094631,02-458-7373,65,10,,커트 등,,10:00,20:00,10:00,20:00,00:00,00:00,2020-07-01,,서울특별시 광진구,02-450-7438,2020-07-01,3040000,서울특별시 광진구
티엠안경원,99,서울특별시,광진구,11215,"서울특별시 광진구 광나루로56길 85, 지하 1층 (구의동)",,37.5357263479,127.0956922768,02-3424-1032,65,10,,안경,,10:00,20:00,10:00,20:00,00:00,00:00,2020-07-01,,서울특별시 광진구,02-450-7438,2020-07-01,3040000,서울특별시 광진구
발리노래방,99,서울특별시,광진구,11215,서울특별시 광진구 뚝섬로 743 (구의동),,37.5346413880,127.091325,02-2201-9292,65,10,,노래방이용,,17:00,02:00,17:00,02:00,00:00,00:00,2020-07-01,,서울특별시 광진구,02-450-7438,2020-07-01,3040000,서울특별시 광진구
예성포토,99,서울특별시,광진구,11215,서울특별시 광진구 강변역로50 (구의동) (동서울터미널 213호),,37.5345382401,127.0941837111,02-458-2051,65,10,,사진,,10:00,19:00,10:00,19:00,00:00,00:00,2020-07-01,,서울특별시 광진구,02-450-7438,2020-07-01,3040000,서울특별시 광진구
진국설렁탕,2 ,서울특별시,광진구,11215,서울특별시 광진구 아차산로 621 (광장동),,37.548391,127.107041,02-2201-5666,65,10,,설렁탕,,09:00,21:00,00:00,00:00,00:00,00:00,2020-07-01,,서울특별시 광진구,02-450-7438,2020-07-01,3040000,서울특별시 광진구
쁘띠헤어,7 ,서울특별시,광진구,11215,서울특별시 광진구 구의로 34(구의동),,37.5409026040,127.0899462781,02-466-9760,65,30,,커트 등,,10:00,20:00,10:00,20:00,00:00,00:00,2020-07-01,,서울특별시 광진구,02-450-7438,2020-07-01,3040000,서울특별시 광진구
두루두루(도토리마을),2 ,서울특별시,광진구,11215,서울특별시 광진구 천호대로143길 7 (광장동),,37.546048,127.102749,02-456-9693,65,10,,식사류,,11:30,22:00,11:30,22:00,00:00,00:00,2020-07-01,,서울특별시 광진구,02-450-7438,2020-07-01,3040000,서울특별시 광진구
미엘리스헤어,7 ,서울특별시,광진구,11215,서울특별시 광진구 아차산로70길 61 (광장동),,37.5402242033,127.0999660542,02-444-7137,65,40,,"컷트,퍼머",,10:00,20:00,10:00,20:00,00:00,00:00,2020-07-01,,서울특별시 광진구,02-450-7438,2020-07-01,3040000,서울특별시 광진구
아이존 안경,99,서울특별시,광진구,11215,서울특별시 광진구 광장로 80 (광장동),,37.547727,127.105987,02-447-6505,65,20,,안경,,10:00,21:00,10:00,21:00,00:00,00:00,2020-07-01,,서울특별시 광진구,02-450-7438,2020-07-01,3040000,서울특별시 광진구
리버사이드스포츠,8 ,서울특별시,광진구,11215,서울특별시 광진구 아차산로78길 44 (광장동),,37.550723,127.1099071135,02-453-0990,65,,"1,000원 할인",목욕,,06:00,22:30,06:00,22:30,06:00,22:00,2020-07-01,,서울특별시 광진구,02-450-7438,2020-07-01,3040000,서울특별시 광진구
동화이용원,7 ,서울특별시,광진구,11215,서울특별시 광진구 뚝섬로 43길 18-1 (자양동),,37.5336171106,127.077204,000-0000-0000,65,30,,이용,,10:00,20:00,10:00,20:00,00:00,00:00,2020-07-01,,서울특별시 광진구,02-450-7438,2020-07-01,3040000,서울특별시 광진구
현대이용원,7 ,서울특별시,광진구,11215,서울특별시 광진구 자양로13가길 6 (자양동),,37.534624,127.0816250650,000-0000-0000,65,30,,미용,,10:00,20:00,10:00,20:00,00:00,00:00,2020-07-01,,서울특별시 광진구,02-450-7438,2020-07-01,3040000,서울특별시 광진구
머리천국,7 ,서울특별시,광진구,11215,서울특별시 광진구 뚝섬로49길31 (자양동),,37.5336661475,127.0793657472,02-458-5619,65,30,,미용,,10:00,20:00,10:00,20:00,00:00,00:00,2020-07-01,,서울특별시 광진구,02-450-7438,2020-07-01,3040000,서울특별시 광진구
란미용실,7 ,서울특별시,광진구,11215,서울특별시 광진구 아차산로 42길 35 (자양동),,37.535871,127.078966,02-454-2036,65,30(파마:20000원),,미용,,10:00,20:00,10:00,20:00,00:00,00:00,2020-07-01,,서울특별시 광진구,02-450-7438,2020-07-01,3040000,서울특별시 광진구
현대세탁소,99,서울특별시,광진구,11215,서울특별시 광진구 뚝섬로23가길 12 (자양동),,37.537786,127.065515,02-462-4010,65,20,,세탁,,10:00,20:00,10:00,20:00,00:00,00:00,2020-07-01,,서울특별시 광진구,02-450-7438,2020-07-01,3040000,서울특별시 광진구
미영사진관,99,서울특별시,광진구,11215,서울특별시 광진구 아차산로 220 (자양동),,37.5406327630,127.0676552197,02-465-3862,65,20,,사진촬영,,09:00,22:00,10:00,21:00,10:00,21:00,2020-07-01,,서울특별시 광진구,02-450-7438,2020-07-01,3040000,서울특별시 광진구
명기원,99,서울특별시,광진구,11215,서울특별시 광진구 동일로 98 (자양동),,37.541412,127.0638042299,02-497-2131,65,30,,기원,,09:00,18:00,09:00,18:00,00:00,00:00,2020-07-01,,서울특별시 광진구,02-450-7438,2020-07-01,3040000,서울특별시 광진구
광진헬스,6 ,서울특별시,광진구,11215,서울특별시 광진구 뚝섬로 489 (자양동),,37.5363961119,127.064734,02-499-2360,65,10,,운동시설,,06:00,01:00,09:00,19:00,09:00,17:00,2020-07-01,,서울특별시 광진구,02-450-7438,2020-07-01,3040000,서울특별시 광진구
이종각한의원,4 ,서울특별시,광진구,11215,서울특별시 광진구 뚝섬로 498 (자양동),,37.5358947720,127.0654016407,02-465-4383,65,30,,한방진료,,09:00,18:00,09:00,15:00,00:00,00:00,2020-07-01,,서울특별시 광진구,02-450-7438,2020-07-01,3040000,서울특별시 광진구
정성이용원,7 ,서울특별시,광진구,11215,서울특별시 광진구 뚝섬로26길 33 (자양동),,37.5351234230,127.0655684182,000-0000-0000,65,40,,이미용,,10:00,20:00,10:00,20:00,00:00,00:00,2020-07-01,,서울특별시 광진구,02-450-7438,2020-07-01,3040000,서울특별시 광진구
모던안경원,99,서울특별시,광진구,11215,서울특별시 광진구 뚝섬로 486(자양동),,37.536235,127.064235,02-469-2336,65,20,,"돋보기, 안경",,10:00,21:30,10:00,21:30,10:00,21:30,2020-07-01,,서울특별시 광진구,02-450-7438,2020-07-01,3040000,서울특별시 광진구
한스튜디오,99,서울특별시,광진구,11215,서울특별시 광진구 뚝섬로 509 (자양동),,37.535826,127.066867,02-466-1557,65,20,,사진촬영,,10:00,20:00,10:00,20:00,00:00,00:00,2020-07-01,,서울특별시 광진구,02-450-7438,2020-07-01,3040000,서울특별시 광진구
테라스가 있는 안경원,99,서울특별시,광진구,11215,서울특별시 광진구 뚝섬로 510 (자양동),,37.535534,127.066951,02-499-1001,65,40,,"안경테, 렌즈",,10:00,21:00,10:00,21:00,00:00,00:00,2020-07-01,,서울특별시 광진구,02-450-7438,2020-07-01,3040000,서울특별시 광진구
김밥천국,2 ,서울특별시,광진구,11215,서울특별시 광진구 능동로13길 21(화양동),,37.542996,127.0707170491,02-499-0308,65,10,,김밥,,00:00,00:00,00:00,00:00,00:00,00:00,2020-07-01,,서울특별시 광진구,02-450-7438,2020-07-01,3040000,서울특별시 광진구
GLASS GALLERY,99,서울특별시,광진구,11215,서울특별시 광진구 능동로13길 39 (화양동),,37.5439580294,127.0697583994,02-3409-3007,65,30,,안경,,10:00,22:00,10:00,22:00,10:00,22:00,2020-07-01,,서울특별시 광진구,02-450-7438,2020-07-01,3040000,서울특별시 광진구
신촌설렁탕 본점,2 ,서울특별시,광진구,11215,서울특별시 광진구 능동로19길 8(화양동),,37.547086,127.0734367574,02-462-7757,65,,"1,000원 할인",설렁탕,,00:00,00:00,00:00,00:00,00:00,00:00,2020-07-01,,서울특별시 광진구,02-450-7438,2020-07-01,3040000,서울특별시 광진구
앤하우스 스튜디오,99,서울특별시,광진구,11215,서울특별시 광진구 광나루로 442(화양동),,37.545413,127.078452,02-447-0613,65,30~50,,사진,,09:30,19:00,09:30,19:00,09:30,19:00,2020-07-01,,서울특별시 광진구,02-450-7438,2020-07-01,3040000,서울특별시 광진구
무등산 닭한마리,2 ,서울특별시,광진구,11215,서울특별시 광진구 아차산로31길 6(화양동),,37.541241,127.0694118961,02-498-3027,65,식사 10 할인,,닭한마리,,10:00,01:00,10:00,01:00,10:00,01:00,2020-07-01,,서울특별시 광진구,02-450-7438,2020-07-01,3040000,서울특별시 광진구
짱돌,2 ,서울특별시,광진구,11215,"서울특별시 광진구 군자로 32-1, 1층(화양동)",,37.5460947355,127.0705389256,02-461-2934,65,식사 10 할인,,시골밥상,,11:30,01:00,11:30,01:00,11:30,01:00,2020-07-01,,서울특별시 광진구,02-450-7438,2020-07-01,3040000,서울특별시 광진구
자목이발관,7 ,서울특별시,광진구,11215,서울특별시 광진구 자양로 7길 6 (자양동),,37.533275,127.084449,02-457-9755,65,50,,이용,,10:00,20:00,10:00,20:00,00:00,00:00,2020-07-01,,서울특별시 광진구,02-450-7438,2020-07-01,3040000,서울특별시 광진구
하루 노래연습장,99,서울특별시,광진구,11215,서울특별시 광진구 자양로 93(자양동),,37.535998,127.0835002194,02-457-3312,65,50,,노래연습,,17:00,02:00,17:00,02:00,00:00,00:00,2020-07-01,,서울특별시 광진구,02-450-7438,2020-07-01,3040000,서울특별시 광진구
김현애미용실,7 ,서울특별시,광진구,11215,서울특별시 광진구 자양로11길 55(자양동),,37.533279,127.081801,02-455-2376,65,30-50(80세이상:20000원),,미용,,10:00,20:00,10:00,20:00,00:00,00:00,2020-07-01,,서울특별시 광진구,02-450-7438,2020-07-01,3040000,서울특별시 광진구
리앤리안경,99,서울특별시,광진구,11215,서울특별시 광진구 뚝섬로 635-1(자양동),,37.531904,127.080437,02-458-5550,65,10,,"안경, 콘택트",,10:00,21:00,10:00,21:00,00:00,00:00,2020-07-01,,서울특별시 광진구,02-450-7438,2020-07-01,3040000,서울특별시 광진구
호남식당,2 ,서울특별시,광진구,11215,서울특별시 광진구 자양로13길 19(자양동),,37.5351233200,127.0829290207,02-458-8362,65,,식사류 500원 할인,식사류,,11:00,22:00,11:00,22:00,00:00,00:00,2020-07-01,,서울특별시 광진구,02-450-7438,2020-07-01,3040000,서울특별시 광진구
대명이용원,7 ,서울특별시,광진구,11215,서울특별시 광진구 아차산로 343(자양동),,37.537308,127.081143,000-0000-0000,65,30,,이발,,10:00,20:00,10:00,20:00,00:00,00:00,2020-07-01,,서울특별시 광진구,02-450-7438,2020-07-01,3040000,서울특별시 광진구
장원당구장,6 ,서울특별시,광진구,11215,"서울특별시 광진구 자양로13길 16, 2층(자양동)",,37.5355268980,127.083012,000-0000-0000,65,평일 오전11시~오후5시까지 50할인,,당구,,11:00,00:00,11:00,00:00,00:00,00:00,2020-07-01,,서울특별시 광진구,02-450-7438,2020-07-01,3040000,서울특별시 광진구
낙곱집,2 ,서울특별시,광진구,11215,서울특별시 광진구 자양로5길 13(자양동),,37.531522,127.0851516170,02-446-6432,65,20,,동태찌개,,11:00,22:00,11:00,22:00,00:00,00:00,2020-07-01,,서울특별시 광진구,02-450-7438,2020-07-01,3040000,서울특별시 광진구
수빈식당,2 ,서울특별시,광진구,11215,서울특별시 광진구 자양로5길 22(자양동),,37.5315037128,127.0846039681,02-444-8286,65,10,,백반,,11:00,22:00,11:00,22:00,00:00,00:00,2020-07-01,,서울특별시 광진구,02-450-7438,2020-07-01,3040000,서울특별시 광진구
다도회집,2 ,서울특별시,광진구,11215,서울특별시 광진구 뚝섬로 670(자양동),,37.5316303115,127.0839614911,02-453-7653,65,20,,초밥,,12:00,22:00,12:00,22:00,12:00,22:00,2020-07-01,,서울특별시 광진구,02-450-7438,2020-07-01,3040000,서울특별시 광진구
조희미용실,7 ,서울특별시,광진구,11215,서울특별시 광진구 뚝섬로52나길 25 (자양동),,37.530638,127.080615,02-447-0658,65,40~50,,,,10:00,20:00,10:00,20:00,00:00,00:00,2020-07-01,,서울특별시 광진구,02-450-7438,2020-07-01,3040000,서울특별시 광진구
양숙이네,2 ,서울특별시,광진구,11215,서울특별시 광진구 자양로4길 9(자양동),,37.531513,127.086837,02-444-5775,65,10,,"게장백반, 추어탕",,11:00,22:00,11:00,22:00,00:00,00:00,2020-07-01,,서울특별시 광진구,02-450-7438,2020-07-01,3040000,서울특별시 광진구
미스터원 헤어컷,7 ,서울특별시,광진구,11215,서울특별시 광진구 뚝섬로56길 14 (자양동),,37.530855,127.082421,02-452-3005,65,10,,"컷, 펌",,10:00,20:00,10:00,20:00,00:00,00:00,2020-07-01,,서울특별시 광진구,02-450-7438,2020-07-01,3040000,서울특별시 광진구
영남이발관,7 ,서울특별시,광진구,11215,서울특별시 광진구 군자로15길14(군자동),,37.5540577640,127.073443,000-0000-0000,65,20,,이발,,10:00,20:00,10:00,20:00,00:00,00:00,2020-07-01,,서울특별시 광진구,02-450-7438,2020-07-01,3040000,서울특별시 광진구
루디아헤어,7 ,서울특별시,광진구,11215,서울특별시 광진구 군자로159(군자동),,37.555275,127.076603,02-3409-1197,65,30,,미용,,10:00,20:00,10:00,20:00,00:00,00:00,2020-07-01,,서울특별시 광진구,02-450-7438,2020-07-01,3040000,서울특별시 광진구
오티오안경원(구 불란서),99,서울특별시,광진구,11215,서울특별시 광진구 군자로85(군자동),,37.550777,127.070849,02-468-1722,65,15,,안경,,10:00,21:00,10:00,21:00,00:00,00:00,2020-07-01,,서울특별시 광진구,02-450-7438,2020-07-01,3040000,서울특별시 광진구
세종대구내안경,99,서울특별시,광진구,11215,서울특별시 광진구 능동로209(군자동),,37.5527417982,127.0742978821,02-468-9442,65,30~50,,안경,,10:00,21:00,10:00,21:00,00:00,00:00,2020-07-01,,서울특별시 광진구,02-450-7438,2020-07-01,3040000,서울특별시 광진구
눈편한안경,99,서울특별시,광진구,11215,서울특별시 광진구 군자로142(군자동),,37.5542728769,127.0752726775,02-467-1007,65,30(안경테 일부),,안경테,,10:00,21:00,10:00,21:00,00:00,00:00,2020-07-01,,서울특별시 광진구,02-450-7438,2020-07-01,3040000,서울특별시 광진구
예원스튜디오,99,서울특별시,광진구,11215,서울특별시 광진구 군자로138(군자동),,37.553979,127.0746748264,02-498-8641,65,20,,사진,,09:00,21:00,09:00,21:00,09:00,21:00,2020-07-01,,서울특별시 광진구,02-450-7438,2020-07-01,3040000,서울특별시 광진구
장안숯불갈비,2 ,서울특별시,광진구,11215,서울특별시 광진구 면목로 6(군자동),,37.554855,127.0756445102,02-467-2796,65,10,,갈비,,12:00,22:00,12:00,22:00,12:00,22:00,2020-07-01,,서울특별시 광진구,02-450-7438,2020-07-01,3040000,서울특별시 광진구
전진유리,99,서울특별시,광진구,11215,서울특별시 광진구 군자로 148(군자동),,37.5544708039,127.075759,02-467-3648,65,유리 10,,유리제작,,10:00,20:00,10:00,20:00,00:00,00:00,2020-07-01,,서울특별시 광진구,02-450-7438,2020-07-01,3040000,서울특별시 광진구
대경이용소,7 ,대구광역시,중구,34100,대구광역시 중구 동덕로 198-14(동인동1가),,35.8721181,128.6054207169,053-424-9009,65,,,,,00:00,00:00,00:00,00:00,00:00,00:00,1900-01-01,,대구중구청,053-661-2555,2020-07-01,3410000,대구광역시 중구
동창이용소,7 ,대구광역시,중구,34100,대구광역시 중구 국채보상로150길 51(동인동4가),,35.8660608,128.6110153349,053-426-9078,65,,,,,00:00,00:00,00:00,00:00,00:00,00:00,1900-01-01,,대구중구청,053-661-2555,2020-07-01,3410000,대구광역시 중구
현대이용소,7 ,대구광역시,중구,34100,대구광역시 중구 동덕로36길 60(동인동4가),,35.8697746,128.6075562158,053-423-1473,65,,,,,00:00,00:00,00:00,00:00,00:00,00:00,1900-01-01,,대구중구청,053-661-2555,2020-07-01,3410000,대구광역시 중구
정미용실,7 ,대구광역시,중구,34100,대구광역시 중구 동덕로36길 18(동인동2가),,35.8702692,128.6052812954,053-422-0329,65,,,,,00:00,00:00,00:00,00:00,00:00,00:00,1900-01-01,,대구중구청,053-661-2555,2020-07-01,3410000,대구광역시 중구
탤런트미용실,7 ,대구광역시,중구,34100,대구광역시 중구 국채보상로149길 66(동인동3가),,35.871542,128.6113118969,053-426-1269,65,,,,,00:00,00:00,00:00,00:00,00:00,00:00,1900-01-01,,대구중구청,053-661-2555,2020-07-01,3410000,대구광역시 중구
유유미용실,7 ,대구광역시,중구,34100,대구광역시 중구 국채보상로149길 41(동인동3가),,35.8703827661,128.6111651612,053-422-3328,65,,,,,00:00,00:00,00:00,00:00,00:00,00:00,1900-01-01,,대구중구청,053-661-2555,2020-07-01,3410000,대구광역시 중구
진석이용소,7 ,대구광역시,중구,34100,"대구광역시 중구 동덕로 115, 진석타워 지하1층(삼덕동2가)",,35.8650932251,128.6026664486,053-427-7773,65,,,,,00:00,00:00,00:00,00:00,00:00,00:00,1900-01-01,,대구중구청,053-661-2555,2020-07-01,3410000,대구광역시 중구
부일미용실,7 ,대구광역시,중구,34100,대구광역시 중구 공평로 26-9(삼덕동2가),,35.8662866,128.6005650630,053-425-1556,65,,,,,00:00,00:00,00:00,00:00,00:00,00:00,1900-01-01,,대구중구청,053-661-2555,2020-07-01,3410000,대구광역시 중구
공판장구내이용소,7 ,대구광역시,중구,34100,대구광역시 중구 태평로 161(태평로1가),,35.8758792,128.5961297800,000-000-0000,65,,,,,00:00,00:00,00:00,00:00,00:00,00:00,1900-01-01,,대구중구청,053-661-2555,2020-07-01,3410000,대구광역시 중구
서울이용소,7 ,대구광역시,중구,34100,대구광역시 중구 태평로 174-1(태평로1가),,35.8744782,128.5966905314,053-421-8855,65,,,,,00:00,00:00,00:00,00:00,00:00,00:00,1900-01-01,,대구중구청,053-661-2555,2020-07-01,3410000,대구광역시 중구
한솥도시락,2 ,서울특별시,광진구,11215,서울특별시 광진구 뚝섬로 545 (자양동),,37.5347744346,127.0707726488,02-455-1150,65,10,,도시락,,09:00,21:00,09:00,21:00,00:00,00:00,2020-07-01,,서울특별시 광진구,02-450-7438,2020-07-01,3040000,서울특별시 광진구
바다여행,2 ,서울특별시,광진구,11215,서울특별시 광진구 자양번영로 13(자양동),,37.530879,127.074752,02-458-9994,65,10,,회,,11:00,22:00,11:00,22:00,00:00,00:00,2020-07-01,,서울특별시 광진구,02-450-7438,2020-07-01,3040000,서울특별시 광진구
모짜르트미용실,7 ,서울특별시,광진구,11215,서울특별시 광진구 자양번영로1길 12(자양동),,37.5307502065,127.0742896389,02-447-1623,65,20,,"커트,펌",,10:00,20:00,10:00,20:00,00:00,00:00,2020-07-01,,서울특별시 광진구,02-450-7438,2020-07-01,3040000,서울특별시 광진구
광명사,99,서울특별시,광진구,11215,서울특별시 광진구 자양번영로1길 12(자양동),,37.530721,127.074273,02-444-5071,65,10,,드라이클리닝,,10:00,20:00,10:00,20:00,00:00,00:00,2020-07-01,,서울특별시 광진구,02-450-7438,2020-07-01,3040000,서울특별시 광진구
귀빈세탁소,99,서울특별시,광진구,11215,서울특별시 광진구 아차산로36길 39 상가205호,,37.536865,127.073905,02-444-6667,65,10,,드라이클리닝,,10:00,20:00,10:00,20:00,00:00,00:00,2020-07-01,,서울특별시 광진구,02-450-7438,2020-07-01,3040000,서울특별시 광진구
아우네 우리 돼지,2 ,서울특별시,광진구,11215,서울특별시 광진구 자양번영로 15(자양동),,37.531025,127.0748239177,02-447-9451,65,10,,고기,,11:00,22:00,11:00,22:00,00:00,00:00,2020-07-01,,서울특별시 광진구,02-450-7438,2020-07-01,3040000,서울특별시 광진구
비취보석대중탕,8 ,서울특별시,광진구,11215,"서울특별시 광진구 뚝섬로 552, 지하1층(자양동)",,37.534312,127.071228,02-447-0657,65,,목욕요금 6000원,목욕,,00:00,00:00,00:00,00:00,00:00,00:00,2020-07-01,,서울특별시 광진구,02-450-7438,2020-07-01,3040000,서울특별시 광진구
건강대중탕,8 ,서울특별시,광진구,11215,"서울특별시 광진구 뚝섬로 585, 지하1층(자양동)",,37.5335860780,127.075092,02-456-2296,65,,목욕요금 6000원,목욕,,00:00,00:00,00:00,00:00,00:00,00:00,2020-07-01,,서울특별시 광진구,02-450-7438,2020-07-01,3040000,서울특별시 광진구
블루클럽,7 ,서울특별시,광진구,11215,서울특별시 광진구 뚝섬로590(자양동),,37.5331354166,127.0753012100,02-3437-5152,65,"커트10,염색50",,이미용,,10:00,20:00,10:00,20:00,00:00,00:00,2020-07-01,,서울특별시 광진구,02-450-7438,2020-07-01,3040000,서울특별시 광진구
현대이발관,7 ,서울특별시,광진구,11215,서울특별시 광진구 능동로7길 60 (자양동),,37.537813,127.065937,02-461-1291,65,50,,이미용,,10:00,20:00,10:00,20:00,00:00,00:00,2020-07-01,,서울특별시 광진구,02-450-7438,2020-07-01,3040000,서울특별시 광진구
역전이발관,7 ,경기도,가평군,41820,경기도 가평군 청평면 청평중앙로72번길 2,,37.7385231,127.4224056,031-584-4284,75,20,,,,10:00,19:00,10:00,18:00,10:00,18:00,2017-02-23,,가평군,031-580-2231,2019-05-09,4160000,경기도 가평군
대영이발관,7 ,경기도,가평군,41820,경기도 가평군 청평면 청평중앙로 16,,37.7361354549,127.4167746702,031-584-2649,75,20,,,,10:00,19:00,10:00,18:00,10:00,18:00,2017-02-23,,가평군,031-580-2231,2019-05-09,4160000,경기도 가평군
중앙이발관,7 ,경기도,가평군,41820,경기도 가평군 청평면 청평중앙로 58,경기도 가평군 청평면 청평리 431-41,37.7383411657,127.4207895673,031-584-2769,75,20,,,,10:00,19:00,10:00,18:00,10:00,18:00,2017-02-23,,가평군,031-580-2231,2019-05-09,4160000,경기도 가평군
서울이발관,7 ,경기도,가평군,41820,경기도 가평군 청평면 청평중앙로72번길 11,경기도 가평군 청평면 청평리 315,37.7387306158,127.4227385912,031-584-3394,75,20,,,,10:00,19:00,10:00,18:00,10:00,18:00,2017-02-23,,가평군,031-580-2231,2019-05-09,4160000,경기도 가평군
현리이발관,7 ,경기도,가평군,41820,경기도 가평군 조종면 현창로44번길 19,,37.8203329,127.3491268,031-585-2440,75,20,,,,10:00,19:00,10:00,18:00,10:00,18:00,2017-02-23,,가평군,031-580-2231,2019-05-09,4160000,경기도 가평군
유명이발관,7 ,경기도,가평군,41820,경기도 가평군 설악면 신천중앙로 83,,37.6762492807,127.4935077149,031-584-5983,75,20,,,,10:00,19:00,10:00,18:00,10:00,18:00,2017-02-23,,가평군,031-580-2231,2019-05-09,4160000,경기도 가평군
미진이발관,7 ,경기도,가평군,41820,가평군 설악면 신천중앙로 99,경기도 가평군 설악면 신천리 414-2,37.6772126,127.4922819,031-585-6205,75,20,,,,10:00,19:00,10:00,18:00,10:00,18:00,2017-02-23,,가평군,031-580-2231,2019-05-09,4160000,경기도 가평군
영동이발관,7 ,경기도,가평군,41820,경기도 가평군 북면 가화로 1008,,37.8854756,127.5493604228,031-582-7671,75,20,,,,10:00,19:00,10:00,18:00,10:00,18:00,2017-02-23,,가평군,031-580-2231,2019-05-09,4160000,경기도 가평군
오목이발관,7 ,경기도,가평군,41820,경기도 가평군 가평읍 호반로 2609-1,,37.8188435,127.5142345,031-582-6282,75,20,,,,10:00,19:00,10:00,18:00,10:00,18:00,2017-02-23,,가평군,031-580-2231,2019-05-09,4160000,경기도 가평군
목화이용원,7 ,경기도,가평군,41820,경기도 가평군 가평읍 호반로 2598,,37.8177472,127.5147323,031-582-2828,75,0,,,,10:00,19:00,10:00,18:00,10:00,18:00,2017-02-23,,가평군,031-580-2231,2019-05-09,4160000,경기도 가평군
아리랑이발관,7 ,경기도,가평군,41820,경기도 가평군 가평읍 보납로 17,,37.8310212,127.5123575,031-582-2532,75,20,,,,10:00,19:00,10:00,18:00,10:00,18:00,2017-02-23,,가평군,031-580-2231,2019-05-09,4160000,경기도 가평군
진성이발관,7 ,경기도,가평군,41820,경기도 가평군 가평읍 오리나무길 35-1,경기도 가평군 가평읍 대곡리 239-3,37.8243405944,127.5140055553,031-582-1091,75,20,,,,10:00,19:00,10:00,18:00,10:00,18:00,2017-02-23,,가평군,031-580-2231,2019-05-09,4160000,경기도 가평군
한성이발관,7 ,경기도,가평군,41820,경기도 가평군 가평읍 가화로 89,,37.8278850082,127.5143981628,031-582-8200,75,30,,,,10:00,19:00,10:00,18:00,10:00,18:00,2017-02-23,,가평군,031-580-2231,2019-05-09,4160000,경기도 가평군
헤어그리다,7 ,경기도,가평군,41820,경기도 가평군 청평면 청평중앙로82번길 30-3,,37.7376904308,127.4233468,031-585-4735,75,30,,,,10:00,19:00,10:00,18:00,10:00,18:00,2017-02-23,,가평군,031-580-2231,2019-05-09,4160000,경기도 가평군
아름미용실,7 ,경기도,가평군,41820,경기도 가평군 청평면 청평중앙로72번길 14,,37.7384126,127.4225690893,031-584-0875,75,0,,,,10:00,19:00,10:00,18:00,10:00,18:00,2017-02-23,,가평군,031-580-2231,2019-05-09,4160000,경기도 가평군
유하준프로헤어,7 ,경기도,가평군,41820,경기도 가평군 청평면 청평중앙로 72번길 11-9,,37.7389889483,127.4230577242,070-8955-5445,75,30,,,,10:00,19:00,10:00,18:00,10:00,18:00,2017-02-23,,가평군,031-580-2231,2019-05-09,4160000,경기도 가평군
춘천미용실,7 ,경기도,가평군,41820,경기도 가평군 청평면 청평중앙로 45-1,,37.7379237938,127.419565,031-584-2919,75,0,,,,10:00,19:00,10:00,18:00,10:00,18:00,2017-02-23,,가평군,031-580-2231,2019-05-09,4160000,경기도 가평군
김연숙헤어앤네일,7 ,경기도,가평군,41820,"경기도 가평군 청평면 청평중앙로 32, 1층",,37.7369178,127.4185170267,031-000-0000,75,20,,,,10:00,19:00,10:00,18:00,10:00,18:00,2017-02-23,,가평군,031-580-2231,2019-05-09,4160000,경기도 가평군
