육교명,도로종류,도로노선번호,도로노선명,소재지도로명주소,위도,경도,육교연장,육교높이,허용통행하중,통행제한높이,육교폭,난간높이,조명개수,장애인편의시설설치여부,장애인편의시설종류,장애인편의시설수량,부대시설종류,부대시설수량,육교준공일자,내진설계적용여부,안전등급,사용제한구분,육교보수보강내역,최종안전점검유형,최종안전점검일자,관리기관명,데이터기준일자,제공기관코드,제공기관명
신화타워 앞 육교,특별시도,0,중앙대로,부산광역시 동래구 중앙대로 1425-1,35.214116,129.080172,71,5,,5,3,1.2,,N,없음,,,,1999-01-01, ,양호,제한없음,,정기점검,2019-06-19,동래구청,2020-01-16,3300000,부산광역시 동래구
금강공원 공영주차장 앞 육교,특별시도,0,우장춘로,부산광역시 동래구 우장춘로192,35.223165,129.077341,24,5,,5,3,1.2,,N,없음,,,,1998-01-01, ,양호,제한없음,,정기점검,2019-06-19,동래구청,2020-01-16,3300000,부산광역시 동래구
롯데캐슬앞 광역시도,특별시도,0,충렬대로,부산광역시 동래구 충렬대로 372,35.197559,129.099082,33,5,,5,3,1.2,,N,없음,,,,1993-01-01, ,양호,제한없음,,정기점검,2019-06-19,동래구청,2020-01-16,3300000,부산광역시 동래구
온천장역 앞 육교,특별시도,0,중앙대로,부산광역시 동래구 중앙대로 1523,35.221174,129.086511,50,5,,5,5,1.2,,N,없음,,,,2000-01-01, ,양호,제한없음,,정기점검,2019-06-19,동래구청,2020-01-16,3300000,부산광역시 동래구
명륜역 육교,특별시도,0,중앙대로,부산광역시 동래구 중앙대로 1523,35.212111,129.078911,82,5,,5,3,1.2,,N,없음,,,,2009-02-12, ,양호,제한없음,,정기점검,2019-06-19,동래구청,2020-01-16,3300000,부산광역시 동래구
수명산보도육교,시도,4204,수명로,서울특별시 강서구 내발산동751-2,37.553206,126.825094,160,4.5,0,4.5,4,1.2,4,N,없음,0,없음,0,2008-06-01,N,양호,제한없음,없음,정기점검,2019-09-09,서울특별시 강서구청 도로과,2019-12-18,3150000,서울특별시 강서구
장평육교,시도,대로1-1호선,도시계획도로 대로1-1호선,경상남도 거제시 장평로1길 64,34.888713,128.609231,40,,,4.5,3,,,Y,엘리베이터,,,,,,양호,제한없음,,정기점검,2017-09-22,거제시청,2020-02-19,5370000,경상남도 거제시
이화아파트,구도,대1-12,대1-12,인천광역시 남동구 염전로 440,37.468139,126.690147,28.4,,,4.8,4,,,N,-,0,,,1993-01-01,,양호,제한없음,-,정기점검,2019-12-30,남동구,2020-03-20,3530000,인천광역시 남동구
주원철도,구도,간석동 757,간석동 757,인천광역시 남동구 주안로259번길28,37.464795,126.698904,30,,,4.5,5,,,N,-,0,,,1987-01-01,,양호,제한없음,-,정기점검,2019-12-30,남동구,2020-03-20,3530000,인천광역시 남동구
칠성아파트앞 보도육교,시도,없음,남부순환로,서울특별시 구로구 구일로2길 60,37.4897571681,126.8770793476,66,4.3,,4.3,3.5,1.5,13,Y,엘리베이터,3,,,1988-11-15, ,보통,제한없음,,정기점검,2020-01-16,서욱특별시 구로구청,2020-02-20,3160000,서울특별시 구로구
오정초교앞 보도육교,시도,없음,경인로,서울특별시 구로구 경인로2길 10,37.4901657550,126.8264393073,29,4.5,,4.5,4,1.5,9,N,없음,,,,1993-10-30, ,보통,제한없음,,정기점검,2020-01-13,서욱특별시 구로구청,2020-02-20,3160000,서울특별시 구로구
가리봉동주민센타앞 보도육교,시도,없음,남부순환로,서울특별시 구로구 남부순환로105길 160,37.4830694557,126.8856198553,40,4.8,,4.8,2.8,1.5,7,N,없음,,,,1977-09-30, ,보통,제한없음,,정기점검,2020-01-13,서욱특별시 구로구청,2020-02-20,3160000,서울특별시 구로구
남부아파트앞 보도육교,시도,없음,남부순환로,서울특별시 구로구 남부순환로 1303,37.4788007450,126.8956432664,35,4.5,,4.5,2.65,1.5,7,N,없음,,,,1977-09-30, ,보통,제한없음,,정기점검,2020-01-13,서욱특별시 구로구청,2020-02-20,3160000,서울특별시 구로구
고척교앞 보도육교,시도,없음,경인로,서울특별시 구로구 경인로 482,37.4982868980,126.8727318749,38,4.5,,4.5,4,1.5,11,Y,엘리베이터,2,,,2004-02-28, ,보통,제한없음,,정기점검,2020-01-16,서욱특별시 구로구청,2020-02-20,3160000,서울특별시 구로구
이씨의다리 보도육교,시도,없음,서부간선도로,서울특별시 구로구 구로중앙로42길 85,37.5103042609,126.8776202350,41,4.5,,4.5,4,1.5,6,N,없음,,,,2004-12-01, ,보통,제한없음,,정기점검,2020-01-16,서욱특별시 구로구청,2020-02-20,3160000,서울특별시 구로구
구일역앞 보도육교,시도,없음,서부간선도로,서울특별시 구로구 구일로 110,37.4950749316,126.8720090767,68,4.5,,4.5,3.7,1.5,4,Y,엘리베이터,1,,,1995-01-01, ,보통,제한없음,,정기점검,2020-01-13,서욱특별시 구로구청,2020-02-20,3160000,서울특별시 구로구
신구로유수지앞 보도육교,시도,없음,서부간선도로,서울특별시 구로구 서부샛길 822,37.4885023884,126.8731238761,44,4.5,,4.5,3.1,1.5,,N,없음,,,,2009-09-19, ,보통,제한없음,,정기점검,2020-01-16,서욱특별시 구로구청,2020-02-20,3160000,서울특별시 구로구
삼향동사무소육교,시도,1번,호남선,전라남도 목포시 영산로 743,34.830438,126.417928,38,4.9,,4.8,3,,,N,없음,,,,, ,양호,제한없음,,정기점검,2018-07-07,목포시청,2020-01-28,4800000,전라남도 목포시
대박산육교,시도,1번,호남선,전라남도 목포시 영산로 762,34.831972,126.418279,38,5.1,,4.8,3,,,N,없음,,,,, ,양호,제한없음,,정기점검,2018-07-07,목포시청,2020-01-28,4800000,전라남도 목포시
용해여상고육교,시도,1번,호남선,전라남도 목포시 영산로 417,34.806641,126.411395,29,4.7,,4.5,2.5,,,N,없음,,,,, ,양호,제한없음,도장공사(''''18년),정기점검,2018-07-07,목포시청,2020-01-28,4800000,전라남도 목포시
목포역철도육교,시도,1번,호남선,전라남도 목포시 영산로 154-1,34.796162,126.388415,181,,,9,2.5,,,N,없음,,,,, ,양호,제한없음,,정기점검,2018-07-07,목포시청,2020-01-28,4800000,전라남도 목포시
석현구검문소육교,시도,2번,호남선,전라남도 목포시 녹색로 1,34.8249725,126.4232524,83,5.2,,4.8,3,,,N,없음,,,,, ,양호,제한없음,"도장공사, 미끄럼 방지(''''18년)",정기점검,2018-07-07,목포시청,2020-01-28,4800000,전라남도 목포시
광산가든육교,시도,1번,호남선,전라남도 목포시 영산로 820,34.8365331,126.4210149,40.7,5.1,,4.8,3,,,N,없음,,,,, ,양호,제한없음,,정기점검,2018-07-07,목포시청,2020-01-28,4800000,전라남도 목포시
용해금호@육교,시도,1번,호남선,전라남도 목포시 삼학로 341,34.801102,126.408576,32,5.6,,5.1,3,,,N,없음,,,,, ,양호,제한없음,,정기점검,2018-07-07,목포시청,2020-01-28,4800000,전라남도 목포시
하당롯데마트육교,시도,1번,호남선,전라남도 목포시 통일대로 60,34.799436,126.431265,43,5.1,,4.5,3.5,,,N,없음,,,,, ,양호,제한없음,,정기점검,2018-07-07,목포시청,2020-01-28,4800000,전라남도 목포시
산정동동초등교육교,시도,1번,호남선,전라남도 목포시 산정로 242,34.809346,126.388639,15.6,5.9,,4.2,3,,,N,없음,,,,, ,양호,제한없음,,정기점검,2018-07-07,목포시청,2020-01-28,4800000,전라남도 목포시
금당육교,시도,2번,백강로,전라남도 순천시 백강로 206 (연향동),34.9516895955,127.5225184467,29,,,4.5,,,,N,N,,,,1995-01-01,N,보통,제한없음,,정기점검,2019-12-05,순천시청 도로과,2020-02-12,4820000,전라남도 순천시
풍전육교,시도,2번,지봉로,전라남도 순천시 백연길 123 (조례동),34.9528410654,127.5321817872,28,,,4.5,,,,N,N,,,,1997-01-01,N,보통,제한없음,,정기점검,2019-12-05,순천시청 도로과,2020-02-12,4820000,전라남도 순천시
강변육교,시도,2번,남승룡로,전라남도 순천시 국가정원1호길 162-13 (풍덕동),34.9307483173,127.5116070388,19.9,,,4.4,,,,N,N,,,,1998-01-01,N,양호,제한없음,,정기점검,2019-12-05,순천시청 도로과,2020-02-12,4820000,전라남도 순천시
송촌육교,시도,2번,순광로,전라남도 순천시 순광로 111 (조례동),34.9591198387,127.5318194623,34,,,4.4,,,,N,N,,,,1999-01-01,N,보통,제한없음,,정기점검,2019-12-05,순천시청 도로과,2020-02-12,4820000,전라남도 순천시
연향철도육교,시도,2번,연향로,전라남도 순천시 율산3길 112 (연향동),34.941502,127.5281241,35,,,4.5,,,,Y,경사로,,,,2000-01-01,N,보통,제한없음,,정기점검,2019-12-05,순천시청 도로과,2020-02-12,4820000,전라남도 순천시
조례보도육교,시도,2번,이수로,전라남도 순천시 이수로 281 (조례동),34.9521622,127.5151807,28,,,4.5,,,,N,N,,,,2007-01-01,N,보통,제한없음,,정기점검,2019-12-05,순천시청 도로과,2020-02-12,4820000,전라남도 순천시
경인철도횡단 보도육교,구도,없음,부일로,서울특별시 구로구 부일로15가길 3,37.4934093536,126.8339448073,27,4.5,,4.5,3.3,1.5,7,N,없음,,,,1988-07-30, ,보통,제한없음,,정기점검,2020-01-16,서욱특별시 구로구청,2020-02-20,3160000,서울특별시 구로구
대발령 보도육교,일반국도,2호선,대로,경상남도 창원시 진해구 원포동 산 8-12,35.1200600,128.7165290,42,5,,5,4,1.1,40,N,없음,0,,,,N,보통,제한없음,,정기점검,2018-06-29,경상남도 창원시 진해구청,2019-09-24,5670000,경상남도 창원시
석전사거리육교,시도,대로1-13,무학로,경상남도 창원시 마산회원구 북성로 200,35.2252800,128.5710960,104,5.5,,5,3,,,N,없음,,,,,N,보통,제한없음,,정기점검,2017-11-21,경상남도 창원시 마산회원구청,2019-09-24,5670000,경상남도 창원시
팔용육교,시도,대로2-15,팔용로,경상남도 창원시 마산회원구 팔용로 158,35.2424490,128.5923130,27.5,5.5,,5,3,,,N,없음,,,,,N,보통,제한없음,,정기점검,2017-11-21,경상남도 창원시 마산회원구청,2019-09-24,5670000,경상남도 창원시
양덕초교앞육교,시도,대로2-15,팔용로,경상남도 창원시 마산회원구 팔용로 41-1,35.2334240,128.5870830,27.4,5.5,,5,3,,,N,없음,,,,,N,보통,제한없음,,정기점검,2017-11-21,경상남도 창원시 마산회원구청,2019-09-24,5670000,경상남도 창원시
서광아파트앞육교,시도,광로3-4,봉양로,경상남도 창원시 마산회원구 봉양로 237,35.2162090,128.6122230,35,5.5,,5,2.5,,,N,없음,,,,,N,보통,제한없음,,정기점검,2017-11-21,경상남도 창원시 마산회원구청,2019-09-24,5670000,경상남도 창원시
석전동육교,시도,대로1-9,삼호로,경상남도 창원시 마산회원구 삼호로 277,35.2326450,128.5652260,29,5.5,,5,3,,,N,없음,,,,,N,보통,제한없음,,정기점검,2017-11-21,경상남도 창원시 마산회원구청,2019-09-24,5670000,경상남도 창원시
구암고교앞육교,시도,대로2-15,팔용로,경상남도 창원시 마산회원구 팔용로 220,35.2468540,128.5964870,30.8,5.5,,5,3,,,N,없음,,,,,N,보통,제한없음,,정기점검,2017-11-21,경상남도 창원시 마산회원구청,2019-09-24,5670000,경상남도 창원시
중앙초교앞육교,시도,대로2-15,팔용로,경상남도 창원시 마산회원구 팔용로 280,35.2483490,128.6023330,41.5,5.5,,5,3,,,N,없음,,,,,N,보통,제한없음,,정기점검,2017-11-21,경상남도 창원시 마산회원구청,2019-09-24,5670000,경상남도 창원시
남양파크 육교,시도,없음,없음,전라남도 광양시 중동 1416,34.944304,127.689487,20.5,,,4.3,3,,,N,없음,,,,1995-01-01,,보통,제한없음,,정기점검,2018-12-31,전라남도 광양시,2020-03-24,4840000,전라남도 광양시
방이2 보행자전용교량,특별시도,71번,양재대로,서울특별시 송파구 오금사거리,37.504812,127.123672,70.8,,,4.6,3,,,Y,점자블록+경사로,2,없음,,1996-09-24,Y,양호,제한없음,,정밀점검,2017-09-10,서울특별시 송파구청,2020-03-11,3230000,서울특별시 송파구
두산초교앞 보도육교,시도,-,범안로,서울특별시 금천구 범안로11길 3,37.467552,126.890943,26,,,4.3,4,,,Y,점자블럭,,,,1992-12-20, ,보통,제한없음,,정기점검,2019-08-28,서울특별시 금천구청,2020-02-20,3170000,서울특별시 금천구
한신(아)앞 보도육교,시도,-,한내로,서울특별시 금천구 한내로 62,37.455396,126.888885,70,,,4.5,4,,,Y,엘리베이터,,,,1992-12-20, ,보통,제한없음,,정기점검,2019-08-27,서울특별시 금천구청,2020-02-20,3170000,서울특별시 금천구
금천 보도교,시도,-,범안로,서울특별시 금천구 범안로 1126,37.466615,126.897695,120,,,4.2,2,,,Y,엘리베이터,,,,2000-09-04, ,보통,제한없음,,정기점검,2019-08-27,서울특별시 금천구청,2020-02-20,3170000,서울특별시 금천구
석수역 앞 보도육교,시도,-,시흥대로,서울특별시 금천구 시흥대로 6,37.4343082480,126.903577,59,,,5,3.7,,,Y,엘리베이터,,,,2009-06-30, ,보통,제한없음,,정기점검,2019-08-27,서울특별시 금천구청,2020-02-20,3170000,서울특별시 금천구
해군아파트사거리,일반국도,2호선,대로,경상남도 창원시 진해구 진해대로 950,35.1448070,128.7068030,31,5,,5,3,1,6,N,없음,0,,,,N,보통,제한없음,강재 재도장 등,정밀점검,2018-05-08,경상남도 창원시 진해구청,2019-09-24,5670000,경상남도 창원시
경화육교,일반국도,2호선,대로,경상남도 창원시 진해구 진해대로 602,35.1574540,128.6816120,30,4.5,,4.5,3,1,6,N,없음,0,,,,N,보통,제한없음,,정기점검,2018-06-29,경상남도 창원시 진해구청,2019-09-24,5670000,경상남도 창원시
상공회의소사거리,일반국도,2호선,대로,경상남도 창원시 진해구 진해대로 725,35.1600100,128.6949040,37,5,,4.5,3,1,5,N,없음,0,,,,N,보통,제한없음,,정밀점검,2018-05-08,경상남도 창원시 진해구청,2019-09-24,5670000,경상남도 창원시
상화육교,구도,광로2-15,상화로,대구광역시 달서구 월곡로 112,35.80724121,128.5498176,42.8,6,,4.5,3.5,1.2,,Y,점자블록,1,엘리베이터,1,2013-04-30,N,양호,제한없음,,정기점검,2019-03-07,대구광역시 달서구청,2020-03-19,3470000,대구광역시 달서구
용산지하차도 간이육교,구도,대로1-23,선원로,대구광역시 달서구 선원로 283,35.85899535,128.5237132,36,6,,4.5,1.5,1.2,,N,없음,,,,2007-12-03,N,양호,제한없음,,정기점검,2019-03-07,대구광역시 달서구청,2020-03-19,3470000,대구광역시 달서구
공단육교,지방도,514번,수출대로,경상북도 구미시 수출대로 124,36.110874,128.377718,25,4.7,,4.7,4,1.5,7,N,없음,,없음,,1993-01-01,N,양호,제한없음,,정기점검,2019-12-30,경상북도 구미시,2020-03-09,5080000,경상북도 구미시
온천육교,일반국도,45호,문화로,충청남도 아산시 문화로,36.7903914,126.9992997,,,,4.8,,,,N,없음,,,,, ,양호,제한없음,,정밀점검,2017-08-09,아산시청,2019-09-23,4520000,충청남도 아산시
원평철도 육교,기타,경부선,금오산로,경상북도 구미시 구미중앙로 44,36.129317,128.327554,38,4.7,,4.7,4,1.5,7,N,없음,,캐노피,,1992-01-01,N,보통,제한없음,,정기점검,2019-12-30,경상북도 구미시,2020-03-09,5080000,경상북도 구미시
신평육교,지방도,514번,구미중앙로,경상북도 구미시 신평동 158-2,36.119617,128.358458,52,4.5,,4.5,4,1.5,8,N,없음,,없음,,1992-01-01,N,양호,제한없음,,정기점검,2019-12-30,경상북도 구미시,2020-03-09,5080000,경상북도 구미시
도송육교,기타,00번,송동로,경상북도 구미시 도량동 87,36.147973,128.323514,21,4.85,,4.5,4,1.5,6,N,없음,,없음,,1998-01-01,N,양호,제한없음,,정기점검,2019-12-30,경상북도 구미시,2020-03-09,5080000,경상북도 구미시
인동육교,지방도,514번,인동가산로,경상북도 구미시 인동가산로 7,36.107931,128.417844,35,4.8,,4.8,4,1.5,8,N,없음,,없음,,1997-01-01,N,양호,제한없음,,정기점검,2019-12-30,경상북도 구미시,2020-03-09,5080000,경상북도 구미시
평화육교,일반국도,국4호,김천로,경상북도 김천시 김천로 111,36.123598,128.115993,240,7.5,,7.4,4,3,,Y,난간,,,,1994-09-12,N,보통,제한없음,여,정기점검,2019-06-29,김천시,2020-03-17,5060000,경상북도 김천시
광성초교앞 보도육교,일반국도,서부우회도로,국도,경기도 오산시 수목원로 577-18,37.183341,127.039203,46,4,,4,4,1.2,,Y,경사로,,,,2011-01-01,N,양호,제한없음,,정기점검,2019-12-28,경기도오산시,2020-03-01,4000000,경기도 오산시
세마보도,일반국도,경부선철도,국도,경기도 오산시 세마역로 60,37.184697,127.045565,70,6.8,,6.8,6.8,1.2,,N,없음,,,,2011-01-01,N,양호,제한없음,,정기점검,2019-12-28,경기도오산시,2020-03-01,4000000,경기도 오산시
고인돌 공원 생태육교,일반국도,대1-7호선,국도,경기도 오산시 수목원로 430,37.173731,127.051093,39.9,30,,30,30,1.2,,N,없음,,,,2010-01-01,N,양호,제한없음,,정기점검,2019-12-28,경기도오산시,2020-03-01,4000000,경기도 오산시
6단지앞 생태육교,일반국도,대1-66호선,국도,경기도 오산시 여계산로 21,37.173266,127.045171,25,30,,30,30,1.2,,N,없음,,,,2010-01-01,N,양호,제한없음,,정기점검,2019-12-28,경기도오산시,2020-03-01,4000000,경기도 오산시
8단지앞 생태육교,일반국도,대1-67호선,국도,경기도 오산시 수청로 166,37.178686,127.045504,32,50,,50,50,1.2,,N,없음,,,,2010-01-01,N,양호,제한없음,,정기점검,2019-12-28,경기도오산시,2020-03-01,4000000,경기도 오산시
가장산업서북로 생태육교,일반국도,대3-22,국도,경기도 오산시 가장산업서북로 39-58,37.168276,127.032291,25.8,30,,30,30,1.2,,N,없음,,,,2014-01-01,N,양호,제한없음,,정기점검,2019-12-28,경기도오산시,2020-03-01,4000000,경기도 오산시
삼미육교,일반국도,대-14,시도,경기도 오산시 북삼미로 175,37.192029,127.061532,41,4.8,,4.5,3.5,1.5,,Y,승강기점자블럭,2,,,2019-10-18,Y,양호,제한없음,,정기점검,2019-10-18,경기도오산시,2020-03-01,4000000,경기도 오산시
방이1 보행자전용교량,특별시도,71번,양재대로,서울특별시 송파구 오금사거리,37.504812,127.123672,70.8,,,4.6,3,,,Y,점자블록+경사로,2,없음,,1995-12-30,Y,양호,제한없음,,정밀점검,2017-09-10,서울특별시 송파구청,2020-03-11,3230000,서울특별시 송파구
감삼육교,구도,중로1-3,당산로,대구광역시 달서구 당산로 123,35.8491792856,128.5451436876,17,6,,4.5,3,1.2,,Y,점자블록,1,,,1993-08-05,N,양호,제한없음,,정기점검,2019-03-07,대구광역시 달서구청,2020-03-19,3470000,대구광역시 달서구
두류육교,일반국도,5번,두류공원로,대구광역시 달서구 두류공원로 257,35.85636069,128.5563354,33.5,6,,5,4,1.2,,Y,점자블록,1,,,1996-05-14,N,양호,제한없음,,정기점검,2019-03-07,대구광역시 달서구청,2020-03-19,3470000,대구광역시 달서구
송현육교,구도,대로 1-24,앞산순환로,대구광역시 달서구 앞산순환로 301,35.82816721,128.5601889,38,6,,4.8,4.5,1.2,,Y,점자블록,1,,,1997-07-10,N,양호,제한없음,,정기점검,2019-03-07,대구광역시 달서구청,2020-03-19,3470000,대구광역시 달서구
대곡육교,일반국도,5번,비슬로,대구광역시 달서구 비슬로 2700,35.80842323,128.5108101,32.6,6,,5,3,1.2,,Y,점자블록,1,,,1997-12-06,N,양호,제한없음,,정기점검,2019-03-07,대구광역시 달서구청,2020-03-19,3470000,대구광역시 달서구
용산육교,구도,대로 1-23,평리로,대구광역시 달서구 용산큰못길 30,35.85907574,128.5279876,30,6,,4.8,4,1.2,,N,없음,,,,1998-12-02,N,양호,제한없음,,정기점검,2019-03-07,대구광역시 달서구청,2020-03-19,3470000,대구광역시 달서구
새방육교,구도,대로2-38,새방로,대구광역시 달서구 새방로 77,35.86547628,128.5256827,26.9,6,,5,3,1.2,,Y,점자블록,1,,,2001-12-31,N,양호,제한없음,,정기점검,2019-03-07,대구광역시 달서구청,2020-03-19,3470000,대구광역시 달서구
달비육교,구도,광로2-15,앞산터널로,대구광역시 달서구 상화로 370,35.80775324,128.5521558,47.1,6,,4.5,3.5,1.2,,Y,점자블록,1,엘리베이터,1,2013-04-30,N,양호,제한없음,,정기점검,2019-03-07,대구광역시 달서구청,2020-03-19,3470000,대구광역시 달서구
