보행자전용도로명,시도명,시군구명,법정동명,지정일자,운영방식구분,평일운영시작시각,평일운영종료시각,주말운영시작시각,주말운영종료시각,보행자전용도로시작점위도,보행자전용도로시작점경도,보행자전용도로종료점위도,보행자전용도로종료점경도,자전거보행자겸용도로구분,보행자전용도로폭,보차분리여부,지정목적,관리점검일자,관리점검결과,유지보수내용,영상정보기처리기기설치개수,보안등설치개수,횡단보도설치개수,방호울타리설치개수,차량진입억제용말뚝설치개수,속도저감시설설치개수,교통표지판설치개수,이정표설치개수,점자블럭설치개수,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
점촌-소로3-232,경상북도,문경시,흥덕804-1,,전일제,00:00,23:59,00:00,23:59,36.5994018882,128.2040406662,36.5994018882,128.2040406662,,0, ,주거지,2017-10-17,합격,,,,,,,,,,,문경시청,054-550-6363,2020-07-14,5120000,경상북도 문경시
점촌-소로3-231,경상북도,문경시,흥덕823,,전일제,00:00,23:59,00:00,23:59,36.5997990139,128.2057589187,36.5997990139,128.2057589187,,0, ,주거지,2017-10-17,합격,,,,,,,,,,,문경시청,054-550-6363,2020-07-14,5120000,경상북도 문경시
점촌-소로3-230,경상북도,문경시,흥덕819,,전일제,00:00,23:59,00:00,23:59,36.6014160636,128.2069552994,36.6014160636,128.2069552994,,0, ,주거지,2017-10-17,합격,,,,,,,,,,,문경시청,054-550-6363,2020-07-14,5120000,경상북도 문경시
점촌-소로3-229,경상북도,문경시,흥덕817,,전일제,00:00,23:59,00:00,23:59,36.6017674673,128.2071351159,36.6017674673,128.2071351159,,0, ,주거지,2017-10-17,합격,,,,,,,,,,,문경시청,054-550-6363,2020-07-14,5120000,경상북도 문경시
점촌-소로3-228,경상북도,문경시,흥덕812,,전일제,00:00,23:59,00:00,23:59,36.6040145168,128.2069823746,36.6040145168,128.2069823746,,0, ,주거지,2017-10-17,합격,,,,,,,,,,,문경시청,054-550-6363,2020-07-14,5120000,경상북도 문경시
노원문화의거리,서울특별시,노원구,상계동,2011-08-27,주말제,00:00,00:00,15:00,21:00,37.655399,127.062762,37.656197,127.066769,,8, ,"교통량감축 ,대기환경개선",2020-06-01,합격,,,,,,6,0,,,,노원구청,2116-4034,2020-06-01,3100000,서울특별시 노원구
간촌서3길 차없는거리,서울특별시,노원구,상계동,2009-05-22,주말제,00:00,00:00,08:00,22:00,37.667691,127.068306,37.665465,127.067935,,8, ,쾌적한 보행환경과 휴식공간을 제공,2020-06-01,합격,,,,2,,,,,,,노원구청,2116-4034,2020-06-01,3100000,서울특별시 노원구
우이천길 차없는거리,서울특별시,노원구,상계동,2008-10-25,주말제,00:00,00:00,14:00,22:00,37.627557,127.047755,37.624565,127.050207,,8, ,쾌적한 보행환경과 휴식공간을 제공,2020-06-01,합격,,,,,,,,3,,,노원구청,2116-4034,2020-06-01,3100000,서울특별시 노원구
당현천 차없는거리,서울특별시,노원구,중계동,2007-03-03,주말제,00:00,00:00,06:00,23:59,37.657327,127.072278,37.650328,127.068881,,8, ,쾌적한 보행환경과 휴식공간을 제공,2020-06-01,합격,,,,,,,,,,,노원구청,2116-4034,2020-06-01,3100000,서울특별시 노원구
소로3-4,경상북도,의성군,봉양면,1997-09-29,전일제,00:00,00:00,00:00,00:00,36.305267,128.589527,36.305467,128.590105,겸용,6,N,관광지내 보행자전용도로 확보,2018-01-02,합격,-,0,0,0,0,0,0,0,0,0,지역재생과,054-830-6343,2020-06-30,5150000,경상북도 의성군
소로3-5,경상북도,의성군,봉양면,1997-09-29,전일제,00:00,00:00,00:00,00:00,36.305276,128.590761,36.304961,128.592143,겸용,4,N,관광지내 보행자전용도로 확보,2018-01-02,합격,-,0,0,0,0,0,0,0,0,0,지역재생과,054-830-6343,2020-06-30,5150000,경상북도 의성군
청소년을 위한 차 없는 거리,경기도,동두천시,지행동,,주말제,00:00,00:00,10:00,18:00,37.895635,127.052064,37.893552,127.052509,겸용,12,N,청소년들의 자율적 활동 공간 및 가족단위 주말 여가 장소 제공,2019-05-04,합격,,0,0,1,0,0,0,0,0,0,동두천시청 여성청소년과,031-860-2438,2020-06-30,3920000,경기도 동두천시
소로3-6,경상북도,의성군,봉양면,1997-09-29,전일제,00:00,00:00,00:00,00:00,36.305835,128.591614,36.305017,128.592117,겸용,4,N,관광지내 보행자전용도로 확보,2018-01-02,합격,-,0,0,0,0,0,0,0,0,0,지역재생과,054-830-6343,2020-06-30,5150000,경상북도 의성군
오산보행자도로-1,경기도,오산시,수청동,,전일제,00:00,00:00,00:00,00:00,37.170741,127.061361,37.170941,127.061311,,10, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-2,경기도,오산시,세교동,,전일제,00:00,00:00,00:00,00:00,37.184821,127.045741,37.187031,127.043881,,10, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-3,경기도,오산시,세교동,,전일제,00:00,00:00,00:00,00:00,37.186711,127.041961,37.186991,127.042431,,10, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-4,경기도,오산시,세교동,,전일제,00:00,00:00,00:00,00:00,37.186411,127.041461,37.186621,127.041821,,10, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-5,경기도,오산시,세교동,,전일제,00:00,00:00,00:00,00:00,37.187651,127.040911,37.187491,127.041031,,10, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-6,경기도,오산시,금암동,,전일제,00:00,00:00,00:00,00:00,37.175421,127.051311,37.175261,127.051031,,10, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-7,경기도,오산시,금암동,,전일제,00:00,00:00,00:00,00:00,37.175211,127.050941,37.175021,127.050611,,10, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-8,경기도,오산시,수청동,,전일제,00:00,00:00,00:00,00:00,37.171091,127.060791,37.171161,127.061211,,10, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-9,경기도,오산시,내삼미동,,전일제,00:00,00:00,00:00,00:00,37.172861,127.062941,37.173221,127.065461,,10, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-10,경기도,오산시,내삼미동,,전일제,00:00,00:00,00:00,00:00,37.173211,127.065741,37.173211,127.067391,,10, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-11,경기도,오산시,수청동,,전일제,00:00,00:00,00:00,00:00,37.170911,127.064871,37.170621,127.064941,,10, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-12,경기도,오산시,수청동,,전일제,00:00,00:00,00:00,00:00,37.170461,127.064141,37.170431,127.063961,,10, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-13,경기도,오산시,수청동,,전일제,00:00,00:00,00:00,00:00,37.170721,127.065941,37.170691,127.065751,,10, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-14,경기도,오산시,수청동,,전일제,00:00,00:00,00:00,00:00,37.170491,127.064971,37.169421,127.065211,,10, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-15,경기도,오산시,수청동,,전일제,00:00,00:00,00:00,00:00,37.169341,127.064781,37.169471,127.065661,,10, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-16,경기도,오산시,수청동,,전일제,00:00,00:00,00:00,00:00,37.169511,127.065831,37.169561,127.066211,,10, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-17,경기도,오산시,금암동,,전일제,00:00,00:00,00:00,00:00,37.177731,127.043761,37.178211,127.045111,,10, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-18,경기도,오산시,수청동,,전일제,00:00,00:00,00:00,00:00,37.169641,127.068241,37.168361,127.068541,,10, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-19,경기도,오산시,세교동,,전일제,00:00,00:00,00:00,00:00,37.187651,127.044631,37.187571,127.044291,,10, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-20,경기도,오산시,금암동,,전일제,00:00,00:00,00:00,00:00,37.174971,127.050511,37.174831,127.050271,,10, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-21,경기도,오산시,양산동,,전일제,00:00,00:00,00:00,00:00,37.196381,127.032691,37.196391,127.031551,,10, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-22,경기도,오산시,수청동,,전일제,00:00,00:00,00:00,00:00,37.163951,127.061181,37.164281,127.061091,,10, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-23,경기도,오산시,수청동,,전일제,00:00,00:00,00:00,00:00,37.164331,127.061091,37.164581,127.061031,,4, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-24,경기도,오산시,수청동,,전일제,00:00,00:00,00:00,00:00,37.164151,127.059881,37.164451,127.058911,,4, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-25,경기도,오산시,수청동,,전일제,00:00,00:00,00:00,00:00,37.163361,127.058791,37.163351,127.058641,,4, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-26,경기도,오산시,수청동,,전일제,00:00,00:00,00:00,00:00,37.164981,127.062031,37.164941,127.061571,,4, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-27,경기도,오산시,수청동,,전일제,00:00,00:00,00:00,00:00,37.164511,127.060421,37.164441,127.060271,,4, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-28,경기도,오산시,궐동,,전일제,00:00,00:00,00:00,00:00,37.159421,127.064241,37.159371,127.064061,,4, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-29,경기도,오산시,원동,,전일제,00:00,00:00,00:00,00:00,37.131771,127.072081,37.131941,127.070081,,4, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-30,경기도,오산시,오산동,,전일제,00:00,00:00,00:00,00:00,37.158381,127.077411,37.158051,127.077391,,6, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-31,경기도,오산시,오산동,,전일제,00:00,00:00,00:00,00:00,37.157471,127.075891,37.157281,127.076071,,4, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-32,경기도,오산시,오산동,,전일제,00:00,00:00,00:00,00:00,37.149171,127.076181,37.149171,127.075891,,6, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-33,경기도,오산시,오산동,,전일제,00:00,00:00,00:00,00:00,37.149211,127.074631,37.149211,127.074911,,6, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-34,경기도,오산시,원동,,전일제,00:00,00:00,00:00,00:00,37.148291,127.076151,37.148311,127.075861,,6, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-35,경기도,오산시,원동,,전일제,00:00,00:00,00:00,00:00,37.148331,127.074611,37.148331,127.074881,,6, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-36,경기도,오산시,원동,,전일제,00:00,00:00,00:00,00:00,37.146711,127.076091,37.146711,127.075811,,6, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-37,경기도,오산시,원동,,전일제,00:00,00:00,00:00,00:00,37.146751,127.074561,37.146741,127.074831,,6, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-38,경기도,오산시,수청동,,전일제,00:00,00:00,00:00,00:00,37.170711,127.060671,37.170711,127.060611,,6, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-39,경기도,오산시,원동,,전일제,00:00,00:00,00:00,00:00,37.140091,127.072021,37.140111,127.073271,,6, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-40,경기도,오산시,원동,,전일제,00:00,00:00,00:00,00:00,37.137991,127.073011,37.137991,127.073091,,4, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-41,경기도,오산시,외삼미동,,전일제,00:00,00:00,00:00,00:00,37.185881,127.049211,37.186011,127.049151,,3, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-42,경기도,오산시,세교동,,전일제,00:00,00:00,00:00,00:00,37.188731,127.044081,37.188681,127.043931,,6, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-43,경기도,오산시,세교동,,전일제,00:00,00:00,00:00,00:00,37.185361,127.042631,37.185041,127.042841,,6, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-44,경기도,오산시,세교동,,전일제,00:00,00:00,00:00,00:00,37.185091,127.043281,37.184971,127.042991,,6, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-45,경기도,오산시,세교동,,전일제,00:00,00:00,00:00,00:00,37.184751,127.042471,37.184901,127.042831,,6, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-46,경기도,오산시,세교동,,전일제,00:00,00:00,00:00,00:00,37.184561,127.043161,37.184831,127.042981,,6, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-47,경기도,오산시,세교동,,전일제,00:00,00:00,00:00,00:00,37.182411,127.043311,37.182341,127.042991,,6, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-48,경기도,오산시,세교동,,전일제,00:00,00:00,00:00,00:00,37.181111,127.041361,37.179931,127.041921,,5, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-49,경기도,오산시,금암동,,전일제,00:00,00:00,00:00,00:00,37.176661,127.044081,37.178731,127.043051,,5, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-50,경기도,오산시,금암동,,전일제,00:00,00:00,00:00,00:00,37.177811,127.052411,37.178491,127.053631,,5, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-51,경기도,오산시,금암동,,전일제,00:00,00:00,00:00,00:00,37.176771,127.055111,37.177021,127.054891,,3, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-52,경기도,오산시,금암동,,전일제,00:00,00:00,00:00,00:00,37.177121,127.052671,37.176231,127.051111,,5, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-53,경기도,오산시,내삼미동,,전일제,00:00,00:00,00:00,00:00,37.176051,127.054511,37.175951,127.055591,,5, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-54,경기도,오산시,금암동,,전일제,00:00,00:00,00:00,00:00,37.174811,127.046571,37.173921,127.046831,,5, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-55,경기도,오산시,금암동,,전일제,00:00,00:00,00:00,00:00,37.171461,127.047271,37.171621,127.047271,,5, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-56,경기도,오산시,금암동,,전일제,00:00,00:00,00:00,00:00,37.171541,127.048061,37.171691,127.047991,,3, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-57,경기도,오산시,금암동,,전일제,00:00,00:00,00:00,00:00,37.171871,127.048841,37.172011,127.048731,,3, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-58,경기도,오산시,금암동,,전일제,00:00,00:00,00:00,00:00,37.172181,127.050211,37.172511,127.050321,,3, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-59,경기도,오산시,금암동,,전일제,00:00,00:00,00:00,00:00,37.171871,127.050861,37.172071,127.051191,,3, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-60,경기도,오산시,수청동,,전일제,00:00,00:00,00:00,00:00,37.170111,127.054981,37.172461,127.055491,,6, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-61,경기도,오산시,수청동,,전일제,00:00,00:00,00:00,00:00,37.169681,127.056651,37.169681,127.056421,,3, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-62,경기도,오산시,수청동,,전일제,00:00,00:00,00:00,00:00,37.169891,127.058241,37.169611,127.058251,,3, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-63,경기도,오산시,수청동,,전일제,00:00,00:00,00:00,00:00,37.170231,127.060231,37.169931,127.060361,,3, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-64,경기도,오산시,수청동,,전일제,00:00,00:00,00:00,00:00,37.169581,127.060511,37.169381,127.060591,,3, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-65,경기도,오산시,수청동,,전일제,00:00,00:00,00:00,00:00,37.169261,127.059641,37.169071,127.059751,,3, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-66,경기도,오산시,수청동,,전일제,00:00,00:00,00:00,00:00,37.168841,127.058491,37.168721,127.058571,,3, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-67,경기도,오산시,수청동,,전일제,00:00,00:00,00:00,00:00,37.168911,127.057491,37.168811,127.057381,,3, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-68,경기도,오산시,세교동,,전일제,00:00,00:00,00:00,00:00,37.181341,127.043831,37.181231,127.043491,,6, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-69,경기도,오산시,수청동,,전일제,00:00,00:00,00:00,00:00,37.169231,127.066771,37.169251,127.066841,,5, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-70,경기도,오산시,수청동,,전일제,00:00,00:00,00:00,00:00,37.170711,127.063861,37.168891,127.064281,,5, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-71,경기도,오산시,수청동,,전일제,00:00,00:00,00:00,00:00,37.169211,127.066581,37.169231,127.066771,,5, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-72,경기도,오산시,수청동,,전일제,00:00,00:00,00:00,00:00,37.169441,127.068121,37.169451,127.068221,,5, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-73,경기도,오산시,수청동,,전일제,00:00,00:00,00:00,00:00,37.168191,127.066821,37.168231,127.067081,,6, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-74,경기도,오산시,수청동,,전일제,00:00,00:00,00:00,00:00,37.168241,127.067191,37.168311,127.067611,,6, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-75,경기도,오산시,수청동,,전일제,00:00,00:00,00:00,00:00,37.168331,127.067721,37.168391,127.068151,,6, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-76,경기도,오산시,수청동,,전일제,00:00,00:00,00:00,00:00,37.168291,127.068291,37.168441,127.069221,,5, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-77,경기도,오산시,수청동,,전일제,00:00,00:00,00:00,00:00,37.166911,127.067211,37.166981,127.067371,,6, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-78,경기도,오산시,금암동,,전일제,00:00,00:00,00:00,00:00,37.174481,127.051021,37.174591,127.050921,,6, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-79,경기도,오산시,외삼미동,,전일제,00:00,00:00,00:00,00:00,37.186121,127.049091,37.186751,127.048781,,3, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-80,경기도,오산시,고현동,,전일제,00:00,00:00,00:00,00:00,37.135611,127.079931,37.135391,127.079311,,6, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-81,경기도,오산시,고현동,,전일제,00:00,00:00,00:00,00:00,37.135461,127.079791,37.135161,127.080061,,6, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-82,경기도,오산시,양산동,,전일제,00:00,00:00,00:00,00:00,37.193091,127.035931,37.193091,127.035711,,4, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-83,경기도,오산시,양산동,,전일제,00:00,00:00,00:00,00:00,37.193771,127.034951,37.193591,127.034951,,4, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-84,경기도,오산시,누읍동,,전일제,00:00,00:00,00:00,00:00,37.139531,127.052711,37.139431,127.052861,,4, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-85,경기도,오산시,지곶동,,전일제,00:00,00:00,00:00,00:00,37.171391,127.028311,37.171821,127.026781,,6, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-86,경기도,오산시,가장동,,전일제,00:00,00:00,00:00,00:00,37.162641,127.031911,37.162621,127.032161,,6, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-87,경기도,오산시,가장동,,전일제,00:00,00:00,00:00,00:00,37.161941,127.032171,37.162131,127.032191,,6, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-88,경기도,오산시,가장동,,전일제,00:00,00:00,00:00,00:00,37.161271,127.034551,37.161511,127.034591,,6, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-89,경기도,오산시,가장동,,전일제,00:00,00:00,00:00,00:00,37.162371,127.035121,37.162411,127.034851,,6, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
오산보행자도로-90,경기도,오산시,수청동,,전일제,00:00,00:00,00:00,00:00,37.170211,127.058091,37.170361,127.058081,,3, ,보행환경개선,2020-06-30,합격,,,,,,,,,,,오산시,031-8036-7704,2020-07-09,4000000,경기도 오산시
전남대후문,광주광역시,북구,용봉동,2017-03-02,전일제,16:00,22:00,16:00,22:00,35.176442,126.912594,35.176637,126.915622,전용,8,N,보행환경개선사업,2020-06-30,합격,"조형물세척 및 보수, 아크릴판문자교체",,,,,4,,11,3,,광주광역시 북구청,062-410-8950,2020-06-30,3620000,광주광역시 북구
월미문화로,인천광역시,중구,북성동1가,2005-01-01,전일제,00:00,23:59,00:00,23:59,37.476941,126.597723,37.471199,126.5965010,,20, ,특화거리조성,2020-06-30,합격,,,,,,,,,,,인천광역시 중구청,032-760-7453,2020-07-08,3490000,인천광역시 중구
