시도명,시군구명,시티투어코스명,시티투어문의처,시티투어운영시간,시티투어운행방식,시티투어탑승장소명,시티투어코스정보,경유지주변관광정보,시티투어코스부가정보,운행정보,운행시작시각,운행종료시각,배차시간,이용요금,이용요금부가정보,홈페이지주소,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
경기도,안성시,안성시티투어,02-735-8142~3,06월 29일,고정형,"서울광화문역 6번출구, 서울 양재역 12번출구, 죽전 간이 버스정류장",안성맞춤박물관-용설호마을-칠장사-안성맞춤랜드- 남사당공연,문화관광부선정 ''''''''''''''''관광의 별''''''''''''''''안성남사당놀이와 함께 즐기는 다양한 문화체험,"계절별로 봄나물캐기 포도따기, 낚시체험,감따기등 다양한 농촌체험을 즐길수있음",매주 토요일 1회 운행,07:30,19:40,0,"24,900원","왕복차량비, 체험비용, 입장료, 문화관광해설 서미스,인솔비용 등 포함",ww.romancetour.co.kr www.anseong.go.kr/tour,안성시 문화관광과,031-678-2492,2020-03-31,4080000,경기도 안성시
경기도,안성시,안성시티투어,02-735-8142~3,07월 06일,고정형,"서울광화문역 6번출구, 서울 양재역 12번출구, 죽전 간이 버스정류장",안성맞춤박물관-용설호마을-칠장사-안성맞춤랜드- 남사당공연,문화관광부선정 ''''''''''''''''관광의 별''''''''''''''''안성남사당놀이와 함께 즐기는 다양한 문화체험,"계절별로 봄나물캐기 포도따기, 낚시체험,감따기등 다양한 농촌체험을 즐길수있음",매주 토요일 1회 운행,07:30,19:40,0,"24,900원","왕복차량비, 체험비용, 입장료, 문화관광해설 서미스,인솔비용 등 포함",ww.romancetour.co.kr www.anseong.go.kr/tour,안성시 문화관광과,031-678-2492,2020-03-31,4080000,경기도 안성시
경기도,안성시,안성시티투어,02-735-8142~3,09월 07일,고정형,"서울광화문역 6번출구, 서울 양재역 12번출구, 죽전 간이 버스정류장",미리내성지-안성맞춤박물관-인처골마을-태평무공연-남사당공연,문화관광부선정 ''''''''''''''''관광의 별''''''''''''''''안성남사당놀이와 함께 즐기는 다양한 문화체험,"계절별로 봄나물캐기 포도따기, 낚시체험,감따기등 다양한 농촌체험을 즐길수있음",매주 토요일 1회 운행,07:30,19:40,0,"24,900원","왕복차량비, 체험비용, 입장료, 문화관광해설 서미스,인솔비용 등 포함",ww.romancetour.co.kr www.anseong.go.kr/tour,안성시 문화관광과,031-678-2492,2020-03-31,4080000,경기도 안성시
경기도,안성시,안성시티투어,02-735-8142~3,09월 14일,고정형,"서울광화문역 6번출구, 서울 양재역 12번출구, 죽전 간이 버스정류장",미리내성지-안성맞춤박물관-인처골마을-태평무공연-남사당공연,문화관광부선정 ''''''''''''''''관광의 별''''''''''''''''안성남사당놀이와 함께 즐기는 다양한 문화체험,"계절별로 봄나물캐기 포도따기, 낚시체험,감따기등 다양한 농촌체험을 즐길수있음",매주 토요일 1회 운행,07:30,19:40,0,"24,900원","왕복차량비, 체험비용, 입장료, 문화관광해설 서미스,인솔비용 등 포함",ww.romancetour.co.kr www.anseong.go.kr/tour,안성시 문화관광과,031-678-2492,2020-03-31,4080000,경기도 안성시
경기도,안성시,안성시티투어,02-735-8142~3,09월 21일,고정형,"서울광화문역 6번출구, 서울 양재역 12번출구, 죽전 간이 버스정류장",미리내성지-안성맞춤박물관-인처골마을-태평무공연-남사당공연,문화관광부선정 ''''''''''''''''관광의 별''''''''''''''''안성남사당놀이와 함께 즐기는 다양한 문화체험,"계절별로 봄나물캐기 포도따기, 낚시체험,감따기등 다양한 농촌체험을 즐길수있음",매주 토요일 1회 운행,07:30,19:40,0,"24,900원","왕복차량비, 체험비용, 입장료, 문화관광해설 서미스,인솔비용 등 포함",ww.romancetour.co.kr www.anseong.go.kr/tour,안성시 문화관광과,031-678-2492,2020-03-31,4080000,경기도 안성시
경기도,안성시,안성시티투어,02-735-8142~3,09월 28일,고정형,"서울광화문역 6번출구, 서울 양재역 12번출구, 죽전 간이 버스정류장",미리내성지-안성맞춤박물관-인처골마을-태평무공연-남사당공연,문화관광부선정 ''''''''''''''''관광의 별''''''''''''''''안성남사당놀이와 함께 즐기는 다양한 문화체험,"계절별로 봄나물캐기 포도따기, 낚시체험,감따기등 다양한 농촌체험을 즐길수있음",매주 토요일 1회 운행,07:30,19:40,0,"24,900원","왕복차량비, 체험비용, 입장료, 문화관광해설 서미스,인솔비용 등 포함",ww.romancetour.co.kr www.anseong.go.kr/tour,안성시 문화관광과,031-678-2492,2020-03-31,4080000,경기도 안성시
경기도,안성시,안성시티투어,02-735-8142~3,10월 05일,고정형,"서울광화문역 6번출구, 서울 양재역 12번출구, 죽전 간이 버스정류장",안성맞춤박물관-팜랜드-안성전통시장&미담로거리-태평무공연-남사당공연,문화관광부선정 ''''''''''''''''관광의 별''''''''''''''''안성남사당놀이와 함께 즐기는 다양한 문화체험,"계절별로 봄나물캐기 포도따기, 낚시체험,감따기등 다양한 농촌체험을 즐길수있음",매주 토요일 1회 운행,07:30,19:40,0,"19,900원","왕복차량비, 체험비용, 입장료, 문화관광해설 서미스,인솔비용 등 포함",ww.romancetour.co.kr www.anseong.go.kr/tour,안성시 문화관광과,031-678-2492,2020-03-31,4080000,경기도 안성시
경기도,안성시,안성시티투어,02-735-8142~3,10월 12일,고정형,"서울광화문역 6번출구, 서울 양재역 12번출구, 죽전 간이 버스정류장",안성맞춤박물관-팜랜드-안성전통시장&미담로거리-태평무공연-남사당공연,문화관광부선정 ''''''''''''''''관광의 별''''''''''''''''안성남사당놀이와 함께 즐기는 다양한 문화체험,"계절별로 봄나물캐기 포도따기, 낚시체험,감따기등 다양한 농촌체험을 즐길수있음",매주 토요일 1회 운행,07:30,19:40,0,"19,900원","왕복차량비, 체험비용, 입장료, 문화관광해설 서미스,인솔비용 등 포함",ww.romancetour.co.kr www.anseong.go.kr/tour,안성시 문화관광과,031-678-2492,2020-03-31,4080000,경기도 안성시
경기도,안성시,안성시티투어,02-735-8142~3,10월 19일,고정형,"서울광화문역 6번출구, 서울 양재역 12번출구, 죽전 간이 버스정류장",안성맞춤박물관-팜랜드-안성전통시장&미담로거리-태평무공연-남사당공연,문화관광부선정 ''''''''''''''''관광의 별''''''''''''''''안성남사당놀이와 함께 즐기는 다양한 문화체험,"계절별로 봄나물캐기 포도따기, 낚시체험,감따기등 다양한 농촌체험을 즐길수있음",매주 토요일 1회 운행,07:30,19:40,0,"19,900원","왕복차량비, 체험비용, 입장료, 문화관광해설 서미스,인솔비용 등 포함",ww.romancetour.co.kr www.anseong.go.kr/tour,안성시 문화관광과,031-678-2492,2020-03-31,4080000,경기도 안성시
경기도,안성시,안성시티투어,02-735-8142~3,10월 26일,고정형,"서울광화문역 6번출구, 서울 양재역 12번출구, 죽전 간이 버스정류장",안성맞춤박물관-팜랜드-안성전통시장&미담로거리-태평무공연-남사당공연,문화관광부선정 ''''''''''''''''관광의 별''''''''''''''''안성남사당놀이와 함께 즐기는 다양한 문화체험,"계절별로 봄나물캐기 포도따기, 낚시체험,감따기등 다양한 농촌체험을 즐길수있음",매주 토요일 1회 운행,07:30,19:40,0,"19,900원","왕복차량비, 체험비용, 입장료, 문화관광해설 서미스,인솔비용 등 포함",ww.romancetour.co.kr www.anseong.go.kr/tour,안성시 문화관광과,031-678-2492,2020-03-31,4080000,경기도 안성시
경기도,안성시,안성시티투어,02-735-8142~3,11월 02일,고정형,"서울광화문역 6번출구, 서울 양재역 12번출구, 죽전 간이 버스정류장",미리내성지-인처골마을-칠장사-안성맞춤랜드-남사당공연,문화관광부선정 ''''''''''''''''관광의 별''''''''''''''''안성남사당놀이와 함께 즐기는 다양한 문화체험,"계절별로 봄나물캐기 포도따기, 낚시체험,감따기등 다양한 농촌체험을 즐길수있음",매주 토요일 1회 운행,07:30,19:40,0,"24,900원","왕복차량비, 체험비용, 입장료, 문화관광해설 서미스,인솔비용 등 포함",ww.romancetour.co.kr www.anseong.go.kr/tour,안성시 문화관광과,031-678-2492,2020-03-31,4080000,경기도 안성시
경기도,안성시,안성시티투어,02-735-8142~3,11월 09일,고정형,"서울광화문역 6번출구, 서울 양재역 12번출구, 죽전 간이 버스정류장",미리내성지-인처골마을-칠장사-안성맞춤랜드-남사당공연,문화관광부선정 ''''''''''''''''관광의 별''''''''''''''''안성남사당놀이와 함께 즐기는 다양한 문화체험,"계절별로 봄나물캐기 포도따기, 낚시체험,감따기등 다양한 농촌체험을 즐길수있음",매주 토요일 1회 운행,07:30,19:40,0,"24,900원","왕복차량비, 체험비용, 입장료, 문화관광해설 서미스,인솔비용 등 포함",ww.romancetour.co.kr www.anseong.go.kr/tour,안성시 문화관광과,031-678-2492,2020-03-31,4080000,경기도 안성시
경기도,안성시,안성시티투어,02-735-8142~3,11월 16일,고정형,"서울광화문역 6번출구, 서울 양재역 12번출구, 죽전 간이 버스정류장",인성맞춤박물관-선비마을-칠장사-안성맞춤랜드-남사당공연,문화관광부선정 ''''''''''''''''관광의 별''''''''''''''''안성남사당놀이와 함께 즐기는 다양한 문화체험,"계절별로 봄나물캐기 포도따기, 낚시체험,감따기등 다양한 농촌체험을 즐길수있음",매주 토요일 1회 운행,07:30,19:40,0,"24,900원","왕복차량비, 체험비용, 입장료, 문화관광해설 서미스,인솔비용 등 포함",ww.romancetour.co.kr www.anseong.go.kr/tour,안성시 문화관광과,031-678-2492,2020-03-31,4080000,경기도 안성시
경기도,안성시,안성시티투어,02-735-8142~3,11월 23일,고정형,"서울광화문역 6번출구, 서울 양재역 12번출구, 죽전 간이 버스정류장",인성맞춤박물관-선비마을-칠장사-안성맞춤랜드-남사당공연,문화관광부선정 ''''''''''''''''관광의 별''''''''''''''''안성남사당놀이와 함께 즐기는 다양한 문화체험,"계절별로 봄나물캐기 포도따기, 낚시체험,감따기등 다양한 농촌체험을 즐길수있음",매주 토요일 1회 운행,07:30,19:40,0,"24,900원","왕복차량비, 체험비용, 입장료, 문화관광해설 서미스,인솔비용 등 포함",ww.romancetour.co.kr www.anseong.go.kr/tour,안성시 문화관광과,031-678-2492,2020-03-31,4080000,경기도 안성시
경상남도,사천시,사천사랑 시티투어,055-834-2266,09:30~17:00,고정형,"사천시외버스터미널, 삼천포시외버스터미널, 진주역","4개 코스(문화관광, 역사탐방, 체험관광, 열차관광 코스)",,,월요일 및 설추석연휴 미운행,09:30,17:00,8,"성인 5천원, 청소년 3천원, 어린이 등 2천원","입장료, 체험료 및 식비는 별도",http://www.toursacheon.net/citytour/,사천시 관광진흥과,055-831-2780,2020-03-03,5340000,경상남도 사천시
충청남도,천안시,천안아산투어+나라사랑투어+문화예술과 치즈체험투어+역사인물투어,천안시 문화관광과 041-521-5173,매년 3월~11월 화목토일 운영,고정형,천안역 동부광장,"화요일: (A코스:1,3,5주) 천안터미널-천안역-산시현대시100년관-천안흥타령관-외암리민속마을-현충사-천안역-천안터미널 + 화요일:(B코스:2,4주) 천안터미널-천안역-망향의동산-각원사-외암리민속마을-현충사-천안역-터안터미널 + 목요일:천안터미널-천안역-독립기념관-아우내장터-직산현관아-온조왕사당-직산향교-봉선홍경사 갈기비-천안터미널-천안역 + 토요일:천안터미널-천안역-유관순열사 생가-유관순열사 사적지-우정박물관-공연관람-천안박물관-천안역-천안터미널 + 일요일:천안터미널-천안역-홍대용과학관-이동녕선생 기념관- 독립기념관-천안역-천안터미널",,,매년 3월~11월 화목토일 운영(1일 1회 운행),10:00,16:30,30,성인4000원+청소년및군인3000원+어린이2000원+경로2000원,,www.cheonan.go.kr/,천안시청,041-521-5173,2020-03-01,6440000,충청남도
충청남도,공주시,"봄,여름,가을 코스",041-854-8810,"4~11월, 10:00~17:00",고정형,공주역 → 공주시청,"무령왕릉, 공산성, 국립공주박물관, 마곡사, 도예체험, 알밤줍기 체험 등",해당없음,해당없음,매주 1회(토),10:00,17:00,0,성인 : 15~17000원,"노인,청소년 : 13,000원, 어린이 : 10,000원",tour.gongju.go.kr/html/kr/sub3/sub3_030701.html,공주시청,041-840-8081,2020-03-01,6440000,충청남도
충청남도,서산시,"역사체험, 가족체험, 산업관광, 기차관광",041-660-2499,10:00~17:00,고정형,서산시청,홈페이지 및 리플릿 참조,홈페이지 참조,홈페이지 및 리플릿 참조,홈페이지 및 리플릿 참조,10:00,17:00,0,"(일반)성인 5000원,                         소인, 경로, 장애인, 군인 3000원                          (기차) 12세이상 59,400원               12세미만 53,600원",해당사항 없음,www.seosan.go.kr/tour/index.do,서산시청 관광산업과,041-660-2499,2020-03-01,6440000,충청남도
충청남도,보령시,버스타고 낭만찾아,(사)대천관광협회041-933-7051,13:00~17:30,고정형,"대천해수욕장 머드광장, 대천역, 종합터미널","봄(3~5월): 머드광장, 레일바이크, 성주산자연휴양림, 개화예술공원, 전통시장, 대천항여름(6~8월): 머드광장, 성주산자연휴양림, 석탄박물관, 냉풍욕장, 전통시장, 해안로가을(9~12월): 머드광장, 레일바이크, 성주산자연휴양림, 개화예술공원, 전통시장, 무창포항","대천해수욕장, 옥마산, 성주사지, 죽도, 청라은행마을",머드광장 출발 후 대천역 및 종합터미널 경유(예약자 희망시),3월~12월 전일 운행(예약인원 10명 이상시 출발),13:00,17:30,0,"성인 6,000원초등이하4,000원",성인 이용권 구매시 전통시장 상품권 제공,www.brcn.go.kr/tour/sub02_06_01_01.do,보령시청,041-930-3872,2020-03-01,6440000,충청남도
충청남도,아산시,"초록힐링코스, 레일바이크코스, 시간여행코스 등",041-540-2517,10:40~17:00,고정형,온양온천역 광장,홈페이지 및 리플릿 참조,홈페이지 및 리플릿 참조,홈페이지 및 리플릿 참조,홈페이지 및 리플릿 참조,10:40,17:00,0,"<탑승료>성인 : 4,000원청소년,어린이,경로,장애인 :  2,000원",각 관광지 입장료 별도,citytour.asan.go.kr/,아산시,041-540-2631,2020-03-01,6440000,충청남도
충청남도,서산시,"역사체험, 가족체험, 산업관광, 기차관광",041-660-2499,10:00~17:00,고정형,서산시청,홈페이지 및 리플릿 참조,홈페이지 참조,홈페이지 및 리플릿 참조,홈페이지 및 리플릿 참조,10:00,17:00,0,"(일반)성인 5000원,                         소인, 경로, 장애인, 군인 3000원                          (기차) 12세이상 59,400원               12세미만 53,600원",해당사항 없음,www.seosan.go.kr/tour/index.do,서산시청 관광산업과,041-660-2499,2020-03-01,6440000,충청남도
충청남도,부여군,"4색빛깔 시티투어(백제향, 문화향, 사비향, 연꽃향)",041-830-2880,09:00 ~ 18:00,고정형,"세종시 싱싱장터도담점, 부소산성 관광주차장, 롯데리조트",홈페이지 및 리플릿 참조,홈페이지 및 리플릿 참조,홈페이지 및 리플릿 참조,홈페이지 및 리플릿 참조,09:00,18:00,0,"어른 기준-관광주차장 출발: 13,000원- 세종시 출발: 14,000원",홈페이지 및 리플릿 참조,tour.buyeo.go.kr 투어버스,부여군 문화관광과,041-830-2219,2020-03-01,6440000,충청남도
충청남도,서천군,문화코스,서천종합관광안내소041-952-9525 + 서천군청(문화관광과)041-950-4020 + 해밀여행사1577-7788,"화,수,목,금,토,일",고정형,서천버스터미널+서천종합관광안내소+장항역,"문헌서원-장항6080음식골목 맛나로-솔바람길-장항스카이워크-국립해양생물자원관-한산모시관(수,금,일/1~6)-신성리갈대밭(수,금,일/7~12)-서천특화시장(화,목,토)-국립생태원",홈페이지 및 리플릿 참조,홈페이지 및 리플릿 참조,운영대상은 국내외 관광객+매회 10명~40명 선착순+이용요금 납부계좌는 서천군청 농협-301-0178-4324-61+이용자는 반드시 개별적으로 여행자보험 가입+미가입으로 인한 피해의 책임은 이용자 본인에게 있음+상기 일정은 날씨 및 기타 사정에 의해 변경될수 있음,09:50,17:30,0,"청소년이상 4000원, 65세이상 3000원, 장애인 및 어린이 1000원, 보호자를 동반한 5세이하 무료",국립생태원 30할인 + 국립해양생물자원관 30할인,www.seocheon.go.kr/tour/sub01_10_01.do,충청남도서천군,041-950-4020,2020-03-01,6440000,충청남도
충청남도,서천군,힐링코스,서천종합관광안내소041-952-9525 + 서천군청(문화관광과)041-950-4020 + 해밀여행사1577-7788,"화,수,목,금,토,일",고정형,웅천역,한국최초성경전래지기념관-마량리동백나무숲-춘장대해수욕장-장항문화예술창작공간-솔바람길-장항스카이워크-서천특화시장,홈페이지 및 리플릿 참조,홈페이지 및 리플릿 참조,운영대상은 국내외 관광객+매회 10명~40명 선착순+이용요금 납부계좌는 서천군청 농협-301-0178-4324-62+이용자는 반드시 개별적으로 여행자보험 가입+미가입으로 인한 피해의 책임은 이용자 본인에게 있음+상기 일정은 날씨 및 기타 사정에 의해 변경될수 있음,10:15,18:20,0,"청소년이상 4000원, 65세이상 3000원, 장애인 및 어린이 1000원, 보호자를 동반한 5세이하 무료",한국최초성경전래지기념관 30할인,www.seocheon.go.kr/tour/sub01_10_01.do,충청남도서천군,041-950-4020,2020-03-01,6440000,충청남도
충청남도,서천군,광역코스,서천종합관광안내소041-952-9525 + 서천군청(문화관광과)041-950-4020 + 해밀여행사1577-7788,"화,수,목,금,토,일",고정형,서천종합관광안내소+장항역,국립생태원-장항6080음식골목 맛나로-솔바람길-장항스카이워크-국립해양생물자원관-근대역사박물관(군산)-서천특화시장,홈페이지 및 리플릿 참조,홈페이지 및 리플릿 참조,운영대상은 국내외 관광객+매회 10명~40명 선착순+이용요금 납부계좌는 서천군청 농협-301-0178-4324-63+이용자는 반드시 개별적으로 여행자보험 가입+미가입으로 인한 피해의 책임은 이용자 본인에게 있음+상기 일정은 날씨 및 기타 사정에 의해 변경될수 있음,10:10,18:35,0,"청소년이상 4000원, 65세이상 3000원, 장애인 및 어린이 1000원, 보호자를 동반한 5세이하 무료",국립생태원 50할인 + 국립해양생물자원관 50할인,www.seocheon.go.kr/tour/sub01_10_01.do,충청남도서천군,041-950-4020,2020-03-01,6440000,충청남도
충청남도,서천군,전라권코스,서천종합관광안내소041-952-9525 + 서천군청(문화관광과)041-950-4020 + 해밀여행사1577-7788,"화,수,목,금,토,일",고정형,익산역,국립생태원-장항6080음식골목 맛나로-솔바람길-장항스카이워크-한산모시관-서천특화시장,홈페이지 및 리플릿 참조,홈페이지 및 리플릿 참조,운영대상은 국내외 관광객+매회 10명~40명 선착순+이용요금 납부계좌는 서천군청 농협-301-0178-4324-64+이용자는 반드시 개별적으로 여행자보험 가입+미가입으로 인한 피해의 책임은 이용자 본인에게 있음+상기 일정은 날씨 및 기타 사정에 의해 변경될수 있음,09:20,17:10,0,"청소년이상 4000원, 65세이상 3000원, 장애인 및 어린이 1000원, 보호자를 동반한 5세이하 무료",국립생태원 50할인,www.seocheon.go.kr/tour/sub01_10_01.do,충청남도서천군,041-950-4020,2020-03-01,6440000,충청남도
충청남도,태안군,북부코스남부코스,670-2772,10:00~17:00,고정형,태안터미널 옆 새마을금고 앞,홈페이지 및 리플릿 참조,홈페이지 및 리플릿 참조,홈페이지 및 리플릿 참조,홈페이지 및 리플릿 참조,10:00,17:00,0,"5,000",해당사항없음,taean.go.kr,충청남도태안군,041-6702-2772,2020-03-01,6440000,충청남도
경기도,안산시,안산시티투어(안산출발),1899-7687,"연중무휴(수, 토요일)",순환형,중앙역,출발(중앙역) → 시화호조력발전소 → 중식 → 대부해솔길 트래킹 → 탄도항과 누에섬 → 도착,유리섬박물관 + 동춘서커스 + 종현어촌체험마을 + 베르아델승마클럽,중앙역 2번출구,"수, 토요일 정기운행",09:30,16:30,0,"성인 6,000원+(청소년, 경로자, 군인, 복지대상자 4,000원)","입장료, 체험비, 식사비 별도",http://www.ansancitytour.com/,경기도 안산시,031-481-2355,2020-03-20,3930000,경기도 안산시
경기도,안산시,안산시티투어(서울출발),1899-7687,연중무휴(인원충족시만 운영),순환형,광화문역,출발(광화문역) → 경유(신도림역) →시화호조력발전소 → 중식 → 대부해솔길 트래킹 → 탄도항과 누에섬 → 도착,유리섬박물관 + 동춘서커스 + 종현어촌체험마을 + 베르아델승마클럽,광화문 6번출구,15인 이상 예약제,09:30,19:00,0,"1인9,900원","입장료, 체험비, 식사비 별도",http://www.ansancitytour.com/,경기도 안산시,031-481-2355,2020-03-20,3930000,경기도 안산시
경상북도,김천시,직지사등 10개코스,054-434-4336,10:00~17:00,고정형,김천역 출발,"김천녹색미래과학관, 직지사, 부항댐, 방초정, 김산향교, 연화지, 청암사, 용소폭포, 하로서원, 부항지서 망루","부항댐 주변 출렁다리, 레인보우 짚와이어",,예약제,10:00,17:00,0,"ㅇ 어른 : 5,000원 ㅇ 경로자.어린이 청소년 :    2,500원",30명 이상 단체 할인,http://www.gcculture.or.kr,김천문화원,054-434-4336,2020-03-17,5060000,경상북도 김천시
서울특별시,강남구,어라운드 강남 코스,02-777-6090(서울시티투어버스 본점),연중 화요일~일요일 운행(매주 월요일 휴행),순환형,강남역 및 어라운드 강남코스 모든 정류소,강남역/노보텔 르메르디앙서울/삼정호텔/선정릉 라마다호텔/봉은사 롯데면세점/코엑스 에스엠타운/롯데호텔 / 롯데월드/롯데월드타워/올림픽공원/잠실종합운동장/삼성역/K-POP엔터테인먼트사/한류스타거리/압구정로데오거리/강남관광정보센터 현대백화점/가로수길 남단/세빛섬/고속터미널상가 신세계백화점/서래마을/교대역/삼성딜라이트/ 강남역,강남역 빛의 거리+강남스퀘어+국기원+선정릉+봉은사+코엑스+롯데월드+롯데월드타워+올림픽공원+청담동 명품거리+압구정로데오거리+가로수길,강남역 11번 출구에서 200미터 직진 시 강남시티투어 안내소 위치,매주 월요일 휴행,10:10,17:00,65,성인15000/소인12000,강남북 통합권성인 24000원~35000원,http://www.seoulcitybus.com,서울특별시 강남구청,02-3423-5543,2020-03-03,3220000,서울특별시 강남구
강원도,삼척시,종일코스,"033-570-3846, 033-575-1050",09:00~18:00,고정형,"종합버스터미널, 쏠비치, 동해역",해양레일바이크-중앙시장-대금굴,,,1일 1회,09:00,18:00,0,"6,000",,http://www.samcheok.go.kr/citytour/,삼척시청,033-570-3545,2020-02-13,4240000,강원도 삼척시
부산광역시,없음,레드라인,부산관광공사 051-464-9898,연중 매주 화~일요일운영,순환형,부산역,부산역-UN기념공원-부산박물관-용호만유람선터미널-광안리해수욕장-아르피나-마린시티-동백섬-해운대해수욕장-센텀시티-영화의전당-시립미술관(벡스코)-평화공원-광복로,UN기념공원+다이아몬드베이 유람선 승강장+영화의거리+누리마루+SEA LIFE아쿠아리움+신세계백화점+영도대교,부산역 지하철8번 출구 앞 출발~해운대 SEA LIFE 아쿠아리움 도착,연중 매주 화~일요일+월요일이 공휴일인경우 정상운행,09:30,16:30,30,"성인15,000+소인 및 청소년 8,000원(레드,블루,옐로,그린 통합요금)","15인이상 단체탑승시 성인 13,000원,소인6,000원+장애인,국가유공자,부산관광카드 소지자, KTX,SRT,국제크루즈 탑승자 2,000원 할인+부산시 다자녀가정 50 할인+ 태종대코스 환승요금: 성인5,000원, 소인 및 청소년 3,000원",http://www.citytourbusan.com,부산광역시,051-888-5214,2020-02-21,6260000,부산광역시
부산광역시,없음,블루라인,부산관광공사 051-464-9898,연중 매주 화~일요일운영,순환형,해운대해수욕장,해운대해수욕장-달맞이길-청사포-아세안문화원-송정해수욕장-수산과학관(해동용궁사)-오시리아-국립부산과학관-송정역-시립미술관(벡스코),누리마루+SEA LIFE 아쿠아리움+해월정+청사포다릿돌전망대+롯데아울렛+벡스코,해운대 SEA LIFE 아쿠아리움 앞 출발~국립수산과학관 앞 도착,연중 매주 화~일요일+월요일이 공휴일인경우 정상운행,10:20,16:10,30,"성인15,000+소인 및 청소년 8,000원(레드,블루,옐로,그린 통합요금)","15인이상 단체탑승시 성인 13,000원,소인6,000원+장애인,국가유공자,부산관광카드 소지자, KTX,SRT,국제크루즈 탑승자 2,000원 할인+부산시 다자녀가정 50 할인+ 태종대코스 환승요금: 성인5,000원, 소인 및 청소년 3,001원",http://www.citytourbusan.com,부산광역시,051-888-5214,2020-02-21,6260000,부산광역시
부산광역시,없음,옐로라인,부산관광공사 051-464-9898,연중 매주 화~일요일운영,순환형,수산과학관(해동용궁사),수산과학관(해동용궁사)-아난티코브(힐튼부산)-죽도(연화리)-대변항-기장시장,해동용궁사+멸치테마광장+대게골목,국립수산과학관 내 버스정류장 출발~기장시장 시내버스 정류장 앞 도착,연중 매주 화~일요일+월요일이 공휴일인경우 정상운행,10:20,16:20,50,"성인15,000+소인 및 청소년 8,000원(레드,블루,옐로,그린 통합요금)","15인이상 단체탑승시 성인 13,000원,소인6,000원+장애인,국가유공자,부산관광카드 소지자, KTX,SRT,국제크루즈 탑승자 2,000원 할인+부산시 다자녀가정 50 할인+ 태종대코스 환승요금: 성인5,000원, 소인 및 청소년 3,003원",http://www.citytourbusan.com,부산광역시,051-888-5214,2020-02-21,6260000,부산광역시
부산광역시,없음,야경투어,부산관광공사 051-464-9898,연중 매주 화~일요일운영,고정형,부산역,부산역-광안리해수욕장-부산역,부산대교+부산항대교+해운대해수욕장+광안대교+수영강변,"사전 예약제 (10일~1일 전까지)운영+계절별 출발시간 상이(4월~10월: 19:30, 11월~3월: 19:00)",연중 매주 화~일요일+월요일이 공휴일인경우 정상운행,19:30,22:00,0,"성인15,000원, 소인 및 청소년 8,000원 (예약제 운행)",별도 할인 없음,http://www.citytourbusan.com,부산광역시,051-888-5214,2020-02-21,6260000,부산광역시
부산광역시,없음,태종대코스,㈜시티투어점보버스 051-714-3799,연중 매주 화~일요일운영,순환형,부산역,부산역-용두산공원부산타워-영도대교-흰여울문화마을-하늘전망대-75광장-태종대-국립해양박물관-오륙도-용호만유람선터미널-평화공원-송도해수욕장-송도구름산책로-남포동BIFF광장/국제시장-자갈치시장,,,연중 매주 화~일요일+월요일이 공휴일인경우 정상운행,09:00,18:00,30,"성인15,000원+소인 및 청소년 8,000원+해운대코스환승시 성인5,000원+해운대코스환승시 소인 및 청소년 3,000원","15인이상 단체탑승시 성인 13,000원+소인6,000원",http://www.jumbocitytour.com,부산광역시,051-888-5214,2020-02-21,6260000,부산광역시
서울특별시,송파구,하이라이트코스,서울투어버스여행㈜ 1544-4239,10:00-18:50,고정형,"동대문디자인플라자(출발,종착역)",동대문디자인플라자(출발)-서울숲공원-한강 뚝섬유원지-롯데월드타워-장미광장(케이팝공연장)-한성백제박물관-올림픽공원-건국대학교-성수역(수제화거리)-한양대학교-동대문디지털플라자(종착),롯데월드어드벤처+소마미술관,,화~일요일,10:00,18:50,70,성인15000+소인10000,5세까지(무료),http://www.seoultrolley.co.kr,서울특별시,02-2133-2775,2020-02-20,3230000,서울특별시 송파구
서울특별시,송파구,어라운드 강남투어 코스,서울타이거버스 777-6090,10:20-18:50,고정형,"강남역(출발,종착역)",강남역(출발)-리츠칼튼호텔-삼정호텔-라마다호텔-봉은사-코엑스-롯데월드-롯데월드타워-올림픽공원-잠실종합운동장-삼성역-K-POP 엔터테인먼트사-한류스타거리-압구정로데오- 현대백화점-가로수길- 세빛섬-신세계백화점-서래마을-교대역-삼성딜라이트-강남역(종착),롯데월드어드벤처+한성백제박물관,,화~일요일,10:20,18:50,60,성인12000+소인10000,5세까지(무료),www.seoulcitybus.com,서울특별시,02-2133-2775,2020-02-20,3230000,서울특별시 송파구
전라북도,임실군,명소탐방 임실 시티투어,063-640-2343,08:30~18:50,순환형,전주 한옥마을,"전주 한옥마을 → 임실치즈테마파크 → 섬진강 구담마을→ 김용택의 작은학교 → 정읍 내장산(금요일), 순창 강천산(토요일), 고창 선운사(일요일)",임실치즈테마파크,,신청 시 운행,08:30,18:50,0,"성인 9,000원경로 8,000원",,http://www.nbtour.co.kr/,남북관광여행사,063-285-8800,2020-02-06,4760000,전라북도 임실군
