교량명,시설물종별등급구분,도로종류,도로노선명,도로노선번호,도로노선방향,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,교량시작점위도,교량시작점경도,교량종료점위도,교량종료점경도,교량연장,교량폭,교량보도폭,교량높이,차로수,상하행선분리여부,상부구조형식,교량준공년도,최종안전점검일자,최종안전점검결과,최종안전점검유형,내진설계적용여부,내진성능확보여부,교량보수보강내역,교량보수보강비용,설계활하중,허용통행하중,하부통과제한높이,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
장산교,99,05,시도(읍면),14,03,12,보령시,44180,,충청남도 보령시 청라면 나원리 751-2,36.39036469,126.6801593,36.39036469,126.6801593,18,7,0,2,2,Y,슬래브교,1970,2019-07-30,C,,,,,,,24.3,,충청남도 보령시,041-930-3921,2019-09-06,4510000,충청남도 보령시
옥계교,03,05,시도(읍면),14,03,12,보령시,44180,,충청남도 보령시 청라면 옥계리 603-2,36.40180413,126.6331449,36.40180413,126.6331449,22,9,0,2,2,Y,슬래브교,1995,2019-06-20,C,,,,,,,43.2,,충청남도 보령시,041-930-3921,2019-09-06,4510000,충청남도 보령시
보령교,99,05,시도(읍면),15,03,12,보령시,44180,,충청남도 보령시 주포면 보령리 650,36.41138799,126.5931299,36.41138799,126.5931299,8.8,9.4,0,2,2,Y,슬래브교,1985,2019-07-30,C,,,,,,,24.3,,충청남도 보령시,041-930-3921,2019-09-06,4510000,충청남도 보령시
연지교,03,05,시도(읍면),15,03,12,보령시,44180,,충청남도 보령시 주포면 연지리 119,36.40918202,126.5674939,36.40918202,126.5674939,27,6.8,0,2,2,Y,슬래브교,1985,2019-06-20,C,,,,,,,32.4,,충청남도 보령시,041-930-3921,2019-09-06,4510000,충청남도 보령시
배다리교,03,99,시도(읍면),16,03,12,보령시,44180,,충청남도 보령시 주교면 주교리 273-6,36.39136309,126.5650118,36.39136309,126.5650118,42,9,0,2,2,Y,라멘교,1996,2019-06-20,C,,,,,,,43.2,,충청남도 보령시,041-930-3921,2019-09-06,4510000,충청남도 보령시
백운대교,03,99,시도(읍면),20,03,12,보령시,44180,,충청남도 보령시 성주면 성주리 65-53,36.34561655,126.6595367,36.34561655,126.6595367,54,10,3.3,2,2,Y,슬래브교,2001,2019-06-20,C,,,,,,,43.2,,충청남도 보령시,041-930-3921,2019-09-06,4510000,충청남도 보령시
백운교,03,99,시도(읍면),20,03,12,보령시,44180,,충청남도 보령시 성주면 성주리 65-50,36.34609447,126.6708689,36.34609447,126.6708689,32,7,0,2,2,Y,슬래브교,2000,2019-06-20,B,,,,,,,43.2,,충청남도 보령시,041-930-3921,2019-09-06,4510000,충청남도 보령시
심원교,03,99,시도(읍면),20,03,12,보령시,44180,,충청남도 보령시 성주면 성주리 14-1,36.35101149,126.6844105,36.35101149,126.6844105,36,9,0,2,2,Y,슬래브교,2004,2019-06-20,B,,,,,,,43.2,,충청남도 보령시,041-930-3921,2019-09-06,4510000,충청남도 보령시
먹방교,99,99,시도(읍면),22,03,12,보령시,44180,충청남도 보령시 성주면 화장골길 43,충청남도 보령시 성주면 성주리 265-1,36.33378981,126.6520426,36.33378981,126.6520426,21,10,0,2,2,Y,슬래브교,2013,2019-07-30,A,,,,,,,43.2,,충청남도 보령시,041-930-3921,2019-09-06,4510000,충청남도 보령시
금천교,03,05,시도(읍면),3,03,12,보령시,44180,,충청남도 보령시 남포면 달산리 949,36.30057676,126.5937403,36.30057676,126.5937403,33,8,0,2,2,Y,슬래브교,1988,2019-06-20,C,,,,,,,32.4,,충청남도 보령시,041-930-3921,2019-09-06,4510000,충청남도 보령시
월전교,99,99,시도(읍면),6,03,12,보령시,44180,,충청남도 보령시 남포면 월전리 374,36.25893663,126.5524915,36.25893663,126.5524915,10,12,0,2,2,Y,박스교,2007,2019-07-30,B,,,,,,,43.2,,충청남도 보령시,041-930-3921,2019-09-06,4510000,충청남도 보령시
관동교,99,99,시도(읍면),6,03,12,보령시,44180,,충청남도 보령시 웅천읍 관당리 98,36.24957435,126.5496044,36.24957435,126.5496044,12,10,0,2,2,Y,박스교,2007,2019-07-30,B,,,,,,,43.2,,충청남도 보령시,041-930-3921,2019-09-06,4510000,충청남도 보령시
노천교,02,99,시도(읍면),6,03,12,보령시,44180,충청남도 보령시 웅천읍 독산로 61,충청남도 보령시 웅천읍 노천리 39,36.2308479,126.5925900,36.2308479,126.5925900,156,8.5,1.6,2,2,Y,슬래브교,1988,2019-07-30,C,,,,,,,32.4,,충청남도 보령시,041-930-3921,2019-09-06,4510000,충청남도 보령시
노전교,03,99,시도(읍면),6,03,12,보령시,44180,,충청남도 보령시 웅천읍 노천리 218-1,36.22624308,126.585828,36.22624308,126.585828,20,8.5,0,2,2,Y,라멘교,1988,2019-06-20,C,,,,,,,32.4,,충청남도 보령시,041-930-3921,2019-09-06,4510000,충청남도 보령시
웅천교,02,99,시도(읍면),구국도,03,12,보령시,44180,,충청남도 보령시 웅천읍 대천리 27-3,36.2390604,126.5959767,36.2390604,126.5959767,135,7,1.4,2,2,Y,빔교,1967,2019-07-30,B,,,,,,,27,,충청남도 보령시,041-930-3921,2019-09-06,4510000,충청남도 보령시
성동교,02,99,시도(읍면),6,03,12,보령시,44180,,충청남도 보령시 웅천읍 성동리 251-4,36.25204572,126.6254079,36.25204572,126.6254079,124.5,5,0,2,1,N,슬래브교,1988,2019-07-30,B,,,,,,,32.4,,충청남도 보령시,041-930-3921,2019-09-06,4510000,충청남도 보령시
용암교,02,99,시도(읍면),6,03,12,보령시,44180,,충청남도 보령시 주산면 동오리 526-5,36.24935819,126.6394405,36.24935819,126.6394405,120,10,1,2,2,Y,거더교,1993,2019-07-30,B,,,,,,,43.2,,충청남도 보령시,041-930-3921,2019-09-06,4510000,충청남도 보령시
외성1교,03,99,시도(읍면),6,03,12,보령시,44180,,충청남도 보령시 웅천읍 대창리 663-4,36.24173832,126.597631,36.24173832,126.597631,22.3,4.3,0,2,1,N,슬래브교,1970,2019-06-20,C,,,,,,,24.3,,충청남도 보령시,041-930-3921,2019-09-06,4510000,충청남도 보령시
벽동교,99,99,시도(읍면),8,03,12,보령시,44180,,충청남도 보령시 웅천읍 대창리 274-12,36.22483819,126.6043502,36.22483819,126.6043502,37,10,1.5,2,2,Y,슬래브교,2015,2019-07-30,A,,,,,,,24,,충청남도 보령시,041-930-3921,2019-09-06,4510000,충청남도 보령시
간치교,03,99,시도(읍면),구국도,03,12,보령시,44180,,충청남도 보령시 주산면 야룡리 151-2,36.19725152,126.6332035,36.19725152,126.6332035,22.7,6.4,0,2,1,N,슬래브교,1992,2019-06-20,C,,,,,,,32.4,,충청남도 보령시,041-930-3921,2019-09-06,4510000,충청남도 보령시
대창교,99,99,시도(읍면),구국도,03,12,보령시,44180,,충청남도 보령시 웅천읍 대천리 42-12,36.23659933,126.5959094,36.23659933,126.5959094,9.8,10,0,2,2,Y,박스교,1983,2019-07-30,C,,,,,,,32.4,,충청남도 보령시,041-930-3921,2019-09-06,4510000,충청남도 보령시
사호교,99,99,시도(읍면),10,03,12,보령시,44180,,충청남도 보령시 천북면 사호리 156-10,36.4732433,126.5127141,36.4732433,126.5127141,26,11,0,2,2,Y,슬래브교,2011,2019-07-30,A,,,,,,,32.4,,충청남도 보령시,041-930-3921,2019-09-06,4510000,충청남도 보령시
부안교,03,99,농어촌도,203,03,12,보령시,44180,,충청남도 보령시 웅천읍 수부리 747-4,36.25847158,126.6121539,36.25847158,126.6121539,30,8,0,2,1,N,슬래브교,2002,2019-06-20,B,,,,,,,43.2,,충청남도 보령시,041-930-3921,2019-09-06,4510000,충청남도 보령시
관창2교,03,99,농어촌도,214,03,12,보령시,44180,,충청남도 보령시 주교면 주교리 1302,36.36167743,126.5559521,36.36167743,126.5559521,52,7.5,0,2,2,Y,거더교,2006,2019-06-20,B,,,,,,,43.2,,충청남도 보령시,041-930-3921,2019-09-06,4510000,충청남도 보령시
송덕교,03,99,농어촌도,201,03,12,보령시,44180,,충청남도 보령시 청소면 진죽리 1541,36.44827351,126.5741715,36.44827351,126.5741715,60,10,2.9,2,2,Y,슬래브교,1998,2019-06-20,B,,,,,,,32.4,,충청남도 보령시,041-930-3921,2019-09-06,4510000,충청남도 보령시
논향교,03,99,농어촌도,207,03,12,보령시,44180,,충청남도 보령시 청소면 정전리 619-5,36.44098251,126.6015749,36.44098251,126.6015749,40,7.4,0,2,2,Y,라멘교,2004,2019-06-20,C,,,,,,,43.2,,충청남도 보령시,041-930-3921,2019-09-06,4510000,충청남도 보령시
정동교,99,99,농어촌도,201,03,12,보령시,44180,,충청남도 보령시 청라면 옥계리 568-2,36.40247567,126.6359201,36.40247567,126.6359201,60,13,0,2,2,Y,라멘교,2011,2019-07-30,A,,,,,,,43.2,,충청남도 보령시,041-930-3921,2019-09-06,4510000,충청남도 보령시
황곡교,99,99,농어촌도,202,03,12,보령시,44180,,충청남도 보령시 청라면 황룡리 936-2,36.41100544,126.6498191,36.41100544,126.6498191,44,7,0,2,2,Y,라멘교,2011,2019-07-30,A,,,,,,,43.2,,충청남도 보령시,041-930-3921,2019-09-06,4510000,충청남도 보령시
장현교,99,99,농어촌도,203,03,12,보령시,44180,,충청남도 보령시 청라면 장현리 986-1,36.42600799,126.6681044,36.42600799,126.6681044,11,7.4,0,2,2,Y,라멘교,2006,2019-07-30,B,,,,,,,43.2,,충청남도 보령시,041-930-3921,2019-09-06,4510000,충청남도 보령시
다리티교(월티교),99,99,농어촌도,204,03,12,보령시,44180,,충청남도 보령시 청라면 나원리 1127,36.37992063,126.6933527,36.37992063,126.6933527,16,6.6,0,2,2,Y,라멘교,2006,2019-07-30,B,,,,,,,43.2,,충청남도 보령시,041-930-3921,2019-09-06,4510000,충청남도 보령시
세곡교,03,99,농어촌도,208,03,12,보령시,44180,,충청남도 보령시 청라면 의평리 592-10,36.3887475,126.6491337,36.3887475,126.6491337,50,9,0,2,2,Y,거더교,2006,2019-06-20,B,,,,,,,43.2,,충청남도 보령시,041-930-3921,2019-09-06,4510000,충청남도 보령시
봉덕교,03,99,농어촌도,101,03,12,보령시,44180,,충청남도 보령시 남포면 봉덕리 446-5,36.33083691,126.596661,36.33083691,126.596661,21.5,8,0,2,2,Y,박스교,1996,2019-06-20,B,,,,,,,43.2,,충청남도 보령시,041-930-3921,2019-09-06,4510000,충청남도 보령시
소송1교,03,99,농어촌도,102,03,12,보령시,44180,,충청남도 보령시 남포면 달산리 864-1,36.29743202,126.5792794,36.29743202,126.5792794,30.5,8.6,0,2,1,N,빔교,1993,2019-06-20,C,,,,,,,32.4,,충청남도 보령시,041-930-3921,2019-09-06,4510000,충청남도 보령시
소송2교,99,99,농어촌도,102,03,12,보령시,44180,,충청남도 보령시 남포면 제석리 982,36.30641328,126.5661342,36.30641328,126.5661342,16,6.5,0,2,1,N,빔교,1993,2019-07-30,B,,,,,,,24.3,,충청남도 보령시,041-930-3921,2019-09-06,4510000,충청남도 보령시
삼현교,99,99,농어촌도,201,03,12,보령시,44180,,충청남도 보령시 남포면 삼현리 627-4,36.30237944,126.5551858,36.30237944,126.5551858,10,8.5,0,2,1,N,빔교,1988,2019-07-30,B,,,,,,,24.3,,충청남도 보령시,041-930-3921,2019-09-06,4510000,충청남도 보령시
달산교,03,99,농어촌도,202,03,12,보령시,44180,,충청남도 보령시 남포면 삼현리 1417,36.30133308,126.5603376,36.30133308,126.5603376,35,8,0,2,2,Y,거더교,2004,2019-06-20,B,,,,,,,43.2,,충청남도 보령시,041-930-3921,2019-09-06,4510000,충청남도 보령시
평1교,99,99,농어촌도,201,03,12,보령시,44180,,충청남도 보령시 웅천읍 수부리 787-3,36.26104014,126.6160589,36.26104014,126.6160589,8,4.9,0,2,1,N,슬래브교,1991,2019-07-30,B,,,,,,,24.3,,충청남도 보령시,041-930-3921,2019-09-06,4510000,충청남도 보령시
평2교,99,99,농어촌도,201,03,12,보령시,44180,,충청남도 보령시 웅천읍 평리 639-2,36.25645266,126.6246297,36.25645266,126.6246297,7.5,6,0,2,1,N,슬래브교,1991,2019-07-30,C,,,,,,,24.3,,충청남도 보령시,041-930-3921,2019-09-06,4510000,충청남도 보령시
두룡1교,99,99,농어촌도,209,03,12,보령시,44180,,충청남도 보령시 웅천읍 두룡리 726-4,36.26277818,126.5820656,36.26277818,126.5820656,16,5.7,0,2,1,N,거더교,1996,2019-07-30,B,,,,,,,43.2,,충청남도 보령시,041-930-3921,2019-09-06,4510000,충청남도 보령시
벌말교,99,99,농어촌도,206,03,12,보령시,44180,,충청남도 보령시 주교면 신대리 1267-99,36.37665317,126.5943681,36.37665317,126.5943681,26,8,0,2,1,N,슬래브교,2014,2019-07-30,A,,,,,,,43.2,,충청남도 보령시,041-930-3921,2019-09-06,4510000,충청남도 보령시
내현교,03,99,농어촌도,201,03,12,보령시,44180,,충청남도 보령시 청라면 내현리 902-1,36.39403629,126.6538243,36.39403629,126.6538243,40,8,0,2,2,Y,슬래브교,1992,2019-06-20,C,,,,,,,32.4,,충청남도 보령시,041-930-3921,2019-09-06,4510000,충청남도 보령시
시동교,03,99,농어촌도,301,03,12,보령시,44180,,충청남도 보령시 청라면 옥계리 752-2,36.41063305,126.6266242,36.41063305,126.6266242,21,4.7,0,2,1,N,슬래브교,1991,2019-06-20,C,,,,,,,32.4,,충청남도 보령시,041-930-3921,2019-09-06,4510000,충청남도 보령시
옥계1교,99,99,농어촌도,301,03,12,보령시,44180,,충청남도 보령시 청라면 옥계리 835,36.41063886,126.6232125,36.41063886,126.6232125,14,5.5,0,2,1,N,슬래브교,1996,2019-07-30,B,,,,,,,24.3,,충청남도 보령시,041-930-3921,2019-09-06,4510000,충청남도 보령시
명대교,99,99,농어촌도,304,03,12,보령시,44180,,충청남도 보령시 청라면 장현리 986-1,36.42600799,126.6681044,36.42600799,126.6681044,13.1,4.6,0,2,1,N,슬래브교,1995,2019-07-30,B,,,,,,,32.4,,충청남도 보령시,041-930-3921,2019-09-06,4510000,충청남도 보령시
라원교,03,99,농어촌도,215,03,12,보령시,44180,충청남도 보령시 청라면 원모루길 239,충청남도 보령시 청라면 나원리 942-2,36.3897991,126.6743719,36.3897991,126.6743719,48,11.5,0,2,2,Y,슬래브교,1996,2019-06-20,C,,,,,,,43.2,,충청남도 보령시,041-930-3921,2019-09-06,4510000,충청남도 보령시
달산2교,03,99,농어촌도,301,03,12,보령시,44180,,충청남도 보령시 남포면 달산리 1277,36.29665692,126.5785142,36.29665692,126.5785142,27,5.5,0,2,1,N,라멘교,1996,2019-06-20,C,,,,,,,43.2,,충청남도 보령시,041-930-3921,2019-09-06,4510000,충청남도 보령시
주렴산교,03,99,농어촌도,205,03,12,보령시,44180,,충청남도 보령시 주산면 창암리 526,36.21523908,126.6143295,36.21523908,126.6143295,26,4.5,0,2,1,N,슬래브교,1988,2019-06-20,C,,,,,,,24.3,,충청남도 보령시,041-930-3921,2019-09-06,4510000,충청남도 보령시
화산교,99,99,농어촌도,207,03,12,보령시,44180,,충청남도 보령시 주산면 화평리 322-4,36.23681169,126.6400804,36.23681169,126.6400804,122.7,5,0,2,1,N,슬래브교,1988,2019-07-30,A,,,,,,,43.2,,충청남도 보령시,041-930-3921,2019-09-06,4510000,충청남도 보령시
금암교,99,99,농어촌도,210,03,12,보령시,44180,,충청남도 보령시 주산면 금암리 470-4,36.1968476,126.6373022,36.1968476,126.6373022,24,6.6,0,2,1,N,슬래브교,1988,2019-07-30,C,,,,,,,32.4,,충청남도 보령시,041-930-3921,2019-09-06,4510000,충청남도 보령시
신구교,99,99,농어촌도,213,03,12,보령시,44180,,충청남도 보령시 주산면 신구리 631,36.17388413,126.613679,36.17388413,126.613679,10.6,21.5,0,2,2,Y,슬래브교,2016,2019-07-30,A,,,,,,,43.2,,충청남도 보령시,041-930-3921,2019-09-06,4510000,충청남도 보령시
삼계교,99,99,농어촌도,204,03,12,보령시,44180,,충청남도 보령시 미산면 삼계리 263,36.20385392,126.6762334,36.20385392,126.6762334,22,7.5,0,2,1,N,슬래브교,2018,2019-07-30,A,,,,,,,24.3,,충청남도 보령시,041-930-3921,2019-09-06,4510000,충청남도 보령시
풍년교,03,99,농어촌도,205,03,12,보령시,44180,,충청남도 보령시 미산면 풍계리 399-3,36.29005786,126.6708506,36.29005786,126.6708506,60,7,0,2,1,N,슬래브교,1994,2019-06-20,C,,,,,,,32.4,,충청남도 보령시,041-930-3921,2019-09-06,4510000,충청남도 보령시
성주3교,03,99,농어촌도,201,03,12,보령시,44180,충청남도 보령시 성주면 화장골길 43,충청남도 보령시 성주면 성주리 265-1,36.33378981,126.6520426,36.33378981,126.6520426,40,7.1,0,2,2,Y,슬래브교,1984,2019-06-20,E,,,,,,,43.2,,충청남도 보령시,041-930-3921,2019-09-06,4510000,충청남도 보령시
성주4교,99,99,농어촌도,201,03,12,보령시,44180,,충청남도 보령시 성주면 성주리 224-7,36.33290769,126.6521358,36.33290769,126.6521358,10,7.2,0,2,1,N,슬래브교,1984,2019-07-30,C,,,,,,,24.3,,충청남도 보령시,041-930-3921,2019-09-06,4510000,충청남도 보령시
신사택교,03,99,농어촌도,201,03,12,보령시,44180,,충청남도 보령시 성주면 성주리 265-346,36.3292856,126.6521981,36.3292856,126.6521981,38,8,0,2,2,Y,슬래브교,1995,2019-06-20,C,,,,,,,32.4,,충청남도 보령시,041-930-3921,2019-09-06,4510000,충청남도 보령시
화장교,99,99,농어촌도,201,03,12,보령시,44180,충청남도 보령시 성주면 화장골길 57-228,충청남도 보령시 성주면 성주리 산39,36.33259034,126.6639659453,36.33259034,126.6639659453,11.5,6.3,0,2,2,Y,슬래브교,1990,2019-07-30,B,,,,,,,24.3,,충청남도 보령시,041-930-3921,2019-09-06,4510000,충청남도 보령시
상개교,03,99,농어촌도,202,03,12,보령시,44180,,충청남도 보령시 성주면 개화리 642-5,36.31711711,126.6551914,36.31711711,126.6551914,57,7,0,2,1,N,슬래브교,1996,2019-06-20,C,,,,,,,43.2,,충청남도 보령시,041-930-3921,2019-09-06,4510000,충청남도 보령시
두룡2교,03,99,농어촌도,210,03,12,보령시,44180,,충청남도 보령시 웅천읍 두룡리 394-2,36.25743263,126.583464,36.25743263,126.583464,25,8,0,2,1,N,슬래브교,2016,2019-07-30,C,,,,,,,40,,충청남도 보령시,041-930-3921,2019-09-06,4510000,충청남도 보령시
관창1교,99,99,농어촌도,101,03,12,보령시,44180,,충청남도 보령시 주교면 관창리 439-36,36.37256416,126.581593,36.37256416,126.581593,52,24,6,2,2,Y,슬래브교,2014,2019-07-30,A,,,,,,,34.2,,충청남도 보령시,041-930-3921,2019-09-06,4510000,충청남도 보령시
음지교,99,99,농어촌도,202,03,12,보령시,44180,,충청남도 보령시 청소면 성연리 918,36.44095148,126.6198336,36.44095148,126.6198336,40,6.5,0,2,1,N,슬래브교,2013,2019-07-30,A,,,,,,,43.2,,충청남도 보령시,041-930-3921,2019-09-06,4510000,충청남도 보령시
야현2교,03,99,농어촌도,211,03,12,보령시,44180,,충청남도 보령시 청소면 야현리 455-3,36.44162275,126.5885807,36.44162275,126.5885807,30,10,0,2,2,Y,슬래브교,1984,2019-06-20,B,,,,,,,32.4,,충청남도 보령시,041-930-3921,2019-09-06,4510000,충청남도 보령시
송중교,03,99,농어촌도,203,03,12,보령시,44180,,충청남도 보령시 청라면 황룡리 798-2,36.41854124,126.6499899,36.41854124,126.6499899,20,5.9,0,2,1,N,슬래브교,1970,2019-06-20,B,,,,,,,24.3,,충청남도 보령시,041-930-3921,2019-09-06,4510000,충청남도 보령시
위잉낭교(라원2교),99,99,농어촌도,302,03,12,보령시,44180,충청남도 보령시 청라면 원모루길 356-67,충청남도 보령시 청라면 나원리 1114,36.3888241,126.68356039,36.3888241,126.68356039,27.1,8.2,0,2,1,N,슬래브교,2011,2019-07-30,A,,,,,,,43.2,,충청남도 보령시,041-930-3921,2019-09-06,4510000,충청남도 보령시
정산교,03,99,농어촌도,215,03,12,보령시,44180,,충청남도 보령시 청라면 나원리 751-2,36.39036469,126.6801593,36.39036469,126.6801593,39,10,0,2,2,Y,슬래브교,1983,2019-06-20,C,,,,,,,32.4,,충청남도 보령시,041-930-3921,2019-09-06,4510000,충청남도 보령시
의평교,03,99,농어촌도,215,03,12,보령시,44180,,충청남도 보령시 청라면 내현리 598-2,36.39044743,126.6632712,36.39044743,126.6632712,28,11,0,2,2,Y,슬래브교,1983,2019-06-20,C,,,,,,,32.4,,충청남도 보령시,041-930-3921,2019-09-06,4510000,충청남도 보령시
지동교,03,99,농어촌도,204,03,12,보령시,44180,,충청남도 보령시 주포면 관산리 527,36.40000096,126.5676511,36.40000096,126.5676511,41,5,0,2,1,N,슬래브교,1997,2019-06-20,C,,,,,,,43.2,,충청남도 보령시,041-930-3921,2019-09-06,4510000,충청남도 보령시
창동교,99,99,농어촌도,205,03,12,보령시,44180,,충청남도 보령시 남포면 창동리 655-1,36.32137283,126.6111964,36.32137283,126.6111964,13,6,0,2,1,N,슬래브교,1998,2019-07-30,B,,,,,,,43.2,,충청남도 보령시,041-930-3921,2019-09-06,4510000,충청남도 보령시
먹방1교,03,99,농어촌도,205,03,12,보령시,44180,,충청남도 보령시 성주면 성주리 262,36.35312713,126.660667,36.35312713,126.660667,20,6,0,2,1,N,슬래브교,1982,2019-06-20,B,,,,,,,32.4,,충청남도 보령시,041-930-3921,2019-09-06,4510000,충청남도 보령시
먹방3교,03,99,농어촌도,205,03,12,보령시,44180,,충청남도 보령시 성주면 성주리 265-299,36.35902088,126.6655019,36.35902088,126.6655019,21,6,0,2,1,N,슬래브교,1982,2019-06-20,B,,,,,,,24.3,,충청남도 보령시,041-930-3921,2019-09-06,4510000,충청남도 보령시
남포과선교,99,99,농어촌도,206,03,12,보령시,44180,,충청남도 보령시 남포면 봉덕리 182-3,36.31155554,126.5970063,36.31155554,126.5970063,180,9.7,1.5,2,2,Y,슬래브교,2009,2019-07-30,C,,,,,,,43.2,,충청남도 보령시,041-930-3921,2019-09-06,4510000,충청남도 보령시
미남교,03,99,쇠미로,0,03,2,동래구,00000,부산광역시 동래구 쇠미로 220,부산광역시 동래구 온천동 1250-1,35.2096154485,129.064782202,35.2096154485,129.064782202,41,20,0,6,4,Y,강박스거더교,1986,2019-06-17,B,,,,,,,24,,동래구청,051-550-4691,2019-08-20,3300000,부산광역시 동래구
동래교,03,99,동래로,0,03,2,동래구,00000,부산광역시 동래구 동래로 41,부산광역시 동래구 명륜동 681-23,35.2111774823,129.079447374,35.211153,129.079447374,58,20,0,6,4,Y,라멘교,1988,2019-06-17,B,,,,,,,24,,동래구청,051-550-4691,2019-08-20,3300000,부산광역시 동래구
세병교,03,99,명륜로,0,03,2,동래구,00000,부산광역시 동래구 명륜로 29,부산광역시 동래구 수안동 67-6,35.1973333,129.0831221,35.1973333,129.0831221,90,20,0,6,4,Y,PC빔교,1977,2019-06-17,A,,,,,,,24,,동래구청,051-550-4691,2019-08-20,3300000,부산광역시 동래구
온천2호 인도교,03,99,온천천로,0,03,2,동래구,00000,부산광역시 동래구 온천천로 195,부산광역시 동래구 사직동 9-1,35.2020597224,129.079127008,35.2020597224,129.079127008,43,3,0,6,1,N,RCT빔교,1973,2019-06-17,B,,,,,,,24,,동래구청,051-550-4691,2019-08-20,3300000,부산광역시 동래구
금강교,03,99,구만덕로,0,03,2,동래구,00000,부산광역시 동래구 금정마을로 4,부산광역시 동래구 온천동 1723-6,35.2109396,129.0664471,35.2109396,129.0664471,18,4,0,6,1,N,라멘교,1988,2018-03-13,A,,,,,,,24,,동래구청,051-550-4691,2019-08-20,3300000,부산광역시 동래구
제2동래교,03,99,동래로,0,03,2,동래구,00000,부산광역시 동래구 명륜로187번길 56,부산광역시 동래구 명륜동 702-54,35.2114120201,129.079853037,35.211419,129.079853037,56,8,0,6,1,N,PSC단순교,1988,2019-06-17,A,,,,,,,24,,동래구청,051-550-4691,2019-08-20,3300000,부산광역시 동래구
새들교,03,99,금정마을로,0,03,2,동래구,00000,부산광역시 동래구 금정마을로 109,부산광역시 동래구 온천동 1119-95,35.2118719782,129.066041,35.2118719782,129.06604719,15,15,0,6,4,Y,라멘교,1988,2019-06-17,A,,,,,,,24,,동래구청,051-550-4691,2019-08-20,3300000,부산광역시 동래구
옥천교,03,99,구만덕로,0,03,2,동래구,00000,부산광역시 동래구 금정마을로 1116-25,부산광역시 동래구 온천동 1115,35.214527,129.063812,35.214613,129.063990,15,15,0,6,4,Y,PC빔교,1988,2018-03-13,A,,,,,,,24,,동래구청,051-550-4691,2019-08-20,3300000,부산광역시 동래구
신원교,99,07,신원24로,2434번,03,서울특별시,서초구,32101,,서울특별시 서초구 신원동 482-2,37.4543119,127.0526402,37.454563,127.052686,28.2,9,9,0,2,N,합성형라멘교,2018,2019-07-26,A,정기점검,,,,,DB-24,43.2,,서초구,02-2155-6978,2019-08-19,3210000,서울특별시 서초구
원지교,03,07,없음,없음,03,서울특별시,서초구,32101,,서울특별시 서초구 양재동 229,37.4620930695,127.0470802980,37.4620930695,127.0470802980,30,15,4,2.35,2,N,라멘교,1987,2019-07-26,C,정기점검,,,,,DB-24,43.2,,서초구,02-2155-6978,2019-08-19,3210000,서울특별시 서초구
반포2교,99,07,반포본11로,2081번,03,서울특별시,서초구,32101,,서울특별시 서초구 반포동 1011,37.4990421,126.9902107,37.4994118,126.9900582,42,6,6,0,0,N,라멘교,1980,2019-07-26,B,정기점검,,,,,DB-18,32.4,,서초구,02-2155-6978,2019-08-19,3210000,서울특별시 서초구
반포1교,99,07,반포2-1로,215번,03,서울특별시,서초구,32101,,서울특별시 서초구 반포동 17,37.5018585469,126.9980314,37.5018585469,126.99800505,28.45,14,14,0,0,N,라멘교,1970,2019-07-26,B,정기점검,,,,,DB-18,32.4,,서초구,02-2155-6978,2019-08-19,3210000,서울특별시 서초구
새원교,99,07,없음,없음,03,서울특별시,서초구,32101,,서울특별시 서초구 염곡동 242-4,37.458414,127.0490172,37.4585479,127.0493012,38,6,6,0,2,N,슬래브교,1993,2019-07-26,B,정기점검,,,,,DB-18,32.4,,서초구,02-2155-6978,2019-08-19,3210000,서울특별시 서초구
방배교,99,07,없음,없음,03,서울특별시,서초구,32101,,서울특별시 서초구 방배동 539-93,37.4795007,126.9922416,37.4795007,126.9922416,18,10,10,5.6,2,N,RC거더+PC빔교,1971,2019-07-26,B,정기점검,,,,,,0,,서초구,02-2155-6978,2019-08-19,3210000,서울특별시 서초구
신원1교,99,07,없음,없음,03,서울특별시,서초구,32101,,서울특별시 서초구 원지동 108-4,37.4557347,127.0496683,37.4559192,127.0494913,8,17,17,0,2,N,슬래브교,1973,2019-07-26,B,정기점검,,,,,DB-24,43.2,,서초구,02-2155-6978,2019-08-19,3210000,서울특별시 서초구
신원2교,99,07,신원31로,2441번,03,서울특별시,서초구,32101,,서울특별시 서초구 신원동 434-2,37.4561552,127.0518757,37.4560355,127.0515737,15.5,6,6,2.05,2,N,아치교,1989,2019-07-26,B,정기점검,,,,,DB-18,32.4,,서초구,02-2155-6978,2019-08-19,3210000,서울특별시 서초구
신원3교,99,07,신원17로,2427번,03,서울특별시,서초구,32101,,서울특별시 서초구 신원동 224-3,37.4463992,127.059632,37.4463688,127.0593802,8.5,3.4,3.4,2.5,2,N,슬래브교,1971,2019-07-26,B,정기점검,,,,,,0,,서초구,02-2155-6978,2019-08-19,3210000,서울특별시 서초구
신원4교,99,07,없음,없음,03,서울특별시,서초구,32101,,서울특별시 서초구 신원동 338,37.4500309,127.0575758,37.4503123,127.0578296,28,21,21,3.2,3,N,합성형라멘교,2018,2019-07-26,A,정기점검,,,,,DB-24,43.2,,서초구,02-2155-6978,2019-08-19,3210000,서울특별시 서초구
