정수장명,관리기관명,관리기관전화번호,소재지도로명주소,채수일자,검사기관명,최종판정결과,일반세균,총대장균군,대장균,분원성대장균군,납,불소,비소,셀레늄,수은,시안,크롬,암모니아성질소,질산성질소,카드뮴,보론,페놀,다이아지논,파라티온,페니트로티온,카바릴,1_1_1-트리클로로에탄,테트라클로로에틸렌,트리클로로에틸렌,사염화탄소,1_1-디클로로에틸렌,디클로로메탄,벤젠,톨루엔,에틸벤젠,크실렌,1_2-디브로모-3-클로로프로판,1_4-다이옥산,잔류염소,총트리할로메탄,클로로포름,브로모디클로로메탄,디브로모디클로로메탄,클로랄하이드레이트,디브로모아세토니트릴,디클로로아세토니트릴,트리클로로아세토니트릴,할로아세틱에시드,포름알데히드,심미적영향물질경도,과망간산칼륨소비량,냄새,맛,동,색도,세제,수소이온농도,아연,염소이온,증발잔류물,철,망간,탁도,황산이온,알루미늄,데이터기준일자,제공기관코드,제공기관명
항도정수장,남해군상하수도사업소,055-860-3323,,2019-09-17,(주)엔텍분석연구원,,0,불검출,,,0,0,0,0,0,0,0,0,0.3,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0.003,,0.004,0,0.0015,0,0.002,0,,1,적합,적합,0,0,0,6.4,0.02,8.9,44,0,0.009,0.07,6,0,2019-10-07,5430000,경상남도 남해군
창선정수장,남해군상하수도사업소,055-860-3323,,2019-09-17,(주)엔텍분석연구원,,0,불검출,,,0,0,0,0,0,0,0,0,0.3,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0.024,0.018,0.006,,0.0044,0,0.0023,0,0.008,0,,1.8,적합,적합,0,0,0,7.1,0.002,13.2,40,0,0.032,0.38,4,0,2019-10-07,5430000,경상남도 남해군
남원정수장,제주특별자치도 상하수도본부,064-750-7874,,2019-03-11,제주특별자치도 상하수도본부,,0,불검출,,,0,0,0,0,0,0,0,0,1.7,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,,0,0,0,0,0.003,0,,0,없음,없음,0,0,0,8,0,9.8,78,0,0,0.07,2,0,2019-04-10,6500000,제주특별자치도
구좌정수장,제주특별자치도 상하수도본부,064-750-7874,,2019-03-11,제주특별자치도 상하수도본부,,0,불검출,,,0,0,0,0,0,0,0,0,1.8,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,,0,0,0,0,0.004,0,,0,없음,없음,0,0,0,8,0.005,37.6,137,0,0,0.08,7,0,2019-04-10,6500000,제주특별자치도
어승생정수장,제주특별자치도 상하수도본부,064-750-7874,,2019-03-11,제주특별자치도 상하수도본부,,0,불검출,,,0,0,0,0,0,0,0,0,0.2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.005,0.003,0,,0,0,0,0,0.002,0,,0,없음,없음,0,0,0,7.6,0.007,6.4,64,0,0,0.24,2,0,2019-04-10,6500000,제주특별자치도
한림정수장,제주특별자치도 상하수도본부,064-750-7874,,2019-03-11,제주특별자치도 상하수도본부,,0,불검출,,,0,0,0,0,0,0,0,0,4.4,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0,0,0,,0,0,0,0,0.003,0,,0,없음,없음,0,0,0,7.4,0.002,6.9,63,0,0,0.08,2,0,2019-04-10,6500000,제주특별자치도
강정정수장,제주특별자치도 상하수도본부,064-750-7874,,2019-03-11,제주특별자치도 상하수도본부,,0,불검출,,,0,0,0,0,0,0,0,0,1.1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.004,0,0,,0,0,0,0,0.006,0,,0,없음,없음,0,0,0,7.8,0,7,60,0,0,0.27,0,0,2019-04-10,6500000,제주특별자치도
도련정수장,제주특별자치도 상하수도본부,064-750-7874,,2019-03-11,제주특별자치도 상하수도본부,,0,불검출,,,0,0,0,0,0,0,0,0,0.3,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,,0,0,0,0,0.002,0,,0,없음,없음,0,0,0,7.3,0.004,6,34,0,0,0.18,0,0,2019-04-10,6500000,제주특별자치도
오라정수장,제주특별자치도 상하수도본부,064-750-7874,,2019-03-11,제주특별자치도 상하수도본부,,0,불검출,,,0,0,0,0,0,0,0,0,1.5,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,,0,0,0,0,0,0,,0,없음,없음,0,0,0,7.7,0,14,88,0,0,0.18,4,0,2019-04-10,6500000,제주특별자치도
별도봉정수장,제주특별자치도 상하수도본부,064-750-7874,,2019-03-11,제주특별자치도 상하수도본부,,0,불검출,,,0,0,0,0,0,0,0,0,1.5,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,,0,0,0,0,0.003,0,,0,없음,없음,0,0,0,7.8,0,9,73,0,0,0.22,3,0,2019-04-10,6500000,제주특별자치도
계양정수장,경상북도 경산시청,053-804-7228,경상북도 경산시 백양로 74,2019-05-17,경상북도보건환경연구원,적합,0,불검출,불검출,불검출,0,0.15,0,0,0,0,0,0,0.8,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0.018,0.01,0.007,0,0.01,0,0.0044,0,0.023,0,56,5.3,없음,없음,0,0,0,7.2,0.005,22.3,132,0,0,0.09,25,0.03,2019-06-24,5130000,경상북도 경산시
경산정수장,경상북도 경산시청,053-804-7228,경상북도 경산시 백양로 74,2019-05-17,경상북도보건환경연구원,적합,0,불검출,불검출,불검출,0,0.15,0,0,0,0,0,0,0.7,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0.021,0.013,0.007,0,0.013,0,0.0054,0,0.025,0,82,6.5,없음,없음,0,0,0,7.2,0.01,28.7,167,0,0,0.27,33,0.05,2019-06-24,5130000,경상북도 경산시
군포정수장,경기도 군포시청,031-390-3297,,2018-12-13,혜성환경,,0,불검출,,,0.15,0.15,0,0,0,0,0,0,2.1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,0.035,0.029,0.006,,0,0,0,0,0.001,0,,1.6,없음,없음,0,1,0,6.9,0.006,17.2,129,0,0,0.12,11,0,2019-12-27,4020000,경기도 군포시
군포정수장,경기도 군포시청,031-390-3297,,2018-11-15,혜성환경,,0,불검출,,,0,0,0,0,0,0,0,0,1.4,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0.045,0.037,0.008,,0.0008,0,0.0006,0,0.004,0,,2.4,없음,없음,0,1,0,7.1,0.013,15,243,0,0,0.09,10,0.02,2019-12-27,4020000,경기도 군포시
군포정수장,경기도 군포시청,031-390-3297,,2018-10-11,혜성환경,,0,불검출,,,0,0,0,0,0,0,0,0,1.6,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,0.072,0.064,0.008,,0.001,0,0,0,0.013,0,,2.4,없음,없음,0,1,0,7.3,0.024,13.7,121,0,0,0.11,9,0.03,2019-12-27,4020000,경기도 군포시
회야,울산광역시 울주군청,052-229-5631,울산광역시 울주군 범서읍 천상리 527-1,2016-11-01,울산광역시-상수도사업본부,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0,1.6,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.038,0.01,0.012,0.012,0.001,0.0011,0,0,0.002,0,60,1.2,없음,없음,0,0,0,6.8,0.005,32.9,141,0,0,0.07,34,0,2018-09-28,6310000,울산광역시
천상 제2정수장,울산광역시 울주군청,052-229-5631,울산광역시 울주군 범서읍 천상리 527-1,2016-11-01,울산광역시-상수도사업본부,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0,1.1,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0.018,0.008,0.006,0.004,0.0017,0.0009,0,0,0.003,0,37,1,없음,없음,0,0,0,7.1,0,15.9,73,0,0,0.07,9,0,2018-09-28,6310000,울산광역시
천상 제1정수장,울산광역시 울주군청,052-229-5631,울산광역시 울주군 범서읍 천상리 527-1,2016-11-01,울산광역시-상수도사업본부,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0,1.1,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.017,0.007,0.006,0.004,0.0016,0.0009,0.0005,0,0.004,0,38,1.1,없음,없음,0,0,0,6.8,0,17.3,76,0,0,0.07,10,0,2018-09-28,6310000,울산광역시
군포정수장,경기도 군포시청,031-390-3297,,2019-07-11,혜성환경,,0,불검출,,,0,0,0,0,0,0,0,0.02,0.8,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.042,0.027,0.011,,0,0,0,0,0,0,,2.3,없음,없음,0,1,0,6.9,0.006,22.9,236,0,0,0.16,15,0.12,2019-12-27,4020000,경기도 군포시
지족정수장,남해군상하수도사업소,055-860-3323,,2019-09-17,(주)엔텍분석연구원,,0,불검출,,,0,0,0,0,0,0,0,0,0.9,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0.018,0.014,0.004,,0.0052,0,0.0023,0,0.013,0,,1.8,적합,적합,0,0,0,6.8,0.004,7.7,46,0,0,0.06,5,0,2019-10-07,5430000,경상남도 남해군
아산정수장,남해군상하수도사업소,055-860-3323,,2019-09-17,(주)엔텍분석연구원,,0,불검출,,,0,0,0,0,0,0,0,0,0.6,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,,0.0024,0,0.0012,0,0.004,0,,1.7,적합,적합,0,0,0,7.3,0.003,6.2,45,0,0.006,0.16,5,0.03,2019-10-07,5430000,경상남도 남해군
천상 제2정수장,울산광역시 울주군청,052-229-5631,울산광역시 울주군 범서읍 천상리 527-1,2017-10-10,울산광역시-상수도사업본부,적합,0,불검출,불검출,불검출,0,0.15,0,0,0,0,0,0,1,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0.015,0.003,0.004,0.006,0.0034,0.0022,0.0013,0,0.006,0,86,1.7,없음,없음,0,0,0,7.4,0.008,28.9,232,0,0,0.09,30,0.04,2018-09-28,6310000,울산광역시
회야,울산광역시 울주군청,052-229-5631,울산광역시 울주군 범서읍 천상리 527-1,2017-09-04,울산광역시-상수도사업본부,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0,0.7,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0.032,0.002,0.008,0.015,0,0.0015,0,0,0.002,0,109,1.5,없음,없음,0.014,0,0,7,0.016,47.7,270,0,0,0.1,52,0.04,2018-09-28,6310000,울산광역시
천상 제1정수장,울산광역시 울주군청,052-229-5631,울산광역시 울주군 범서읍 천상리 527-1,2017-09-04,울산광역시-상수도사업본부,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0,1.4,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0.013,0.003,0.005,0.005,0,0.0009,0,0,0.003,0,91,1.5,없음,없음,0,0,0,7.3,0.007,26.9,245,0,0,0.1,25,0,2018-09-28,6310000,울산광역시
천상 제2정수장,울산광역시 울주군청,052-229-5631,울산광역시 울주군 범서읍 천상리 527-1,2017-09-04,울산광역시-상수도사업본부,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0,1.4,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,0.019,0.007,0.007,0.005,0,0.0009,0,0,0.003,0,86,1.9,없음,없음,0,0,0,7.2,0.008,24.9,273,0,0,0.08,25,0.03,2018-09-28,6310000,울산광역시
회야,울산광역시 울주군청,052-229-5631,울산광역시 울주군 범서읍 천상리 527-1,2017-07-31,울산광역시-상수도사업본부,적합,0,불검출,불검출,불검출,0,0.16,0,0,0,0,0,0,0.5,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0.026,0.002,0.005,0.012,0,0.0022,0,0,0.008,0,121,1,없음,없음,0.01,0,0,7.1,0.009,52.2,259,0,0,0.08,62,0.03,2018-09-28,6310000,울산광역시
천상 제1정수장,울산광역시 울주군청,052-229-5631,울산광역시 울주군 범서읍 천상리 527-1,2017-07-31,울산광역시-상수도사업본부,적합,0,불검출,불검출,불검출,0,0.16,0,0,0,0,0,0,0.6,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0.008,0.005,0.001,0.002,0,0.0009,0,0,0.004,0,92,0.9,없음,없음,0,0,0,6.9,0.003,40.5,140,0,0,0.1,34,0,2018-09-28,6310000,울산광역시
천상 제2정수장,울산광역시 울주군청,052-229-5631,울산광역시 울주군 범서읍 천상리 527-1,2017-07-31,울산광역시-상수도사업본부,적합,0,불검출,불검출,불검출,0,0.16,0,0,0,0,0,0,0.7,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0.003,0,0.001,0.002,0,0.0009,0,0,0.004,0,96,1.5,없음,없음,0,0,0,7,0.005,39.9,162,0,0,0.09,34,0.02,2018-09-28,6310000,울산광역시
회야,울산광역시 울주군청,052-229-5631,울산광역시 울주군 범서읍 천상리 527-1,2017-07-03,울산광역시-상수도사업본부,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0,1.3,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73,0.051,0.005,0.01,0.02,0,0.0031,0,0,0.019,0,122,1.6,없음,없음,0,0,0,7,0.007,47.8,321,0,0,0.11,66,0,2018-09-28,6310000,울산광역시
천상 제1정수장,울산광역시 울주군청,052-229-5631,울산광역시 울주군 범서읍 천상리 527-1,2017-07-03,울산광역시-상수도사업본부,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0.02,0.005,0.008,0.007,0,0.0008,0,0,0.014,0,51,1.5,없음,없음,0,0,0,6.9,0.002,13.8,147,0,0,0.13,10,0,2018-09-28,6310000,울산광역시
천상 제2정수장,울산광역시 울주군청,052-229-5631,울산광역시 울주군 범서읍 천상리 527-1,2017-07-03,울산광역시-상수도사업본부,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0,0.7,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.026,0.012,0.009,0.005,0.002,0.0009,0.007,0,0.014,0,51,1,없음,없음,0,0,0,7.1,0,13.3,112,0,0,0.11,10,0,2018-09-28,6310000,울산광역시
회야,울산광역시 울주군청,052-229-5631,울산광역시 울주군 범서읍 천상리 527-1,2017-05-29,울산광역시-상수도사업본부,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0,1.2,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0.05,0.002,0.006,0.019,0,0.004,0,0,0.015,0,120,1.8,없음,없음,0,0,0,7,0,48.1,231,0,0,0.11,74,0,2018-09-28,6310000,울산광역시
천상 제1정수장,울산광역시 울주군청,052-229-5631,울산광역시 울주군 범서읍 천상리 527-1,2017-05-29,울산광역시-상수도사업본부,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0,0.4,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0.019,0.008,0.006,0.004,0,0,0,0,0.004,0,48,1.1,없음,없음,0,0,0,6.9,0,14,34,0,0,0.1,8,0,2018-09-28,6310000,울산광역시
천상 제2정수장,울산광역시 울주군청,052-229-5631,울산광역시 울주군 범서읍 천상리 527-1,2017-05-29,울산광역시-상수도사업본부,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0,0.6,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0.022,0.011,0.007,0.004,0.002,0.0007,0.0007,0,0.012,0,48,1.7,없음,없음,0,0,0,7,0,14,73,0,0,0.1,9,0,2018-09-28,6310000,울산광역시
천상정수장,울산광역시 울주군청,052-229-5631,울산광역시 울주군 범서읍 천상리 527-1,2018-05-01,울산광역시-상수도사업본부,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0,1.6,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,0.006,0.007,0.006,0.002,0,0.0012,0,0.01,0,80,2.2,없음,없음,0,0,0,7.1,0.006,20.5,86,0,0,0.07,16,0,2018-09-28,6310000,울산광역시
회야,울산광역시 울주군청,052-229-5631,울산광역시 울주군 범서읍 천상리 527-1,2018-05-01,울산광역시-상수도사업본부,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0,1.8,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57,0.043,0.006,0.007,0.016,0.001,0.0022,0.0011,0,0.015,0,118,2.8,없음,없음,0,0,0,6.8,0.003,50.5,235,0,0,0.05,72,0,2018-09-28,6310000,울산광역시
천상정수장,울산광역시 울주군청,052-229-5631,울산광역시 울주군 범서읍 천상리 527-1,2018-06-04,울산광역시-상수도사업본부,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0,1,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0.012,0.003,0.005,0.004,0.0033,0.0018,0.0019,0,0.005,0,72,2.1,없음,없음,0,0,0,7.1,0.005,19.2,69,0,0,0.07,15,0,2018-09-28,6310000,울산광역시
회야,울산광역시 울주군청,052-229-5631,울산광역시 울주군 범서읍 천상리 527-1,2018-06-04,울산광역시-상수도사업본부,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0,1.1,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0.047,0.003,0.011,0.021,0.0012,0.0029,0.0017,0,0.004,0,116,2.2,없음,없음,0,0,0,7,0.003,51.8,172,0,0,0.06,81,0.02,2018-09-28,6310000,울산광역시
회야,울산광역시 울주군청,052-229-5631,울산광역시 울주군 범서읍 천상리 527-1,2017-04-03,울산광역시-상수도사업본부,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0,1.8,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,0.038,0.002,0.008,0.016,0,0.002,0,0,0.006,0,102,1.8,없음,없음,0,0,0,7,0,43.7,258,0,0,0.07,73,0,2018-09-28,6310000,울산광역시
천상 제2정수장,울산광역시 울주군청,052-229-5631,울산광역시 울주군 범서읍 천상리 527-1,2017-04-03,울산광역시-상수도사업본부,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0,0.8,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0.012,0.006,0.004,0.002,0.0015,0,0,0,0.001,0,45,1.6,없음,없음,0,0,0,7.1,0,13.9,72,0,0,0.07,9,0,2018-09-28,6310000,울산광역시
회야,울산광역시 울주군청,052-229-5631,울산광역시 울주군 범서읍 천상리 527-1,2017-03-02,울산광역시-상수도사업본부,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0,1.5,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0.031,0.005,0.006,0.012,0.0005,0.0019,0,0,0.008,0,93,1.8,없음,없음,0,0,0,7,0,34,191,0,0,0.07,56,0,2018-09-28,6310000,울산광역시
천상 제2정수장,울산광역시 울주군청,052-229-5631,울산광역시 울주군 범서읍 천상리 527-1,2017-03-02,울산광역시-상수도사업본부,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82,0.022,0.012,0.007,0.003,0.0013,0.0006,0,0,0.005,0,45,1.6,없음,없음,0,0,0,7.2,0,12.8,91,0,0,0.09,9,0,2018-09-28,6310000,울산광역시
천상 제1정수장,울산광역시 울주군청,052-229-5631,울산광역시 울주군 범서읍 천상리 527-1,2017-03-02,울산광역시-상수도사업본부,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,0.019,0.012,0.005,0.002,0.001,0.0006,0,0,0.006,0,47,1.6,없음,없음,0,0,0,7.2,0,13.7,60,0,0,0.09,9,0,2018-09-28,6310000,울산광역시
회야,울산광역시 울주군청,052-229-5631,울산광역시 울주군 범서읍 천상리 527-1,2017-02-01,울산광역시-상수도사업본부,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0,1.7,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0.04,0.005,0.012,0.017,0,0,0,0,0.012,0,84,1.6,없음,없음,0,0,0,6.9,0,31.4,201,0,0,0.05,49,0,2018-09-28,6310000,울산광역시
천상 제2정수장,울산광역시 울주군청,052-229-5631,울산광역시 울주군 범서읍 천상리 527-1,2017-02-01,울산광역시-상수도사업본부,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0.023,0.01,0.008,0.005,0,0,0,0,0.007,0,45,1.2,없음,없음,0,0,0,6.9,0,14.5,70,0,0,0.07,9,0,2018-09-28,6310000,울산광역시
천상 제1정수장,울산광역시 울주군청,052-229-5631,울산광역시 울주군 범서읍 천상리 527-1,2017-02-01,울산광역시-상수도사업본부,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0.02,0.009,0.007,0.004,0,0,0,0,0.009,0,47,1.4,없음,없음,0,0,0,6.9,0,14.3,96,0,0,0.08,9,0,2018-09-28,6310000,울산광역시
회야,울산광역시 울주군청,052-229-5631,울산광역시 울주군 범서읍 천상리 527-1,2017-01-02,울산광역시-상수도사업본부,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0,1.7,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0.042,0.006,0.012,0.017,0,0,0,0,0.009,0,77,1.4,없음,없음,0,0,0,7,0.003,29.3,183,0,0,0.05,46,0,2018-09-28,6310000,울산광역시
천상 제2정수장,울산광역시 울주군청,052-229-5631,울산광역시 울주군 범서읍 천상리 527-1,2017-01-02,울산광역시-상수도사업본부,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0,0.9,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,0.022,0.01,0.008,0.004,0,0,0,0,0.007,0,44,1.3,없음,없음,0,0,0,7.2,0,14.8,103,0,0,0.07,9,0,2018-09-28,6310000,울산광역시
천상 제1정수장,울산광역시 울주군청,052-229-5631,울산광역시 울주군 범서읍 천상리 527-1,2017-01-02,울산광역시-상수도사업본부,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0,1,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.022,0.01,0.008,0.004,0,0.0009,0,0,0.005,0,46,1.3,없음,없음,0,0,0,7.1,0,14.3,96,0,0,0.06,9,0,2018-09-28,6310000,울산광역시
회야,울산광역시 울주군청,052-229-5631,울산광역시 울주군 범서읍 천상리 527-1,2016-12-01,울산광역시-상수도사업본부,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0,1.6,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0.032,0.006,0.01,0.012,0.0012,0.0015,0,0,0.006,0,71,1.8,없음,없음,0,0,0,6.9,0.006,29.8,142,0,0,0.06,41,0,2018-09-28,6310000,울산광역시
천상 제2정수장,울산광역시 울주군청,052-229-5631,울산광역시 울주군 범서읍 천상리 527-1,2016-12-01,울산광역시-상수도사업본부,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0.017,0.007,0.006,0.004,0.0016,0.0008,0.0005,0,0.006,0,44,1.3,없음,없음,0,0,0,6.9,0.003,13.7,52,0,0,0.07,9,0,2018-09-28,6310000,울산광역시
천상 제1정수장,울산광역시 울주군청,052-229-5631,울산광역시 울주군 범서읍 천상리 527-1,2016-12-01,울산광역시-상수도사업본부,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0,0.9,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57,0.017,0.007,0.006,0.004,0.0018,0.0008,0.0006,0,0.007,0,44,1.4,없음,없음,0,0,0,7,0,12.6,62,0,0,0.06,9,0,2018-09-28,6310000,울산광역시
가평통합정수장,가평군청,031-580-4425,,2019-08-01,코티티시험연구원,,0,불검출,,,0,0,0,0,0,0,0,0,0.7,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.036,0.028,0.006,,0.0049,0.0006,0.002,0,0.029,0,,1.6,없음,없음,0.017,1,0,6.9,0.006,12.1,89,0,0,0.14,4,0,2019-08-01,4160000,경기도 가평군
미탄정수장,평창군 상하수도사업소,033-330-2444,,2019-08-13,워터스생활환경연구소,,0,불검출,,,0,0,0,0,0,0,0,0,0.9,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,0.034,0.028,0.006,,,,,,,,,0.9,없음,없음,0,1,0,7.3,0,3.6,41,0,0,0.19,2,0,2019-09-19,4280000,강원도 평창군
"평창,대화통합정수장",평창군 상하수도사업소,033-330-2444,,2019-08-13,워터스생활환경연구소,,0,불검출,,,0,0,0,0,0,0,0,0,2.4,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0.024,0.017,0.007,,,,,,,,,0.3,없음,없음,0,1,0,7.6,0,13,183,0,0,0.1,12,0,2019-09-19,4280000,강원도 평창군
용화정수장,충청남도 아산시,041-536-8577,충청남도 아산시 외암로 1505,2019-04-09,㈜우솔환경연구원,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0,1.2,0,0.01,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,1.43,0.077,0.061,0.012,0.004,0.0124,0.0062,0.007,0,0.055,0,71,3.8,없음,없음,0,1,0,7.6,0.003,32.2,153,0,0,0.26,14,0,2019-06-07,4520000,충청남도 아산시
천상정수장,울산광역시 울주군청,052-229-5631,울산광역시 울주군 범서읍 천상리 527-1,2018-07-02,울산광역시-상수도사업본부,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0,0.9,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0.017,0.005,0.007,0.005,0.0025,0.0021,0.0016,0,0.007,0,71,2,없음,없음,0,0,0,7.1,0,19.7,142,0,0,0.07,15,0,2018-09-28,6310000,울산광역시
회야,울산광역시 울주군청,052-229-5631,울산광역시 울주군 범서읍 천상리 527-1,2018-07-02,울산광역시-상수도사업본부,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0,1.2,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.036,0.001,0.013,0.014,0.0013,0.0045,0.0014,0,0.013,0,131,2.4,없음,없음,0,0,0,6.8,0.002,60,250,0,0,0.07,83,0,2018-09-28,6310000,울산광역시
