치매센터명,치매센터유형,소재지도로명주소,소재지지번주소,위도,경도,설립년월,건축물면적,부대시설정보,의사인원수,간호사인원수,사회복지사인원수,기타인원현황,운영기관명,운영기관대표자명,운영기관전화번호,운영위탁일자,주요치매관리프로그램소개,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
충청북도광역치매센터,광역치매센터,충청북도 청주시 서원구 1순환로 767(개신동) 지오빌딩 3층,충청북도 청주시 서원구 개신동 50-5,36.6254492,127.4638297,2020-12,333.2,"사무실(2),회의실(1),교육실(1),세미나실(1),비품보관실(1)",1,1,5,작업치료사(2),충북대병원,김시경,043-269-6891,2019-12-27,"치매인력전문화교육, 치매극복의날기념식, 치매극복걷기대회, 치매파트너운영, 치매특화사업개발, 치매연구조사 등",043-220-3192,충청북도청(보건정책과),2020-07-02,5710000,충청북도 청주시
충청북도 청주시 상당구 치매안심센터,치매안심센터,충청북도 청주시 상당구 남일면 단재로 480,충청북도 청주시 상당구 남일면 효촌리 92-2,36.58807606,127.5047678,2020-12,992.92,"사무실(1), 상담실(2), 검진실(1), 쉼터(1), 가족카페(1), 휴게실(1), 사랑방(1), 샤워실(1), 대회의실(1), 소회의실(1), 기타",0,6,2,"작업치료사(4), 임상심리사(2), 행정(1)",청주시 상당보건소,김혜련,043-201-3100,,"치매조기검진, 치매치료관리비 및 검진비 지원, 치매예방교육,인지강화교실, 치매안심마을운영, 치매환자맞춤형 사례관리,치매공공후견인, 치매환자쉼터 및 가족지원사업,치매파트너 운영, 돌봄재활사업 등",043-201-4306,청주시 상당보건소,2020-07-02,5710000,충청북도 청주시
함안군 치매안심센터,치매안심센터,경상남도 함안군 군북면 함마대로 768-3,경상남도 함안군 군북면 중암리 106,35.2639061,128.3428857,2018-05,515.13,사무실(1)쉼터(1)상담실(1)검진실(1)가족카페(1),1,10,1,2,경상남도 함안군,강경희,055-580-3202,,치매예방교육조기검진사업치매환자 등록관리치매치료관리비 지원인지재활프로그램치매환자가족교육,055-580-3202,함안군보건소,2020-07-07,5400000,경상남도 함안군
강북구치매지원센터,치매안심센터,서울특별시 강북구 삼양로19길 154 삼각산분소 2층,서울특별시 강북구 미아동 1353-8,37.6169493651,127.0156528,2009-08,1604,"사무실,프로그램실,검진실,강당,주차장 등",1,7,3,3,강북구치매지원센터,박건우,02-991-9830,2009-07-28,"조기검진, 쉼터, 가족지원, 인식개선 등치매검진, 치매치료비, 조호물품, 배회인식표, 가족모임, 인지건강센터, 기억친구 등",02-901-7755,강북구보건소 지역보건과,2019-05-16,3080000,서울특별시 강북구
의성군치매안심센터,치매안심센터,경상북도 의성군 의성읍 구봉길 228,경상북도 의성군 의성읍 도서리 104-1,36.3457103532,128.6975450205,2020-04,228.99,사무실(1)+진단실(1)+상담실(2)+프로그램실(1)+교육실(1)+치매카페(1),3,13,3,운전직(1)+작업치료사(1),경상북도 의성군보건소,신복련,054-830-6699,,"무료치매검사, 치매극복의날기념행사, 인식개선홍보,가족지지프로그램운영,1:1맞춤형사례관리치매 홍보서포터즈 운영,치매보듬마을운영,우리마을예쁜치매쉼터운영 등",054-830-0660,경상북도 의성군청,2020-06-30,5150000,경상북도 의성군
치매안심센터,치매안심센터,대구광역시 수성구 수성로 213,,35.84463884,128.6122124,2019-01,998,,0,15,3,5,수성구보건소,여수환,053-666-3181,,"치매조기검진, 치매환자 및 가족 프로그램운영, 인식개선활동 및 홍보 등",053-666-3156,대구광역시 수성구보건소,2020-07-14,3460000,대구광역시 수성구
광산구치매안심센터,치매안심센터,광주광역시 광산구 용아로379번길 77(산정동) 치매안심센터 1층,광주광역시 광산구 산정동 1033,35.176248,126.800243,2019-12,520.44,"사무실, 프로그램실, 상담실",0,11,2,6,광주광역시 광산구 보건소,김옥현,062-960-6930,,"치매조기검진, 치매인지프로그램, 치매환자가족 자조모임, 치매인식개선 홍보 등 치매통합서비스 제공",062-960-6930,광주광역시 광산구 보건소,2020-06-30,3630000,광주광역시 광산구
화순군치매안심센터,치매안심센터,전라남도 화순군 화순읍 충의로 40,전라남도 화순군 화순읍 삼천리 701,35.055391,126.982021,2019-03,661.24,사무실(1)+상담실(2)+프로그램실(1)+쉼터(1),1,7,2,1(작업치료사),화순군보건소,보건소장(김인아),061-379-5317,,"치매선별검사, 치매예방프로그램, 치매인지재활프로그램, 치매가족 지원, 치매치료관리비 지원 등",061-379-5315,화순군보건소,2020-07-10,4900000,전라남도 화순군
부평구치매안심센터,치매안심센터,인천광역시 부평구 부흥로291 보건소4층,인천광역시 부평구 부평4동 442-1,37.498858,126.724244,2010-10,207,사무실(1)+프로그램실(1)+상담실(2),1,32,1,3,인천광역시 부평구보건소,박영애,032-505-5940,,"치매조기선별검진,진단검사,인지건강프로그램운영등",032-505-5940,인천광역시 부평구보건소,2020-07-14,3540000,인천광역시 부평구
해남군 치매안심센터,치매안심센터,전라남도 해남군 해남읍 해남로 46,,34.5704605088,126.6120436243,2019-12,,,1,8,3,,없음,문어준,061-531-3787,,"치매조기검진, 사례관리, 치매환자 쉼터 및 가족지원, 치매예방 등 프로그램",,해남군,2020-07-14,4930000,전라남도 해남군
영광군치매안심센터,치매안심센터,전라남도 영광군 영광읍 신남로4길 17,전라남도 영광군 영광읍 남천리 326,35.274681,126.504163,2019-03,298,안내실(1)+상담실(2)+쉼터(1)+가족모임터(1)+작업치료실(1)+회의실(1)+사무실(1)+진료실(2)+교육실(1)+프로그램실(1),0,5,3,3,영광군보건소,윤정희,061-350-4691,,"치매예방교실, 인지강화교실, 쉼터운영,  치매환자가족모임및 지원등",061-350-5552,영광군,2020-06-25,4970000,전라남도 영광군
치매안심센터,치매안심센터,부산광역시 중구 흑교로48,,35.103844,129.025465,2020-06,205.2,,1,2,2,1,부산광역시 중구보건소,차대헌,051-600-4682,2017-12-06,"치매초기상담, 조기검진, 1:1 사례관리, 치매치료비지원 등",051-600-4682,부산광역시 중구보건소,2020-07-10,3250000,부산광역시 중구
양양군 치매안심센터,치매안심센터,강원도 양양군 양양읍 양양로 9-5,강원도 양양군 양양읍 연창리 203-5,38.077694,128.627381,2019-08,309,,1,7,1,2,양양군 보건소,이난성,033-670-2937,,치매환자 등록관리/인지재활 프로그램/쉼터 프로그램,033-670-2937,양양군 보건소,2019-08-22,4350000,강원도 양양군
연천군치매안심센터,치매안심센터,경기도 연천군 전곡읍 은대성로 95,경기도 연천군 전곡읍 은대리 577-36,38.02353445,127.0609628,2018-07,450,사무실(1)+프로그램실(1)+검사실(2)+상담실(1)+쉼터(1)+창고(1)+다용도실(1)+가족카페(1),0,1,2,4,연천군보건의료원,최병용,031-839-4165,,"치매교육, 치매조기검진, 치매치료비지원 등",031-839-4161,경기도 연천군 보건의료원,2020-06-23,4140000,경기도 연천군
태백시치매안심센터,치매안심센터,강원도 태백시 태백로 905,강원도 태백시 황지동 20-8,37.176676,128.9924305,2017-12,,"사무실, 검진실, 상담실, 가족카페, 환자쉼터, 프로그램운영실등",0,3,3,1,태백시보건소,김미영,033-550-3042,2017-12-27,"환자쉼터,치매환자가족지지모임치매조기검진(선별,진단,감별검사)치매환자등록관리, 맞춤형사례관리지원서비스(치료관리비, 조호물품제공)치매예방교실, 이동검진 및 교육치매파트너 양성 및 플러스 활동실종예방지원서비스(인식표,배회감지기,지문사진등록사업) 등",033-552-4000,태백시보건소,2020-07-10,4220000,강원도 태백시
광주광역시북구치매안심센터,치매안심센터,광주광역시 북구 북문대로 234(동림동),광주광역시 북구 동림동 1156-3,35.18696192,126.8668762,2001-12,,,1,12,1,작업치료사(1),광주광역시 북구 보건소,김은숙,062-410-6598,,"무료치매검사,치매치료비지원,인식표배부 등",062-410-8124,광주광역시 북구 보건소,2020-06-30,3620000,광주광역시 북구
함평군보건소,치매안심센터,전라남도 함평군 함평읍 중앙길 54-8,전라남도 함평군 함평읍 기각리 253,35.061896,126.524248,2018-11,382,"사무실(1), 검진실(2), 상담실(1), 가족카페(1), 프로그램실(2)",0,9,1,2,함평군보건소,정명희,061-320-2390,,"치매조기검진, 치매예방교실, 인지향상프로그램,  치매치료관리비지원, 치매환자등록관리, 실종예방사업 등",061-320-2518,함평군보건소,2020-07-13,4960000,전라남도 함평군
미추홀돌봄의집,치매안심센터,인천광역시 미추홀구 경인로51번길 21,인천광역시 미추홀구 숭의동 129-34,37.4654740417,126.6479608146,2000-01,361.16,-,0,3,1,4,인하대학교산학협력단,전한용,032-883-0310,2017-01-01,"회상요법, 미술치료, 음악치료 등 인지재활 프로그램",032-880-5460,인천미추홀구보건소,2020-07-09,3510500,인천광역시 미추홀구
미추홀구치매안심센터,치매안심센터,"인천광역시 미추홀구 한나루로 604 롯데월드타워 9층 8호, 16층 1호",인천광역시 미추홀구 도화동 429-1,37.459878,126.672921,2010-02,271.89,-,3,23,4,7,미추홀구보건소,김인수,032-876-4310,,"치매조기검진, 치매치료관리비지원, 인지재활프로그램 운영, 치매가족교육, 치매관련교육, 조호물품 제공 등",032-880-5460,인천미추홀구보건소,2020-07-09,3510500,인천광역시 미추홀구
오산시치매안심센터,치매안심센터,경기도 오산시 경기동로59,경기도 오산시 오산동 25,37.159323,127.0778335,2018-07,320,사무실(1)+로비(1)+상담검진실(1)+쉼터(1)+프로그램실(1)+가족카페(1),1,8,1,임상심리사(1)+작업치료사(2),오산시보건소,공석,031-8036-6251,,"치매환자 등록관리, 치매조기검사, 치매극복의날 기념행사, 치매예방프로그램, 인지재활프로그램, 가족헤아림교실, 치매안심마을운영 등",031-8036-8036,오산시청,2020-07-06,4000000,경기도 오산시
성북구치매안심센터,치매안심센터,"서울특별시 성북구 화랑로63,성북구보건소 5층","서울특별시 성북구 하월곡동 46-1,호 성북구보건소 5층",37.6027096736,127.0395315349,2007-06,,"사무실1, 휴게실1, 가족카페1, 프로그램실4, 검진실5, 회의실1",1,13,2,6,건국대학교병원,유승호,02-918-2223,2020-01-01,"등록관리, 선별, 정밀검진, 치료비지원, 원인확진검사비 지원, 예방 및 재활 프로그램",02-2241-6137,성북구보건소 건강관리과,2020-07-09,3070000,서울특별시 성북구
창녕군 치매안심센터,치매안심센터,경상남도 창녕군 창녕읍 우포2로 1189-35,경상남도 창녕군 창녕읍 교리 996-1,35.543618,128.4900550844,2018-07,524.97,,1,8,2,4,창녕군보건소,이성옥,055-530-6243,,치매환자 등록 및 관리/ 치매조기검진 / 치매예방교육 및 인식개선/ 치매가족교육 및 자조모임/쉼터프로그램운영,055-530-6210,경상남도 창녕군보건소,2020-07-09,5410000,경상남도 창녕군
옹진군치매안심센터,치매안심센터,인천광역시 옹진군 백령면 백령로 833번길 26-29,인천광역시 옹진군 백령면 북포리 522-6,37.95793845,124.6647433,2019-06,226.11,"프로그램실, 가족카페 등",0,1,2,8,옹진군보건소,이현승,032-899-3672,,"쉼터, 치매예방, 인지강화교실",032-899-3672,옹진군보건소,2020-07-06,3580000,인천광역시 옹진군
중원구보건소 치매안심센터,치매안심센터,경기도 성남시 중원구 금상로 137(상대원동),경기도 성남시 중원구 상대원동 269-10,37.4421570628,127.1705794840,2017-12,1589.2,사무실(3)+회의실(1)+교육실(2)+쉼터(1)+프로그램실(3),1,4,7,임상심리사(1)+작업치료사(6)+물리치료사(1)+사무(1),(의)롯데의료재단 보바스기념병원,이봉철,031-739-3045,2020-01-01,"상담및 등록관리사업, 치매조기검진 및 예방관리사업등",031-729-3694,경기도 성남시 중원구 보건소,2020-06-01,3780000,경기도 성남시
김해시치매안심센터,치매안심센터,경상남도 김해시 주촌면 주선로 29-1,경상남도 김해시 주촌면 선지리 635-1,35.23477887,128.845756,2018-03,1982.94,"사무실, 상담실, 쉼터 등",5,14,6,6,김해시 보건소,이종학,055-330-2631,,인지재활프로그램,055-330-2631,경상남도 김해시청,2020-06-30,5350000,경상남도 김해시
학익돌봄의집,치매안심센터,인천광역시 미추홀구 재넘이길61번길 55,인천광역시 미추홀구 학익동 306-372,37.4456600469,126.663109,2006-09,364.12,-,0,3,1,4,인하대학교산학협력단,전한용,032-876-0310,2017-01-01,"회상요법, 미술치료, 음악치료 등 인지재활 프로그램",032-880-5460,인천미추홀구보건소,2020-07-09,3510500,인천광역시 미추홀구
남양주보건소 치매안심센터,치매안심센터,경기도 남양주시 와부읍 덕소로71번길 5,경기도 남양주시 와부읍 덕소리 458-3,37.58794943,127.211114,2020-03,1042,상담실(1)+검진실(3)+쉼터(1)+가족카페(1)+프로그램실(2)+센터장실(1)+사무실(2)+대회의실(1),1,10,2,작업치료사(2)+임상심리사(1),남양주보건소 치매안심센터,정태식,031-590-8700,,"치매조기검진,치매환자쉼터,치매가족지원,치매예방관리,치매인식개선",031-590-4052,경기도 남양주시청,2020-06-23,3990000,경기도 남양주시
보건소치매센타,치매안심센터,경상남도 남해군 남해읍 선소로 6,,34.84475014,127.8987863,2018-04,31.39,보건소 치매예방팀,1,12,1,3,남해군 보건소,최영곤,055-860-8694,,치매환자 쉼터 운영 및 치매조기검진,055-860-8694,남해군 보건소,2020-06-22,5430000,경상남도 남해군
통영시 치매센터,치매안심센터,경상남도 통영시 안개4길 102(무전동),경상남도 통영시 무전동 401-1,34.85979047,128.4323385,2019-12,310.77,사무실,0,7,1,6,경상남도 통영시,강석주,055-650-6092,,"조기치매검진, 치매환자상담및등록관리, 고위험군집중검진및등록관리, 파트너선도단체양성, 인식개선및홍보, 사례관리운영, 인지강화교실운영, 쉼터운영, 기족교실운영, 치매환자실종예방, 관리비지원, 정밀진단비지원",055-650-6092,경상남도 통영시,2020-06-22,5330000,경상남도 통영시
수정구보건소 치매안심센터,치매안심센터,경기도 성남시 수정구 수정로 218,경기도 성남시 수정구 신흥동 3435번지,37.4443116,127.1440597,2017-12,47,"사무실(1),프로그램실(3), 상담실(2), 검진실(1), 교육상담실, 가족카페, 정원등",1,13,2,작업치료사 3,수정구보건소,김은미,031-729-8660,,"상담및 등록관리, 치매조기검진, 치매예방관리, 치매환자쉼터 운영, 치매지원서비스, 치매가족및 보호자 지원사업, 치매인식개선및 교육홍보, 치매안심마을 운영, 치매공공후견사업",031-729-8652,경기도 성남시 수정구 보건소,2020-06-01,3780000,경기도 성남시
진안군 치매안심센터,치매안심센터,전라북도 진안군 진안읍 진무로 1189,전라북도 진안군 진안읍 군상리 90-15,35.797354,127.4347760629,2018-10,358,"사무실(1),교육실(1)검진실(1),쉼터(1)상담실(1)가족카페(1)",0,7,3,5,진안군보건소,이임옥,063-430-8528,,"치매조기검진, 진단검사,감별검사인지재할프로그램, 치매예방홍보및 교육",063-430-8588,진안군 보건소,2020-06-02,4730000,전라북도 진안군
서울틀별시 성동구 치매안심센터,치매안심센터,서울특별시 성동구 왕십리로5길 3 (성수1가제2동 공공복합청사 5층),서울특별시 성동구 성수동1가 685-580,37.5464030037,127.044380,2007-07,558.09,인지건강센터,1,10,4,4,서울특별시 서울의료원,허재혁,02-499-8071,2017-01-01,"치매검진, 치매예방등록관리, 지역사회자원 강화",02-2286-7128,성동구보건소,2020-06-08,3030000,서울특별시 성동구
포항시남구치매안심센터,치매안심센터,경상북도 포항시 남구 동해안로 6119,경상북도 포항시 남구 인덕동 161-1,35.9924406,129.396223,2018-01,,"인지검사실,치매가족카페,사무실,프로그램실,상담실",2,6,8,3,포항시남구보건소,고원수,054-270-4004,,"1. 우리마을 예쁜치매쉼터 운영 - 대상 : 65이상노인  - 내용 : 미술,음악,운동,회상,창작공예 등 인지강화 프로그램 2. 치매환자쉼터 - 대상 : 치매환자 - 내용 : 인지재활,인지자극,정서지원프로그램 3. 인지강화교실운영  - 대상 : 인지저하자 및 경도인지장애  - 내용 : 인지강화프로그램,인지훈련프로그램(미술,회상,음악,운동,창작공예 등), 4. 치매가족교실  운영  - 대상 : 치매가족  - 내용 : 치매알기,돌보는지혜,알자정보 등",054-270-4004,포항시남구보건소,2020-06-09,5020000,경상북도 포항시
포항시북구치매안심센터,치매안심센터,경상북도 포항시 북구 삼흥로 95(장성동),경상북도 포항시 북구 장성동 1363,36.0706224932,129.37899718,2018-01,,"상담실, 프로그램실, 치매카페, 사무실",1,11,5,5,포항시북구보건소,박혜경,054-270-4114,,"치매조기검진및상담, 치매예방프로그램운영, 치매환자단기쉼터운영, 치매환자등록 지원사업, 치매인식개선교육홍보사업",054-270-4114,포항시북구보건소,2020-06-09,5020000,경상북도 포항시
덕양구보건소치매안심센터,치매안심센터,"경기도 고양시 덕양구 마상로 126번길73, 2층",,37.65709157,126.8343062,2018-07,,,0,12,2,10,덕양구보건소,김안현,031-8075-4800,,"○ 치매선별검사 및 진단검사 실시○ 치매환자등록, 조호물품,치매치료관리비 지원○ 경증치매환자 쉼터 운영○ 치매예방프로그램 운영○ 치매안심마을 운영○ 치매인식개선사업○ 치매환자실종예방사업",031-8075-4800,덕양구보건소 치매안심센터,2020-05-15,3940000,경기도 고양시
일산동구보건소치매안심센터,치매안심센터,"경기도 고양시 일산동구 중앙로 1228, 1층",,37.65597924,126.7761500140,2018-04,,,1,7,1,3,일산동구보건소,고병규,031-8075-4850,,"○ 치매선별검사 및 진단검사 실시○ 치매환자등록, 조호물품,치매치료관리비 지원○ 경증치매환자 쉼터 운영○ 치매예방프로그램 운영○ 치매안심마을 운영○ 치매인식개선사업○ 치매환자실종예방사업",031-8075-4850,일산동구보건소 치매안심센터,2020-05-15,3940000,경기도 고양시
일산서구보건소치매안심센터,치매안심센터,"경기도 고양시 일산서구 고양대로 688, 3~4층",,37.68363562,126.772353,2018-05,,,0,7,2,7,일산서구보건소,박순자,031-8075-4871,,"○ 치매선별검사 및 진단검사 실시○ 치매환자등록, 조호물품,치매치료관리비 지원○ 경증치매환자 쉼터 운영○ 치매예방프로그램 운영○ 치매안심마을 운영○ 치매인식개선사업○ 치매환자실종예방사업",031-8075-4871,일산서구보건소,2020-05-15,3940000,경기도 고양시
청양군치매안심센터,치매안심센터,충청남도 청양군 청양읍 칠갑산로 7길 54,충청남도 청양군 청양읍 읍내리 261-1,36.4550197789,126.8049308,2017-12,381.86,"검진실, 사무실, 프로그램실",1,6,2,2,청양군보건의료원,김상경,041-940-4500,,"치매환자쉼터, 인지재활프로그램, 치매가족교실, 치매자조모임, 치매예방교실",041-940-4551,청양군보건의료원,2020-05-27,4590000,충청남도 청양군
대구광역시 달서구치매안심센터,치매안심센터,대구광역시 달서구 와룡로 106,대구광역시 달서구 본리동 64-1,35.8421131530,128.5373610696,2019-05,534,사무실(1)+상담실(3)+쉼터(1)+프로그램실(1)+진단검사실(1),1,11,5,작업치료사(4) + 기타(3),달서구보건소 (직영),박혜숙,053-667-5630,,"치매예방교실운영, 치매인지강화교실운영, 치매쉼터(인지재활교실)운영, 가족지원프로그램운영 및 자조모임운영, 치매극복의 날 기념행사 등",053-667-5780,대구광역시 달서구보건소,2020-06-02,3470000,대구광역시 달서구
속초시치매안심센터,치매안심센터,강원도 속초시 수복로 36,강원도 속초시 교동 960,38.196194,128.5759526779,2018-12,333,사무실(1)+조기검진실(2)+교육실(1)+카페(1)+쉼터(1)+로비(1),1,8,1,2(센터장 포함),속초시보건소,이종필,033-639-2926,2018-12-27,"치매조기검진, 어울림 쉼터 인지재활 프로그램, 가정방문 인지강화 프로그램, 경로당 치매예방 프로그램, 치매가족  헤아림 프로그램,치매가족 헤아림 교육, 자조모임 사랑회 운영, 치매치료관리비 지원",033-639-2926,속초시보건소,2020-05-28,4230000,강원도 속초시
시흥시 치매안심센터(연성센터),치매안심센터,경기도 시흥시 장현천1길 32,경기도 시흥시 하중동 798-5,37.3841321825,126.8021091308,2020-01,348.25,사무실(1)+회의실(1)+교육실(1)+ 검진및상담실(3)+환자쉼터(1)+가족카페(1),1,4,2,작업치료사(2)+송영및쉼터보조인력(1),시흥시보건소,박명희,031-310-6825,,치매조기검진/치매의료비 및 검진비 지원/ 치매예방교육/ 치매환자쉼터 및 가족지원사업 등,031-310-5858,경기도 시흥시청,2020-06-01,4010000,경기도 시흥시
시흥시 치매안심센터(정왕센터),치매안심센터,경기도 시흥시 정왕대로233번길 19,경기도 시흥시 정왕동 1799-5,37.3467206872,126.7401529148,2018-11,538.68,사무실(1)+회의실(1)+교육실(2)+검진및상담실(4)+환자쉼터(1)+가족카페(1),2,4,0,작업치료사(2)+임상심리사(1)+송영및쉼터보조인력(1),시흥시보건소,박명희,031-310-5930,,치매조기검진/치매의료비 및 검진비 지원/ 치매예방교육/ 치매환자쉼터 및 가족지원사업 등,031-310-5858,경기도 시흥시청,2020-06-01,4010000,경기도 시흥시
대구북구치매안심센터,치매안심센터,"대구광역시 북구 성북로49, 5층",대구광역시 북구 침산동 521-2,35.8918696,128.5888979721,2017-09,489.55,"검진실, 로비, 사무실, 교육실, 기억쉼터, 어르신운동실,탕비실",3,10,4,12,대구북구보건소,이영희,053-665-4257,,"치매조기검진, 치매치료관리비지원, 조호물품 제공, 치매예방프로그램, 가족지원 등",053-665-3224,대구북구보건소,2020-06-10,3450000,대구광역시 북구
금정구 치매안심센터,치매안심센터,부산광역시 금정구 중앙대로 1777(부곡동),부산광역시 금정구 부곡동 78,35.2420536771,129.0924545622,2018-06,559.62,,0,9,3,3,부산광역시 금정구보건소,정연희,051-519-5678,,"치매조기검진, 치매예방프로그램, 치매환자 지원, 치매 인식 개선사업 등",051-519-5678,부산광역시 금정구보건소,2020-06-15,3350000,부산광역시 금정구
강서구치매안심센터,치매안심센터,서울특별시 강서구 화곡로 371 경향교회선교관 3층,"서울특별시 강서구 화곡로 371, 경향교회선교관 3층",37.556963,126.852184,2009-09,630,,1,11,6,운동처방사(2)+작업치료사(5),학교법인 이화학당,정지향,02-3663-0943,2020-01-01,"무료치매검진 및 진단, 치매예방교육, 치매예방인지재활프로그램, 치매가족지지 프로그램 등",02-2600-5877,서울특별시 강서구청,2020-03-10,3150000,서울특별시 강서구
강남구치매지원센터,치매안심센터,서울특별시 강남구 선릉로108길 27,서울특별시 강남구 삼성동 113-26,37.5103116999,127.0463776454,2009-12,903.24,사무실(1)+강당(1)+다목적홀(1)+진료실(1)+인지검사실(2)+회의실(1)+상담실(1)+창고(1)+세탁실(1)+프로그램실(4)+화장실(5),2,7,4,7,삼성서울병원,권오정,02-3410-2114,2020-01-01,"치매조기선별검진 및 정밀검진, 인지건강프로그램 및 쉼터 운영 등",02-3423-7123,"서울특별시청, 강남구보건소",2020-03-02,3220000,서울특별시 강남구
서울특별시 구로구 치매안심센터,치매안심센터,"서울특별시 구로구 디지털로 243, 2층 (지-하이시티 빌딩)",서울특별시 구로구 구로동 237,37.48199097,126.892351,2009-07,530.25,"검진실, 가족쉼터 및 카페, 프로그램실 등",1,11,3,6,고려대학교 구로병원,윤현철,02-2626-2261,2018-05-01,정상 고위험 치매 프로그램 및 인지프로그램 운영 등,02-860-3273,서울특별시 구로구 보건소,2020-02-20,3160000,서울특별시 구로구
용산구치매안심센터,치매안심센터,서울특별시 용산구 녹사평대로 150,,37.5324394,126.9904783,2009-10,574.82,사무실(1)+교육실(1)+프로그램실(3)+신체계측실(1)+검진실(3)+진료실(1)+센터장실(1)+가족카페(1)+기억키움학교(1),1,9,5,작업치료사(3)+음악치료사(1),순천향대학교 서울병원,김성구,02-790-1541,2009-10-19,"조기검진사업, 치매환자등록관리사업, 치매환자쉼터 운영사업, 가족모임운영, 교육 및 인지프로그램운영, 치매예방관리사업, 홍보사업, 치매파트너 양성, 지역자원강화사업 등",02-2199-8082,용산구보건소,2020-02-17,3020000,서울특별시 용산구
서울특별시송파구치매안심센터,치매안심센터,서울특별시 송파구 충민로 184,서울특별시 송파구 장지동 850-2,37.48578411,127.1341622,2008-03,682,사무실(1)+검진실(3)+프로그램실(4)+가족소모임실(1)+치매가족카페(1),0,11,4,작업치료사(3)+임상심리사(1),송파구보건소,김인국,02-2147-5050,,"치매조기검진, 치매인식개선 및 등록관리사업, 쉼터 및 인지건강프로그램 운영 등",02-2147-2356,서울특별시 송파구청,2020-02-18,3230000,서울특별시 송파구
이천시 치매안심센터,치매안심센터,경기도 이천시 증신로153번길 13,경기도 이천시 증포동 152-2,37.2889554,127.4523668,2018-11,324.4,"사무실(2), 상담실(1)검사실(1)진단실(1)프로그램실(2)대기실(1),휴게실(1)",2,4,1,4,이천시 보건소,김옥분,031-644-4007,,치매조기검진사업+치매치료관리비지원사업+치매쉼터프로그램운영+치매환자가족(헤아림) 교육 및 자조모임운영+치매예방 홍보ㆍ교육 및 캠페인+치매파트너 모집+치매관련 정보제공+치매환자 배회인식표 제공+자원연계,031-644-4007,치매조기검진사업+치매치료관리비지원사업+치매쉼터프로그램운영+치매환자가족(헤아림) 교육 및 자조모임운영+치매예방 홍보ㆍ교육 및 캠페인+치매파트너 모집+치매관련 정보제공+치매환자 배회인식표 제공+자원연계,2020-01-31,4070000,경기도 이천시
남부치매안심센터,치매안심센터,,경기도 이천시 장호원읍 장호원리 371-1,37.116256,127.6019549,2019-12,375.41,"사무실(1), 상담실(1)검사실(1)진단실(1)프로그램실(1)대기실(1),휴게실(1)",0,2,1,1,이천시 보건소,김옥분,031-645-3460,,치매조기검진사업+치매치료관리비지원사업+치매쉼터프로그램운영+치매환자가족(헤아림) 교육 및 자조모임운영+치매예방 홍보ㆍ교육 및 캠페인+치매파트너 모집+치매관련 정보제공+치매환자 배회인식표 제공+자원연계,031-645-3460,치매조기검진사업+치매치료관리비지원사업+치매쉼터프로그램운영+치매환자가족(헤아림) 교육 및 자조모임운영+치매예방 홍보ㆍ교육 및 캠페인+치매파트너 모집+치매관련 정보제공+치매환자 배회인식표 제공+자원연계,2020-01-31,4070000,경기도 이천시
동두천시치매안심센터,치매안심센터,경기도 동두천시 중앙로 167,경기도 동두천시 생연동 714-10,37.89661147,127.051717,2019-12,710,사무실(1)+교육실(1)+치매환자쉼터(1)+상담실(2)+가족카페(1),2,5,3,작업치료사(1)+행정(1),동두천시 보건소,이승찬,031-860-3395,,"치매조기검사(선별검사,진단검사,감별검사),치매예방교육,인지강화프로그램, 치매환자및가족지원프로그램 등",031-860-3395,동두천시청 보건소,2019-12-01,3920000,경기도 동두천시
무주군치매안심센터,치매안심센터,전라북도 무주군 무주읍 한풍루로413,전라북도 무주군 무주읍 당산리701,36.005882,127.6716990708,2024-07,309,"사무실,프로그램실등",1,10,7,2,보건의료원,조수현,063-320-8601,,"치매예방, 인지강화, 인지재활",,보건의료원,2019-04-05,4740000,전라북도 무주군
구리시 치매안심센터,치매안심센터,"경기도 구리시 건원대로 34번길 84, 구리시보건소 4층",경기도 구리시 인창동 674-3,37.604764,127.145057,2019-03,330,,1,8,0,5,구리시보건소,최애경,031-550-8613,,"치매쉼터 운영, 치매조기검진, 치매조기검진, 인지재활프로그램 운영, 가족카페 운영",031-550-8627,구리시청,2019-11-28,3980000,경기도 구리시
부산광역시 수영구 치매안심센터,치매안심센터,부산광역시 수영구 수영로 637-5(광안동),부산광역시 수영구 광안동 661-1,35.16247327,129.1134875,2018-12,565.18,,0,6,4,4,부산광역시 수영구보건소,이영숙,051-752-4000,,"치매조기검진, 치매예방프로그램, 치매환자 지원사업, 치매 인식개선 홍보 캠페인 등",051-752-4000,부산광역시 수영구보건소,2019-11-18,3380000,부산광역시 수영구
