체험마을명,시도명,시군구명,체험프로그램구분,체험프로그램명,보유시설정보,체험휴양마을면적,체험휴양마을사진,소재지도로명주소,대표자성명,대표전화번호,지정일자,홈페이지주소,관리기관명,위도,경도,데이터기준일자,제공기관코드,제공기관명
별천지마을,경상남도,함안군,만들기체험,"곶감만들기,감말랭이",,,,경상남도 함안군 여항면 주동2길 136,조방제,055-585-1727,2011-02-01,http://www.별천지마을.kr,함안군청,35.1827106469,128.4239554171,2019-12-23,B552149,한국농어촌공사
무릉동천체험휴양마을,경상남도,함안군,농작물경작체험,농산물 수확 체험,,,,경상남도 함안군 칠서면 무릉길 67,주영진,055-586-8899,2019-07-01,-,함안군청,35.3236255753,128.5153847176,2019-12-23,B552149,한국농어촌공사
나무골마을,경상남도,함안군,농작물경작체험,감따기 체험,,,,경상남도 함안군 여항면 주서3길 216,김승환,055-583-5450,2016-12-01,-,함안군청,35.1924688998,128.4181707130,2019-12-23,B552149,한국농어촌공사
청미래마을(수암),경상남도,의령군,농작물경작체험,감자수확,,,,경상남도 의령군 의령읍 수암로2길 1-4,주인석,055-573-7400,2011-02-01,http://www.chungmirae.net/,의령군청,35.3085403335,128.2396599348,2019-12-23,B552149,한국농어촌공사
자굴산권역,경상남도,의령군,건강,건강테마(찜질체험),,,,경상남도 의령군 칠곡면 칠곡로5길 3-1,이규용,055-574-1199,2012-06-01,http://www.jagulsan.org,의령군청,35.3392159677,128.1967171710,2019-12-23,B552149,한국농어촌공사
신전권역,경상남도,의령군,만들기체험,망개떡만들기,,,,경상남도 의령군 대의면 모의로 662-24,강찬구,055-574-1109,2016-05-01,http://1000ha.kr.,의령군청,35.3816790151,128.1758844641,2019-12-23,B552149,한국농어촌공사
늘품마을(막곡),경상남도,의령군,농작물경작체험,농사체험,,,,경상남도 의령군 부림면 막곡2길 72-1,이헌두,000-000-0000,2011-01-01,-,의령군청,35.4516230080,128.3291763759,2019-12-23,B552149,한국농어촌공사
나루마을,경상남도,의령군,만들기체험,공예체험,,,,경상남도 의령군 화정면 화정로 687,김장균,055-572-8786,2015-04-01,http://의령나루마을.com,의령군청,35.2606523585,128.2426354173,2019-12-23,B552149,한국농어촌공사
장선마을,경상남도,양산시,농작물경작체험,"감자,고구마,캐기",,,,경상남도 양산시 원동면 장선2길 30,최동규,055-363-9549,2010-12-01,http://www.baenaegol.com,양산시청,35.5015840480,128.9964502950,2019-12-23,B552149,한국농어촌공사
양산물안뜰,경상남도,양산시,농작물경작체험,감자캐기,,,,경상남도 양산시 상북면 대석길 15,김종열,055-374-4088,2013-01-01,http://mulanddul.go2vil.org,양산시청,35.3911626332,129.0665046660,2019-12-23,B552149,한국농어촌공사
선리마을,경상남도,양산시,농작물경작체험,감자심기,,,,경상남도 양산시 원동면 배내로 452,이강록,055-365-6262,2011-10-01,http://baenapple.invil.org,양산시청,35.4876080866,128.9869199063,2019-12-23,B552149,한국농어촌공사
와항마을,경상남도,거제시,농작물경작체험,감자캐기체험,,,,경상남도 거제시 하청면 와항2길 21-3,옥무근,000-000-0000,2011-01-01,http://www.맹종죽.kr,거제시청,34.9683140654,128.6485424422,2019-12-23,B552149,한국농어촌공사
연담마을,경상남도,거제시,농작물경작체험,감자캐기,,,,경상남도 거제시 동부면 동부로 278,원장일,055-632-4583,2010-12-01,http://m.cafe.naver.com/lar612,거제시청,34.8111874066,128.6286823784,2019-12-23,B552149,한국농어촌공사
삼거마을,경상남도,거제시,농작물경작체험,가을추억+쌀,,,,경상남도 거제시 거제중앙로 1274,옥대석,055-637-7475,2012-02-01,http://blog.naver.com/sgvil,거제시청,34.8429365598,128.6483029934,2019-12-23,B552149,한국농어촌공사
부춘마을,경상남도,거제시,농작물경작체험,고구마캐기/군고구마만들기,,,,경상남도 거제시 동부면 부춘2길 5,김상범,055-633-9982,2016-11-01,http://prm6061.modoo.at,거제시청,34.8060251580,128.6077887784,2019-12-23,B552149,한국농어촌공사
거제둔덕시골,경상남도,거제시,농작물경작체험,거봉포도따기,,,,경상남도 거제시 둔덕면 청마로 159,옥광석,055-632-5496,2012-08-01,http://www.gddsigol.co.kr/,거제시청,34.8523304917,128.5107225516,2019-12-23,B552149,한국농어촌공사
평리마을,경상남도,밀양시,자연생태체험,논메기잡기,,,,경상남도 밀양시 단장면 고례4길 7-3,배송학,055-353-5244,2010-01-01,http://sandaechu.invil.org,밀양시청,35.4997350934,128.9270778333,2019-12-23,B552149,한국농어촌공사
퇴로고가마을,경상남도,밀양시,농작물경작체험,고구마캐기 체험,,,,경상남도 밀양시 부북면 퇴로로 233,박인강,070-7313-7022,2011-09-01,http://www.donggee.com,밀양시청,35.5489058604,128.7006284171,2019-12-23,B552149,한국농어촌공사
백산마을,경상남도,밀양시,농작물경작체험,농산물 수확 체험,,,,경상남도 밀양시 하남읍 백산로 292-10,신종완,055-391-5084,2018-12-01,-,밀양시청,35.3710985422,128.7456218742,2019-12-23,B552149,한국농어촌공사
밀양 숲속마을,경상남도,밀양시,만들기체험,"제과제빵, 천연염색",,,,경상남도 밀양시 청도면 청도로 105-11,김춘택,055-356-9600,2018-07-01,-,밀양시청,35.5501045732,128.6252282238,2019-12-23,B552149,한국농어촌공사
꽃새미마을(방동마을),경상남도,밀양시,농작물경작체험,고구마캐기,,,,경상남도 밀양시 초동면 방동안길 22,손정태,055-391-1518,2010-12-01,http://kkotsaemi.go2vil.org,밀양시청,35.4531839628,128.7059024917,2019-12-23,B552149,한국농어촌공사
화포천마을,경상남도,김해시,만들기체험,단감강정만들기체험,,,,경상남도 김해시 진영읍 봉하로 10,김진호,055-342-7729,2016-07-01,http://www.thebongha.com,김해시청,35.3144687587,128.7582265565,2019-12-23,B552149,한국농어촌공사
장척힐링휴양마을,경상남도,김해시,자연생태체험,"목공예, 짚라인체험",,,,경상남도 김해시 상동면 장척로462번길 140,이종표,000-000-0000,2018-03-01,http://www.산꽃마을.com/,김해시청,35.2771505255,128.9245229519,2019-12-23,B552149,한국농어촌공사
대감삼통마을,경상남도,김해시,농작물경작체험,농촌체험,,,,경상남도 김해시 상동면 상동로 562,이봉수,000-000-0000,2018-03-22,-,김해시청,35.3078926534,128.9312139421,2019-12-23,B552149,한국농어촌공사
초량농어촌체험휴양마을,경상남도,사천시,만들기체험,감자떡 만들기,,,,경상남도 사천시 곤명면 초량길 27-3,김정희,055-854-2336,2011-04-01,http://www.crvill.com,사천시청,35.1060486500,127.9235816334,2019-12-23,B552149,한국농어촌공사
우천바리안마을,경상남도,사천시,만들기체험,가마솥뚜껑 볶음밥,,,,경상남도 사천시 사남면 사남로 587,곽석도,055-854-2723,2011-04-01,http://blog.naver.com/barian2723,사천시청,35.0344479970,128.1175966403,2019-12-23,B552149,한국농어촌공사
소곡금자정마을,경상남도,사천시,농작물경작체험,고구마판매,,,,경상남도 사천시 정동면 소곡길 61,김현태,000-000-0000,2011-01-01,http://blog.daum.net/gusxo1643,사천시청,35.0318831570,128.1611388149,2019-12-23,B552149,한국농어촌공사
상정비봉내마을,경상남도,사천시,어촌생활체험,갯벌체험,,,,경상남도 사천시 곤양면 상정마을길 139,조현래,055-854-5111,2011-03-01,http://www.beebong.co.kr,사천시청,35.0711166119,127.9584415013,2019-12-23,B552149,한국농어촌공사
사천거북선농어촌체험휴양마을,경상남도,사천시,자연생태체험,마을체험,,,,경상남도 사천시 용현면 사천대교로 75-61,강승규,055-835-0881,2018-01-01,http://거북선마을.kr,사천시청,34.9985099712,128.0406000714,2019-12-23,B552149,한국농어촌공사
고읍마을,경상남도,사천시,자연생태체험,생태체험,,,,경상남도 사천시 정동면 고읍길 223,강종기,055-852-7634,2011-01-01,http://goeup.invil.org,사천시청,35.0675773338,128.0978022873,2019-12-23,B552149,한국농어촌공사
통영산들해마을,경상남도,통영시,자연생태체험,"숲탐방, 승마체험, 약용식물 수확",,,,경상남도 통영시 광도면 전두1길 13-51,박정권,000-000-0000,2018-09-01,http://www.sandh.co.kr,통영시청,34.9061258400,128.4044062870,2019-12-23,B552149,한국농어촌공사
세포마을,경상남도,통영시,농작물경작체험,감자수확체험,,,,경상남도 통영시 산양읍 세포큰길 80-5,신성안,055-645-1911,2012-06-01,http://sepovill.com,통영시청,34.8169481305,128.3892079854,2019-12-23,B552149,한국농어촌공사
대평마을,경상남도,통영시,농작물경작체험,난수태교환,,,,경상남도 통영시 평인일주로 820,황동진,055-647-0098,2012-03-01,http://www.dpmaeul.kr,통영시청,34.8578826655,128.3954680721,2019-12-23,B552149,한국농어촌공사
국치마을,경상남도,통영시,어촌생활체험,갯벌체험,,,,경상남도 통영시 천대국치길 207,서한준,000-000-0000,2015-03-01,-,통영시청,34.8361264593,128.3928226789,2019-12-23,B552149,한국농어촌공사
정수문화마을,경상남도,진주시,전통문화체험,"국궁, 북관대첩비, 풍물체험",,,,경상남도 진주시 이반성면 오봉산로 871,김구진,055-753-3666,2019-06-01,http://jungsootown.kr,진주시청,35.1818943942,128.3305789130,2019-12-23,B552149,한국농어촌공사
비실연꽃마을,경상남도,진주시,농작물경작체험,매실따기체험,,,,경상남도 진주시 명석면 진주대로1706번길 153,정성용,055-762-1107,2013-05-01,http://beesil.co.kr,진주시청,35.2307935081,128.0300555242,2019-12-23,B552149,한국농어촌공사
도동풀벌레마을,경상남도,진주시,농작물경작체험,농산물 수확 체험,,,,경상남도 진주시 진성면 진성로349번길 3,강봉규,000-000-0000,2012-01-01,-,진주시청,35.1684532219,128.2251181990,2019-12-23,B552149,한국농어촌공사
대암전통테마마을,경상남도,진주시,전통문화체험,도자기체험,,,,경상남도 진주시 집현면 진산로 1141,이호식,055-746-1864,2012-01-01,http://daeam.invil.org/,진주시청,35.2667112294,128.0793559831,2019-12-23,B552149,한국농어촌공사
내촌마을,경상남도,진주시,농작물경작체험,감자캐기,,,,경상남도 진주시 대평면 금성로 422-33,주경호,055-758-1518,2011-06-01,http://www.hosutown.com,진주시청,35.1600123969,127.9902576241,2019-12-23,B552149,한국농어촌공사
가뫼골마을,경상남도,진주시,만들기체험,가래떡초코크런치,,,,경상남도 진주시 명석면 관덕길 174,유재하,055-746-2121,2011-06-01,http://www.2121.co.kr,진주시청,35.2586383629,128.0323636908,2019-12-23,B552149,한국농어촌공사
빗돌배기마을(송등),경상남도,창원시,농작물경작체험,"감자,고구마수확체험",,,,경상남도 창원시 의창구 대산면 진산대로505번길 51-17,강창국,055-291-4829,2010-05-01,http://www.sweetvillage.co.kr,창원시청,35.3447837714,128.7044603364,2019-12-23,B552149,한국농어촌공사
마산마을,경상남도,창원시,농작물경작체험,감나무숲음악교식,,,,경상남도 창원시 의창구 북면 마산길 51,서민호,070-7655-3977,2010-09-01,http://www.gamnuri.co.kr,창원시청,35.3423389389,128.6217420887,2019-12-23,B552149,한국농어촌공사
다호마을,경상남도,창원시,농작물경작체험,감자수확체험,,,,경상남도 창원시 의창구 동읍 동읍로267번다호길 34-19,김주관,055-251-5009,2010-05-01,http://www.gobungun.com,창원시청,35.2960689254,128.6705837653,2019-12-23,B552149,한국농어촌공사
십이령마을,경상북도,울진군,농작물경작체험,감자캐기,,,,경상북도 울진군 북면 두천길 293,강성국,054-781-3036,2015-07-01,http://www.12goge.com,울진군청,37.0400711085,129.3216151407,2019-12-23,B552149,한국농어촌공사
백암온천마을,경상북도,울진군,농작물경작체험,각종농산물수확체험,,,,경상북도 울진군 온정면 온정1길 119,신길용,054-788-4490,2011-12-01,http://baegam.co.kr,울진군청,36.7086264826,129.3408759122,2019-12-23,B552149,한국농어촌공사
굴구지마을,경상북도,울진군,자연생태체험,송이체험,,,,경상북도 울진군 근남면 왕피천로 634,남중학,054-782-3737,2010-12-01,http://www.gulgugi.co.kr,울진군청,36.9228817311,129.3426822484,2019-12-23,B552149,한국농어촌공사
거리고마을,경상북도,울진군,자연생태체험,래프팅,,,,경상북도 울진군 금강송면 거리고길 69,권종환,000-000-0000,2011-01-01,-,울진군청,36.8827326048,129.2760682481,2019-12-23,B552149,한국농어촌공사
협곡구비마을,경상북도,봉화군,농작물경작체험,농촌체험,,,,경상북도 봉화군 소천면 풍애길 9-42,조완희,000-000-0000,2018-11-26,-,봉화군청,36.9270196250,129.0533764730,2019-12-23,B552149,한국농어촌공사
한누리워낭마을,경상북도,봉화군,만들기체험,서각체험,,,,경상북도 봉화군 상운면 하눌로 4,김영기,054-672-8630,2010-06-01,http://www.hannurimaeul.co.kr/,봉화군청,36.8606775769,128.7683814604,2019-12-23,B552149,한국농어촌공사
하늘휴양마을,경상북도,봉화군,농작물경작체험,농산물 수확 체험,,,,경상북도 봉화군 상운면 계밑길 9,김광조,000-000-0000,2014-03-01,-,봉화군청,36.8745276534,128.7801934713,2019-12-23,B552149,한국농어촌공사
청량산비나리마을,경상북도,봉화군,만들기체험,고추장만들기,,,,경상북도 봉화군 명호면 비나리길 141,금동윤,054-673-1927,2013-05-01,http://binari.invil.org,봉화군청,36.8393855265,128.8805985792,2019-12-23,B552149,한국농어촌공사
오전애마을,경상북도,봉화군,농작물경작체험,사과꽃따기 체험,,,,경상북도 봉화군 물야면 오전길 17-27,김근배,000-000-0000,2016-08-01,-,봉화군청,36.9930089439,128.7200752969,2019-12-23,B552149,한국농어촌공사
문수골권역마을,경상북도,봉화군,농작물경작체험,농산물 수확 체험,,,,경상북도 봉화군 봉성면 다덕로 565,홍승철,054-672-1142,2015-03-01,-,봉화군청,36.9124747487,128.7954100000,2019-12-23,B552149,한국농어촌공사
문수골가재마을,경상북도,봉화군,전통문화체험,가재에술제,,,,경상북도 봉화군 봉성면 시거리길 196,정해수,054-672-1199,2019-05-01,-,봉화군청,36.9297519021,128.8256538644,2019-12-23,B552149,한국농어촌공사
덕산뚜드리마을,경상북도,봉화군,농작물경작체험,농산물수확체험,,,,경상북도 봉화군 재산면 동면로 410,신대기,054-674-2882,2014-02-01,http://www.ttudri.com,봉화군청,36.7991436168,128.9941111661,2019-12-23,B552149,한국농어촌공사
닭실마을,경상북도,봉화군,전통문화체험,서당체험,,,,경상북도 봉화군 봉화읍 충재길 60,권영조,054-673-5208,2010-04-01,http://www.darsil.kr,봉화군청,36.9052736966,128.7424487301,2019-12-23,B552149,한국농어촌공사
다슬기마을,경상북도,봉화군,자연생태체험,구곡생태체험(  ),,,,경상북도 봉화군 재산면 재산로 799,황창호,054-674-3445,2014-05-01,http://www.구곡.kr,봉화군청,36.8396846136,128.9724181519,2019-12-23,B552149,한국농어촌공사
흰돌마을,경상북도,예천군,자연생태체험,곤충체험,,,,경상북도 예천군 효자면 제촌길 96,권택상,054-652-8005,2009-06-01,http://www.whitetownco.kr,예천군청,36.8050966795,128.4543795645,2019-12-23,B552149,한국농어촌공사
회룡포여울마을,경상북도,예천군,자연생태체험,회룡포여울마을 탐방,,,,경상북도 예천군 용궁면 용개로 357,박융길,054-655-7120,2013-12-01,http://www.yeoul-vil.co.kr,예천군청,36.5899280184,128.3114362419,2019-12-23,B552149,한국농어촌공사
회룡포마을,경상북도,예천군,농작물경작체험,농산물수확체험,,,,경상북도 예천군 용궁면 회룡길 197,박재후,054-654-6906,2009-03-01,http://hrfarm.co.kr,예천군청,36.5804293445,128.3288029966,2019-12-23,B552149,한국농어촌공사
출렁다리마을,경상북도,예천군,만들기체험,김장체험,,,,경상북도 예천군 용문면 용문경천로 826,허회국,054-652-7676,2009-06-01,http://출렁다리.com,예천군청,36.7024898790,128.3749547863,2019-12-23,B552149,한국농어촌공사
유천국사골마을,경상북도,예천군,농작물경작체험,농작물체험,,,,경상북도 예천군 유천면 죽안길 136,엄봉흠,054-655-9455,2017-09-01,http://ycgsg.kr,예천군청,36.6684498452,128.3467259297,2019-12-23,B552149,한국농어촌공사
삼강주막마을,경상북도,예천군,전통문화체험,과거길체험,,,,경상북도 예천군 풍양면 삼강리길 91,정재충,054-655-3132,2009-06-01,http://www.3gang.co.kr,예천군청,36.5595701541,128.3011249954,2019-12-23,B552149,한국농어촌공사
문래실마을,경상북도,예천군,농작물경작체험,농산물 체험,,,,경상북도 예천군 보문면 문래실길 49-50,박상건,000-000-0000,2009-06-01,http://cafe.daum.net/ycgreen.com,예천군청,36.6935028473,128.5768394750,2019-12-23,B552149,한국농어촌공사
금당실전통마을,경상북도,예천군,농작물경작체험,농산물 수확 체험,,,,경상북도 예천군 용문면 금당실길 118-32,박용재,054-655-0225,2016-01-01,http://ycgds.kr,예천군청,36.6934763869,128.4103297846,2019-12-23,B552149,한국농어촌공사
학수고대마을,경상북도,칠곡군,만들기체험,농산물 수확 체험,,,,경상북도 칠곡군 가산면 학상6길 35,이순옥,000-000-0000,2014-03-01,-,칠곡군청,36.0956180825,128.5029352167,2019-12-23,B552149,한국농어촌공사
용산리마을,경상북도,칠곡군,농작물경작체험,농산물 수확 체험,,,,경상북도 칠곡군 지천면 용산로 79-4,차순규,000-000-0000,2016-12-01,-,칠곡군청,35.9048943993,128.4994616158,2019-12-23,B552149,한국농어촌공사
금남오이꽃동산마을,경상북도,칠곡군,만들기체험,꽃바구니만들기,,,,경상북도 칠곡군 왜관읍 금남1길 67,이은수,054-977-5289,2013-01-01,http://kumnam.invil.org,칠곡군청,35.9239698035,128.4062557102,2019-12-23,B552149,한국농어촌공사
가산산성마을,경상북도,칠곡군,농작물경작체험,감자캐기체험,,,,경상북도 칠곡군 가산면 가산로 891,이은백,054-972-6635,2013-07-01,http://www.sansungvil.co.kr,칠곡군청,36.0499732360,128.5974894849,2019-12-23,B552149,한국농어촌공사
장학전통체험휴양마을,경상북도,성주군,만들기체험,전통 두부만들기 체험,,,,경상북도 성주군 선남면 장학1길 161,유성용,000-000-0000,2017-11-01,-,성주군청,35.8861761031,128.2939382602,2019-12-23,B552149,한국농어촌공사
윤동마을,경상북도,성주군,전통문화체험,다도체험,,,,경상북도 성주군 수륜면 수륜길 53,김기홍,054-933-3537,2011-03-01,http://www.yundong.kr,성주군청,35.8278574221,128.2149880699,2019-12-23,B552149,한국농어촌공사
남작골권역,경상북도,성주군,만들기체험,감잘 삼굿구이체험,,,,경상북도 성주군 수륜면 보월로 8-23,이돈석,000-000-0000,2017-09-01,-,성주군청,35.8036354215,128.2705655744,2019-12-23,B552149,한국농어촌공사
금수강산권역,경상북도,성주군,만들기체험,레진공예,,,,경상북도 성주군 금수면 성주로 1903,이범석,054-931-7701,2017-03-01,http://gangsan.org,성주군청,35.9189097035,128.1773861227,2019-12-23,B552149,한국농어촌공사
가야산칠불봉야생화마을,경상북도,성주군,농작물경작체험,고로쇠및거자수수액체취체험,,,,경상북도 성주군 가천면 신계1길 4-12,김광수,054-931-6594,2011-01-01,http://gaya.edenstore.co.kr,성주군청,35.8576262970,128.1016345141,2019-12-23,B552149,한국농어촌공사
가람마을,경상북도,성주군,농작물경작체험,"고구마캐기, 메뚜기잡기",,,,경상북도 성주군 수륜면 참별로 1276-14,우용택,000-000-0000,2018-04-01,-,성주군청,35.8600077662,128.1854638631,2019-12-23,B552149,한국농어촌공사
신리마을,경상북도,고령군,농작물경작체험,감자수확체험,,,,경상북도 고령군 대가야읍 낫질로 561-5,문성열,054-954-6011,2011-08-01,http://신리.kr,고령군청,35.7498438273,128.2198196131,2019-12-23,B552149,한국농어촌공사
서우재마을,경상북도,고령군,농작물경작체험,감자캐기,,,,경상북도 고령군 덕곡면 노리2길 49,배명호,000-000-0000,2010-01-01,http://seowoojae.com,고령군청,35.8012628519,128.1738331567,2019-12-23,B552149,한국농어촌공사
산주마을,경상북도,고령군,농작물경작체험,고구마수확체,,,,경상북도 고령군 쌍림면 산주길 50-21,신종윤,000-000-0000,2010-01-01,http://www.sanjuri.co.kr,고령군청,35.6727841126,128.1736540943,2019-12-23,B552149,한국농어촌공사
고령예마을,경상북도,고령군,만들기체험,넵킨아트(나만의가방만들기),,,,경상북도 고령군 덕곡면 덕운로 816,김병환,054-954-5555,2012-06-01,http://www.yegogo.co.kr,고령군청,35.7931523588,128.2133754558,2019-12-23,B552149,한국농어촌공사
개실마을,경상북도,고령군,농작물경작체험,감자수확,,,,경상북도 고령군 쌍림면 개실1길 29,김병만,054-956-4022,2010-02-01,http://www.gaesil.net,고령군청,35.6679841514,128.2298201008,2019-12-23,B552149,한국농어촌공사
가얏고마을,경상북도,고령군,전통문화체험,가야금연주체험,,,,경상북도 고령군 대가야읍 정정골길 55,안성호,054-956-1799,2010-08-01,http://www.gayatgo.net,고령군청,35.7417632963,128.2609284139,2019-12-23,B552149,한국농어촌공사
청도성수월마을,경상북도,청도군,농작물경작체험,계절 수확체험,,,,경상북도 청도군 풍각면 장기길 7,박성기,054-371-1170,2012-02-01,http://sungsuwolvillage.modoo.at,청도군청,35.6606741470,128.5841976520,2019-12-23,B552149,한국농어촌공사
송금마을,경상북도,청도군,농작물경작체험,감따기체험,,,,경상북도 청도군 화양읍 송금길 17,김대호,000-000-0000,2010-12-01,http://sgmaul.modoo.at,청도군청,35.7084294744,128.7221621878,2019-12-23,B552149,한국농어촌공사
섶마리농촌체험휴양마을,경상북도,청도군,만들기체험,"떡, 한과, 조청만들기",,,,경상북도 청도군 금천면 선암로 455-25,박상철,000-000-0000,2018-10-30,http://seommari.wizweb.kr,청도군청,35.6767617811,128.8924510121,2019-12-23,B552149,한국농어촌공사
백연지녹색농촌체험휴양마을,경상북도,청도군,만들기체험,연잎차덖기체험,,,,경상북도 청도군 이서면 덕령길 131-26,손태남,000-000-0000,2012-03-01,http://ogamgarden.com,청도군청,35.6732605210,128.6560653756,2019-12-23,B552149,한국농어촌공사
인량전통테마마을,경상북도,영덕군,농작물경작체험,고구마/감자구워먹기,,,,경상북도 영덕군 창수면 인량길 178,황성경,054-734-0301,2010-08-01,http://hdk3031.wixsite.com/inryang,영덕군청,36.5522094363,129.3712817239,2019-12-23,B552149,한국농어촌공사
옥계권역마을,경상북도,영덕군,농작물경작체험,교육,,,,경상북도 영덕군 달산면 팔각산로 1143,유태용,000-000-0000,2015-04-01,http://www.ydok.co.kr,영덕군청,36.3576607760,129.2821482200,2019-12-23,B552149,한국농어촌공사
예주고을,경상북도,영덕군,농작물경작체험,농산물 수확 체험,,,,경상북도 영덕군 영해면 예주8길 14-7,손덕수,054-733-4321,2015-04-01,http://www.yjgoeul.com,영덕군청,36.5390630022,129.4134795624,2019-12-23,B552149,한국농어촌공사
아리별마을,경상북도,영덕군,농작물경작체험,농산물 수확 체험,,,,경상북도 영덕군 축산면 칠성2길 132,김광명,054-512-7510,2018-05-01,-,영덕군청,36.5025137621,129.3523871075,2019-12-23,B552149,한국농어촌공사
속곡산촌생태마을,경상북도,영덕군,자연생태체험,고로수 수액채취,,,,경상북도 영덕군 지품면 속곡길 501,신왕기,000-000-0000,2012-07-01,http://sokgok.co.kr,영덕군청,36.4769832926,129.2545008637,2019-12-23,B552149,한국농어촌공사
고래산마을,경상북도,영덕군,농작물경작체험,농산물 수확 체험,,,,경상북도 영덕군 축산면 영축로 963,전병길,054-733-5558,2019-08-01,-,영덕군청,36.5092279701,129.4042135242,2019-12-23,B552149,한국농어촌공사
고래불권역마을,경상북도,영덕군,농작물경작체험,농산물 수확 체험,,,,경상북도 영덕군 병곡면 동해대로 7272-28,배영기,054-732-0540,2015-04-01,-,영덕군청,36.5898789772,129.4056014551,2019-12-23,B552149,한국농어촌공사
창바우마을,경상북도,영양군,농작물경작체험,농촌체험,,,,경상북도 영양군 영양읍 창암3길 31,황영삼,000-000-0000,2017-07-01,-,영양군청,36.6365665358,129.1771970542,2019-12-23,B552149,한국농어촌공사
수하1리반디마을,경상북도,영양군,농작물경작체험,농촌체험,,,,경상북도 영양군 수비면 낙동정맥로 2875,정종대,000-000-0000,2018-03-01,http://www.suhasanchom.or.kr,영양군청,36.7896019840,129.2305517716,2019-12-23,B552149,한국농어촌공사
쇠똥구리 마을,경상북도,영양군,전통문화체험,검산성 탐방,,,,경상북도 영양군 청기면 청기로 559,안해득,000-000-0000,2017-11-01,http://www.yyg.go.kr/cheongnam/,영양군청,36.6359607482,129.0645073005,2019-12-23,B552149,한국농어촌공사
사래마을,경상북도,영양군,어촌생활체험,메기잡기,,,,경상북도 영양군 입암면 선바위로 160-8,김동섭,054-682-4430,2014-01-01,http://sunbawi.co.kr/,영양군청,36.6062226867,129.0619440251,2019-12-23,B552149,한국농어촌공사
문바우마을,경상북도,영양군,만들기체험,가마솥햅쌀밥과 김장김치 한접시,,,,경상북도 영양군 일월면 영양로 3315,김성도,054-683-8899,2016-05-01,http://www.masil8899.co.kr,영양군청,36.7571636416,129.1563858470,2019-12-23,B552149,한국농어촌공사
두메송하마을,경상북도,영양군,만들기체험,꽃차만들기 체험,,,,경상북도 영양군 수비면 가천로 614,이옥용,054-682-7999,2010-01-01,http://www.dumesongha.co.kr,영양군청,36.7007716757,129.1922991635,2019-12-23,B552149,한국농어촌공사
대티골마을,경상북도,영양군,농작물경작체험,고추장만들기,,,,경상북도 영양군 일월면 영양로 4159,김창훈,054-682-7903,2010-10-01,http://www.daetigol.com,영양군청,36.8123380025,129.1299345718,2019-12-23,B552149,한국농어촌공사
얼음골마을,경상북도,청송군,농작물경작체험,농산물수확체험,,,,경상북도 청송군 주왕산면 용강길 72,이호운,054-872-7411,2019-07-01,-,청송군청,36.3136494685,129.1999521165,2019-12-23,B552149,한국농어촌공사
신촌약수꽃돌마을,경상북도,청송군,만들기체험,꽃차 소믈리에 체험,,,,경상북도 청송군 진보면 신촌1길 4,이동국,054-872-5850,2016-11-01,-,청송군청,36.5053700731,129.1181161845,2019-12-23,B552149,한국농어촌공사
덕천마을(참소슬마을),경상북도,청송군,전통문화체험,가훈쓰기,,,,경상북도 청송군 파천면 덕천길 56,심원섭,000-000-0000,2010-12-01,-,청송군청,36.4376529541,129.0282588226,2019-12-23,B552149,한국농어촌공사
달기샘마을,경상북도,청송군,농작물경작체험,각종 농사 체험,,,,경상북도 청송군 청송읍 부곡길 32,윤남도,054-874-3232,2016-01-01,http://달기샘.kr,청송군청,36.4441815165,129.0800789931,2019-12-23,B552149,한국농어촌공사
괴정꽃돌마을,경상북도,청송군,농작물경작체험,농산물 수확 체험,,,,경상북도 청송군 진보면 신촌갈평길 454,안영호,054-874-1033,2013-06-01,-,청송군청,36.4722706533,129.1313288601,2019-12-23,B552149,한국농어촌공사
태양마을,경상북도,의성군,전통문화체험,국궁,,,,경상북도 의성군 안계면 양곡1길 221-5,김동윤,000-000-0000,2014-11-01,http://taeyangmaeul.alltheway.kr,의성군청,36.4258704310,128.4389552566,2019-12-23,B552149,한국농어촌공사
만경촌마을,경상북도,의성군,자연생태체험,강변꽃게씨름대회,,,,경상북도 의성군 단밀면 구단길 182-10,남유승,054-862-8868,2012-06-01,http://www.mkchon.com,의성군청,36.3620072666,128.3891142122,2019-12-23,B552149,한국농어촌공사
금마늘마을,경상북도,의성군,농작물경작체험,마늘수확체험,,,,경상북도 의성군 금성면 탑운길 584-7,김선환,054-833-0777,2015-05-01,http://www.goldgarlic.com,의성군청,36.2892667196,128.7155275931,2019-12-23,B552149,한국농어촌공사
교촌마을,경상북도,의성군,농작물경작체험,농사수확체험,,,,경상북도 의성군 안계면 교화길 59,우동추,054-862-7755,2011-08-01,http://cafe.daum.net/kc7755,의성군청,36.3696763508,128.4707976455,2019-12-23,B552149,한국농어촌공사
석산약바람산촌생태마을,경상북도,군위군,농작물경작체험,고로쇠수액체험,,,,경상북도 군위군 고로면 석산길 193,오광수,054-383-6866,2016-07-01,http://seoksanri.kr,군위군청,36.1906459723,128.8630451073,2019-12-23,B552149,한국농어촌공사
삼국유사화본마을,경상북도,군위군,만들기체험,(공예체험)글라이드 만들기,,,,경상북도 군위군 산성면 산성가음로 722,윤진기,054-382-3361,2012-10-01,http://www.hwabon.kr,군위군청,36.1277633466,128.6966327299,2019-12-23,B552149,한국농어촌공사
