가변전광표지판명,시도명,시군구명,시군구코드,도로종류,도로노선명,도로노선번호,도로노선방향,위도,경도,영상표시면가로길이,영상표시면세로길이,전광판함체가로길이,전광판함체세로길이,전광판높이,설치유형코드,출력방향코드,발광패널유형코드,표출색상,표시유형코드,출력크기,제공정보종류,설치년도,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
일산방향 판교JC(도형식),경기도,성남시중원구,41133,01,서울외곽순환고속도로,100번,01,37.420278,127.123056,6000,5400,6400,5800,8000,02,02,01,빨간색+노란색+녹색,01,9단10열,01,2011,한국도로공사 동서울지사,02-2084-1700,2019-09-23,1611000,국토해양부
국도 서이천IC(이천),경기도,이천시,41500,05,서이천로,12번,01,37.299227,127.405073,6000,1200,6400,1600,8000,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02+03,2009,한국도로공사 경기광주지사,02-2084-1600,2019-09-23,1611000,국토해양부
국도 서이천IC(덕평),경기도,이천시,41500,05,서이천로,12번,02,37.278287,127.399350,6000,1200,6400,1600,8000,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02+03,2006,한국도로공사 경기광주지사,02-2084-1600,2019-09-23,1611000,국토해양부
국도 곤지암(광주),경기도,광주시,41610,02,경충대로,3번,02,37.353314,127.330697,6000,1200,6400,1600,8000,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02+03,2006,한국도로공사 경기광주지사,02-2084-1600,2019-09-23,1611000,국토해양부
국도 곤지암(이천),경기도,광주시,41610,02,경충대로,3번,01,37.359205,127.318123,6000,1200,6400,1600,8000,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02+03,2006,한국도로공사 경기광주지사,02-2084-1600,2019-09-23,1611000,국토해양부
국도 광주IC(광주),경기도,광주시,41610,02,회안대로,45번,02,37.425786,127.255296,6000,1200,6400,1600,8000,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02+03,2009,한국도로공사 경기광주지사,02-2084-1600,2019-09-23,1611000,국토해양부
국도 광주IC(하남),경기도,광주시,41610,02,회안대로,43번,01,37.451124,127.254873,6000,1200,6400,1600,8000,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02+03,2009,한국도로공사 경기광주지사,02-2084-1600,2019-09-23,1611000,국토해양부
광지원터널(하남 외부),경기도,광주시,41610,01,제2중부고속도로,37번,02,37.460055,127.255126,6000,1200,6400,1600,8000,01,02,01,적색+황색+녹색+청색+청녹색+보라색+백색,02,2단10열,01+02+03,2017,한국도로공사 경기광주지사,02-2084-1600,2019-09-23,1611000,국토해양부
광지원터널(남이 외부),경기도,광주시,41610,01,제2중부고속도로,37번,01,37.473909,127.248534,6000,1200,6400,1600,8000,01,02,01,적색+황색+녹색+청색+청녹색+보라색+백색,02,2단10열,01+02+03,2017,한국도로공사 경기광주지사,02-2084-1600,2019-09-23,1611000,국토해양부
하남방향 광주IC,경기도,광주시,41610,01,중부고속도로,35번,02,37.428971,127.296274,9000,1800,9400,2200,8000,01,02,01,적색+황색+녹색+청색+청녹색+보라색+백색,02,3단15열,01+02+03,2018,한국도로공사 경기광주지사,02-2084-1600,2019-09-23,1611000,국토해양부
하남방향 이천SA(하남),경기도,이천시,41500,01,중부고속도로,35번,02,37.282025,127.386139,9000,1800,9400,2200,8000,01,02,01,적색+황색+녹색+청색+청녹색+보라색+백색,02,3단15열,01+02+03,2018,한국도로공사 경기광주지사,02-2084-1600,2019-09-23,1611000,국토해양부
하남방향 마장JC,경기도,이천시,41500,01,중부고속도로,35번,02,37.247098,127.423020,9000,1800,9400,2300,8000,01,02,01,적색+황색+녹색+청색+청녹색+보라색+백색,02,3단15열,01+02+03,2017,한국도로공사 경기광주지사,02-2084-1600,2019-09-23,1611000,국토해양부
남이방향 호법JC(도형식),경기도,이천시,41500,01,중부고속도로,35번,01,37.253149,127.415729,6000,5400,6300,5500,8000,02,02,01,빨간색+노란색+녹색,01,8단10열,01,2010,한국도로공사 경기광주지사,02-2084-1600,2019-09-23,1611000,국토해양부
남이방향 서이천,경기도,이천시,41500,01,중부고속도로,35번,01,37.285729,127.382528,9000,1800,9400,2300,8000,01,02,01,빨간색+노란색+녹색,02,3단15열,01+02+03,2014,한국도로공사 경기광주지사,02-2084-1600,2019-09-23,1611000,국토해양부
남이방향 곤지암,경기도,광주시,41610,01,중부고속도로,35번,01,37.398315,127.310423,9000,1800,9400,2300,8000,01,02,01,적색+황색+녹색+청색+청녹색+보라색+백색,02,3단15열,01+02+03,2018,한국도로공사 경기광주지사,02-2084-1600,2019-09-23,1611000,국토해양부
통영방향 산곡JC(4차로용),경기도,하남시,41450,01,중부고속도로,35번,01,37.494988,127.236292,9000,1800,9400,2200,8000,01,02,01,적색+황색+녹색+청색+청녹색+보라색+백색,02,3단15열,01+02+03,2016,한국도로공사 경기광주지사,02-2084-1600,2019-09-23,1611000,국토해양부
남이방향 동서울TG,경기도,하남시,41450,01,중부고속도로,35번,01,37.517014,127.220812,21600,2700,30620,3550,11570,01,02,01,적색+황색+녹색+청색+청녹색+보라색+백색,02,3단24열,01+02+03,2017,한국도로공사 경기광주지사,02-2084-1600,2019-09-23,1611000,국토해양부
하남방향 동서울TG,경기도,하남시,41450,01,중부고속도로,35번,02,37.517014,127.220812,21600,2700,30500,3550,11570,01,02,01,적색+황색+녹색+청색+청녹색+보라색+백색,02,3단24열,01+02+03,2017,한국도로공사 경기광주지사,02-2084-1600,2019-09-23,1611000,국토해양부
국도 판교(지하차도),경기도,성남시분당구,41135,01,경부고속도로,1번,01,37.392344,127.102306,6000,1200,7000,2200,8500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02+03,2009,한국도로공사 수원지사,02-2084-1500,2019-09-23,1611000,국토해양부
서울방향 기흥 LCS,경기도,용인시기흥구,41463,01,경부고속도로,1번,02,37.228333,127.105833,3000,600,4000,1600,8500,01,02,01,빨간색+노란색+녹색,02,1단10열,01+02,2009,한국도로공사 수원지사,02-2084-1500,2019-09-23,1611000,국토해양부
국도 기흥(기흥),경기도,용인시기흥구,41463,04,삼성2로,318번,01,37.222665,127.089897,6000,1200,7000,2200,8500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02+03,2007,한국도로공사 수원지사,02-2084-1500,2019-09-23,1611000,국토해양부
국도 수원(수지),경기도,용인시기흥구,41463,07,신수로,,01,37.281697,127.098750,6000,1200,7000,2200,8500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02+03,2007,한국도로공사 수원지사,02-2084-1500,2019-09-23,1611000,국토해양부
서울방향 신갈JC(LCS),경기도,용인시기흥구,41463,01,경부고속도로,1번,02,37.301944,127.103611,3000,600,4000,1600,8500,01,02,01,빨간색+노란색+녹색,02,1단10열,01+02,2007,한국도로공사 수원지사,02-2084-1500,2019-09-23,1611000,국토해양부
부산방향 수원IC(LCS),경기도,용인시기흥구,41463,01,경부고속도로,1번,01,37.261877,127.103582,3000,600,4000,1600,8500,01,02,01,빨간색+노란색+녹색,02,1단10열,01+02,2008,한국도로공사 수원지사,02-2084-1500,2019-09-23,1611000,국토해양부
부산방향 서울TG(LCS),경기도,성남시분당구,41135,01,경부고속도로,1번,01,37.359167,127.103056,3000,600,4000,1600,8500,01,02,01,빨간색+노란색+녹색,02,1단10열,01+02,2008,한국도로공사 수원지사,02-2084-1500,2019-09-23,1611000,국토해양부
서울방향 서울TG,경기도,성남시분당구,41135,01,경부고속도로,1번,02,37.365278,127.103611,21600,2700,30000,3500,12000,01,02,01,적색+황색+녹색+청색+청녹색+보라색+백색,02,3단24열,01+02+03,2017,한국도로공사 수원지사,02-2084-1500,2019-09-23,1611000,국토해양부
서울방향 안성IC(Bus),경기도,안성시,41550,01,경부고속도로,1번,02,37.006111,127.149722,2400,600,3400,1600,7500,01,02,01,빨간색+노란색+녹색,02,1단6열,01,2011,한국도로공사 수원지사,02-2084-1500,2019-09-23,1611000,국토해양부
부산방향 안성,경기도,안성시,41550,01,경부고속도로,1번,01,37.008941,127.148258,9000,1800,9400,2300,8000,01,02,01,빨간색+노란색+녹색,02,3단15열,01+02+03,2009,한국도로공사 수원지사,02-2084-1500,2019-09-23,1611000,국토해양부
여주국도,경기도,여주시,41670,02,세종로,37번,02,37.256667,127.646111,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02+03+04,2009,한국도로공사 원주지사,033-811-6200,2019-09-23,1611000,국토해양부
여주JC,경기도,여주시,41670,01,영동고속도로,50번,01,37.293056,127.790278,6000,5400,6400,5800,6600,02,02,01,빨간색+노란색+녹색,01,9단10열,01,2018,한국도로공사 원주지사,033-811-6200,2019-09-23,1611000,국토해양부
여주IC,경기도,여주시,41670,01,영동고속도로,50번,02,37.245556,127.633611,7800,1800,8200,2200,6600,02,02,01,빨간색+노란색+녹색,02,3단13열,01+02+03+04,2014,한국도로공사 원주지사,033-811-6200,2019-09-23,1611000,국토해양부
여주LCS,경기도,여주시,41670,01,영동고속도로,50번,02,37.233333,127.600556,6000,600,6400,1000,6600,01,02,01,적색+황색+녹색+청색+청녹색+보라색+백색,02,1단10열,02+04,2017,한국도로공사 원주지사,033-811-6200,2019-09-23,1611000,국토해양부
삼평방음터널(퇴계원 외부),경기도,성남시분당구,41135,01,서울외곽순환고속도로,100번,02,37.407396,127.103965,9000,1800,9400,2200,8000,01,02,01,빨간색+노란색+녹색,02,3단15열,01+02+03,2012,한국도로공사 동서울지사,02-2084-1700,2019-09-23,1611000,국토해양부
삼평방음터널(판교 외부),경기도,성남시분당구,41135,01,서울외곽순환고속도로,100번,01,37.413204,127.119566,9000,1800,9400,2200,8000,01,02,01,빨간색+노란색+녹색,02,3단15열,01+02+03,2012,한국도로공사 동서울지사,02-2084-1700,2019-09-23,1611000,국토해양부
광암터널(판교 외부),경기도,하남시,41450,01,서울외곽순환고속도로,100번,01,37.521993,127.191008,9000,1800,9400,2200,8000,01,02,01,적색+황색+녹색+청색+청녹색+보라색+백색,02,3단15열,01+02+03,2018,한국도로공사 동서울지사,02-2084-1700,2019-09-23,1611000,국토해양부
광암터널(퇴계원 외부),경기도,하남시,41450,01,서울외곽순환고속도로,100번,02,37.515037,127.168853,9000,1800,9400,2200,8000,01,02,01,적색+황색+녹색+청색+청녹색+보라색+백색,02,3단15열,01+02+03,2016,한국도로공사 동서울지사,02-2084-1700,2019-09-23,1611000,국토해양부
구리방향 판교JC(도형식),경기도,성남시분당구,41135,01,서울외곽순환고속도로,100번,02,37.395922,127.057258,6000,5400,6400,5800,8000,01,02,01,빨간색+노란색+녹색,01,9단10열,01,2011,한국도로공사 동서울지사,02-2084-1700,2019-09-23,1611000,국토해양부
판교일산방향 청계TG,경기도,의왕시,41430,01,서울외곽순환고속도로,100번,01,37.392872,127.024933,21600,2700,25000,3600,11000,01,02,01,적색+황색+녹색+청색+청녹색+보라색+백색,02,3단24열,01+02+03,2016,한국도로공사 동서울지사,02-2084-1700,2019-09-23,1611000,국토해양부
판교구리방향 청계TG,경기도,의왕시,41430,01,서울외곽순환고속도로,100번,02,37.392872,127.024933,21600,2700,25000,3600,11000,01,02,01,적색+황색+녹색+청색+청녹색+보라색+백색,02,3단24열,01+02+03,2016,한국도로공사 동서울지사,02-2084-1700,2019-09-23,1611000,국토해양부
국도 평촌IC(시흥),경기도,안양시동안구,41173,02,경수대로,1번,01,37.383352,126.952147,6000,1200,6400,1600,8000,01,02,01,빨간색+노란색+녹색,02,2단10열,01+02+03,2009,한국도로공사 동서울지사,02-2084-1700,2019-09-23,1611000,국토해양부
국도 퇴계원IC(태릉),경기도,구리시,41310,02,금강로,47번,02,37.640444,127.129444,6000,1200,6400,1600,8000,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02+03,2006,한국도로공사 동서울지사,02-2084-1700,2019-09-23,1611000,국토해양부
국도 구리IC(동양APT),경기도,구리시,41310,03,북부간선도로,3번,02,37.612600,127.133942,6000,1200,6400,1600,8000,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02+03,2014,한국도로공사 동서울지사,02-2084-1700,2019-09-23,1611000,국토해양부
국도 남양주IC(도농PD),경기도,남양주시,41360,02,경춘로,6번,01,37.609022,127.163208,6000,1200,6400,1600,8000,02,02,01,적색+황색+녹색+청색+청녹색+보라색+백색,02,2단10열,01+02+03,2016,한국도로공사 동서울지사,02-2084-1700,2019-09-23,1611000,국토해양부
판교일산방향 구리TG,경기도,구리시,41310,01,서울외곽순환고속도로,100번,01,37.589708,127.156964,21600,2700,26000,3600,9000,01,02,01,빨간색+노란색+녹색,02,3단24열,01+02+03,2012,한국도로공사 동서울지사,02-2084-1700,2019-09-23,1611000,국토해양부
판교구리방향 구리TG,경기도,구리시,41310,01,서울외곽순환고속도로,100번,02,37.589708,127.156964,21600,2700,26000,3600,9000,01,02,01,빨간색+노란색+녹색,02,3단24열,01+02+03,2012,한국도로공사 동서울지사,02-2084-1700,2019-09-23,1611000,국토해양부
국도 강일IC(88대로),서울특별시,강동구,11740,03,올림픽대로,88번,02,37.568172,127.154042,6000,1200,6400,1600,8000,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02+03,2009,한국도로공사 동서울지사,02-2084-1700,2019-09-23,1611000,국토해양부
판교구리방향 강일IC,서울특별시,강동구,11740,01,서울외곽순환고속도로,100번,02,37.554803,127.176789,9000,1800,9400,2200,8000,01,02,01,적색+황색+녹색+청색+청녹색+보라색+백색,02,3단15열,01+02+03,2018,한국도로공사 동서울지사,02-2084-1700,2019-09-23,1611000,국토해양부
국도 상일IC(천호대교),서울특별시,강동구,11740,03,천호대로,50번,02,37.539522,127.155603,6000,1200,6400,1600,8000,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02+03,2009,한국도로공사 동서울지사,02-2084-1700,2019-09-23,1611000,국토해양부
판교일산방향 하남JC,경기도,하남시,41450,01,서울외곽순환고속도로,100번,01,37.535275,127.187428,9000,1800,9400,2200,8000,01,02,01,빨간색+노란색+녹색,02,3단15열,01+02+03,2010,한국도로공사 동서울지사,02-2084-1700,2019-09-23,1611000,국토해양부
국도 서하남(올림픽),경기도,하남시,41450,05,서하남로,180번,02,37.516475,127.147525,6000,1200,6400,1600,8000,01,02,01,적색+황색+녹색+청색+청녹색+보라색+백색,02,2단10열,01+02+03,2016,한국도로공사 동서울지사,02-2084-1700,2019-09-23,1611000,국토해양부
판교구리방향 서하남,서울특별시,송파구,11710,01,서울외곽순환고속도로,100번,02,37.490756,127.137667,9000,1800,9400,2200,8000,01,02,01,빨간색+노란색+녹색,02,3단15열,01+02+03,2009,한국도로공사 동서울지사,02-2084-1700,2019-09-23,1611000,국토해양부
국도 송파IC(장지역),서울특별시,송파구,11710,03,송파대로,71번,01,37.480672,127.124989,6000,1200,6400,1600,8000,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02+03,2009,한국도로공사 동서울지사,02-2084-1700,2019-09-23,1611000,국토해양부
국도 송파IC(헌릉로),서울특별시,강남구,11680,03,헌릉로,,02,37.464953,127.111839,6000,1200,6400,1600,8000,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02+03,2014,한국도로공사 동서울지사,02-2084-1700,2019-09-23,1611000,국토해양부
판교일산방향 성남TG,경기도,성남시수정구,41131,01,서울외곽순환고속도로,100번,01,37.435483,127.123011,19200,2400,26000,3600,9000,01,02,01,빨간색+노란색+녹색,02,3단24열,01+02+03,2010,한국도로공사 동서울지사,02-2084-1700,2019-09-23,1611000,국토해양부
판교구리방향 성남TG,경기도,성남시수정구,41131,01,서울외곽순환고속도로,100번,02,37.435483,127.123011,19200,2400,26000,3600,9000,01,02,01,빨간색+노란색+녹색,02,3단24열,01+02+03,2010,한국도로공사 동서울지사,02-2084-1700,2019-09-23,1611000,국토해양부
국도 성남IC(여수RC),경기도,성남시중원구,41133,02,경충대로,3번,02,37.427556,127.134958,6000,1200,6400,1600,8000,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02+03,2009,한국도로공사 동서울지사,02-2084-1700,2019-09-23,1611000,국토해양부
춘천JC,강원도,홍천군,42720,01,중앙고속도로,55번,02,37.959444,128.065278,6000,1200,6400,1600,7000,02,02,01,적색+황색+녹색+청색+청녹색+보라색+백색,02,2단10열,01+02+03+04,2017,한국도로공사 홍천지사,033-811-6400,2019-09-23,1611000,국토해양부
홍천IC,강원도,홍천군,42720,01,중앙고속도로,55번,01,37.700278,127.846667,9000,1800,9400,2200,7000,01,02,01,빨간색+노란색+녹색,02,3단15열,01+02+03+04,2012,한국도로공사 홍천지사,033-811-6400,2019-09-23,1611000,국토해양부
홍천IC,강원도,홍천군,42720,02,설악로,44번,02,37.674444,127.859444,6000,1200,6400,1600,6000,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02+03+04,2006,한국도로공사 홍천지사,033-811-6400,2019-09-23,1611000,국토해양부
홍천IC,강원도,홍천군,42720,01,중앙고속도로,55번,02,37.401028,127.893750,9000,1800,9400,2200,7000,01,02,01,빨간색+노란색+녹색,02,3단15열,01+02+03+04,2015,한국도로공사 홍천지사,033-811-6400,2019-09-23,1611000,국토해양부
횡성IC,강원도,횡성군,42730,01,중앙고속도로,55번,02,37.476667,127.946944,9000,1800,9400,2200,7000,01,02,01,빨간색+노란색+녹색,02,3단15열,01+02+03+04,2010,한국도로공사 홍천지사,033-811-6400,2019-09-23,1611000,국토해양부
북원주IC,강원도,원주시,42130,01,중앙고속도로,55번,02,37.650528,127.915000,9000,1800,9400,2200,7000,01,02,01,빨간색+노란색+녹색,02,3단15열,01+02+03+04,2015,한국도로공사 홍천지사,033-811-6400,2019-09-23,1611000,국토해양부
만종JC,강원도,원주시,42130,01,중앙고속도로,55번,01,37.394167,127.892778,9000,1800,9400,2200,7000,01,02,01,빨간색+노란색+녹색,02,3단15열,01+02+03+04,2012,한국도로공사 홍천지사,033-811-6400,2019-09-23,1611000,국토해양부
성산,강원도,강릉시,42150,01,영동고속도로,50번,01,37.751667,128.798056,9000,1800,9500,2500,6700,01,02,01,빨간색+노란색+녹색,02,3단15열,01+02+03+04,2012,한국도로공사 대관령지사,033-811-6300,2019-09-23,1611000,국토해양부
강릉SA,강원도,강릉시,42150,01,영동고속도로,50번,02,37.744444,128.788889,7800,1800,8300,2500,6800,02,02,01,적색+황색+녹색+청색+청녹색+보라색+백색,02,3단13열,01+02+03+04,2016,한국도로공사 대관령지사,033-811-6300,2019-09-23,1611000,국토해양부
대관령IC,강원도,평창군,42760,01,영동고속도로,50번,01,37.668056,128.729167,9000,1800,9400,2200,7700,02,02,01,적색+황색+녹색+청색+청녹색+보라색+백색,02,3단15열,01+02+03+04,2017,한국도로공사 대관령지사,033-811-6300,2019-09-23,1611000,국토해양부
대관령IC,강원도,평창군,42760,01,영동고속도로,50번,02,37.864444,128.660556,9000,1800,9400,2200,7100,01,02,01,적색+황색+녹색+청색+청녹색+보라색+백색,02,3단15열,01+02+03+04,2017,한국도로공사 대관령지사,033-811-6300,2019-09-23,1611000,국토해양부
진부IC,강원도,평창군,42760,01,영동고속도로,50번,02,37.665000,128.594722,7800,1800,8300,2500,6500,02,02,01,적색+황색+녹색+청색+청녹색+보라색+백색,02,3단13열,01+02+03+04,2017,한국도로공사 대관령지사,033-811-6300,2019-09-23,1611000,국토해양부
속사IC,강원도,평창군,42760,01,영동고속도로,50번,02,37.624087,128.473691,9000,1800,9400,2300,8600,01,02,01,적색+황색+녹색+청색+청녹색+보라색+백색,02,3단15열,01+02+03+04,2016,한국도로공사 대관령지사,033-811-6300,2019-09-23,1611000,국토해양부
평창IC,강원도,평창군,42760,01,영동고속도로,50번,01,37.606648,128.428603,7800,1800,8300,2300,6400,02,02,01,적색+황색+녹색+청색+청녹색+보라색+백색,02,3단12열,01+02+03+04,2017,한국도로공사 대관령지사,033-811-6300,2019-09-23,1611000,국토해양부
둔내IC,강원도,횡성군,42730,01,영동고속도로,50번,01,37.500736,128.233528,7800,1800,8300,2300,6400,02,02,01,적색+황색+녹색+청색+청녹색+보라색+백색,02,3단12열,01+02+03+04,2016,한국도로공사 대관령지사,033-811-6300,2019-09-23,1611000,국토해양부
둔내IC,강원도,횡성군,42730,01,영동고속도로,50번,02,37.484167,128.178889,9000,1800,9400,2400,6600,01,02,01,적색+황색+녹색+청색+청녹색+보라색+백색,02,3단15열,01+02+03+04,2017,한국도로공사 원주지사,033-811-6200,2019-09-23,1611000,국토해양부
횡성대교,강원도,횡성군,42730,01,영동고속도로,50번,01,37.470000,128.116944,9000,1800,9400,2400,6600,01,02,01,적색+황색+녹색+청색+청녹색+보라색+백색,02,3단15열,01+02+03+04,2017,한국도로공사 원주지사,033-811-6200,2019-09-23,1611000,국토해양부
오원1교LCS,강원도,횡성군,42730,01,영동고속도로,50번,02,37.442778,128.081111,6000,600,6400,1000,6600,01,02,01,빨간색+노란색+녹색,02,1단10열,02+04,2015,한국도로공사 원주지사,033-811-6200,2019-09-23,1611000,국토해양부
새말IC,강원도,원주시,42130,01,영동고속도로,50번,02,37.442500,128.038333,7800,1800,8200,2200,6600,02,02,01,적색+황색+녹색+청색+청녹색+보라색+백색,02,3단13열,01+02+03+04,2016,한국도로공사 원주지사,033-811-6200,2019-09-23,1611000,국토해양부
원주IC,강원도,원주시,42130,01,영동고속도로,50번,01,37.401667,127.968611,9000,1800,9400,2400,6600,01,02,01,빨간색+노란색+녹색,02,3단15열,01+02+03+04,2011,한국도로공사 원주지사,033-811-6200,2019-09-23,1611000,국토해양부
원주국도,강원도,원주시,42130,02,북원로,19,01,37.384444,127.950556,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02+03+04,2009,한국도로공사 원주지사,033-811-6200,2019-09-23,1611000,국토해양부
원주IC,강원도,원주시,42130,01,영동고속도로,50번,02,37.379444,127.931389,7800,1800,8200,2200,6600,02,02,01,빨간색+노란색+녹색,02,3단13열,01+02+03+04,2015,한국도로공사 원주지사,033-811-6200,2019-09-23,1611000,국토해양부
만종JC,강원도,원주시,42130,01,영동고속도로,50번,01,37.379444,127.927778,9000,1800,9400,2400,6600,01,02,01,적색+황색+녹색+청색+청녹색+보라색+백색,02,3단15열,01+02+03+04,2017,한국도로공사 원주지사,033-811-6200,2019-09-23,1611000,국토해양부
만종LCS,강원도,원주시,42130,01,영동고속도로,50번,01,37.360000,127.897778,6000,600,6400,1000,6600,01,02,01,적색+황색+녹색+청색+청녹색+보라색+백색,02,1단10열,02+04,2017,한국도로공사 원주지사,033-811-6200,2019-09-23,1611000,국토해양부
문막SA,강원도,원주시,42130,01,영동고속도로,50번,02,37.336389,127.863056,9000,1800,9400,2400,6600,01,02,01,빨간색+노란색+녹색,02,3단15열,01+02+03+04,2009,한국도로공사 원주지사,033-811-6200,2019-09-23,1611000,국토해양부
문막SA,강원도,원주시,42130,01,영동고속도로,50번,01,37.328611,127.855556,9000,1800,9400,2400,6600,01,02,01,빨간색+노란색+녹색,02,3단15열,01+02+03+04,2011,한국도로공사 원주지사,033-811-6200,2019-09-23,1611000,국토해양부
문막IC,강원도,원주시,42130,01,영동고속도로,50번,02,37.275833,127.811944,9000,1800,9400,2400,6600,02,02,01,빨간색+노란색+녹색,02,3단13열,01+02+03+04,2014,한국도로공사 원주지사,033-811-6200,2019-09-23,1611000,국토해양부
강천LCS,경기도,여주시,41670,01,영동고속도로,50번,02,37.244444,127.731944,6000,600,6400,1000,6600,01,02,01,빨간색+노란색+녹색,02,1단10열,02+04,2013,한국도로공사 원주지사,033-811-6200,2019-09-23,1611000,국토해양부
여주IC,경기도,여주시,41670,01,영동고속도로,50번,01,37.251389,127.675556,9000,1800,9400,2400,6600,01,02,01,빨간색+노란색+녹색,02,3단15열,01+02+03+04,2013,한국도로공사 원주지사,033-811-6200,2019-09-23,1611000,국토해양부
인제IC,강원도,인제군,42810,01,서울양양고속도로,60번,02,37.881546,128.252470,9000,1800,9400,2200,7700,01,02,01,적색+황색+녹색+청색+청녹색+보라색+백색,02,3단15열,01+02+03+04,2017,한국도로공사 양양지사,033-811-6700,2019-09-23,1611000,국토해양부
내촌IC,강원도,홍천군,42720,01,서울양양고속도로,60번,01,37.797460,128.164048,9000,1800,9400,2200,7700,01,02,01,적색+황색+녹색+청색+청녹색+보라색+백색,02,3단15열,01+02+03+04,2017,한국도로공사 양양지사,033-811-6700,2019-09-23,1611000,국토해양부
속초IC,강원도,속초시,42210,01,동해고속도로,65번,,38.342222,128.873889,6000,600,6400,1000,6700,02,02,01,적색+황색+녹색+청색+청녹색+보라색+백색,02,1단10열,01+02+03+04,2016,한국도로공사 강릉지사,033-811-6600,2019-09-23,1611000,국토해양부
북양양IC,강원도,양양군,42830,01,동해고속도로,65번,,38.262778,128.971944,6000,600,6400,1000,6300,02,02,01,적색+황색+녹색+청색+청녹색+보라색+백색,02,1단10열,01+02+03+04,2016,한국도로공사 강릉지사,033-811-6600,2019-09-23,1611000,국토해양부
주봉교,강원도,속초시,42210,01,동해고속도로,65번,02,38.307778,128.916111,9000,1800,9400,2200,7500,01,02,01,적색+황색+녹색+청색+청녹색+보라색+백색,02,3단15열,01+02+03+04,2016,한국도로공사 강릉지사,033-811-6600,2019-09-23,1611000,국토해양부
구름천교,강원도,양양군,42830,01,동해고속도로,65번,02,38.229167,128.968333,9000,1800,9400,2200,8000,01,02,01,적색+황색+녹색+청색+청녹색+보라색+백색,02,3단15열,01+02+03+04,2016,한국도로공사 강릉지사,033-811-6600,2019-09-23,1611000,국토해양부
거마3교,강원도,양양군,42830,01,동해고속도로,65번,01,38.145833,128.978056,9000,1800,9400,2200,7700,01,02,01,적색+황색+녹색+청색+청녹색+보라색+백색,02,3단15열,01+02+03+04,2016,한국도로공사 강릉지사,033-811-6600,2019-09-23,1611000,국토해양부
양양IC,강원도,양양군,42830,02,설악로,44번,02,38.075278,128.602222,6000,1200,6400,1600,7000,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02+03+04,2012,한국도로공사 강릉지사,033-811-6600,2019-09-23,1611000,국토해양부
양양IC,강원도,양양군,42830,02,설악로,44번,01,38.070278,128.587778,6000,1200,6400,1600,7000,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02+03+04,2012,한국도로공사 강릉지사,033-811-6600,2019-09-23,1611000,국토해양부
양양IC,강원도,양양군,42830,01,동해고속도로,65번,02,38.053056,128.635278,9000,1800,9400,2200,8000,01,02,01,빨간색+노란색+녹색,02,3단15열,01+02+03+04,2012,한국도로공사 강릉지사,033-811-6600,2019-09-23,1611000,국토해양부
하조대IC,강원도,양양군,42830,01,동해고속도로,65번,01,38.038889,128.661389,9000,1800,9400,2200,7800,01,02,01,빨간색+노란색+녹색,02,3단15열,01+02+03+04,2012,한국도로공사 강릉지사,033-811-6600,2019-09-23,1611000,국토해양부
하조대,강원도,양양군,42830,01,동해고속도로,65번,02,37.995833,128.718056,9000,1800,9400,2200,6700,01,02,01,빨간색+노란색+녹색,02,3단15열,01+02+03+04,2009,한국도로공사 강릉지사,033-811-6600,2019-09-23,1611000,국토해양부
현남IC,강원도,양양군,42830,01,동해고속도로,65번,01,37.942222,128.758611,9000,1800,9400,2300,6500,01,02,01,빨간색+노란색+녹색,02,3단15열,01+02+03+04,2009,한국도로공사 강릉지사,033-811-6600,2019-09-23,1611000,국토해양부
현남IC,강원도,양양군,42830,01,동해고속도로,65번,02,37.889444,128.798333,9000,1800,9400,2300,6900,01,02,01,빨간색+노란색+녹색,02,3단15열,01+02+03+04,2009,한국도로공사 강릉지사,033-811-6600,2019-09-23,1611000,국토해양부
강릉JC,강원도,강릉시,42150,01,동해고속도로,65번,01,37.798889,128.826389,9000,1800,9400,2300,6600,01,02,01,빨간색+노란색+녹색,02,3단15열,01+02+03+04,2011,한국도로공사 강릉지사,033-811-6600,2019-09-23,1611000,국토해양부
