마을기업명,마을기업구분,법인명,법인형태구분,소재지도로명주소,소재지지번주소,위도,경도,마을기업설립년월,마을기업인증년월,마을기업대표자명,마을기업대표전화번호,마을기업홈페이지,마을기업회원수,마을기업목적사업,마을기업주요상품,상품관련인증정보,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
영농조합법인㈜고산,2차년도,영농조합법인㈜고산,주식회사,제주특별자치도 제주시 한경면 용당길 175,제주특별자치도 제주시 한경면 용수리 3889-1,33.3365910097,126.164797,2013-07,2014-07,강민우,064-000-0000,,5,전통주 제조 및 판매,전통주,,064-728-2922,제주특별자치도 제주시청,2020-06-23,6510000,제주특별자치도 제주시
새마을알뜰매장혼디모앙영농조합법인,신규,새마을알뜰매장혼디모앙영농조합법인,영농조합,제주특별자치도 제주시 남성로8길 9,제주특별자치도 제주시 용담일동 2815-5,33.5040985705,126.5139789191,2013-02,2013-10,홍경애,064-722-2425,,6,김치 제조 및 재활용 의류 리폼,의류,,064-728-2922,제주특별자치도 제주시청,2020-06-23,6510000,제주특별자치도 제주시
구좌친환경당근영농조합법인,2차년도,구좌친환경당근영농조합법인,영농조합,제주특별자치도 제주시 구좌읍 세화2길 9,제주특별자치도 제주시 구좌읍 세화리 1424-1,33.5227765998,126.856081,2012-12,2015-07,김대길,064-783-2773,,9,농산물 생산 및 유통 가공사업,당근,,064-728-2922,제주특별자치도 제주시청,2020-06-23,6510000,제주특별자치도 제주시
아라주는딸기영농조합법인,신규,아라주는딸기영농조합법인,영농조합,제주특별자치도 제주시 영평동 214,제주특별자치도 제주시 영평동 214,33.422241,126.576405,2008-02,2014-11,하재영,064-000-0000,,0,농산물 생산 및 유통 가공사업,딸기,,064-728-2922,제주특별자치도 제주시청,2020-06-23,6510000,제주특별자치도 제주시
농부의아침영농조합법인,신규,영농조합법인 조수리 농부의 아침,영농조합,제주특별자치도 제주시 한경면 용금로 470,제주특별자치도 제주시 한경면 조수리 321-10,33.3356869600,126.2301901778,2015-07,2015-07,김병섭,064-773-7100,,5,향토음식 체험 및 농산물 판매,제주향토음식 제조 및 체험,,064-728-2922,제주특별자치도 제주시청,2020-06-23,6510000,제주특별자치도 제주시
제주본초협동조합,2차년도,제주본초협동조합,협동조합,제주특별자치도 제주시 한경면 고산로2길 22-13,제주특별자치도 제주시 한경면 고산리 2885-1,33.3025484975,126.1823070133,2015-10,2018-07,구자권,070-4035-7071,,8,"토종발효균주 제조, 유통, 판매",누룩 전통주,,064-728-2922,제주특별자치도 제주시청,2020-06-23,6510000,제주특별자치도 제주시
함께하는그날협동조합,2차년도,함께하는그날협동조합,협동조합,"제주특별자치도 제주시 월랑북2길 16, 101호",제주특별자치도 제주시 노형동 1021-2,33.492637,126.475382,2017-04,2018-07,이경미,064-711-8291,,8,"면생리대 생산, 유통, 판매",면생리대,,064-728-2922,제주특별자치도 제주시청,2020-06-23,6510000,제주특별자치도 제주시
송당상회영농조합법인,2차년도,송당상회영농조합법인,영농조합,제주특별자치도 제주시 구좌읍 중산간동로 2084-2,제주특별자치도 제주시 구좌읍 송당리 1108,33.4722430064,126.7658282587,2016-07,2018-03,임선옥,064-782-8073,,11,"동백,비자,유채기름 생산 및 판매",비자기름,,064-728-2922,제주특별자치도 제주시청,2020-06-23,6510000,제주특별자치도 제주시
반딧불이마을영농조합법인,2차년도,반딧불이마을영농조합법인,영농조합,제주특별자치도 제주시 한경면 대한로 1036,제주특별자치도 제주시 한경면 청수리 1571,33.3180893382,126.2475142079,2017-08,2018-06,문영준,064-773-1949,,8,반딧불이 생태관광,반딧불이 생태관광,,064-728-2922,제주특별자치도 제주시청,2020-06-23,6510000,제주특별자치도 제주시
추자도영흥영어조합법인,신규,추자도영흥영어조합법인,영어조합,제주특별자치도 제주시 추자면 영흥4길 70-2,제주특별자치도 제주시 추자면 영흥리 70,33.9588526164,126.2975584777,2018-11,2019-02,강원복,064-000-0000,,26,수산물 공동생산 및 가공 판매,수산물,,064-728-2922,제주특별자치도 제주시청,2020-06-23,6510000,제주특별자치도 제주시
주식회사 해마,신규,주식회사 해마,주식회사,제주특별자치도 제주시 구좌읍 월정3길 47,제주특별자치도 제주시 구좌읍 월정리 469-1,33.5552731639,126.7942830566,2019-01,2019-07,박부성,064-784-4480,,10,월정리 관광객들의 체류시간 증대를 위한 프로그램 개발,패들보드 및 서핑보드 체험,,064-728-2922,제주특별자치도 제주시청,2020-06-23,6510000,제주특별자치도 제주시
주식회사 그래고내바다,신규,주식회사 그래고내바다,주식회사,제주특별자치도 제주시 애월읍 고내로9길 22,제주특별자치도 제주시 애월읍 고내리 1076,33.4653608979,126.3383415824,2015-05,2020-03,김도형,064-000-0000,,23,제주바다의 불로초 톳 가공식품 생산 및 상품화사업,톳부각,,064-728-2922,제주특별자치도 제주시청,2020-06-23,6510000,제주특별자치도 제주시
어울림협동조합,기타,어울림협동조합,협동조합,광주광역시 북구 석곡로 175 (청풍동),광주광역시 북구 청풍동 1037-1,35.17699353,126.961875,2013-08,2013-09,류상근,062-262-7893,,6,무돌톨스토이 가구카페,원목제품,,062-410-6584,광주광역시 북구청,2020-07-07,3620000,광주광역시 북구
한새봉두레,기타,한새봉두레,기타,광주광역시 북구 소해로 61 (일곡동),광주광역시 북구 일곡동 932-1,35.21236498,126.8933441,2012-03,2010-08,이성진,062-575-0306,,30,"벼농사 공동경작, 자연학교",농사체험,,062-410-6584,광주광역시 북구청,2020-07-07,3620000,광주광역시 북구
월출마을회,기타,월출마을회,기타,광주광역시 북구 삼소로 437 (용전동),광주광역시 북구 용전동 1108-10,35.24500693,126.8803849,2011-06,2011-03,김원오,062-571-5402,,10,무농약 토마토 및 토마토즙 판매,토마토 및 토마토즙,,062-410-6584,광주광역시 북구청,2020-07-07,3620000,광주광역시 북구
키즈카페 가비,기타,(사)광주북구새마을회,사단법인,광주광역시 북구 중문로 59 (우산동),광주광역시 북구 우산동 633-4,35.17803296,126.9197717,2011-09,2011-03,이상동,062-511-8884,www.saemaul.com,56,커피음료 판매,음료,,062-410-6584,광주광역시 북구청,2020-07-07,3620000,광주광역시 북구
(사)틔움복지재단,기타,(사)틔움복지재단,사단법인,광주광역시 북구 중외길 5 (매곡동),광주광역시 북구 매곡동 51,35.18839084,126.891377,2007-10,2011-03,안병규,062-430-3368,,32,우리밀과 친환경재료를 이용한 동네 베이커리 운영,제과제빵,,062-410-6584,광주광역시 북구청,2020-07-07,3620000,광주광역시 북구
바우푸드협동조합,기타,바우푸드협동조합,협동조합,광주광역시 북구 중문로 10번길 21-2 (우산동),광주광역시 북구 우산동 174-20,35.17345759,126.9196488,2012-03,2012-03,이정헌,062-261-8288,,7,식자재 납품업,농산물,,062-410-6584,광주광역시 북구청,2020-07-07,3620000,광주광역시 북구
주먹밥카페 오월,기타,(사)빛고을행복마을경제문화공동체,사단법인,광주광역시 북구 신촌샛강길 120-3 (청풍동),광주광역시 북구 청풍동 856-9,35.17614962,126.9610812,2012-07,2012-03,문형권,062-265-0518,,9,좋은 효소차 만들기 체험 및 판매,효소차,,062-410-6584,광주광역시 북구청,2020-07-07,3620000,광주광역시 북구
무등산수박마을영농조합,기타,무등산수박마을영농조합,영농조합,광주광역시 북구 송강로 236-3 (금곡동),광주광역시 북구 금곡동 272-1,35.17023935,126.9989023,2013-03,2013-04,김정호,062-510-1465,,11,농산물 및 농작물 수확 영농체험,영농체험,,062-410-6584,광주광역시 북구청,2020-07-07,3620000,광주광역시 북구
꿈꾸는엄마들협동조합,기타,꿈꾸는엄마들협동조합,협동조합,광주광역시 북구 소해로 61 (일곡동),광주광역시 북구 일곡동 932-1,35.21236498,126.8933441,2013-04,2013-04,정수미,062-574-2025,,6,지역주민 커뮤니티 카페,주민교류공간제공,,062-410-6584,광주광역시 북구청,2020-07-07,3620000,광주광역시 북구
태화협동조합,기타,태화협동조합,협동조합,광주광역시 북구 독립로 327 (중흥동),광주광역시 북구 중흥동 662-2,35.15982862,126.913788,2013-04,2013-04,김용태,062-531-0356,,5,건축자재의 거리 활성화 지원사업,택배서비스,,062-410-6584,광주광역시 북구청,2020-07-07,3620000,광주광역시 북구
연극마을문화공동체협동조합,기타,연극마을문화공동체협동조합,협동조합,광주광역시 북구 대천로 124-4 (문흥동),광주광역시 북구 문흥동 1010-2,35.18433174,126.9199236,2013-04,2013-04,이춘석,062-251-0960,http://cafe.daum.net/theatertown,6,문화예술공연기획 및 아카데미 운영,연공연기획 및 공연장비대여,,062-410-6584,광주광역시 북구청,2020-07-07,3620000,광주광역시 북구
미드미공방㈜,기타,미드미공방㈜,주식회사,광주광역시 북구 설죽로 455번길 18-11 (삼각동),광주광역시 북구 삼각동 783-3,35.20020035,126.897565,2013-08,2014-05,장미라,032-575-8524,http://www.미드미공방.kr/,7,공예체험,수공예품,,062-410-6584,광주광역시 북구청,2020-07-07,3620000,광주광역시 북구
나무로협동조합,기타,나무로협동조합,협동조합,광주광역시 북구 석곡로 175 (청풍동),광주광역시 북구 청풍동 1037-1,35.17699353,126.961869,2014-08,2015-05,김봉환,062-264-5676,www.tongnamuro.com,14,찾아가는 사랑방공방 운영 및 인테리어 사업,원목제품,,062-410-6584,광주광역시 북구청,2020-07-07,3620000,광주광역시 북구
한국아동인권센터협동조합,기타,한국아동인권센터협동조합,협동조합,"광주광역시 북구 무등로 190, 4층",광주광역시 북구 신안동 133-6,35.1652621,126.9042899,2016-01,2016-10,함지웅,062-513-1002,,60,아동학대 예방 캠페인 및 교육,영유아교육,,062-410-6584,광주광역시 북구청,2020-07-07,3620000,광주광역시 북구
㈜도담도담커뮤니티,기타,㈜도담도담커뮤니티,주식회사,"광주광역시 북구 비엔날레로 103, 201호 (용봉동)",광주광역시 북구 용봉동 1035,35.18117867,126.8899025,2013-08,2017-06,장효선,062-416-7982,dodamdodamcenter.modoo.at,7,"보드게임, 체험학습, 강사 양성 및 파견","보드게임, 강사양성",,062-410-6584,광주광역시 북구청,2020-07-07,3620000,광주광역시 북구
매화락 협동조합,기타,매화락 협동조합,협동조합,광주광역시 북구 중외길 17번길 5-2 (매곡동),광주광역시 북구 매곡동 67,35.18888191,126.892243,2016-09,2018-03,강성용,062-571-2220,http://maehwarak.co.kr/,25,매실 제품 제조 및 카페,매실 가공품 및 체험,,062-410-6584,광주광역시 북구청,2020-07-07,3620000,광주광역시 북구
코끼리협동조합,기타,코끼리협동조합,협동조합,"광주광역시 북구 무등로 190, 1층",광주광역시 북구 신안동 133-6,35.1652621,126.9042899,2015-05,2019-07,서강원,062-513-2014,www.co77iri.com,15,팹카페 및 메이커스,"팹랩, 팹카페",,062-410-6584,광주광역시 북구청,2020-07-07,3620000,광주광역시 북구
춤추는 마을기업,신규,앤디엘코리아 협동조합,협동조합,"광주광역시 북구 자산로 28, 지하1층 (신안동)",광주광역시 북구 신안동 730-3,35.16853509,126.894709,2019-07,2020-02,김태훈,070-8191-5215,,7,"댄스동아리 육성, 공연, 경연대회 등",실용무용,,062-410-6584,광주광역시 북구청,2020-07-07,3620000,광주광역시 북구
손빚,신규,빛고을공예협동조합,협동조합,"광주광역시 북구 자미로 17, 2층 (신안동)",광주광역시 북구 신안동 238-24,35.1678424,126.902781,2013-04,2020-02,박명희,062-573-1090,,12,"수공예품 생산 및 판매, 전문가 양성교육",수공예품,,062-410-6584,광주광역시 북구청,2020-07-07,3620000,광주광역시 북구
(주)조천리마을기업,자립형,(주)조천리마을기업,주식회사,충청북도 충주시 앙성면 남한강변길 146,충청북도 충주시 앙성면 조천리 295-1,37.110679,127.8095695,2020-03,2020-06,박정숙,043-854-4326,,5,소매업,"식품, 잡화, 농산물",,043-850-6012,충청북도 충주시,2020-06-30,4390000,충청북도 충주시
상대촌마을 영농조합법인,자립형,상대촌마을영농조합법인,영농조합,충청북도 충주시 앙성면 둔터로 558,충청북도 충주시 앙성면 지당리 469-1,37.09762086,127.7155901,2020-08,2020-06,송명섭,043-855-8893,,6,농산물판매,"절임배추, 무우시래기",,043-850-6012,충청북도 충주시,2020-06-30,4390000,충청북도 충주시
소사마을회,자립형,소사마을회,기타,경상남도 거창군 고제면 소사길 11,,35.89883761,127.8645878,,2010-10,오세일,000-0000-0000,,,농산물의 출하가공판매,무청시래기,,055-940-3352,경상남도 거창군청,2019-08-28,5470000,경상남도 거창군
내포긴들영농조합법인,자립형,내포긴들영농조합법인,영농조합,충청북도 충주시 신니면 내포길 37,충청북도 충주시 신니면 문숭리 53,37.00427394,127.7211495,2020-07,2020-07,손병용,070-8834-2504,www.happynaepo.com,12,농산물판매,"사과즙, 농촌체험 등",,043-850-6012,충청북도 충주시,2020-06-30,4390000,충청북도 충주시
㈜태양광솔루션,자립형,㈜태양광솔루션,주식회사,"충청북도 충주시 만리산로 34-1, 104호(교현동)",충청북도 충주시 교현동137-1,36.97436597,127.9441586,2020-12,2020-11,이은대,043-851-9191,,5,태양관관리,태양광모듈관리,,043-850-6012,충청북도 충주시,2020-06-30,4390000,충청북도 충주시
㈜새싹나라,자립형,㈜새싹나라,기타,충청북도 충주시 동량면 호반로 127-18,충청북도 충주시 동량면 조동리 296,37.033517,127.985284,2020-10,2020-02,이은세,070-7733-8585,,12,"농업,도소매","새싹인삼, 새싹보리재배 유통 등",,043-850-6012,충청북도 충주시,2020-06-30,4390000,충청북도 충주시
별빛테마체험관광,자립형,비법인,재단법인,경상북도 영천시 화북면 별빛로 681-32,경상북도 영천시 화북면 정각리 689,36.14024846,128.9967122,2011-02,2011-03,허성수,054-337-6449,www.star-tour.kr,5,"테마체험 운영(농촌,승마)","체험형 시뮬레이션 승마, 자전거타기",,054-330-6712,경상북도 영천시청,2020-06-29,5100000,경상북도 영천시
별빛마을체험관광,자립형,별빛마을체험관광 영농조합법인,재단법인,경상북도 영천시 화북면 정각길 71-39,경상북도 영천시 화북면 정각리 206,36.14427985,128.9933528,2012-03,2016-05,최영수,054-337-1384,www.bohyeonsanvil.com,17,별빛미나리 발효액 제조·판매,"미나리발효액, 미나리즙",,054-330-6712,경상북도 영천시청,2020-06-29,5100000,경상북도 영천시
소생로컬푸드,자립형,영농조합법인소생로컬푸드,재단법인,경상북도 영천시 도남공단3길15,경상북도 영천시 도남동619-6,35.9266875,128.9368423,2013-06,2013-10,김윤미,054-336-8681,,6,지역농산물직거래도시락사업,도시락,,054-330-6712,경상북도 영천시청,2020-06-29,5100000,경상북도 영천시
가래실포장마차,자립형,가래실포장마차영농조합법인,재단법인,경상북도 영천시 화산면 가상길 23-2,경상북도 영천시 화산면 가상리 656,36.03347928,128.8889693,2015-07,2015-08,이희진,054-338-5044,,17,협동과 나눔이 있는 행복한 포장마차,"칼국수,분식류",,054-330-6712,경상북도 영천시청,2020-06-29,5100000,경상북도 영천시
짚라인 타는 산골마을,자립형,보현산댐입석리협동조합,재단법인,경상북도 영천시 화북면 배나무정길67,경상북도 영천시 화북면 입석리 305,36.14075581,128.9521792,2017-03,2017-08,김종은,054-2087-5373,,31,짚라인관광지 휴게 및 음식사업,"한식,지역특산품",,054-330-6712,경상북도 영천시청,2020-06-29,5100000,경상북도 영천시
연계콩마을,자립형,화산연계콩영농조합법인,재단법인,경상북도 영천시 화산면 연지길 120,경상북도 영천시 화산면 연계리 104,36.02837749,128.8488502,2017-04,2017-08,김조술,054-3527-5124,,6,콩 가공을 통한 메주판매사업,메주,,054-330-6712,경상북도 영천시청,2020-06-29,5100000,경상북도 영천시
명락영농조합,자립형,명락영농조합법인,영농조합,충청북도 제천시 용두천로9길,충청북도 제천시 영천동 285,37.1316187991,128.203928,2011-11,2011-11,김영춘,043-646-1665,,6,취약계층고용,음식점,,043-641-6613,충청북도 제천시청,2020-06-25,4400000,충청북도 제천시
(사)예빛마을,자립형,(사)예빛마을,사단법인,충청북도 제천시 장자터길 17,충청북도 제천시 자작동 256-4,37.1230872430,128.2860173087,2012-08,2012-08,윤재근,043-653-3331,,5,전통음식판매,"교육,체험",,043-641-6613,충청북도 제천시청,2020-06-25,4400000,충청북도 제천시
산야초마을,자립형,산야초마을,영농조합,충청북도 제천시 옥순봉로6길 3,충청북도 제천시 수산면 하천리 15,36.9702008428,128.2266646873,2013-11,2013-11,김남수,043-651-1357,,12,농촌체험,"체험,숙박",,043-641-6613,충청북도 제천시청,2020-06-25,4400000,충청북도 제천시
비밀의화원,자립형,비밀의화원,영농조합,충청북도 제천시 송학주천로18길 100,충청북도 제천시 송한리 88-1,37.216997,128.248279,2014-03,2014-03,김정식,043-651-4339,,10,교육,"야생화,약초재배",,043-641-6613,충청북도 제천시청,2020-06-25,4400000,충청북도 제천시
슬로시티수산협동조합,기타,슬로시티수산협동조합,협동조합,충청북도 제천시 수산면 월악로26길 42,충청북도 제천시 수산면 수산리 599-8,36.9334355680,128.1814754506,2017-06,2017-06,김은숙,043-651-4444,,5,"교육,판매",농산물판매,,043-641-6613,충청북도 제천시청,2020-06-25,4400000,충청북도 제천시
월악산힐링푸드영농조합,기타,월악산힐링푸드영농조합,영농조합,충청북도 제천시 덕산면 약초로 276,충청북도 제천시 덕산면 선고리 1168-1,36.8994769240,128.180030,2015-04,2019-02,손광일,043-651-0435,,10,유통,농산물판매,,043-641-6613,충청북도 제천시청,2020-06-25,4400000,충청북도 제천시
알콩달콩영농조합법인,자립형,알콩달콩영농조합법인,영농조합,전라북도 군산시 옥산면 남내로 143,전라북도 군산시 옥산면 남내리 220-1,35.9402597402,126.7663305094,,2010-11,문정식,063-463-9002,,,"된장,청국장,두부생산및 전통혼례등체험",청국장,,063-454-4373,전라북도 군산시,2020-06-23,4670000,전라북도 군산시
대방영농협동조합,자립형,대방영농협동조합,영농조합,전라북도 군산시 개정면 바르메길 114-22,전라북도 군산시 개정면 발산리 279-3,35.9640870219,126.7993894052,,2011-04,한애자,063-459-9889,,,현미이용한식초생산및두부생산등,두부,,063-454-4373,전라북도 군산시,2020-06-23,4670000,전라북도 군산시
큰골영농조합법인,자립형,큰골영농조합법인,영농조합,전라북도 군산시 성산면 깐치멀1길 71,전라북도 군산시 성산면 산곡리147-1,35.9776772260,126.8268838017,,2013-03,김국태,063-453-9928,,,"우렁이,된장,장아찌",우렁이,,063-454-4373,전라북도 군산시,2020-06-23,4670000,전라북도 군산시
(사)선유도관광진흥회,자립형,(사)선유도관광진흥회,사단법인,전라북도 군산시 옥도면 선유북길 74-5,전라북도 군산시 옥도면 선유도리 279-2,35.8132675082,126.4136336748,,2013-08,정종국,063-465-6729,,,해산물가공및판매,해산물가공및판매,,063-454-4373,전라북도 군산시,2020-06-23,4670000,전라북도 군산시
펀빌리지협동조합,자립형,펀빌리지협동조합,협동조합,전라북도 군산시 구영7길 17,전라북도 군산시 월명동 17-8,35.9847885558,126.7088658948,,2015-05,장재진,063-446-8830,,,근대역사관광객 편의를위한 숙박및 관광편의제공,게스트하우스,,063-454-4373,전라북도 군산시,2020-06-23,4670000,전라북도 군산시
행복중심용산생협,자립형,행복중심용산생협,협동조합,"용산구 효창원로 157, 제디형 101호(효창동)",,,,,2011-04,박태정,070-8783-0615,,,"식품, 생활제품 판매","식품, 생활제품",,02-2199-6802,서울특별시 용산구청,2020-06-25,3020000,서울특별시 용산구
협동조합마을공방 사이,자립형,협동조합마을공방 사이,협동조합,용산구 효창원로 270(서계동),,,,,2013-08,이우경,070-8773-3824,,,원목가구 판매,원목가구,,02-2199-6802,서울특별시 용산구청,2020-06-25,3020000,서울특별시 용산구
희망나눔반찬(우리나눔),자립형,희망나눔반찬(우리나눔),협동조합,"용산구 이촌로22길 9-4, 제지층 제1호(이촌동)",,,,,2014-09,이수경,02-713-7020,,,도시락 공급,도시락,,02-2199-6802,서울특별시 용산구청,2020-06-25,3020000,서울특별시 용산구
하늘곳간농장영농조합법인,자립형,하늘곳간농장영농조합법인,영농조합,전라북도 장수군 장수읍 팔공로 8,전라북도 장수군 장수읍 용계리 745-1,35.6199432924,127.4903776050,2016-02,2016-06,유영록,063-351-5510,,10,지역농산물 활용,과채즙,,063-350-2191,전라북도 장수군청,2020-01-30,4750000,전라북도 장수군
다사리협동조합,자립형,다사리협동조합,협동조합,용산구 신흥로5길 69(용산2가동),,,,,2014-11,남기문,02-792-3020,,,"전통장류 제조, 판매",전통장,,02-2199-6802,서울특별시 용산구청,2020-06-25,3020000,서울특별시 용산구
더불어함께건축 협동조합,자립형,더불어함께건축 협동조합,협동조합,"용산구 원효로83길 11, 201호(원효로1가)",,,,,2019-06,한동화,070-5175-5551,,,낡은주택 개초,주택보수,,02-2199-6802,서울특별시 용산구청,2020-06-25,3020000,서울특별시 용산구
단꿈한지공방,2차년도,단꿈한지공방,협동조합,용산구 두텁바위로1길 70(후암동),,,,,2019-06,김용삼,070-8151-1216,,,"한지공예 교육, 계승",한지공예,,02-2199-6802,서울특별시 용산구청,2020-06-25,3020000,서울특별시 용산구
용산마을문화협동조합,기타,용산마을문화협동조합,협동조합,"용산구 효창원로66길 22, 3층(효창동)",,,,,2020-05,김정연,02-717-0981,,,"역사문화, 공연","문화, 공연",,02-2199-6802,서울특별시 용산구청,2020-06-25,3020000,서울특별시 용산구
㈜다림향,자립형,㈜다림향,주식회사,부산광역시 동래구 동래로 114-1(명륜동),부산광역시 동래구 명륜동 251-7,35.206821,129.084715,2013-08,2013-10,김나희,051-522-1626,https://dalimhyang.modoo.at,5,전통차보급 및 예절교육으로 지역공통체 실현,"카페(전통차, 건강차, 커피), 체험교육(다도, 예절) 운영",,051-550-4934,동래구청 일자리경제과,2020-06-15,3300000,부산광역시 동래구
㈜착한세상,자립형,㈜착한세상,주식회사,부산광역시 동래구 연안로59번길 99(안락동),부산광역시 동래구 안락동 628-52,35.194804,129.102871,2013-05,2013-10,김정예,051-553-1988,http://storefarm.naver.com/mansaok,5,"체험사업, 가공식품, 도·소매","체험프로그램 운영(팝업카드, 젤리플라워, 압화, 캐릭터양초클레이 등)",,051-550-4934,동래구청 일자리경제과,2020-06-15,3300000,부산광역시 동래구
에코토이,자립형,사회복지법인 로뎀직업재활센터,기타,부산광역시 북구 의성로 109번길 8(덕천동),부산광역시 북구 덕천동 412-3,35.210757024,129.011170051,2011-12,2010-11,김소덕,051-309-2074,www.로뎀직업재활센터.com,,취약계층(장애인)의 지속가능한 일자리창출 및 장난감재활용으로 환경문제 해결,중고장난감 재활용사업,해당없음,051-309-2074,부산광역시 북구청,2020-06-23,3320000,부산광역시 북구
㈜공덕,자립형,㈜공덕,주식회사,"부산광역시 북구 효열로 270(금곡동,금곡1단지주공아파트상가 201호)",부산광역시 북구 금곡동 53-1,35.2673104838,129.019107755,2012-10,2011-08,송영근,051-309-2074,,3,취약계층에게 사회서비스 또는 일자리를 제공하는 사회적 목적 추구,"쌀조청, 무조청, 조청유과, 강정",해당없음,051-309-2074,부산광역시 북구청,2020-06-23,3320000,부산광역시 북구
엄마손 반찬가게,자립형,美더덕협동조합,협동조합,부산광역시 북구 덕천로 74 (덕천동 상가 104호),부산광역시 북구 덕천동 808,35.209033111,129.017152815,2014-01,2014-04,하남종,051-309-2074,,120,"반찬가게 운영, 마을공동체 형성 등",엄마손 반찬가게,해당없음,051-309-2074,부산광역시 북구청,2020-06-23,3320000,부산광역시 북구
감동재협동조합,신규,감동재협동조합,협동조합,부산광역시 북구 구만덕로 60(만덕동),부산광역시 북구 금곡동 53-1,35.215033,129.0437134,2018-10,2019-02,손민정,051-309-2074,,12,폐유목 재활용,감동재 마을목수,해당없음,051-309-2074,부산광역시 북구청,2020-06-23,3320000,부산광역시 북구
초록미소마을,자립형,농업회사법인 주식회사 초록미소마을,주식회사,경기도 평택시 오성면 신1리길44-14,경기도 평택시 오성면 신리 148-1,37.00878953,127.0022472,2010-05,2010-05,조병욱,031-683-1888,www.misovillage.co.kr,5,마을 활성화,"농촌체험, 효소욕",,031-8024-3521,경기도 평택시청,2020-06-22,3910000,경기도 평택시
바람새마을,자립형,바람새마을영농조합법인,영농조합,경기도 평택시 고덕면 새악길43-72,경기도 평택시 고덕면 궁리 505-1,37.01404654,127.0202033,2009-07,2010-12,김경남,031-663-5453,www.balamsae.com,5,마을 활성화,농촌체험 및 캠핑사업,,031-8024-3521,경기도 평택시청,2020-06-22,3910000,경기도 평택시
로컬푸드 길음마을,자립형,농업회사법인 주식회사 평생평소 로컬푸드,주식회사,경기도 평택시 오성면 오성서로267,경기도 평택시 오성면 길음리 320-2,36.98526386,126.9698884,2011-01,2011-05,유광호,031-681-1514,www.gireum.co.kr,15,마을 활성화,"로컬푸드 과채류 체험학습,농산물판매",,031-8024-3521,경기도 평택시청,2020-06-22,3910000,경기도 평택시
버드내마을,자립형,㈜버드내 마을,주식회사,경기도 평택시 신평로 28-23,경기도 평택시 유천동 707-2,36.97361894,127.1089323,2017-07,2017-07,김남옥,031-656-1727,없음,7,마을 활성화,도시락및 밑반찬 판매,,031-8024-3521,경기도 평택시청,2020-06-22,3910000,경기도 평택시
베농영농조합,자립형,㈜베농영농조합,영농조합,,경기도 평택시 죽백동 219,37.024627,138.536199,2017-09,2017-09,이정경,070-8831-2768,없음,6,마을 활성화,친환경방제제보급및 가공시스템(배),,031-8024-3521,경기도 평택시청,2020-06-22,3910000,경기도 평택시
우렁이밥상 협동조합,자립형,우렁이밥상 협동조합,협동조합,대구광역시 달서구 선원로37남길 7-9(이곡동),,35.8599368237,128.5130365065,2013-09,2013-10,김정은,053-582-8896,,,친환경 유기농 반찬가게 운영 및 농산물 특판사업,"유기농 반찬, 농산물",,053-667-2542,대구광역시 달서구청,2020-06-01,3470000,대구광역시 달서구
(사)성서공동체에프엠,자립형,(사)성서공동체에프엠,사단법인,대구광역시 달서구 달구벌대로 1208(신당동),,35.8515021945,128.4995092764,2005-02,2013-09,이명균,053-585-1260,,,라디오 방송제작과 인문학강좌,"라디오방송, 인문학강좌",,053-667-2542,대구광역시 달서구청,2020-06-01,3470000,대구광역시 달서구
아가쏘잉 협동조합,자립형,아가쏘잉 협동조합,협동조합,대구광역시 달서구 월배로14길 43(진천동),,35.8117808690,128.5223006409,2015-07,2015-07,김경애,053-633-7975,,,쏘잉 아카데미 운영 및 핸드메이드 소품 제작 및 판매,"홈패션, 핸드메이드 소품",,053-667-2542,대구광역시 달서구청,2020-06-01,3470000,대구광역시 달서구
로뎀나무 협동조합,자립형,로뎀나무 협동조합,협동조합,대구광역시 달서구 상인서로 39(상인동),,35.8132291596,128.5449600876,2015-07,2015-07,이신희,053-242-1905,,,방과후 돌봄 교육 및 핸드메이드 소품 제작·판매,"방과 후 교육, 핸드메이드 소품",,053-667-2542,대구광역시 달서구청,2020-06-01,3470000,대구광역시 달서구
마을문화센터솜씨 협동조합,자립형,마을문화센터솜씨 협동조합,협동조합,대구광역시 달서구 선원로37길 42(이곡동),,35.8609552583,128.5128831685,2015-07,2015-07,황민정,053-584-0625,,,마을문화센터 운영 및 핸드메이드 소품 제작·판매,"핸드메이드 소품, 교육서비스",,053-667-2542,대구광역시 달서구청,2020-06-01,3470000,대구광역시 달서구
협동조합 마을산책,자립형,협동조합 마을산책,협동조합,대구광역시 달서구 상화북로 196(상인동),,35.8126210147,128.5482408144,2016-04,2016-10,김태용,053-426-7829,,,"창문 차광용 블라인드, 블라인드 안전장치 생산 및 판매",블라인드 샘플북,,053-667-2542,대구광역시 달서구청,2020-06-01,3470000,대구광역시 달서구
(주)마스터크리닝,자립형,㈜마스터크리닝,주식회사,대구광역시 달서구 달서대로 89(유천동),,35.8147991619,128.5073334952,2017-03,2017-07,권영기,053-635-8846,,,차량관리 서비스업 및 냉난방기 위생관리 서비스업,차량관리 서비스업,,053-667-2542,대구광역시 달서구청,2020-06-01,3470000,대구광역시 달서구
