시장명,시장유형,소재지도로명주소,소재지지번주소,시장개설주기,위도,경도,점포수,취급품목,사용가능상품권,홈페이지주소,공중화장실보유여부,주차장보유여부,개설년도,전화번호,데이터기준일자,제공기관코드,제공기관명
마장축산물시장,상설장,서울특별시 성동구 마장로31길 40,서울특별시 성동구 마장동 510-3,매일,37.5697983,127.0384315,1260,축산물,온누리,http://mjmm.co.kr/new/,Y,Y,2003,02-2281-4446,2020-06-22,3030000,서울특별시 성동구
성동용답상가시장,상설장,서울특별시 성동구 용답25라길 23,서울특별시 성동구 용답동 47-1,매일,37.5635183895,127.0530070628,183,잡화,온누리,-,Y,Y,2013,02-2214-4326,2020-06-22,3030000,서울특별시 성동구
왕십리도선동상점가,상설장,서울특별시 성동구 왕십리로24길 16-1,서울특별시 성동구 도선동 164,매일,37.5638226,127.0343380,240,잡화,온누리,-,Y,N,2012,02-2296-0088,2020-06-22,3030000,서울특별시 성동구
행당시장상점가,상설장,서울특별시 성동구 왕십리로21길 17,서울특별시 성동구 행당동 292-41,매일,37.5608984127,127.0328498281,100,잡화,온누리,-,Y,N,2015,02-2293-6864,2020-06-22,3030000,서울특별시 성동구
한양대앞상점가,상설장,서울특별시 성동구 마조로 17,서울특별시 성동구 행당동 19-54,매일,37.5595553638,127.040454,70,음식점,온누리,-,Y,N,2015,02-6404-2505,2020-06-22,3030000,서울특별시 성동구
뚝섬역상점가,상설장,서울특별시 성동구 상원길 일대,서울특별시 성동구 상원길 일대,매일,37.545804,127.048377,60,잡화,온누리,-,N,N,2016,02-533-8033,2020-06-22,3030000,서울특별시 성동구
신평전통시장,상설장,경상북도 구미시 칠성로 6길48,경상북도 구미시 신평동 150-4,매일,36.1231575596,128.361146159,74,"음식점, 농수산물, 의류, 잡화 등",온누리상품권,,Y,N,2015,054-463-0053,2020-06-22,5080000,경상북도 구미시
제일시장상가,상설장,경상북도 구미시 1공단로 192,경상북도 구미시 공단동 264-18,매일,36.1017213157,128.384108466,72,"음식점, 미용실 및 잡화",온누리상품권,,Y,Y,1988,054-462-1655,2020-06-22,5080000,경상북도 구미시
종합제일시장,상설장,경상북도 구미시 구미중앙로9길 7,경상북도 구미시 원평동 118-31,매일,36.1303168006,128.32964667,82,"음식점, 의류, 신발 등","온누리상품권,구미사랑상품권",http://www.saemaulsijang.com,Y,Y,2006,054-456-9940,2020-06-22,5080000,경상북도 구미시
금광시장,상설장,경기도 성남시 중원구 산성대로426번길5등 9필지(금광동),경기도 성남시 중원구 금광동 4622등 9필지,매일,37.45003428,127.1599078,35,"농수산물, 생필품,잡화 등","온누리상품권, 성남사랑상품권",,Y,Y,1991,031-732-0345,2019-03-18,3780000,경기도 성남시
현대시장,상설장,경기도 성남시 분당구 중앙공원로40번길8(서현동),경기도 성남시 분당구 서현동 94,매일,37.3793850,127.1301704,95,"농수산물, 생필품,잡화 등","온누리상품권, 성남사랑상품권",,Y,Y,1992,031-701-1240,2019-03-18,3780000,경기도 성남시
동신종합시장,상설장,경기도 성남시 분당구 돌마로361(수내동),경기도 성남시 분당구 수내동 63-2,매일,37.3705555,127.1229704,85,"농수산물, 생필품,잡화 등","온누리상품권, 성남사랑상품권",,Y,Y,1993,031-711-8628,2019-03-18,3780000,경기도 성남시
단대마트시장,상설장,경기도 성남시 중원구 산성대로372번길10(금광동),경기도 성남시 중원구 금광동 10,매일,37.4446756768,127.1580641174,86,"농수산물, 생필품,잡화 등","온누리상품권, 성남사랑상품권",,Y,Y,1993,031-749-8982,2019-03-18,3780000,경기도 성남시
코코프라자시장,상설장,경기도 성남시 분당구 서현로210번길20(서현동),"경기도 성남시 분당구 서현동 248-5,6",매일,37.38586108,127.1240354,63,"농수산물, 생필품,잡화 등","온누리상품권, 성남사랑상품권",,Y,Y,1994,031-707-7315,2019-03-18,3780000,경기도 성남시
미래그린시장,상설장,"경기도 성남시 분당구 불정로386번길10(서현동,효자촌미래타운)",경기도 성남시 분당구 서현동 307,매일,37.3731224,127.1381144,103,"농수산물, 생필품,잡화 등","온누리상품권, 성남사랑상품권",,Y,Y,1994,031-708-1131,2019-03-18,3780000,경기도 성남시
미래타운제2종합시장,상설장,"경기도 성남시 분당구 불정로376번길31(서현동,효자촌주상복합)",경기도 성남시 분당구 서현동 311,매일,37.3720763,127.1388839,95,"농수산물, 생필품,잡화 등","온누리상품권, 성남사랑상품권",,Y,Y,1994,031-704-8151,2019-03-18,3780000,경기도 성남시
성남중앙지하시장,상설장,경기도 성남시 수정구 산성대로243-5등7필지(신흥동),경기도 성남시 수정구 신흥동 2467등7필지,매일,37.43757992,127.1408589,556,"농수산물, 생필품,잡화 등","온누리상품권, 성남사랑상품권",,Y,Y,1995,031-755-0670,2019-03-18,3780000,경기도 성남시
분당우성시장,상설장,경기도 성남시 분당구 중앙공원로40번길42(서현동),경기도 성남시 분당구 서현동 94-3,매일,37.3782231,127.1321687,80,"농수산물, 생필품,잡화 등","온누리상품권, 성남사랑상품권",,Y,Y,1995,031-701-4309,2019-03-18,3780000,경기도 성남시
용현시장,상설장,인천광역시 미추홀구 용삼길 13,인천광역시 미추홀구 용현동 459-92,매일,37.4575806,126.6503809,274,,온누리상품권,,Y,Y,1963,032-886-9318,2020-03-16,3510500,인천광역시 미추홀구
학성종합시장,상설장,울산광역시 중구 새치로 28,울산광역시 중구 학성동 467-1,-,35.55441867,129.3320529,19,"가공식품,음식점업,기타소매업,근린생활서비스,",지역사랑상품권,,Y,N,,,2020-05-27,B553077,소상공인시장진흥공단
역촌중앙시장,상설장,,서울특별시 은평구 갈현동 467,-,,,92,"축산물,가공식품,의류 및 신발,가정용품,근린생활서비스",지역사랑상품권,,Y,N,1970,,2020-05-27,B553077,소상공인시장진흥공단
신정제일시장,상설장,서울특별시 양천구 중앙로34길 30,서울특별시 양천구 신정1동 1030-6,-,37.5208404,126.8536847,73,"농산물,축산물,수산물,가공식품,",지역사랑상품권,,Y,N,,,2020-05-27,B553077,소상공인시장진흥공단
신곡종합시장,상설장,서울특별시 양천구 남부순환로79길 37,서울특별시 양천구 신월동 575-17,-,37.518369,126.8431968,33,"농산물,축산물,가공식품,의류 및 신발,음식점업,기타소매업,근린생활서비스",지역사랑상품권,,Y,N,1976,,2020-05-27,B553077,소상공인시장진흥공단
합정시장,상설장,서울특별시 마포구 양화진길5,서울특별시 마포구 합정동 375-1 합정아파트,-,37.54821025,126.9131863,10,"가공식품,음식점업,기타소매업,근린생활서비스,",지역사랑상품권,,Y,N,1970,,2020-05-27,B553077,소상공인시장진흥공단
철뚝시장,상설장,부산광역시 부산진구 자유평화로3번길 14-15,부산광역시 부산진구 범천동 839-36,-,35.14222025,129.0615685,90,"농산물,축산물,수산물,가공식품,",지역사랑상품권,,N,N,,,2020-05-27,B553077,소상공인시장진흥공단
중부농수산물시장,상설장,경기도 안양시 만안구 안양로248번길23,경기도 안양시 만안구 안양동 622-337,-,37.39590836,126.9256133,27,,온누리상품권,,N,N,,,2020-05-27,B553077,소상공인시장진흥공단
모란전통기름시장,상설장+5일장,경기도 성남시 중원구 둔촌대로 83번길 7,경기도 성남시 중원구 성남동 4222,5일,37.4309085,127.1280081,86,"농산물,축산물,가공식품,근린생활서비스,",온누리+지역사랑상품권,,N,Y,,,2020-05-27,B553077,소상공인시장진흥공단
청평여울시장,5일장,경기도 가평군 청평면 시장중앙로19,경기도 가평군 청평면 청평리 81-2,5일,37.73476562,127.4158594,105,"수산물,가공식품,의류 및 신발,음식점업,기타소매업",온누리+지역사랑상품권,,N,N,,,2020-05-27,B553077,소상공인시장진흥공단
남동산업용품상가,상설장,"인천광역시 남동구 은청로4-7, 4-19",인천광역시 남동구 고잔동 630,-,37.40694476,126.6934009,600,"가정용품,음식점업,기타소매업,근린생활서비스,",지역사랑상품권,www.ndtools.co.kr,Y,Y,1998,,2020-05-27,B553077,소상공인시장진흥공단
전의왕의물시장,상설장+5일장,세종특별자치시 전의면 장터길33,세종특별자치시 전의면 읍내리 236-2 전의시장고객편의시설,5일,36.6777398,127.2058802,92,"농산물,축산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업,근린생활서비스,",온누리+지역사랑상품권,,Y,Y,1946,,2020-05-27,B553077,소상공인시장진흥공단
세종전통시장,상설장+5일장,세종특별자치시 조치원읍 조치원8길 42,세종특별자치시 조치원읍 정리 19-1,5일,36.59978853,127.300612,326,"농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업근린생활서비스",온누리+지역사랑상품권,,Y,Y,1931,,2020-05-27,B553077,소상공인시장진흥공단
부강전통시장,상설장+5일장,세종특별자치시 부강면 부강5길 18,세종특별자치시 부강면 부강리 475-1,5일,36.5285002,127.3688809,62,"농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업근린생활서비스",온누리+지역사랑상품권,,Y,Y,1964,,2020-05-27,B553077,소상공인시장진흥공단
세종대평시장,상설장+5일장,세종특별자치시 금남면 대평시장1길 17-2,세종특별자치시 금남면 용포리 205-42,5일,36.46726751,127.2820608,143,"농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업근린생활서비스",온누리+지역사랑상품권,,Y,Y,1946,,2020-05-27,B553077,소상공인시장진흥공단
화북종합시장,상설장,제주특별자치도 제주시 청풍길 14,제주특별자치도 제주시 화북1동 1947,-,33.52264046,126.5658669,52,"농산물,축산물,가공식품,의류 및 신발,음식점업,근린생활서비스,",온누리+지역사랑상품권,,Y,Y,,,2020-05-27,B553077,소상공인시장진흥공단
함덕오일시장,5일장,제주특별자치도 제주시 조천읍 함덕16길 15-13,제주특별자치도 제주시 조천읍 함덕리 972-7,5일,33.54025239,126.667962,74,"농산물,수산물,가공식품,의류 및 신발,기타소매업",온누리+지역사랑상품권,,Y,Y,,,2020-05-27,B553077,소상공인시장진흥공단
한림민속오일시장(한림오일시장),5일장,제주특별자치도 제주시 한림읍 한수풀로4길 10,제주특별자치도 제주시 한림읍 대림리 1698-4,5일,33.42014236,126.2741372,145,"농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업,",온누리+지역사랑상품권,,Y,Y,,,2020-05-27,B553077,소상공인시장진흥공단
한림매일시장,상설장,제주특별자치시도 제주시 한림읍 한림로 681,제주특별자치시도 제주시 한림읍 한림리 1315-4,-,,,66,"농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업근린생활서비스",온누리+지역사랑상품권,,Y,Y,,,2020-05-27,B553077,소상공인시장진흥공단
중앙로상점가,상설장,제주특별자치도 제주시 이도일동 중앙로 91,제주특별자치도 제주시 이도일동 1460,-,33.51009866,126.5239633,229,"농산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업,근린생활서비스",온누리+지역사랑상품권,,Y,Y,,,2020-05-27,B553077,소상공인시장진흥공단
옥수동새시장,상설장,경상남도 거제시 능포로 134-2(능포동),경상남도 거제시 능포로 134-2(능포동),상설,34.8753950892,128.731917,40,"농산물, 수산물, 잡화","거제사랑상품권, 온누리상품권",N,Y,Y,1984,,2019-07-31,5370000,경상남도 거제시
옥포중앙시장,상설장,"경상남도 거제시 옥포로 215(옥포동, 중앙시장)",경상남도 거제시 옥포로 215(옥포동),상설,34.893969,128.690622,29,"농산물, 수산물, 잡화","거제사랑상품권, 온누리상품권",N,Y,Y,1984,055-687-0858,2019-07-31,5370000,경상남도 거제시
옥현쇼핑타운,상설장,"경상남도 거제시 옥포로 250(옥포동, 옥현시장)",경상남도 거제시 옥포로 250(옥포동),상설,34.896928,128.689906,70,"농산물, 수산물, 잡화","거제사랑상품권, 온누리상품권",N,Y,Y,1994,055-688-1949,2019-07-31,5370000,경상남도 거제시
장평종합시장,상설장,"경상남도 거제시 장평로 37(장평동, 장평종합상가)",경상남도 거제시 장평로 17(장평동),상설,34.890847,128.613106,100,"농산물, 수산물, 잡화","거제사랑상품권, 온누리상품권",N,Y,Y,1995,055-637-2197,2019-07-31,5370000,경상남도 거제시
한라프라자,상설장,경상남도 거제시 거제중앙로 1906(고현동),경상남도 거제시 거제중앙로 1906(고현동),상설,34.888208,128.623536,51,"농산물, 수산물, 잡화","거제사랑상품권, 온누리상품권",N,Y,Y,1996,055-637-1195,2019-07-31,5370000,경상남도 거제시
회원프라자,상설장,경상남도 거제시 고현로11길 18(고현동),경상남도 거제시 고현로11길 18(고현동),상설,34.889033,128.624819,30,"농산물, 수산물, 잡화","거제사랑상품권, 온누리상품권",N,Y,Y,1996,055-632-6237,2019-07-31,5370000,경상남도 거제시
옥수시장,상설장,경상남도 거제시 옥수로10길 35(능포동),경상남도 거제시 옥수로10길 35(능포동),상설,34.8762287434,128.731347768,40,"농산물, 수산물, 잡화","거제사랑상품권, 온누리상품권",N,Y,Y,2006,055-681-2757,2019-07-31,5370000,경상남도 거제시
사강시장,상설장+5일장,경기도 화성시 송산면 사강로 183-1,경기도 화성시 송산면 사강리 663-1,5일,37.21330034,126.7360056,347,"농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업근린생활서비스",온누리+지역사랑상품권,,Y,Y,1921,,2020-05-27,B553077,소상공인시장진흥공단
발안시장,상설장+5일장,경기도 화성시 향남읍 평2길 7,경기도 화성시 향남읍 평리 81-51,5일,37.13146292,126.9094602,219,"농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업근린생활서비스",온누리+지역사랑상품권,brmk.co.kr,Y,Y,1929,,2020-05-27,B553077,소상공인시장진흥공단
신장전통시장,상설장,경기도 하남시 신장1로3번길 42,경기도 하남시 신장동 신장전통시장,-,37.5378866,127.2070269,71,"농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업,",온누리+지역사랑상품권,,Y,Y,,,2020-05-27,B553077,소상공인시장진흥공단
일동전통시장,상설장,경기도 포천시 일동면 화동로 1090-14,경기도 포천시 일동면 1033번지 13-9,-,37.95977382,127.3194837,54,"축산물,가공식품,의류 및 신발,음식점업,기타소매업,근린생활서비스,",온누리+지역사랑상품권,,Y,Y,1980,,2020-05-27,B553077,소상공인시장진흥공단
운천전통시장,상설장,경기도 포천시 영북면 영북로 177번길 25,경기도 포천시 영북면 운천리 531-5,-,38.08994272,127.2722275,30,"농산물,축산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업",온누리+지역사랑상품권,,Y,Y,1990,,2020-05-27,B553077,소상공인시장진흥공단
통복시장,상설장+5일장,경기도 평택시 동복시장로 25번길 10,경기도 평택시 신장동 318-24,5일,37.07989088,127.0523671,633,"농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업근린생활서비스",온누리+지역사랑상품권,http://blog.naver.com/tongbokmk,Y,Y,1950,,2020-05-27,B553077,소상공인시장진흥공단
중앙시장,상설장,경기도 평택시 중앙시장로 18-4,경기도 평택시 중앙시장로 18-4,-,37.07989088,127.0523671,253,"농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업근린생활서비스",온누리+지역사랑상품권,,Y,Y,1950,,2020-05-27,B553077,소상공인시장진흥공단
안중시장,상설장+5일장,경기도 평택시 안중읍 안현로서3길 29,경기도 평택시 안중읍 안중리 267-1,5일,36.98753476,126.9282593,130,"농산물,축산물,수산물,가공식품,의류 및 신발,음식점업,기타소매업,근린생활서비스,",온누리+지역사랑상품권,,Y,Y,1960,,2020-05-27,B553077,소상공인시장진흥공단
송탄시장,상설장+5일장,경기도 평택시 탄현로 346번길24,경기도 평택시 지산동 745-14,5일,37.08210536,127.0570247,130,"농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업근린생활서비스",온누리+지역사랑상품권,,Y,Y,1960,,2020-05-27,B553077,소상공인시장진흥공단
서정리시장,상설장+5일장,경기도 평택시 서정역로 40번길 40,경기도 평택시 서정동 328-8,5일,37.05784544,127.0559227,128,"농산물,축산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업,근린생활서비스,",온누리+지역사랑상품권,,Y,Y,1950,,2020-05-27,B553077,소상공인시장진흥공단
적성전통시장,상설장,경기도 파주시 적성면 청송로 1023,경기도 파주시 적성면 마지리 46-8,-,37.95460811,126.9186679,82,"축산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업,근린생활서비스",온누리+지역사랑상품권,,Y,Y,2013,,2020-05-27,B553077,소상공인시장진흥공단
봉일천시장,상설장,경기도 파주시 조리읍 봉천로 33-1,경기도 파주시 조리읍 봉일천리 168-4,-,37.74353054,126.8078457,60,"농산물,축산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업,근린생활서비스,",온누리+지역사랑상품권,,Y,Y,2017,,2020-05-27,B553077,소상공인시장진흥공단
문산자유시장,상설장+5일장,경기도 파주시 문산읍 문향로 57,경기도 파주시 문산읍 문산리 10-23,5일,37.85690163,126.783839,103,"농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업근린생활서비스",온누리+지역사랑상품권,,Y,Y,2006,,2020-05-27,B553077,소상공인시장진흥공단
금촌전통시장,상설장+5일장,경기도 파주시 금정 24길 18-6,경기도 파주시 금촌동 64-19,5일,37.76261399,126.773877,96,"농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업근린생활서비스",온누리+지역사랑상품권,,Y,Y,2006,,2020-05-27,B553077,소상공인시장진흥공단
금촌문화로시장,상설장,경기도 파주시 문화로 89-1,경기도 파주시 금촌동 66-4,-,37.76224831,126.7748768,155,"가공식품,의류 및 신발,가정용품,음식점업,기타소매업,근린생활서비스,",지역사랑상품권,gcsijang.co.kr,Y,Y,2013,,2020-05-27,B553077,소상공인시장진흥공단
금촌명동로시장,상설장,경기도 파주시 명동길 53,경기도 파주시 금촌동 323-1,-,37.76330851,126.7733438,69,"의류 및 신발,가정용품,음식점업,기타소매업,",지역사랑상품권,scsijang.co.kr,Y,Y,2013,,2020-05-27,B553077,소상공인시장진흥공단
광탄시장,상설장,경기도 파주시 광탄면 해음로 1120번길,경기도 파주시 광탄면 신산리 222-7,-,,,100,"농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업근린생활서비스",지역사랑상품권,,Y,Y,2005,,2020-05-27,B553077,소상공인시장진흥공단
장호원전통시장,상설장+5일장,경기도 이천시 장호원읍 장감로77번길 14,경기도 이천시 장호원읍 장호원리 350,5일,37.11808874,127.6312509,74,"농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업근린생활서비스",지역사랑상품권,,Y,Y,1978,,2020-05-27,B553077,소상공인시장진흥공단
사기막골도자기시장,상설장,경기도 이천시 경충대로2993번길 56,경기도 이천시 사음동 536,-,37.29368034,127.4117455,54,기타소매업,온누리+지역사랑상품권,sagimakgol.com,Y,Y,1955,,2020-05-27,B553077,소상공인시장진흥공단
관고전통시장,상설장+5일장,경기도 이천시 중리천로 21번길 18 2층,경기도 이천시 관고동 10-13,5일,37.28081872,127.4403615,93,"농산물,축산물,수산물,가공식품,의류 및 신발,음식점업,기타소매업",온누리+지역사랑상품권,,Y,Y,1930,,2020-05-27,B553077,소상공인시장진흥공단
옥포국제시장,상설장,경상남도 거제시 옥포대첩로3길 8(옥포동),경상남도 거제시 옥포대첩로 3길 8(옥포동),상설,34.893969,128.689242,61,"농산물, 수산물, 잡화","거제사랑상품권, 온누리상품권",N,Y,Y,2006,,2019-07-31,5370000,경상남도 거제시
구남시장,상설장,부산광역시 북구 가람로8번길 46(구포동),부산광역시 북구 구포동 1041-1,매일,35.2023451,128.9970562,2,"방앗간, 야채",전통시장상품권,,N,N,1980,,2019-04-30,3320000,부산광역시 북구
만덕시장,상설장,부산광역시 북구 만덕1로24번길 8 (만덕동),부산광역시 북구 만덕동 829,매일,35.214496862,129.0353745,23,"야채,식당,잡화",전통시장상품권,,Y,N,1976,,2019-04-30,3320000,부산광역시 북구
정이있는 구포시장,상설장,부산광역시 북구 구포시장길 9(구포동),부산광역시 북구 구포동 599-18,"매일, 3일, 8일",35.2089211,129.0035087,870,"농산물, 의류, 식당",전통시장상품권,,Y,Y,1934,051-333-9033,2019-04-30,3320000,부산광역시 북구
구포시장,상설장,부산광역시 북구 구포시장4길 13(구포동),부산광역시 북구 구포동 589-50,"매일, 3일, 8일",35.2078940309,129.0039392,7,"식당, 잡화",전통시장상품권,,Y,Y,1934,051-333-9033,2019-04-30,3320000,부산광역시 북구
성정시장,상설장,충청남도 천안시 서북구 양지21길 31,충청남도 천안시 서북구 성정동 736-7 (양지21길 31),-,36.81266563,127.1392139,55,"농산물,축산물,수산물,가공식품,의류 및 신발,음식점업,기타소매업,근린생활서비스,",지역사랑상품권,,Y,Y,1988,,2020-05-27,B553077,소상공인시장진흥공단
병천시장,상설장+5일장,충청남도 천안시 동남구 병천면 아우내장터1길 46,충청남도 천안시 동남구 병천면 병천리 163-2,5일,36.76242293,127.2981634,178,"농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업근린생활서비스",지역사랑상품권,,Y,Y,1918,,2020-05-27,B553077,소상공인시장진흥공단
천안중앙시장(구 남산중앙시장),상설장,충청남도 천안시 동남구 사직로 7,충청남도 천안시 동남구 사직동263 (사직2길 19),-,36.80071907,127.1493039,450,"농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업근린생활서비스",온누리+지역사랑상품권,,Y,Y,1918,,2020-05-27,B553077,소상공인시장진흥공단
예산시장,5일장,충청남도 예산군 예산읍 형제고개로 967,충청남도 예산군 예산읍 예산리 333-1,5일,36.67642852,126.8501356,0,"농산물,수산물,가공식품,의류 및 신발,음식점업,기타소매업,",온누리+지역사랑상품권,,Y,Y,1926,,2020-05-27,B553077,소상공인시장진흥공단
예산상설시장,상설장+5일장,충청남도 예산군 형제고개로 967,충청남도 예산군 예산리 333-1,5일,,,110,"농산물,축산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업,근린생활서비스,",온누리+지역사랑상품권,,Y,Y,2007,,2020-05-27,B553077,소상공인시장진흥공단
역전시장,상설장+5일장,충청남도 예산군 역전로 84,충청남도 예산군 산성리 356-7,5일,,,21,"농산물,축산물,수산물,가공식품,의류 및 신발,음식점업,기타소매업",온누리+지역사랑상품권,,Y,Y,2007,,2020-05-27,B553077,소상공인시장진흥공단
삽교시장,5일장,충청남도 예산군 삽교읍 두리3길 50-7,충청남도 예산군 삽교읍 두리 568-37,5일,36.68725719,126.7412878,10,"농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업근린생활서비스",지역사랑상품권,,Y,Y,1927,,2020-05-27,B553077,소상공인시장진흥공단
덕산시장,5일장,충청남도 예산군 덕산면 읍내서길 2-1,충청남도 예산군 덕산면 읍내리 356-4,5일,36.70497577,126.6681578,50,"농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업근린생활서비스",온누리+지역사랑상품권,,Y,Y,2007,,2020-05-27,B553077,소상공인시장진흥공단
광시시장,5일장,충청남도 예산군 광시면 예당로 165-22,충청남도 예산군 광시면 광시리 87-1,5일,36.54911879,126.7744245,10,"농산물,의류 및 신발,음식점업,기타소매업,근린생활서비스",온누리+지역사랑상품권,,Y,Y,1925,,2020-05-27,B553077,소상공인시장진흥공단
고덕시장,5일장,충청남도 예산군 고덕면 용고길 342,충청남도 예산군 고덕면 대천리 783-3,5일,36.74392602,126.7052135,32,"농산물,축산물,수산물,가공식품,의류 및 신발,음식점업,기타소매업",지역사랑상품권,,Y,Y,2007,,2020-05-27,B553077,소상공인시장진흥공단
온양온천시장(온양전통시장),상설장,충청남도 아산시 시장길 29,충청남도 아산시 온천동 94-6,-,36.78329145,127.0042302,409,"농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업근린생활서비스",온누리+지역사랑상품권,,Y,Y,2008,,2020-05-27,B553077,소상공인시장진흥공단
둔포전통시장(둔포시장),상설장+5일장,충청남도 아산시 둔포면 둔포면로 25번길 15,충청남도 아산시 둔포면 둔포리 450-8,5일,36.92947761,127.0360384,158,"농산물,축산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업,근린생활서비스,",온누리+지역사랑상품권,,Y,Y,1960,,2020-05-27,B553077,소상공인시장진흥공단
장항전통시장,상설장+5일장,충청남도 서천군 장항읍 성화로 104,충청남도 서천군 장항읍 신창리 110,5일,36.01556066,126.6945714,110,"농산물,수산물,의류 및 신발,가정용품,음식점업,기타소매업,",온누리+지역사랑상품권,,Y,Y,,,2020-05-27,B553077,소상공인시장진흥공단
서천특화시장,상설장+5일장,충청남도 서천군 서천읍 충절로 42,충청남도 서천군 서천읍 군사리 686-1,5일,36.07502137,126.6868193,280,"농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업근린생활서비스",온누리+지역사랑상품권,,Y,Y,,,2020-05-27,B553077,소상공인시장진흥공단
해미종합시장,상설장,충청남도 서산시 해미면 남문1로 47,충청남도 서산시 읍내리 184-1,-,36.71129683,126.5464935,46,"가공식품,의류 및 신발,음식점업,기타소매업,근린생활서비스",온누리+지역사랑상품권,,Y,Y,,,2020-05-27,B553077,소상공인시장진흥공단
점촌전통시장,5일장,경상북도 문경시 신흥시장길 19 일원,경상북도 문경시 흥덕동 794-1번지 일원,"매일, 3일/8일",36.602161,128.204312,110,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,-,Y,Y,1995,054-553-3208,2019-04-17,5120000,경상북도 문경시
문경전통시장,5일장,경상북도 문경시 문경읍 문희로 41-9일원,경상북도 문경시 문경읍 하리 88-2번지 일원,"매일, 2일/7일",36.736374,128.107281,52,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,-,Y,Y,1965,054-571-0492,2019-04-17,5120000,경상북도 문경시
가은아자개시장,5일장,경상북도 문경시 가은읍 가은5길 7 일원,경상북도 문경시 가은읍 왕능리 275-26번지 일원,"매일, 4일/9일",36.646798,128.060868,67,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,-,Y,Y,1981,054-571-9811,2019-04-17,5120000,경상북도 문경시
신암시장,상설장,대구광역시 동구 아양로8길 11,대구광역시 동구 신암동 211,매일,35.8810319423,128.619396,51,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,,Y,N,1971,053-958-7111,2019-11-06,3420000,대구광역시 동구
성동시장,상설장,대구광역시 동구 아양로34길 22,대구광역시 동구 신암동 327-1,매일,35.8838183261,128.630272,20,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,,N,N,1974,053-941-8523,2019-11-06,3420000,대구광역시 동구
큰고개종합시장,상설장,대구광역시 동구 신암북로 101,대구광역시 동구 신암동 681-6,매일,35.888623,128.626459,1,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,,N,N,1989,053-957-5563,2019-11-06,3420000,대구광역시 동구
평화시장,상설장,대구광역시 동구 아양로9길 10,대구광역시 동구 신암동 597-1,매일,35.8830052404,128.6192562438,62,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,www.pyounghwa.com,Y,Y,1975,053-942-1101,2019-11-06,3420000,대구광역시 동구
동대구역전시장,상설장,대구광역시 동구 동부로16길 18,대구광역시 동구 신천동 278,매일,35.8743005849,128.620526,27,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,,Y,N,1974,053-751-9210,2019-11-06,3420000,대구광역시 동구
효신시장,상설장,대구광역시 동구 효신로5길 40,대구광역시 동구 신천동 415-1,매일,35.874451,128.632614,10,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,,Y,N,1984,053-741-4122,2019-11-06,3420000,대구광역시 동구
효목시장,상설장,대구광역시 동구 효동로15길 13,대구광역시 동구 효목동 139-5,매일,35.8829135756,128.642735,35,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,,Y,N,1980,053-951-5116,2019-11-06,3420000,대구광역시 동구
