시설명,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,위도,경도,설치장소설명,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,동시사용가능대수,공기주입가능여부,휴대전화충전가능여부,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
벽적골공원,경기도,수원시,41110,"경기도 수원시 영통구 덕영대로1555번길 60, (영통동)",경기도 수원시 영통구 영통동 969-2,37.2486182204,127.0619875582,화장실 앞(실외),00:00,23:59,00:00,23:59,00:00,23:59,2,Y,N,영통2동 벽적골공원,031-228-8328,2020-02-27,3740000,경기도 수원시
광교노인복지관,경기도,수원시,41110,경기도 수원시 영통구 센트럴타운로22(이의동),경기도 수원시 영통구 이의동 1328-1,37.2896903191,127.056725,1층 출입구 앞(필로티 아래),00:00,23:59,00:00,23:59,00:00,23:59,2,Y,N,광교노인복지관,031-8006-7400,2020-02-27,3740000,경기도 수원시
수원컨벤션센터,경기도,수원시,41110,경기도 수원시 영통구 광교중앙로 140(하동),경기도 수원시 영통구 하동 855-2,37.2858614944,127.0592033957,1층 로비,00:00,23:59,00:00,23:59,00:00,23:59,12,N,N,수원컨벤션센터 사업단,031-303-6000,2020-02-27,3740000,경기도 수원시
영통구청,경기도,수원시,41110,경기도 수원시 영통구 효원로 407(매탄동),경기도 수원시 영통구 매탄동 1268,37.2596000232,127.0465075639,1층 로비,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,영통구청,031-228-3414,2020-02-27,3740000,경기도 수원시
광교2동주민센터,경기도,수원시,41110,경기도 수원시 영통구 법조로149번길 155,경기도 수원시 영통구 하동 976,37.292205,127.0701027519,1층 화장실 앞,00:00,23:59,00:00,23:59,00:00,23:59,2,Y,N,광교2동주민센터,031-228-8467,2020-02-27,3740000,경기도 수원시
매탄1동주민센터,경기도,수원시,41110,경기도 수원시 영통구 인계로189번길 119 (매탄동),경기도 수원시 영통구 매탄동 176-4,37.2705012238,127.040526,1층 정문 입구(실외),00:00,23:59,00:00,23:59,00:00,23:59,2,N,N,매탄1동주민센터,031-228-8603,2020-02-27,3740000,경기도 수원시
광교중앙역환승센터,경기도,수원시,41110,경기도 수원시 영통구 도청로 지하45(지하1층),,37.2882580813,127.0518976516,상행 대합실 중앙,00:00,23:59,00:00,23:59,00:00,23:59,2,N,Y,수원시청,031-228-2207,2020-02-27,3740000,경기도 수원시
광교중앙역환승센터,경기도,수원시,41110,경기도 수원시 영통구 도청로 지하45(지하1층),,37.2882580813,127.0518976516,하행 대합실 중앙,00:00,23:59,00:00,23:59,00:00,23:59,2,N,Y,수원시청,031-228-2207,2020-02-27,3740000,경기도 수원시
영통종합사회복지관,경기도,수원시,41110,경기도 수원시 영통구 반달로 45,경기도 수원시 영통구 영통동 1012-5,37.250685,127.0773862448,지하1층 수영장 입구(우측),00:00,23:59,00:00,23:59,00:00,23:59,2,N,Y,영통종합사회복지관,031-201-8300,2020-02-27,3740000,경기도 수원시
수원시장애인종합복지관,경기도,수원시,41110,경기도 수원시 영통구 창룡대로 255(이의동),경기도 수원시 영통구 이의동 1088-13,37.2955479589,127.036022,1층 출입구 방풍실 안쪽,06:00,21:30,10:00,16:00,00:00,00:00,2,N,Y,수원시장애인종합복지관,031-207-1501,2020-02-27,3740000,경기도 수원시
동해시청,강원도,동해시,42100,강원도 동해시 천곡로 77,강원도 동해시 천곡동 806,37.524712,129.1143622957,복지과 정문입구 오른편,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,동해시청,033-530-2094,2020-02-25,4210000,강원도 동해시
발한동행정복지센터,강원도,동해시,42100,강원도 동해시 발한로 211,강원도 동해시 발한동 239-1,37.5485093442,129.1076481425,정문입구 왼쪽 벽면,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,발한동행정복지센터,033-530-2561,2020-02-25,4210000,강원도 동해시
묵호동주민센터,강원도,동해시,42100,강원도 동해시 논골길 78,강원도 동해시 묵호진동 1-44,37.5587039956,129.1142608,정문 입구 죄측편,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,묵호동주민센터,033-530-2571,2020-02-25,4210000,강원도 동해시
동해시장애요양원,강원도,동해시,42100,강원도 동해시 덕골길 76-39,강원도 동해시 천곡동 585-1,37.51830463,129.0970755,서편 출입구,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,동해시장애요양원,033-532-3600,2020-02-25,4210000,강원도 동해시
동해웰빙레포츠타운,강원도,동해시,42100,강원도 동해시 덕골길 10,강원도 동해시 천곡동 363-1,37.51605831,129.1021974920,종합경기장 입구,05:00,22:00,05:00,22:00,05:00,22:00,2,N,Y,동해웰빙레포츠타운,033-539-3540,2020-02-25,4210000,강원도 동해시
삼척시청,강원도,삼척시,42230,강원도 삼척시 중앙로 296,강원도 삼척시 교동 592,37.4498881611,129.1656266494,민원실,09:00,18:00,00:00,00:00,00:00,00:00,1,N,N,삼척시 사회복지과,033-570-3327,2020-02-17,4240000,강원도 삼척시
원덕읍행정복지센터,강원도,삼척시,42230,강원도 삼척시 원덕읍 삼척로 440,강원도 삼척시 원덕읍 호산리 240,37.1763865627,129.3360672855,원덕읍행정복지센터,09:00,18:00,00:00,00:00,00:00,00:00,1,N,N,삼척시 사회복지과,033-570-3327,2020-02-17,4240000,강원도 삼척시
삼척시장애인종합복지센터,강원도,삼척시,42230,강원도 삼척시 중앙로 28,강원도 삼척시 사직동 59-1,37.4314204,129.1764797,1층 출입구,09:00,18:00,00:00,00:00,00:00,00:00,1,Y,Y,삼척시 사회복지과,033-570-3327,2020-02-17,4240000,강원도 삼척시
보건소,경기도,동두천시,41250,경기도 동두천시 중앙로 167,경기도 동두천시 생연동 714-9,37.8966114740,127.0517169843,동두천시보건소 1층 민원실,00:00,24:00,00:00,24:00,00:00,24:00,1,Y,N,동두천시청 사회복지과,031-860-2216,2020-02-24,3920000,경기도 동두천시
시청,경기도,동두천시,41250,경기도 동두천시 방죽로 23,경기도 동두천시 생연동 438,37.9034106823,127.0615412315,동두천시청 주차장,00:00,24:00,00:00,24:00,00:00,24:00,1,Y,N,동두천시청 사회복지과,031-860-2216,2020-02-24,3920000,경기도 동두천시
시민회관,경기도,동두천시,41250,경기도 동두천시 어수로 4,경기도 동두천시 상패동 122,37.9052640266,127.0430631149,동두천시민회관 주차장,00:00,24:00,00:00,24:00,00:00,24:00,1,Y,N,동두천시청 사회복지과,031-860-2216,2020-02-24,3920000,경기도 동두천시
장애인종합복지관,경기도,동두천시,41250,경기도 동두천시 상패로 64,경기도 동두천시 상패동 54,37.9072333376,127.0481084392,동두천시장애인종합복지관 주차장,00:00,24:00,00:00,24:00,00:00,24:00,1,Y,N,동두천시청 사회복지과,031-860-2216,2020-02-24,3920000,경기도 동두천시
자립생활센터,경기도,동두천시,41250,경기도 동두천시 어수로 5,경기도 동두천시 상패동 82,37.9060455300,127.0444508103,동두천자립생활센터 주차장,00:00,24:00,00:00,24:00,00:00,24:00,1,Y,N,동두천시청 사회복지과,031-860-2216,2020-02-24,3920000,경기도 동두천시
지행역,경기도,동두천시,41250,경기도 동두천시 평화로 2285,경기도 동두천시 지행동 424-1,37.8918779066,127.0556654120,지행역 주차장,00:00,24:00,00:00,24:00,00:00,24:00,1,Y,N,동두천시청 사회복지과,031-860-2216,2020-02-24,3920000,경기도 동두천시
소요산관리지원센터,경기도,동두천시,41250,경기도 동두천시 평화로2910번길 145,경기도 동두천시 상봉암동 산 1-1,37.9465217716,127.0693408729,소요산관리지원센터 주차장,00:00,24:00,00:00,24:00,00:00,24:00,1,Y,N,동두천시청 사회복지과,031-860-2216,2020-02-24,3920000,경기도 동두천시
노인복지관,경기도,동두천시,41250,경기도 동두천시 동두천로 264,경기도 동두천시 생연동 643-3,37.9051683870,127.0562121186,동두천시노인복지관 주차장,00:00,24:00,00:00,24:00,00:00,24:00,1,Y,N,동두천시청 사회복지과,031-860-2216,2020-02-24,3920000,경기도 동두천시
불현동행정복지센터,경기도,동두천시,41250,경기도 동두천시 행선로 123,경기도 동두천시 생연동 348,37.8985126755,127.0624376301,불현동행정복지센터 주차장,00:00,24:00,00:00,24:00,00:00,24:00,1,Y,N,동두천시청 사회복지과,031-860-2216,2020-02-24,3920000,경기도 동두천시
광암동다목적회관,경기도,동두천시,41250,경기도 동두천시 광암로61번길 21,경기도 동두천시 광암동 183-2,37.8937348601,127.0891778517,광암동다목적회관 주차장,00:00,24:00,00:00,24:00,00:00,24:00,1,Y,N,동두천시청 사회복지과,031-860-2216,2020-02-24,3920000,경기도 동두천시
은평구청,서울특별시,은평구,11380,서울특별시 은평구 은평로 195,서울특별시 은평구 녹번동 84,37.60245422,126.9288212,은평구의회 1층,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,은평구청,02-351-7313,2020-01-01,3110000,서울특별시 은평구
응암1동 주민센터,서울특별시,은평구,11380,서울특별시 은평구 백련산로 179,서울특별시 은평구 응암동 96-3,37.60067843,126.9267516,응암1동주민센터 정문,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,서울특별시 은평구 응암1동주민센터,02-3159-4676,2020-01-01,3110000,서울특별시 은평구
수색동 주민센터,서울특별시,은평구,11380,서울특별시 은평구 수색로 280,서울특별시 은평구 수색동 363-12,37.58351509,126.8936768,주민센터1층 민원실,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,수색동주민센터,02-351-5443,2020-01-01,3110000,서울특별시 은평구
서부장애인종합복지관,서울특별시,은평구,11380,서울특별시 은평구 갈현로11길 30,서울특별시 은평구 구산동 191-1,37.60564517,126.9063398,복지관 정문 입구,09:00,18:00,09:00,17:00,00:00,00:00,2,N,N,서부장애인종합복지관,02-351-3982,2020-01-01,3110000,서울특별시 은평구
은평구 장애인 이동기기 수리센터,서울특별시,은평구,11380,서울특별시 은평구 서오릉로 19,서울특별시 은평구 녹번동155-42,37.60291193,126.9256437,소형.휴대용,09:00,18:00,00:00,00:00,00:00,00:00,1,N,N,은평장애인자립생활센터,02-374-0818,2020-01-01,3110000,서울특별시 은평구
(사)서울시지체장애인협회 은평구지회,서울특별시,은평구,11380,서울특별시 은평구 가좌로 276-9,서울특별시 은평구 신사동 36-39,37.59385114,126.9132272,출입구 오른편,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,서울시지체장애인협회 은평구지회,02-376-1703,2020-01-01,3110000,서울특별시 은평구
증산역,서울특별시,은평구,11380,서울특별시 은평구 증산로 306,,37.58421654,126.9100346,여직원휴게실 옆 B1층 대합실,00:00,00:00,00:00,00:00,00:00,00:00,2,N,Y,해당기관,02-6311-6171,2020-01-01,3110000,서울특별시 은평구
새절역,서울특별시,은평구,11380,서울특별시 은평구 증산로 400,,37.59184178,126.9138891,대합실 아이센터 옆,00:00,00:00,00:00,00:00,00:00,00:00,2,N,Y,해당기관,02-6311-6161,2020-01-01,3110000,서울특별시 은평구
응암역,서울특별시,은평구,11380,서울특별시 은평구 증산로 477,,37.59875465,126.9154879,B1층 엘리베이터 우측 전실 앞,00:00,00:00,00:00,00:00,00:00,00:00,2,N,Y,해당기관,02-6311-6101,2020-01-01,3110000,서울특별시 은평구
역촌역,서울특별시,은평구,11380,서울특별시 은평구 서오릉로 63,,37.60604524,126.9229823,B1층 4번출구와 엘리베이터2호기 사이,00:00,00:00,00:00,00:00,00:00,00:00,2,N,Y,해당기관,02-6311-6111,2020-01-01,3110000,서울특별시 은평구
연신내역,서울특별시,은평구,11380,서울특별시 은평구 통일로 849,,37.61896756,126.9211781,대합실 공공전화박스 옆,00:00,00:00,00:00,00:00,00:00,00:00,2,N,Y,해당기관,02-6110-3211,2020-01-01,3110000,서울특별시 은평구
독바위역,서울특별시,은평구,11380,서울특별시 은평구 불광로 129-1,,37.61840901,126.9328282,B1층 엘리베이터 옆,00:00,00:00,00:00,00:00,00:00,00:00,2,N,Y,해당기관,02-6311-6131,2020-01-01,3110000,서울특별시 은평구
불광역,서울특별시,은평구,11380,서울특별시 은평구 통일로 723-1,,37.61019595,126.9299846,고객서비스센터 앞,00:00,00:00,00:00,00:00,00:00,00:00,2,N,Y,해당기관,02-6110-3221,2020-01-01,3110000,서울특별시 은평구
갈현1동주민센터,서울특별시,은평구,11380,서울특별시 은평구 갈현로 301,,37.6236871299,126.9166872363,1층 주차장 내부,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,해당기관,02-351-5092,2020-01-01,3110000,서울특별시 은평구
불광2동주민센터,서울특별시,은평구,11380,서울특별시 은평구 연서로 41길 16,,37.62641903,126.9272781460,민원실,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,해당기관,02-351-5062,2020-01-01,3110000,서울특별시 은평구
응암2동주민센터,서울특별시,은평구,11380,서울특별시 은평구 백련산로 100,,37.5945823039,126.9230697775,북카페 내부,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,해당기관,02-351-5242,2020-01-01,3110000,서울특별시 은평구
대조동주민센터,서울특별시,은평구,11380,서울특별시 은평구 연서로20길 24-3,,37.61414879,126.9208026,민원실,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,해당기관,02-351-5182,2020-01-01,3110000,서울특별시 은평구
구산동주민센터,서울특별시,은평구,11380,서울특별시 은평구 갈현로17길 10,,37.61172563,126.9103535348,1층 민원실 외부,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,해당기관,02-351-5152,2020-01-01,3110000,서울특별시 은평구
역촌동주민센터,서울특별시,은평구,11380,서울특별시 은평구 연서로 59,,37.6044012428,126.9151783,1층 입구,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,해당기관,02-351-5302,2020-01-01,3110000,서울특별시 은평구
은평노인종합복지관,서울특별시,은평구,11380,서울특별시 은평구 연서로 415,,37.6322515345,126.9299824191,1층 입구,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,해당기관,02-385-1351,2020-01-01,3110000,서울특별시 은평구
은평재활원,서울특별시,은평구,11380,서울특별시 은평구 갈현로 11길 30,,37.6056451915,126.9063427838,1층 입구 외부,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,해당기관,02-385-2046,2020-01-01,3110000,서울특별시 은평구
광안역,부산광역시,수영구,26500,부산광역시 수영구 수영로 지하 576,부산광역시 수영구 광안동 205,35.15791937,129.1131733,만남의 장소(지하 1층),05:18,00:20,05:18,00:20,05:18,00:20,2,N,N,부산광역시 보조기기광역센터,051-790-6190,2020-02-19,3380000,부산광역시 수영구
망미역,부산광역시,수영구,26500,부산광역시 수영구 연수로 337,부산광역시 수영구 망미동 425-6,35.17193479,129.1075482,만남의 광장 맞은편,05:00,00:00,05:00,00:00,05:00,00:00,2,N,N,부산광역시 보조기기광역센터,051-790-6190,2020-02-19,3380000,부산광역시 수영구
수영역,부산광역시,수영구,26500,부산광역시 수영구 수영로 677,부산광역시 수영구 광안동 1077-1,35.16625783,129.1145611,광안방면 12~14번 출구,05:00,00:30,05:00,00:30,05:00,00:30,2,N,N,부산광역시 보조기기광역센터,051-790-6190,2020-02-19,3380000,부산광역시 수영구
수영구 장애인협회,부산광역시,수영구,26500,부산광역시 수영구 광남로 218-4,부산광역시 수영구 민락동 163-12,35.15850383,129.1226252,1층 출입구,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,부산광역시 수영구 장애인협회,051-756-1595,2020-02-19,3380000,부산광역시 수영구
수영구청,부산광역시,수영구,26500,부산광역시 수영구 남천동로 100,부산광역시 수영구 남천동 148-15,35.14537131,129.1123704,1층 승강기 입구,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,부산광역시 수영구 가족행복과,051-610-4162,2020-02-19,3380000,부산광역시 수영구
수영구 노인복지관,부산광역시,수영구,26500,부산광역시 수영구 황령대로489번길 83,부산광역시 수영구 남천동 552,35.14004658,129.1111709,1층 출입구,09:00,18:00,10:00,17:00,00:00,00:00,2,N,N,부산광역시 수영구 노인복지관,051-759-6070,2020-02-19,3380000,부산광역시 수영구
망미1동 행정복지센터,부산광역시,수영구,26500,부산광역시 수영구 연수로315번길 23,부산광역시 수영구 망미동 640-15,35.17344056,129.1049092,1층 출입구,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,부산광역시 수영구 망미1동,051-610-8534,2020-02-19,3380000,부산광역시 수영구
민락동 행정복지센터,부산광역시,수영구,26500,부산광역시 수영구 광안해변로295번길 20,부산광역시 수영구 민락동 34-10,35.15726147,129.1254327,1층 출입구,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,부산광역시 수영구 민락동,051-610-8598,2020-02-19,3380000,부산광역시 수영구
수영구 보건소,부산광역시,수영구,26500,부산광역시 수영구 수영로 637-5,부산광역시 수영구 광안동 661-1,35.1624773,129.1134888,1층 출입구,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,부산광역시 수영구 보건소,051-610-5610,2020-02-19,3380000,부산광역시 수영구
금련산역,부산광역시,수영구,26500,부산광역시 수영구 수영로 지하 410,부산광역시 수영구 남천동 78,35.14215337,129.1079692,4번 출구 하반부 벽면,05:20,00:18,05:20,00:18,05:20,00:18,2,N,Y,부산광역시 수영구 가족행복과,051-610-4162,2020-02-19,3380000,부산광역시 수영구
남천역,부산광역시,수영구,26500,부산광역시 수영구 수영로 410,부산광역시 수영구 남천동 18-8,35.14247471,129.1087673,4번 출구 하반부 벽면,05:22,00:17,05:22,00:17,05:22,00:17,2,N,Y,부산광역시 수영구 가족행복과,051-610-4162,2020-02-19,3380000,부산광역시 수영구
민락역,부산광역시,수영구,26500,부산광역시 수영구 수영로 769,부산광역시 수영구 수영동 527,35.1667229,129.1227907,엘리베이터 1호기 옆,05:30,00:24,05:30,00:24,05:30,00:24,2,N,Y,부산광역시 수영구 가족행복과,051-610-4162,2020-02-19,3380000,부산광역시 수영구
국민체육센터,부산광역시,수영구,26500,부산광역시 수영구 수영로521번길 77,부산광역시 수영구 광안동 1268-4,35.1528833,129.1075069,지하 1층 주 출입구,06:00,22:00,09:00,17:00,09:00,17:00,2,N,Y,부산광역시 수영구 총무과,051-610-4162,2020-02-19,3380000,부산광역시 수영구
장애인복지관,부산광역시,수영구,26500,부산광역시 수영구 장대골로 75-4,부산광역시 수영구 광안동 1148-3,35.15960832,129.1049872,1층 마당,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,부산광역시 수영구 가족행복과,051-610-4162,2020-02-19,3380000,부산광역시 수영구
종합운동장역,서울특별시,송파구,11710,서울특별시 송파구 올림픽로 23,,37.510968,127.073356,9호선 종합운동장역 지하1층 9번 출구 고객안전실 앞,05:00,23:00,05:00,23:00,05:00,23:00,1,N,N,서울특별시 송파구,02-2147-5000,2020-02-18,3230000,서울특별시 송파구
잠실역,서울특별시,송파구,11710,서울특별시 송파구 올림픽로 305,,37.514978,127.104217,8호선 잠실역 고객안내센터 좌측 30M,05:00,23:00,05:00,23:00,05:00,23:00,1,N,N,서울특별시 송파구,02-2147-5000,2020-02-18,3230000,서울특별시 송파구
몽촌토성역,서울특별시,송파구,11710,서울특별시 송파구 올림픽로 383,,37.517623,127.112428,몽촌토성역 지하 2층 고객상담실 옆,05:00,23:00,05:00,23:00,05:00,23:00,1,N,N,서울특별시 송파구,02-2147-5000,2020-02-18,3230000,서울특별시 송파구
올림픽공원역,서울특별시,송파구,11710,서울특별시 송파구 양재대로 1233,,37.516087,127.130601,5호선 올림픽공원역 지하1층 아이센터 옆,05:00,23:00,05:00,23:00,05:00,23:00,1,N,N,서울특별시 송파구,02-2147-5000,2020-02-18,3230000,서울특별시 송파구
마천역,서울특별시,송파구,11710,서울특별시 송파구 마천로57길 7,,37.494639,127.152027,마천역 지하 2층 편의점 옆,05:00,23:00,05:00,23:00,05:00,23:00,1,N,N,서울특별시 송파구,02-2147-5000,2020-02-18,3230000,서울특별시 송파구
가락시장역,서울특별시,송파구,11710,서울특별시 송파구 송파대로 257,,37.492742,127.118484,3호선 가락시장역 고객안내센터 옆,05:00,23:00,05:00,23:00,05:00,23:00,1,N,N,서울특별시 송파구,02-2147-5000,2020-02-18,3230000,서울특별시 송파구
복정역,서울특별시,송파구,11710,서울특별시 송파구 송파대로 6,,37.471055,127.126770,복정역 지하 1층 화장실입구 옆,05:00,23:00,05:00,23:00,05:00,23:00,1,N,N,서울특별시 송파구,02-2147-5000,2020-02-18,3230000,서울특별시 송파구
송파구청,서울특별시,송파구,11710,서울특별시 송파구 올림픽로 326,,37.514476,127.105859,송파구청 1층 종합상황실 옆,09:00,22:00,09:00,22:00,09:00,22:00,2,N,Y,서울특별시 송파구,02-2147-5000,2020-02-18,3230000,서울특별시 송파구
방이복지관,서울특별시,송파구,11710,서울특별시 송파구 오금로11길 68,,37.514644,127.114189,방이복지관 4층,09:00,17:00,00:00,00:00,00:00,00:00,1,N,N,서울특별시 송파구,02-2147-5000,2020-02-18,3230000,서울특별시 송파구
서울장애인자립생활센터,서울특별시,송파구,11710,"서울특별시 송파구 오금로 507, 거여빌딩 6층",,37.493235,127.145180,6층 열린공간,09:00,17:00,00:00,00:00,00:00,00:00,1,N,N,서울특별시 송파구,02-2147-5000,2020-02-18,3230000,서울특별시 송파구
송파구 보건지소,서울특별시,송파구,11710,서울특별시 송파구 양산로 5,,37.489771,127.142672,송파구 보건지소 1층 현관 로비,09:00,17:00,00:00,00:00,00:00,00:00,2,N,Y,서울특별시 송파구,02-2147-5000,2020-02-18,3230000,서울특별시 송파구
가락본동주민센터,서울특별시,송파구,11710,서울특별시 송파구 송파대로 28길 39,,37.495579,127.121763,가락본동주민센터 1층 민원대기실,09:00,17:00,00:00,00:00,00:00,00:00,2,N,Y,서울특별시 송파구,02-2147-5000,2020-02-18,3230000,서울특별시 송파구
석촌역,서울특별시,송파구,11710,서울특별시 송파구 송파대로 지하 439,,37.505948,127.106344,석촌역 지하 1층 화장실 옆,05:00,23:00,05:00,23:00,05:00,23:00,2,N,Y,서울특별시 송파구,02-2147-5000,2020-02-18,3230000,서울특별시 송파구
장지역,서울특별시,송파구,11710,서울특별시 송파구 송파대로 지하 82,,37.478120,127.126424,장지역 지하 1층 EV 4호기 앞,05:00,23:00,05:00,23:00,05:00,23:00,2,N,Y,서울특별시 송파구,02-2147-5000,2020-02-18,3230000,서울특별시 송파구
삼전역,서울특별시,송파구,11710,서울특별시 송파구 백제고분로 지하 189,,37.5043233109,127.0880837903,삼전역 지하 1층 역무창고 옆,05:00,23:00,05:00,23:00,05:00,23:00,2,N,Y,서울특별시 송파구,02-2147-5000,2020-02-18,3230000,서울특별시 송파구
석촌고분역,서울특별시,송파구,11710,서울특별시 송파구 백제고분로 지하 274,,37.502489,127.0968847883,석촌고분역 지하 1층 EV 3호기 앞,05:00,23:00,05:00,23:00,05:00,23:00,2,N,Y,서울특별시 송파구,02-2147-5000,2020-02-18,3230000,서울특별시 송파구
석촌역,서울특별시,송파구,11710,서울특별시 송파구 백제고분로 지하 368,,37.505100,127.107117,석촌역 지하 1층 자동문 옆,05:00,23:00,05:00,23:00,05:00,23:00,2,N,Y,서울특별시 송파구,02-2147-5000,2020-02-18,3230000,서울특별시 송파구
송파나루역,서울특별시,송파구,11710,서울특별시 송파구 백제고분로 지하 446,,37.5103503787,127.1122320440,송파나루역 지하 1층 민원발급기 옆,05:00,23:00,05:00,23:00,05:00,23:00,2,N,Y,서울특별시 송파구,02-2147-5000,2020-02-18,3230000,서울특별시 송파구
한성백제역,서울특별시,송파구,11710,서울특별시 송파구 위례성대로 지하 29,,37.5163401025,127.1161140444,한성백제역 지하 1층 편의점 옆,05:00,23:00,05:00,23:00,05:00,23:00,2,N,Y,서울특별시 송파구,02-2147-5000,2020-02-18,3230000,서울특별시 송파구
올림픽공원역,서울특별시,송파구,11710,서울특별시 송파구 양재대로 지하 1231,,37.516887,127.130919,올림픽공원역 지하 1층 편의점 물품보관함 옆,05:00,23:00,05:00,23:00,05:00,23:00,2,N,Y,서울특별시 송파구,02-2147-5000,2020-02-18,3230000,서울특별시 송파구
인성장애인복지관,서울특별시,송파구,11710,서울특별시 송파구 마천로61길 26?,,37.493896,127.155182,인성장애인복지관 지하 1층 보조계단 앞,09:00,17:00,00:00,00:00,00:00,00:00,2,Y,Y,서울특별시 송파구,02-2147-5000,2020-02-18,3230000,서울특별시 송파구
송파구장애인운전교육원,서울특별시,송파구,11710,서울특별시 송파구 삼학사로2길 49?,,37.496666,127.100541,송파구장애인운전교육원 조립식건물 출입문 우측,09:00,17:00,00:00,00:00,00:00,00:00,2,N,Y,서울특별시 송파구,02-2147-5000,2020-02-18,3230000,서울특별시 송파구
서울지체장애인협회 송파구지회,서울특별시,송파구,11710,서울특별시 송파구 문정로 170,,37.493983,127.137841,서울지체장애인협회 송파구지회 조립식건물 출입문 좌측,09:00,17:00,00:00,00:00,00:00,00:00,2,N,Y,서울특별시 송파구,02-2147-5000,2020-02-18,3230000,서울특별시 송파구
송파노인종합복지관,서울특별시,송파구,11710,서울특별시 송파구 백제고분로32길 41,,37.498667,127.094894,"송파노인종합복지관 실외, 1층 출입구",00:00,24:00,00:00,24:00,00:00,24:00,2,Y,Y,서울특별시 송파구,02-2147-5000,2020-02-18,3230000,서울특별시 송파구
송파안전체험교육관,서울특별시,송파구,11710,서울특별시 송파구 성내천로 35길 53,,37.500386,127.158815,송파안전체험교육관 1층 로비,09:00,17:00,09:00,15:00,00:00,00:00,2,N,Y,서울특별시 송파구,02-2147-5000,2020-02-18,3230000,서울특별시 송파구
아산병원,서울특별시,송파구,11710,서울특별시 송파구 올림픽로 43길 88,,37.525158,127.109526,아산병원 동관 후문 옆,04:00,24:00,04:00,24:00,04:00,24:00,2,N,Y,서울특별시 송파구,02-2147-5000,2020-02-18,3230000,서울특별시 송파구
전동휠체어급속충전기,경기도,광명시,41210,광명시 목감로 120,,37.478900,126.846700,광명장애인종합복지관 본관 1층 입구광명장애인종합복지관 체육관 1층 입구,09:00,18:00,09:00,18:00,00:00,00:00,2,N,N,광명장애인종합복지관,02-2616-3700,2019-03-31,3900000,경기도 광명시
전동휠체어급속충전기,경기도,광명시,41210,광명시 하안로 238,,37.458300,126.884600,하안종합사회복지관 1층 현관,09:00,20:00,09:00,18:00,00:00,00:00,2,N,Y,하안종합사회복지관,02-894-0720,2019-03-31,3900000,경기도 광명시
전동휠체어급속충전기,경기도,광명시,41210,광명시 오리로 1018,,37.480900,126.850500,광명종합사회복지관 본관 1층 입구,09:00,18:00,09:00,18:00,00:00,00:00,2,N,N,광명종합사회복지관,02-2687-2921,2019-03-31,3900000,경기도 광명시
전동휠체어급속충전기,경기도,광명시,41210,광명시 연서일로 4-3 (철산동),,37.483100,126.865600,철산종합복지관 1층 엘리베이터 앞,09:00,18:00,09:00,14:00,00:00,00:00,2,N,Y,철산종합사회복지관,02-2617-0410,2019-03-31,3900000,경기도 광명시
전동휠체어급속충전기,경기도,광명시,41210,광명시 소하로 25 (소하동),,37.452200,126.884900,광명시노인종합복지관 1층 안내실 앞,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,광명시노인종합복지관,02-2625-9300,2019-03-31,3900000,경기도 광명시
전동휠체어급속충전기,경기도,광명시,41210,경기 광명시 소하로 189 상가1동 101호,,37.447900,126.893300,광명시장애인보장구수리지원센터 1층 앞,00:00,24:00,00:00,24:00,00:00,24:00,2,Y,Y,광명시장애인보장구수리지원센터,02-899-1497,2019-03-31,3900000,경기도 광명시
전동휠체어급속충전기,경기도,광명시,41210,경기 광명시 오리로 613,,37.456600,126.878700,보건소 정문 앞,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,보건소,02-1688-3399,2019-03-31,3900000,경기도 광명시
