자동차검사소명,자동차검사소유형,소재지도로명주소,소재지지번주소,위도,경도,검사소전화번호,운영시간,검사진로수,부지면적,건물면적,검사기술인력수,신규검사여부,정기검사여부,튜닝검사여부,임시검사여부,수리검사여부,배출가스정밀검사여부,택시미터검정여부,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
㈜부천자동차검사소,민간,경기도 부천시 신흥로 382,경기도 부천시 내동 65-1,37.517649,126.775531,032-672-5806,평일 09:00~18:00+토요일 09:00~13:00,1,2387.84,1872.4,3,Y,Y,N,N,N,Y,Y,032-625-3981,경기도 부천시,2019-09-10,3860000,경기도 부천시
삼정자동차정비㈜,민간,경기도 부천시 오정로 108,경기도 부천시 삼정동 71-26,37.525408,126.772541,032-673-9991,평일 09:00~18:00+토요일 09:00~13:00,1,2373.13,781.44,4,Y,Y,N,N,N,Y,Y,032-625-3981,경기도 부천시,2019-09-10,3860000,경기도 부천시
㈜인철스카이정비 부천지점,민간,경기도 부천시 송내대로518번길30,경기도 부천시 삼정동 14-13,37.529181,126.762047,032-682-9997,평일 09:00~18:00+토요일 09:00~13:00,1,12621,2121.68,3,Y,Y,N,N,N,Y,Y,032-625-3981,경기도 부천시,2019-09-10,3860000,경기도 부천시
형제자동차공업사,민간,경기도 부천시 오정로107,경기도 부천시 삼정동 71-11,37.526082,126.772107,032-672-2311,평일 09:00~18:00+토요일 09:00~13:00,2,2330,879.63,4,Y,Y,N,N,N,Y,Y,032-625-3981,경기도 부천시,2019-09-10,3860000,경기도 부천시
선경1급자동차,민간,경기도 부천시 부천로198번길79,경기도 부천시 춘의동 158-2,37.502723,126.790975,032-655-2100,평일 09:00~18:00+토요일 09:00~13:00,1,1207.3,453.44,3,Y,Y,N,N,N,Y,Y,032-625-3981,경기도 부천시,2019-09-10,3860000,경기도 부천시
예지엠에스(주),민간,경기도 부천시 오정로282,경기도 부천시 오정동 111-5,37.531305,126.789347,032-671-5500,평일 09:00~18:00+토요일 09:00~13:00,2,2885,585.04,4,Y,Y,N,N,N,Y,Y,032-625-3981,경기도 부천시,2019-09-10,3860000,경기도 부천시
㈜아주자동차공업사,민간,경기도 부천시 신흥로300,경기도 부천시 약대동 176-20,37.510254,126.775362,032-662-7000,평일 09:00~18:00+토요일 09:00~13:00,2,1948.04,1072.2,4,Y,Y,N,N,N,Y,Y,032-625-3981,경기도 부천시,2019-09-10,3860000,경기도 부천시
오토맥스,민간,경기도 부천시 부천로190,경기도 부천시 춘의동 202-1,37.500978,126.786957,032-656-8030,평일 09:00~18:00+토요일 09:00~13:00,1,3306.1,1981.81,4,Y,Y,N,N,N,Y,Y,032-625-3981,경기도 부천시,2019-09-10,3860000,경기도 부천시
영광모터스,민간,경기도 부천시 경인옛로45,경기도 부천시 소사본동 65-22,37.480986,126.797236,032-342-6589,평일 09:00~18:00+토요일 09:00~13:00,1,4188.6,1459.1,3,Y,Y,N,N,N,Y,Y,032-625-3981,경기도 부천시,2019-09-10,3860000,경기도 부천시
㈜서광1급정비,민간,경기도 부천시 봉오대로556번길 10,경기도 부천시 고강동 1-1,37.5387685262,126.820990657,032-673-7001,평일 09:00~18:00+토요일 09:00~13:00,1,1555.4,1335.1,5,Y,Y,N,N,N,Y,Y,032-625-3981,경기도 부천시,2019-09-10,3860000,경기도 부천시
대성모터스㈜,민간,경기도 부천시 신흥로413번길 18,경기도 부천시 삼정동 198,37.520636,126.774376,032-674-3411,평일 09:00~18:00+토요일 09:00~13:00,1,8351.35,5468.85,2,Y,Y,N,N,N,Y,Y,032-625-3981,경기도 부천시,2019-09-10,3860000,경기도 부천시
청진자동차공업㈜,민간,서울특별시 서초구 과천대로 904-6,서울특별시 서초구 방배동 2680,37.471832,126.984003,02-2155-7199,평일:09~18:00+토요일:09~13:00,1,1560,1335,,N,Y,N,N,N,Y,Y,02-2155-7199,서초구청,2019-08-08,3210000,서울특별시 서초구
양재현대서비스 주식회사,민간,서울특별시 서초구 남부순환로342길 100-9(양재동),서울특별시 서초구 양재동 189-1,37.476073,127.027718,02-572-4665,평일:09~18:00+토요일:09~13:00,1,3939,1884,,N,Y,N,N,N,Y,Y,02-2155-7199,서초구청,2019-08-08,3210000,서울특별시 서초구
쌍용자동차 남부정비사업소,민간,서울특별시 서초구 사임당로 22(서초동),서울특별시 서초구 서초동 1596-5,37.487568,127.012571,02-586-5582,평일:09~18:00+토요일:09~13:00,1,1976.4,2760.1,,N,Y,N,N,N,Y,Y,02-2155-7199,서초구청,2019-08-08,3210000,서울특별시 서초구
현대정비,민간,경상남도 하동군 하동읍 섬진강대로 2334,경상남도 하동군 하동읍 두곡리 750,35.0810584,127.7362621,055-882-6600,09:00~18:00,1,1000,494.5,1,N,Y,N,N,Y,N,Y,055-211-4356,경상남도,2019-06-16,5440000,경상남도 하동군
대광정비,민간,경상남도 하동군 진교면 새미골길 32-2,경상남도 하동군 진교면 고룡리 259번지 3호,35.0201443,127.9005620,055-883-9173,08:30~17:30,1,2919,753.45,1,N,Y,N,N,Y,N,Y,055-211-4356,경상남도,2019-06-16,5440000,경상남도 하동군
두일정비,민간,경상남도 하동군 하동읍 화심길 126,경상남도 하동군 하동읍 화심리 303-5,35.0882830,127.7323050,055-882-2500,09:00~17:40,1,6429,2423.76,2,N,Y,N,N,Y,N,Y,055-211-4356,경상남도,2019-06-16,5440000,경상남도 하동군
이화모터스,민간,경상남도 하동군 적량면 경서대로 501,경상남도 하동군 적량면 동산리 618-11,35.0789949,127.7800969,055-882-0521,08:30~18:00,1,431,203.95,1,N,Y,N,N,Y,N,Y,055-211-4356,경상남도,2019-06-16,5440000,경상남도 하동군
청도제일정비공장,민간,경상북도 청도군 청도읍 중앙로 28,경상북도 청도군 청도읍 고수리 813번지,35.64363528,128.7473755,054-373-3502,평일:09~18:00+토요일:09:00~13:00,1,2970,384,1,Y,Y,Y,Y,Y,Y,Y,054-370-2252,경상북도 청도군청,2019-06-13,5190000,경상북도 청도군
화양자동차정비공장,민간,경상북도 청도군 화양읍 청려로1832-5,경상북도 청도군 화양읍 동천리 479-6,35.6509217839,128.718873002,054-371-0341,평일:09~18:00+토요일:09:00~13:00,1,1379,275,1,Y,Y,Y,Y,Y,Y,Y,054-370-2252,경상북도 청도군청,2019-06-13,5190000,경상북도 청도군
청도대성자동차정비공장,민간,경상북도 청도군 청도읍 모강길 5,경상북도 청도군 청도읍 원정리 1258-25,35.64947703,128.7515491,054-373-8572,평일:09~18:00+토요일:09:00~13:00,1,1839,365,1,Y,Y,Y,Y,Y,Y,Y,054-370-2252,경상북도 청도군청,2019-06-13,5190000,경상북도 청도군
현대자동차청도서비스,민간,경상북도 청도군 화양읍 청려로 1798,경상북도 청도군 화양읍 동천리 136-5,35.65098628,128.7154408,054-373-8401,평일:09~18:00+토요일:09:00~13:00,1,2373,848,3,Y,Y,Y,Y,Y,Y,N,054-370-2252,경상북도 청도군청,2019-06-13,5190000,경상북도 청도군
에덴종합정비공장,민간,경상북도 청도군 화양읍 청려로 1810,경상북도 청도군 화양읍 동천리 370,35.65118858,128.7162819,054-372-8581,평일:09~18:00+토요일:09:00~13:00,1,2818,550,2,Y,Y,Y,Y,Y,Y,Y,054-370-2252,경상북도 청도군청,2019-06-13,5190000,경상북도 청도군
㈜성산자동차,민간,강원도 홍천군 홍천읍 구시울1길 16,,37.672364,127.854252,033-435-2200,"평일,토요일:08:00~19:00 + 일요일:08:00~18:00",4,5604,988,,Y,Y,Y,Y,N,N,Y,033-430-2944,홍천군 전원도시과,2018-08-30,4250000,강원도 홍천군
(주)광건정비사업소,민간,강원도 홍천군 북방면 송학정로 23-40,,37.682133,127.854466,033-434-0074,평일:08:00~20:00,5,1909,566,,Y,Y,Y,Y,N,Y,N,033-430-2944,홍천군 전원도시과,2018-08-30,4250000,강원도 홍천군
제일자동차공업사,민간,강원도 홍천군 남면 양덕원로 183,,37.624229,127.772829,033-432-8933,평일:08:30~18:00 + 토요일:08:30~13:00,3,2085,349,,N,Y,N,N,Y,N,N,033-430-2944,홍천군 전원도시과,2018-08-30,4250000,강원도 홍천군
강원종합자동차공업사,민간,강원도 홍천군 북방면 송학정로 42,,37.682977,127.858985,033-434-0063,평일:08:30~17:30 + 토요일:09:00~12:00,1,6611,793,,N,Y,N,Y,Y,N,Y,033-430-2944,홍천군 전원도시과,2018-08-30,4250000,강원도 홍천군
(주)한서자동차공업사,민간,강원도 홍천군 북방면 송학정로 36-13,,37.682998,127.859563,033-435-1901,평일:08:30~18:00 + 토요일:08:30~12:30,10,5599,1782,,N,Y,Y,Y,N,N,Y,033-430-2944,홍천군 전원도시과,2018-08-30,4250000,강원도 홍천군
현대자동차공업사,민간,강원도 홍천군 홍천읍 공작산로 151,,37.693835,127.9076304,033-435-6400,평일:08:00~18:00 + 토요일:08:00~16:00,7,800,30,,N,Y,Y,N,N,Y,N,033-430-2944,홍천군 전원도시과,2018-08-30,4250000,강원도 홍천군
(주) 홍천자동차공업사,민간,강원도 홍천군 홍천읍 마지기로 145,,37.702192,127.882384,033-434-2425,평일:08:00~18:00 + 토요일:09:00~12:00,8,5818,1203,,N,Y,Y,N,Y,Y,Y,033-430-2944,홍천군 전원도시과,2018-08-30,4250000,강원도 홍천군
석화자동차공업사,민간,강원도 홍천군 홍천읍 마지기로 187,,37.704314,127.8791177,033-435-9650,평일:08:30~18:00 + 토요일:08:00~16:00,1,3817,1693,,Y,Y,Y,N,Y,N,Y,033-430-2944,홍천군 전원도시과,2018-08-30,4250000,강원도 홍천군
서석현대공업사,민간,강원도 홍천군 서석면 아미산길 40-3,,37.718916,128.179685,033-433-7910,평일:08:00~18:00 + 토요일:08:00~12:00,3,1487,480,,Y,Y,N,Y,Y,N,N,033-430-2944,홍천군 전원도시과,2018-08-30,4250000,강원도 홍천군
해광공업사,민간,강원도 고성군 죽왕면 선유담길 68,강원도 고성군 죽왕면 공현진리 426-1 해광공업사,38.359249,128.503762,033-631-7001,평일09:00~18:00+토요일09:00~14:00,3,4875,1353.4,9,N,Y,N,Y,N,N,Y,033-680-3023,강원도 고성군청,2018-08-20,4340000,강원도 고성군
고성공업사,민간,강원도 고성군 죽왕면 향목길 14,강원도 고성군 죽왕면 향목리 111 고성공업사,38.380853,128.490102,033-681-0001,평일09:00~18:00+토요일09:00~14:00,3,1418,321.1,7,N,Y,N,Y,N,N,Y,033-680-3023,강원도 고성군청,2018-08-20,4340000,강원도 고성군
수성공업사,민간,강원도 고성군 죽왕면 동해대로 6546-16,강원도 고성군 죽왕면 향목리 23-9,38.380976,128.495233,033-681-8585,평일09:00~17:30+토요일09:00~14:00,3,903,329.78,5,N,Y,N,Y,N,N,Y,033-680-3023,강원도 고성군청,2018-08-20,4340000,강원도 고성군
한일공업사,민간,강원도 고성군 거진읍 낙산길 12,강원도 고성군 거진읍 송포리 250-1 한일자동차공업사,38.435859,128.448135,033-681-7777,평일08:30~18:00+토요일08:30~14:00,3,2221,693,9,N,Y,N,Y,N,N,Y,033-680-3023,강원도 고성군청,2018-08-20,4340000,강원도 고성군
그린종합정비,민간,강원도 화천군 화천읍 산수화로 127,강원도 화천군 화천읍 중리 102-11,38.115745000,127.713319000,033-442-1237,09:00~18:00,0,2754,1700,1,N,Y,N,Y,Y,Y,N,033-440-2366,강원도 화천군청,2018-08-10,4310000,강원도 화천군
아로모터스,민간,강원도 화천군 화천읍 산수화로5길 17,강원도 화천군 화천읍 중리 191-22,38.109489000,127.708636000,033-442-3345,09:00~18:00,0,2046,1129,1,N,Y,N,Y,Y,Y,Y,033-440-2366,강원도 화천군청,2018-08-10,4310000,강원도 화천군
화천정비사업소,민간,강원도 화천군 화천읍 노신로 67,강원도 화천군 화천읍 신읍리 591-4,38.117531000,127.700033000,033-441-4417,09:00~18:00,0,2444,1007,1,N,Y,N,Y,Y,Y,N,033-440-2366,강원도 화천군청,2018-08-10,4310000,강원도 화천군
제일자동차종합정비,민간,충청북도 영동군 영동읍 동정로 72-45,,36.1729671,127.7874902,043-744-0111,평일 09:00~18:00 토요일: 09:00~13:00 일요일: 휴무,2,4644,527,,N,Y,N,N,N,N,Y,043-740-3512,충청북도 영동군청,2018-02-23,4440000,충청북도 영동군
영동기아서비스,민간,충청북도 영동군 영동읍 동정로 119-1,,36.1716889,127.7941132,043-745-2200,평일 09:00~18:00 토요일: 09:00~13:00 일요일: 휴무,2,2338,640.38,,N,Y,N,N,N,N,Y,043-740-3512,충청북도 영동군청,2018-02-23,4440000,충청북도 영동군
영동 현대 서비스,민간,충청북도 영동군 영동읍 기골로 190,,36.1873511,127.7908301,043-742-3333,평일 09:00~18:00 토요일: 09:00~13:00 일요일: 휴무,2,6190,743,,N,Y,N,N,N,N,Y,043-740-3512,충청북도 영동군청,2018-02-23,4440000,충청북도 영동군
서산현대자동차 공업사㈜,민간,충청남도 서산시 고운로 6-7(예천동),충청남도 서산시 예천동 488,36.773275,126.443643,041-665-2933,9시 ~ 6시,1,9178,2473,3,N,Y,N,N,N,Y,Y,041-635-4691,충청남도,2017-01-01,4530000,충청남도 서산시
종합자동차공업사,민간,충청남도 서산시 서해로 3197(예천동),충청남도 서산시 예천동 659-1,36.771467,126.435587,041-667-1241,9시 ~ 6시,1,2412,650,1,N,Y,N,N,N,N,Y,041-635-4691,충청남도,2017-01-01,4530000,충청남도 서산시
애향자동차정비공업㈜,민간,충청남도 서산시 음암면 중앙로 548,충청남도 서산시 음암면 신장리 655-1,36.752259,126.499485,041-667-2345,9시 ~ 6시,1,5279,1456,1,N,Y,N,N,N,N,Y,041-635-4691,충청남도,2017-01-01,4530000,충청남도 서산시
중앙자동차정비공업사,민간,충청남도 서산시 대산읍 충의로 1645-4,충청남도 서산시 대산읍 영탑리 440-1,36.914256,126.441942,041-681-4231,9시 ~ 6시,1,2358,538,2,N,Y,N,N,N,N,Y,041-635-4691,충청남도,2017-01-01,4530000,충청남도 서산시
현대자동차정비공업사,민간,충청남도 서산시 성연면 충의로 703,충청남도 서산시 성연면 오사리 306-2,36.832018,126.442241,041-664-8622,9시 ~ 6시,1,1001,462,1,N,Y,N,N,N,N,Y,041-635-4691,충청남도,2017-01-01,4530000,충청남도 서산시
서산현대서비스,민간,충청남도 서산시 수석순환로 5(수석동),충청남도 서산시 수석동 204-5,36.781542,126.497467,041-665-0611,9시 ~ 6시,1,8292,1477,3,N,Y,N,N,N,Y,Y,041-635-4691,충청남도,2017-01-01,4530000,충청남도 서산시
우대자동차공업사,민간,충청남도 서산시 고북면 내포로 2435,충청남도 서산시 고북면 신상리 18-8,36.698822,126.541206,041-688-7748,9시 ~ 6시,1,2702,767,1,N,Y,N,N,N,N,Y,041-635-4691,충청남도,2017-01-01,4530000,충청남도 서산시
㈜남부현대서비스,민간,충청남도 서산시 남부순환로 20-8(수석동),충청남도 서산시 수석동 570-1,36.754193,126.494075,041-668-1188,9시 ~ 6시,1,3300,892,2,N,Y,N,N,N,N,Y,041-635-4691,충청남도,2017-01-01,4530000,충청남도 서산시
부국자동차공업사,민간,충청남도 서산시 남부순환로 790(양대동),충청남도 서산시 양대동 397-1,36.747761,126.449039,041-666-5800,9시 ~ 6시,1,1671,373,1,N,Y,N,N,N,N,Y,041-635-4691,충청남도,2017-01-01,4530000,충청남도 서산시
한성모터스,민간,충청남도 서산시 덕지천로 254(오남동),충청남도 서산시 오남동 559-7,36.758525,126.471613,041-662-3223,9시 ~ 6시,1,2709,1563,1,N,Y,N,N,N,N,Y,041-635-4691,충청남도,2017-01-01,4530000,충청남도 서산시
제국모터스,민간,충청남도 서산시 양열로 212(석남동),충청남도 서산시 석남동 576,36.761922,126.453972,041-667-1171,9시 ~ 6시,1,1652,367,3,N,Y,N,N,N,Y,Y,041-635-4691,충청남도,2017-01-01,4530000,충청남도 서산시
글로벌모터스,민간,충청남도 서산시 남부순환로 907(예천동),충청남도 서산시 예천동 246,36.759142,126.450408,041-667-3311,9시 ~ 6시,1,9772,1952,1,N,Y,N,N,N,N,Y,041-635-4691,충청남도,2017-01-01,4530000,충청남도 서산시
